"female","race","disease_type1","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"CMD",42923.5581573519,3522.79292994753,44108.4306455429,39218.4552251851,45621.5194745564,0.142125131759309,0.0114316958614026,0.146557037732772,0.130011861292974,0.150471282148202,14.6557037732772,13.0011861292974,15.0471282148202,58.5120580497172,4.80216163950327,60.1272393344651,53.4613770914334,62.1898349159652
0,1,"Cancer",38885.7279982938,1758.82783321917,39567.662962258,37022.0280273482,40169.7832498697,0.127296738575556,0.00522361035890429,0.129541987256029,0.121736697731693,0.130948318041017,12.9541987256029,12.1736697731693,13.0948318041017,53.0078136952393,2.39757934091844,53.9374062059844,50.4672759213794,54.7581978349658
0,2,"CMD",6838.90974946067,664.915042133561,6781.43121514168,6233.4414329651,7493.23482012739,0.137235415376708,0.0142354784100719,0.135345548728717,0.124604582532916,0.151472634871292,13.5345548728717,12.4604582532916,15.1472634871292,53.829757579188,5.23361425139845,53.3773381612183,49.0640545807816,58.9800170828687
0,2,"Cancer",6477.97362775026,345.469057937459,6547.05733857179,6125.37640479153,6771.8496965107,0.146495140679913,0.00623061355711586,0.147096021596023,0.140341363872777,0.152138168708355,14.7096021596023,14.0341363872777,15.2138168708355,50.9887924772906,2.71922226219617,51.5325574255686,48.2134636997087,53.3019210488362
0,3,"CMD",724.414351809871,362.535831490408,924.641779897454,336.859473607789,941.775916137508,0.0248673235965271,0.0124398464631512,0.0318977801969375,0.0115737713961619,0.0321849876865436,3.18977801969375,1.15737713961619,3.21849876865436,3.78882971054088,1.89613378870082,4.83605858792034,1.76184138082528,4.92567349448393
0,3,"Cancer",2992.35372387757,158.348481163686,2907.6824158697,2895.00925023021,3161.66880933161,0.0887227346934861,0.00479087822857022,0.086285612574474,0.0856726455251693,0.0938443776629632,8.6285612574474,8.56726455251693,9.38443776629632,15.6505992256357,0.828193738228779,15.207751611409,15.1414684595339,16.5361504638301
0,4,"CMD",893.03628516997,165.826341081654,820.791245597639,777.848552143501,1069.63230183292,0.0626242030739793,0.0114030956282703,0.0575314470273771,0.0547987762326604,0.0747784725549101,5.75314470273771,5.47987762326604,7.47784725549101,7.04057861562754,1.30735269139153,6.471008387469,6.13245393648932,8.43283798870054
0,4,"Cancer",3389.74389112702,226.606526679965,3326.66238133764,3207.62682458804,3625.48024098699,0.111362608468642,0.0068588280878101,0.108406817743666,0.10657372843859,0.118663910614925,10.8406817743666,10.657372843859,11.8663910614925,26.7242874098679,1.78653554441065,26.2269612247621,25.2885008180933,28.5828012589824
1,1,"CMD",35761.2879087977,2548.56403834775,36041.6645718953,33232.0056582378,38052.2499957247,0.133276673330158,0.00941297450716627,0.134710253200511,0.123803198035547,0.14153160573497,13.4710253200511,12.3803198035547,14.153160573497,45.1363832768878,3.21668960955563,45.4902628284224,41.9440303233854,48.0279386115858
1,1,"Cancer",56806.6654900106,3016.42447757227,55289.9069056833,54871.6575355984,60030.9182411009,0.130751392138737,0.00679816248898173,0.127567224964489,0.126201590465876,0.13800773590971,12.7567224964489,12.6201590465876,13.800773590971,71.6989676875783,3.80720324426553,69.7845792300008,69.2566825859646,75.7684829781329
1,2,"CMD",5375.54320607021,2013.74677654406,5007.47798444601,3643.02974109157,7420.91210942941,0.117062083582734,0.0432704637420595,0.109056080003266,0.0798888354368853,0.161040434771131,10.9056080003266,7.98888354368853,16.1040434771131,34.9565688595316,13.0951747872535,32.5630810255996,23.6902235029912,48.2573788749141
1,2,"Cancer",9722.2477667271,1119.60691480094,9326.81428614436,8877.65694105208,10902.9570508974,0.14676105994761,0.0163020859044987,0.142070178752585,0.133756271410491,0.163753097500501,14.2070178752585,13.3756271410491,16.3753097500501,63.2227126633915,7.28068117258392,60.6512520382131,57.730431004768,70.9007358534165
1,3,"CMD",1780.15511475104,759.47809067056,1368.52013051658,1318.01575302537,2592.184213076,0.0747430645105902,0.0318479510730346,0.0566387278018725,0.0561022367284953,0.108772578495095,5.66387278018725,5.61022367284953,10.8772578495095,9.12783877842339,3.8942637694554,7.01715879300176,6.75819494680405,13.2915605976511
1,3,"Cancer",5496.82621756346,551.779023254502,5461.32922506526,4988.53652811294,6035.28835063747,0.10193580514967,0.0107400574005346,0.101319014845733,0.0920075132651325,0.112388368792553,10.1319014845733,9.20075132651325,11.2388368792553,28.1852649194265,2.82927590064948,28.0032522274101,25.5789828602992,30.9462577667677
1,4,"CMD",1198.41496698511,430.638645050708,1236.21191277009,774.42809497514,1590.27443507783,0.0991277750448977,0.0353732100525256,0.102623667583323,0.0641607799692206,0.131123261462914,10.2623667583323,6.41607799692206,13.1123261462914,9.28907575226587,3.33793811486908,9.58204496766571,6.00269642576688,12.326431245675
1,4,"Cancer",5473.46148572261,196.958435083791,5527.62199404897,5268.7159307933,5632.17060857452,0.126864254915887,0.00662787730574097,0.128176907864838,0.120103200082243,0.132509554742923,12.8176907864838,12.0103200082243,13.2509554742923,42.4255368705012,1.52665134694018,42.8453422621932,40.8385265092548,43.6557126488093
