age_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,HIS,added_sugar,FL,mrh-eq,-123203.75112447963,-120241.0505434597,-117757.49632383135,-120409.17207377254,2870.1452293758575,0,0,0,0,0,-123203.75112447963,-120241.0505434597,-117757.49632383135,-120409.17207377254,2870.1452293758575,-107291188.94100846,-103953357.36109841,-101787092.1653437,-104364433.28536344,2918685.8079983387,-81703.94400918145,-79755.7770684048,-78108.85644497642,-79861.47753063227,1894.36431831624,-41499.807115298274,-40485.273475054884,-39648.639878854876,-40547.69454314028,975.7970834463179,237049.23746363522,239532.79168326358,242495.49226428365,239700.91321357645,2870.1452293759103,119291.7411398039,119291.7411398039,119291.7411398039,119291.7411398039,0,157237.5178834545,158884.438506883,160832.60544765953,158990.1389691104,1894.3643183162376,79128.6614384782,79128.6614384782,79128.6614384782,79128.6614384782,0,79811.71958018084,80648.35317638071,81662.88681662407,80710.77424446614,975.7970834462359,40163.079701325725,40163.079701325725,40163.079701325725,40163.079701325725,0,0,0,0,0,0,-41499.807115298274,-40485.273475054884,-39648.639878854876,-40547.69454314028,975.7970834463179,0,0,0,0,0,0,0,0,0,0,79811.71958018084,80648.35317638071,81662.88681662407,80710.77424446614,975.7970834462359,40163.079701325725,40163.079701325725,40163.079701325725,40163.079701325725,0
35-44,HIS,added_sugar,Food_price,USD,-4460104.000622411,-4459034.755019795,-4217827.619444169,-4374775.8462573355,146916.51916644914,0,0,0,0,0,-4460104.000622411,-4459034.755019795,-4217827.619444169,-4374775.8462573355,146916.51916644914,-107291188.94100846,-103953357.36109841,-101787092.1653437,-104364433.28536344,2918685.8079983387,-2958023.0146629093,-2956646.393375355,-2797105.603210553,-2901150.1937693036,97379.86857419877,-1502372.1839768128,-1502064.808291878,-1420705.8385659875,-1473625.652488034,49538.5323550374,8629144.497053359,8870351.63262898,8871420.8782316,8786092.723866522,146916.51916644754,4411316.87760919,4411316.87760919,4411316.87760919,4411316.87760919,0,5722803.011134534,5882343.80129933,5883720.422586893,5826847.601693283,97379.86857419772,2925697.4079239853,2925697.4079239853,2925697.4079239853,2925697.4079239853,0,2906325.308251191,2987684.277977082,2987991.6536620166,2959245.122173237,49538.53235503781,1485619.469685203,1485619.469685203,1485619.469685203,1485619.4696852032,0,0,0,0,0,0,-1502372.1839768128,-1502064.808291878,-1420705.8385659875,-1473625.652488034,49538.5323550374,0,0,0,0,0,0,0,0,0,0,2906325.308251191,2987684.277977082,2987991.6536620166,2959245.122173237,49538.53235503781,1485619.469685203,1485619.469685203,1485619.469685203,1485619.4696852032,0
35-44,HIS,oil,CED,MJ,67775.0432497961,227233.46215065464,307398.6514817741,199411.2763367111,128398.70280133389,0,0,0,0,0,67775.0432497961,227233.46215065464,307398.6514817741,199411.2763367111,128398.70280133389,7355902.648837413,24641697.229575716,33319431.970042855,21621325.35579636,13913110.056869678,56724.65672210659,190107.0212402223,257116.98402636102,166818.4592290023,107380.69685538647,11050.38652768949,37126.440910432815,50281.6674554126,32592.81710770876,21018.015404244252,2429394.7663250724,2509559.955656192,2669018.3745570495,2537382.141470135,128398.70280133306,2736793.417806847,2736793.417806847,2736793.417806847,2736793.417806847,0,2031482.203031206,2098492.165817347,2231874.530335462,2121780.727828566,107380.69685538713,2288599.1870575678,2288599.1870575678,2288599.1870575678,2288599.1870575678,0,397912.5632938652,411067.7898388453,437143.84422158933,415601.4136415695,21018.01540424481,448194.2307492785,448194.2307492785,448194.2307492785,448194.2307492785,0,0,0,0,0,0,11050.38652768949,37126.440910432815,50281.6674554126,32592.81710770876,21018.015404244252,0,0,0,0,0,0,0,0,0,0,397912.5632938652,411067.7898388453,437143.84422158933,415601.4136415695,21018.01540424481,448194.2307492785,448194.2307492785,448194.2307492785,448194.2307492785,0
35-44,HIS,oil,FL,mrh-eq,3471.1560627777912,11611.877028782992,15688.978911573402,10186.045771514644,6547.916894350504,0,0,0,0,0,3471.1560627777912,11611.877028782992,15688.978911573402,10186.045771514644,6547.916894350504,7355902.648837413,24641697.229575716,33319431.970042855,21621325.35579636,13913110.056869678,2905.1910072271467,9714.669802646904,13122.711838582602,8521.183220371795,5476.070396268313,565.9650555506307,1897.2072261360893,2566.267072990798,1664.8625511428438,1071.8469795758015,123811.10785840536,127888.2097411958,136028.930707201,129314.04099846414,6547.916894350517,139500.0867699788,139500.0867699788,139500.0867699788,139500.0867699788,0,103532.0383424174,106940.0803783531,113749.55917377274,108133.56696062819,5476.070396268244,116654.750181,116654.750181,116654.750181,116654.750181,0,20279.06951598793,20948.12936284264,22279.37153342809,21180.47403783588,1071.8469795757953,22845.33658897873,22845.33658897873,22845.33658897873,22845.336588978727,0,0,0,0,0,0,565.9650555506307,1897.2072261360893,2566.267072990798,1664.8625511428438,1071.8469795758015,0,0,0,0,0,0,0,0,0,0,20279.06951598793,20948.12936284264,22279.37153342809,21180.47403783588,1071.8469795757953,22845.33658897873,22845.33658897873,22845.33658897873,22845.336588978727,0
35-44,HIS,oil,Food_price,USD,83887.88922102454,161021.77845118236,234354.1342011682,159687.9070546308,79201.18514138575,0,0,0,0,0,83887.88922102454,161021.77845118236,234354.1342011682,159687.9070546308,79201.18514138575,7355902.648837413,24641697.229575716,33319431.970042855,21621325.35579636,13913110.056869678,70188.99880040664,134716.16524655698,196024.82603715273,133586.8650165378,66236.60339662667,13698.890420617507,26305.613204626068,38329.30816401617,26101.042038093274,12964.58830668716,1675521.721087554,1748854.076837541,1825987.9660676974,1750187.9482340917,79201.18514138559,1909875.855288723,1909875.855288723,1909875.855288723,1909875.8552887228,0,1401125.7554630018,1462434.416253598,1526961.5826997487,1463563.7164836172,66236.603396627,1597150.581500155,1597150.581500155,1597150.581500155,1597150.581500155,0,274395.9656245511,286419.6605839414,299026.38336795004,286624.23175047414,12964.588306687298,312725.273788568,312725.273788568,312725.273788568,312725.273788568,0,0,0,0,0,0,13698.890420617507,26305.613204626068,38329.30816401617,26101.042038093274,12964.58830668716,0,0,0,0,0,0,0,0,0,0,274395.9656245511,286419.6605839414,299026.38336795004,286624.23175047414,12964.588306687298,312725.273788568,312725.273788568,312725.273788568,312725.273788568,0
35-44,HIS,sat_fat,CED,MJ,-6716421.607438988,-6260774.27607918,-6094086.875608637,-6362163.72551401,339109.6098828828,0,0,0,0,0,-6716421.607438988,-6260774.27607918,-6094086.875608637,-6362163.72551401,339109.6098828828,-131708335.99429727,-122775982.85111961,-119504876.93010898,-124762385.3852133,6649259.07954916,-5122768.838815688,-4776932.470335706,-4648374.775874141,-4853170.601570238,258263.1101730323,-1593652.7686233053,-1483841.805743485,-1445712.0997344921,-1508993.1239437752,80852.75373057024,14616429.243535638,14783116.64400619,15238763.97536598,14884506.09344101,339109.6098828759,8522342.367927,8522342.367927,8522342.367927,8522342.367927,0,11152605.752368893,11281163.44683044,11626999.815310445,11357401.578064987,258263.11017303728,6504230.97649475,6504230.97649475,6504230.97649475,6504230.976494749,0,3463823.491166745,3501953.197175733,3611764.160055563,3527104.5153760277,80852.75373057385,2018111.3914322508,2018111.3914322508,2018111.3914322508,2018111.3914322508,0,0,0,0,0,0,-1593652.7686233053,-1483841.805743485,-1445712.0997344921,-1508993.1239437752,80852.75373057024,0,0,0,0,0,0,0,0,0,0,3463823.491166745,3501953.197175733,3611764.160055563,3527104.5153760277,80852.75373057385,2018111.3914322508,2018111.3914322508,2018111.3914322508,2018111.3914322508,0
35-44,HIS,sat_fat,FL,mrh-eq,-183802.3939285661,-171223.1135828202,-166753.68326215676,-174068.67499512984,9305.253600009715,0,0,0,0,0,-183802.3939285661,-171223.1135828202,-166753.68326215676,-174068.67499512984,9305.253600009715,-131708335.99429727,-122775982.85111961,-119504876.93010898,-124762385.3852133,6649259.07954916,-140155.47168033206,-130609.6702789443,-127162.76668750415,-132749.63442278557,7084.9462848037765,-43646.92224823386,-40613.44330387606,-39590.91657465264,-41319.04057234426,2220.4762469025504,399714.86274753435,404184.293068198,416763.5734139438,407029.85448050755,9305.25360000974,232961.1794853775,232961.1794853775,232961.1794853775,232961.1794853775,0,304913.910416903,308360.81400834303,317906.6154097306,310500.77815218427,7084.946284803654,177751.14372939878,177751.14372939878,177751.14372939878,177751.1437293988,0,94800.9523306313,95823.4790598548,98856.95800421266,96529.07632832299,2220.4762469026123,55210.03575597872,55210.03575597872,55210.03575597872,55210.03575597872,0,0,0,0,0,0,-43646.92224823386,-40613.44330387606,-39590.91657465264,-41319.04057234426,2220.4762469025504,0,0,0,0,0,0,0,0,0,0,94800.9523306313,95823.4790598548,98856.95800421266,96529.07632832299,2220.4762469026123,55210.03575597872,55210.03575597872,55210.03575597872,55210.03575597872,0
35-44,HIS,sat_fat,Food_price,USD,-701092.19467336,-639790.179362843,-612197.407325871,-651617.9840202272,47894.89370973045,0,0,0,0,0,-701092.19467336,-639790.179362843,-612197.407325871,-651617.9840202272,47894.89370973045,-131708335.99429727,-122775982.85111961,-119504876.93010898,-124762385.3852133,6649259.07954916,-535126.896810329,-488516.8882472286,-467380.4247719769,-497454.974242965,36486.573910696956,-165965.29786303084,-151273.291115615,-144816.98255389326,-154163.00977726205,11408.556693192479,1477743.6182500806,1505336.390287052,1566638.4055975697,1517164.1949444367,47894.89370973056,865546.2109242093,865546.2109242093,865546.2109242093,865546.2109242094,0,1128483.8082088474,1149620.2716840974,1196230.2802471984,1158558.3576798346,36486.57391069647,661103.3834368684,661103.3834368684,661103.3834368684,661103.3834368684,0,349259.8100412332,355716.1186029555,370408.1253503708,358605.83726460213,11408.556693192451,204442.82748734002,204442.82748734002,204442.82748734002,204442.82748734005,0,0,0,0,0,0,-165965.29786303084,-151273.291115615,-144816.98255389326,-154163.00977726205,11408.556693192479,0,0,0,0,0,0,0,0,0,0,349259.8100412332,355716.1186029555,370408.1253503708,358605.83726460213,11408.556693192451,204442.82748734002,204442.82748734002,204442.82748734002,204442.82748734005,0
35-44,NHB,added_sugar,CED,MJ,-2364972.920804653,-2361117.458106182,-2195931.5812047995,-2304510.2952279677,101581.41349066298,0,0,0,0,0,-2364972.920804653,-2361117.458106182,-2195931.5812047995,-2304510.2952279677,101581.41349066298,-91327238.94096586,-91187422.9348758,-84818015.54337275,-89001601.39613439,3914102.8313025176,-1564654.2527175578,-1562099.394744292,-1452808.9416750856,-1524648.3087457165,67209.65946702703,-800318.6680870942,-799018.06336189,-743122.6395297137,-779861.9864822506,34371.754118936864,3716415.830089931,3881601.706991313,3885457.169689786,3824994.5441130996,101581.4134906634,1520484.248885131,1520484.248885131,1520484.248885131,1520484.2488851312,0,2458784.3205968146,2568074.773666022,2570629.631639288,2530623.6876674457,67209.65946702745,1005975.37892173,1005975.37892173,1005975.37892173,1005975.37892173,0,1257631.509493115,1313526.933325293,1314827.5380504963,1294370.8564456527,34371.75411893772,514508.869963402,514508.869963402,514508.869963402,514508.869963402,0,0,0,0,0,0,-800318.6680870942,-799018.06336189,-743122.6395297137,-779861.9864822506,34371.754118936864,0,0,0,0,0,0,0,0,0,0,1257631.509493115,1313526.933325293,1314827.5380504963,1294370.8564456527,34371.75411893772,514508.869963402,514508.869963402,514508.869963402,514508.869963402,0
35-44,NHB,added_sugar,FL,mrh-eq,-95378.54175448093,-95260.691351713,-88638.27728723628,-92978.38831251692,4060.9716381474477,0,0,0,0,0,-95378.54175448093,-95260.691351713,-88638.27728723628,-92978.38831251692,4060.9716381474477,-91327238.94096586,-91187422.9348758,-84818015.54337275,-89001601.39613439,3914102.8313025176,-63101.19025613001,-63023.059465321,-58641.58687669139,-61513.114974857635,2686.8397431914104,-32277.351498350923,-32237.63188639195,-29996.69041054483,-31465.27333765927,1374.1318987617694,149678.12013946415,156300.53420394092,156418.38460670903,154018.2311647449,4060.971638147525,61039.8428522279,61039.8428522279,61039.8428522279,61039.84285222789,0,99025.95727365928,103407.4298622888,103485.56065309781,101897.48537182546,2686.8397431913536,40384.37039696789,40384.37039696789,40384.37039696789,40384.37039696789,0,50652.16286580494,52893.104341652,52932.82395361102,52120.745792919355,1374.1318987617533,20655.47245526012,20655.47245526012,20655.47245526012,20655.47245526012,0,0,0,0,0,0,-32277.351498350923,-32237.63188639195,-29996.69041054483,-31465.27333765927,1374.1318987617694,0,0,0,0,0,0,0,0,0,0,50652.16286580494,52893.104341652,52932.82395361102,52120.745792919355,1374.1318987617533,20655.47245526012,20655.47245526012,20655.47245526012,20655.47245526012,0
35-44,NHB,added_sugar,Food_price,USD,-4017628.098766088,-3907970.755604018,-3667636.408266468,-3862119.1751915687,188437.47592754717,0,0,0,0,0,-4017628.098766088,-3907970.755604018,-3667636.408266468,-3862119.1751915687,188437.47592754717,-91327238.94096586,-91187422.9348758,-84818015.54337275,-89001601.39613439,3914102.8313025176,-2658065.3953021825,-2585496.143710816,-2426488.478078793,-2555166.8756263754,124680.64660356079,-1359562.703463904,-1322474.611893197,-1241147.9301876768,-1306952.2995651923,63756.83002341792,6165839.0912433,6406173.438580843,6515830.78174292,6360321.858168398,188437.4759275469,2498202.682976827,2498202.682976827,2498202.682976827,2498202.682976827,0,4079342.033092937,4238349.698724959,4310918.950316337,4208020.430640522,124680.6466035648,1652853.555014148,1652853.555014148,1652853.555014148,1652853.5550141477,0,2086497.0581503545,2167823.739855876,2204911.8314265828,2152301.427527871,63756.83002341836,845349.127962678,845349.127962678,845349.127962678,845349.1279626781,0,0,0,0,0,0,-1359562.703463904,-1322474.611893197,-1241147.9301876768,-1306952.2995651923,63756.83002341792,0,0,0,0,0,0,0,0,0,0,2086497.0581503545,2167823.739855876,2204911.8314265828,2152301.427527871,63756.83002341836,845349.127962678,845349.127962678,845349.127962678,845349.1279626781,0
35-44,NHB,oil,CED,MJ,-67400.664517792,-46416.30602614331,-5514.311130715161,-39427.66167394,33129.303248856915,0,0,0,0,0,-67400.664517792,-46416.30602614331,-5514.311130715161,-39427.66167394,33129.303248856915,-7265449.299880403,-5005629.96181103,-599138.58577742,-4252411.70287621,3568706.923930246,-56257.35401957858,-38730.230148341594,-4576.516457009451,-32896.33898339593,27665.677210696813,-11143.310498213319,-7686.075877801679,-937.7946737055458,-6531.322690543962,5463.6264490684225,1571015.4495444966,1611917.444439923,1632901.8029315718,1604928.8000877202,33129.30324885598,1565501.13841378,1565501.13841378,1565501.13841378,1565501.1384137801,0,1312127.1713771701,1346280.885068502,1363808.0089397389,1340446.9939035564,27665.677210696605,1307550.65492016,1307550.65492016,1307550.65492016,1307550.65492016,0,258888.27816732595,265636.5593714221,269093.79399183387,264481.8061841644,5463.626449068486,257950.48349362038,257950.48349362038,257950.48349362038,257950.48349362038,0,0,0,0,0,0,-11143.310498213319,-7686.075877801679,-937.7946737055458,-6531.322690543962,5463.6264490684225,0,0,0,0,0,0,0,0,0,0,258888.27816732595,265636.5593714221,269093.79399183387,264481.8061841644,5463.626449068486,257950.48349362038,257950.48349362038,257950.48349362038,257950.48349362038,0
35-44,NHB,oil,FL,mrh-eq,-3290.1739929951686,-2231.1941434155597,-194.42442509374308,-1888.1099789446098,1656.2110411495057,0,0,0,0,0,-3290.1739929951686,-2231.1941434155597,-194.42442509374308,-1888.1099789446098,1656.2110411495057,-7265449.299880403,-5005629.96181103,-599138.58577742,-4252411.70287621,3568706.923930246,-2746.1535749781947,-1861.6421391472695,-160.9151396741783,-1575.2507133079132,1383.0720803191612,-544.0204180169729,-369.5520042682879,-33.5092854195573,-312.85926563669295,273.1389821371238,79113.08696863086,81149.8566869527,82208.83653653228,80806.77252248174,1656.2110411495055,78918.6625435371,78918.6625435371,78918.6625435371,78918.6625435371,0,66076.12562367419,67776.85262314731,68661.36405897822,67490.46119730793,1383.0720803191723,65915.21048400001,65915.21048400001,65915.21048400001,65915.21048400001,0,13036.961344956735,13373.00406380546,13547.472477554144,13316.311325173869,273.1389821371193,13003.45205953717,13003.45205953717,13003.45205953717,13003.45205953717,0,0,0,0,0,0,-544.0204180169729,-369.5520042682879,-33.5092854195573,-312.85926563669295,273.1389821371238,0,0,0,0,0,0,0,0,0,0,13036.961344956735,13373.00406380546,13547.472477554144,13316.311325173869,273.1389821371193,13003.45205953717,13003.45205953717,13003.45205953717,13003.45205953717,0
35-44,NHB,oil,Food_price,USD,34656.85270422908,48768.188656289,66044.53330372398,49878.71802308727,16547.803552963524,0,0,0,0,0,34656.85270422908,48768.188656289,66044.53330372398,49878.71802308727,16547.803552963524,-7265449.299880403,-5005629.96181103,-599138.58577742,-4252411.70287621,3568706.923930246,28952.589130411794,40741.3027619685,55174.08788880548,41669.047146277364,13824.156549023832,5704.263573817272,8026.88589432044,10870.445414918502,8209.670876809876,2723.6470039397013,330928.85580122337,348205.200448658,362316.53640071827,347094.67108186,16547.803552963505,396973.389104947,396973.389104947,396973.389104947,396973.389104947,0,276460.3951541435,290893.18028098,302681.89391253673,289965.4358966713,13824.156549023597,331634.483042949,331634.483042949,331634.483042949,331634.483042949,0,54468.4606470798,57312.0201676779,59634.64248818102,57129.23518518844,2723.6470039397,65338.9060619983,65338.9060619983,65338.9060619983,65338.9060619983,0,0,0,0,0,0,5704.263573817272,8026.88589432044,10870.445414918502,8209.670876809876,2723.6470039397013,0,0,0,0,0,0,0,0,0,0,54468.4606470798,57312.0201676779,59634.64248818102,57129.23518518844,2723.6470039397,65338.9060619983,65338.9060619983,65338.9060619983,65338.9060619983,0
35-44,NHB,sat_fat,CED,MJ,-3609167.4092956213,-3604556.430589145,-3499249.448636889,-3569224.499625714,65445.105242225625,0,0,0,0,0,-3609167.4092956213,-3604556.430589145,-3499249.448636889,-3569224.499625714,65445.105242225625,-74151942.94516698,-74049575.9109724,-71874819.1916296,-73322421.63548179,1353858.982124555,-2770183.704738304,-2767100.2309823963,-2686940.1245902516,-2740055.798478454,49679.75764886122,-838983.7045573217,-837456.199606754,-812309.3240466408,-829168.7011472643,15767.359938053822,8092954.84786697,8198261.82981924,8202872.808525716,8162929.898855803,65445.10524223408,4593705.39923009,4593705.39923009,4593705.39923009,4593705.39923009,0,6213467.315586267,6293627.42197839,6296710.895734314,6266582.9894744605,49679.75764885343,3526527.190996003,3526527.190996003,3526527.190996003,3526527.190996003,0,1879487.532280725,1904634.40784084,1906161.9127914058,1896346.9093813493,15767.359938054306,1067178.208234085,1067178.208234085,1067178.208234085,1067178.208234085,0,0,0,0,0,0,-838983.7045573217,-837456.199606754,-812309.3240466408,-829168.7011472643,15767.359938053822,0,0,0,0,0,0,0,0,0,0,1879487.532280725,1904634.40784084,1906161.9127914058,1896346.9093813493,15767.359938054306,1067178.208234085,1067178.208234085,1067178.208234085,1067178.208234085,0
35-44,NHB,sat_fat,FL,mrh-eq,-97073.18070529863,-96919.95407237089,-94044.81045655589,-95964.89548188413,1795.7040957918541,0,0,0,0,0,-97073.18070529863,-96919.95407237089,-94044.81045655589,-95964.89548188413,1795.7040957918541,-74151942.94516698,-74049575.9109724,-71874819.1916296,-73322421.63548179,1353858.982124555,-74496.42428651053,-74391.1126037295,-72202.63667920815,-73660.17778206624,1363.1463123638252,-22576.75641878804,-22528.841468641323,-21842.173777347707,-22304.717699817847,432.6089586905708,217555.4336748422,220430.5772906573,220583.80392358496,219475.51870017048,1795.7040957918775,123510.6232182863,123510.6232182863,123510.6232182863,123510.6232182863,0,167005.88816038443,169194.3640849059,169299.67576768686,168463.42926324255,1363.1463123638744,94803.2514811762,94803.2514811762,94803.2514811762,94803.2514811762,0,50549.54551445782,51236.2132057514,51284.128155898194,51012.08943692796,432.60895869057083,28707.371737110123,28707.371737110123,28707.371737110123,28707.371737110123,0,0,0,0,0,0,-22576.75641878804,-22528.841468641323,-21842.173777347707,-22304.717699817847,432.6089586905708,0,0,0,0,0,0,0,0,0,0,50549.54551445782,51236.2132057514,51284.128155898194,51012.08943692796,432.60895869057083,28707.371737110123,28707.371737110123,28707.371737110123,28707.371737110123,0
35-44,NHB,sat_fat,Food_price,USD,-387108.90223749285,-385702.5841202121,-373998.57587565336,-382089.35951414966,7576.537103945792,0,0,0,0,0,-387108.90223749285,-385702.5841202121,-373998.57587565336,-382089.35951414966,7576.537103945792,-74151942.94516698,-74049575.9109724,-71874819.1916296,-73322421.63548179,1353858.982124555,-297403.78888416855,-296292.677439181,-287376.52015523677,-293554.0648641085,5785.940668681352,-89705.1133533246,-89409.90668103119,-86622.0557204168,-88535.29465004138,1790.7376509147666,866226.5962838054,877930.604528364,879336.9226456448,874317.3799223015,7576.537103945691,492228.02040815237,492228.02040815237,492228.02040815237,492228.02040815237,0,665498.204593443,674414.3618773867,675525.4733223747,671675.7493023145,5785.940668681282,378121.6844382055,378121.6844382055,378121.6844382055,378121.6844382055,0,200728.39169036297,203516.2426509774,203811.4493232707,202641.63061998753,1790.7376509147498,114106.33596994611,114106.33596994611,114106.33596994611,114106.33596994611,0,0,0,0,0,0,-89705.1133533246,-89409.90668103119,-86622.0557204168,-88535.29465004138,1790.7376509147666,0,0,0,0,0,0,0,0,0,0,200728.39169036297,203516.2426509774,203811.4493232707,202641.63061998753,1790.7376509147498,114106.33596994611,114106.33596994611,114106.33596994611,114106.33596994611,0
35-44,NHW,added_sugar,CED,MJ,-7033376.023273995,-6772219.00328834,-6633441.23935872,-6815159.093132563,213751.64791638847,0,0,0,0,0,-7033376.023273995,-6772219.00328834,-6633441.23935872,-6815159.093132563,213751.64791638847,-277850633.449123,-267308125.03706,-261961035.90209332,-269131079.1693745,8510654.40607391,-4656999.2655875245,-4483944.673218948,-4392136.932461164,-4512452.340450805,141570.5395742841,-2376376.757686469,-2288274.3300693952,-2241304.306897563,-2302706.7526817606,72181.14561472439,12746444.461318381,12885222.22524798,13146379.245233634,12928162.315092212,213751.647916379,6113003.22195965,6113003.22195965,6113003.22195965,6113003.22195965,0,8439707.591202224,8531515.331960011,8704569.924328588,8560022.999191867,141570.53957428667,4047570.658741067,4047570.658741067,4047570.658741067,4047570.6587410667,0,4306736.870116148,4353706.893287968,4441809.3209050605,4368139.315900344,72181.14561472948,2065432.563218582,2065432.563218582,2065432.563218582,2065432.5632185817,0,0,0,0,0,0,-2376376.757686469,-2288274.3300693952,-2241304.306897563,-2302706.7526817606,72181.14561472439,0,0,0,0,0,0,0,0,0,0,4306736.870116148,4353706.893287968,4441809.3209050605,4368139.315900344,72181.14561472948,2065432.563218582,2065432.563218582,2065432.563218582,2065432.5632185817,0
35-44,NHW,added_sugar,FL,mrh-eq,-316021.98683356284,-303007.9277550776,-297539.74723678443,-305655.60444286425,9994.087932813229,0,0,0,0,0,-316021.98683356284,-303007.9277550776,-297539.74723678443,-305655.60444286425,9994.087932813229,-277850633.449123,-267308125.03706,-261961035.90209332,-269131079.1693745,8510654.40607391,-209250.10063303798,-200626.95051534002,-197009.88885516042,-202383.47278113593,6619.379441239747,-106771.88620052482,-102380.97723973761,-100529.85838162397,-103272.13166172833,3374.709968611672,571985.3475678241,577453.528086118,590467.587164603,580101.2047739043,9994.087932813403,274445.6003310404,274445.6003310404,274445.6003310404,274445.6003310404,0,378729.64135838463,382346.70301856415,390969.85313626245,384103.2252843602,6619.379441239948,181719.75250322398,181719.75250322398,181719.75250322398,181719.75250322398,0,193255.70620944037,195106.82506755402,199497.73402834122,195997.97948954473,3374.7099686116558,92725.84782781641,92725.84782781641,92725.84782781641,92725.84782781643,0,0,0,0,0,0,-106771.88620052482,-102380.97723973761,-100529.85838162397,-103272.13166172833,3374.709968611672,0,0,0,0,0,0,0,0,0,0,193255.70620944037,195106.82506755402,199497.73402834122,195997.97948954473,3374.7099686116558,92725.84782781641,92725.84782781641,92725.84782781641,92725.84782781643,0
35-44,NHW,added_sugar,Food_price,USD,-12567494.616713693,-12463968.418763721,-12119993.574589267,-12379600.472720044,246599.60773572556,0,0,0,0,0,-12567494.616713693,-12463968.418763721,-12119993.574589267,-12379600.472720044,246599.60773572556,-277850633.449123,-267308125.03706,-261961035.90209332,-269131079.1693745,8510654.40607391,-8321097.364814661,-8252435.511370311,-8024757.510089861,-8196640.371778697,163281.8046087945,-4246397.251899025,-4211532.907393407,-4095236.0644993973,-4182960.10094134,83317.83726023039,23352030.783322882,23696005.62749733,23799531.825447313,23611637.681453656,246599.60773572783,11232037.20873361,11232037.20873361,11232037.20873361,11232037.20873361,0,15461633.51813289,15689311.519413332,15757973.37285768,15633516.37982172,163281.80460878904,7436876.00804302,7436876.00804302,7436876.00804302,7436876.00804302,0,7890397.265189987,8006694.108084001,8041558.452589634,7978121.301631938,83317.83726023886,3795161.20069059,3795161.20069059,3795161.20069059,3795161.20069059,0,0,0,0,0,0,-4246397.251899025,-4211532.907393407,-4095236.0644993973,-4182960.10094134,83317.83726023039,0,0,0,0,0,0,0,0,0,0,7890397.265189987,8006694.108084001,8041558.452589634,7978121.301631938,83317.83726023886,3795161.20069059,3795161.20069059,3795161.20069059,3795161.20069059,0
