age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
45-54,NHB,Food_price,USD,-3329624.3988335193,-3041870.703805098,-2983497.4946858925,-3122355.0848258757,195051.17084133398,0,0,0,0,0,-3329624.3988335193,-3041870.703805098,-2983497.4946858925,-3122355.0848258757,195051.17084133398,-151180322.3932693,-139940110.8509706,-134294911.40690857,-141903272.99070278,9048221.451852754,-2255777.9978268845,-2058159.498561878,-2022087.5116972092,-2114842.485369014,132429.1847526989,-1073846.4010066357,-983711.2052432199,-961409.9829886841,-1007512.599456862,62664.21989790752,6291490.462215141,6349863.671334343,6637617.3663627785,6430348.0523551265,195051.17084134044,3307992.9675292512,3307992.9675292512,3307992.9675292512,3307992.967529251,0,4401512.428210963,4437584.415075629,4635202.914340639,4494267.401882768,132429.1847526999,2379424.9165137513,2379424.9165137513,2379424.9165137513,2379424.9165137513,0,1889978.034004183,1912279.256258722,2002414.4520221367,1936080.6504723628,62664.219897908086,928568.051015501,928568.051015501,928568.051015501,928568.051015501,0,0,0,0,0,0,-1073846.4010066357,-983711.2052432199,-961409.9829886841,-1007512.599456862,62664.21989790752,0,0,0,0,0,0,0,0,0,0,1889978.034004183,1912279.256258722,2002414.4520221367,1936080.6504723628,62664.219897908086,928568.051015501,928568.051015501,928568.051015501,928568.051015501,0
45-54,NHW,CED,MJ,-29747068.101872873,-29579376.905417,-28800950.32875515,-29365083.78955525,531415.1412078798,0,0,0,0,0,-29747068.101872873,-29579376.905417,-28800950.32875515,-29365083.78955525,531415.1412078798,-758458505.8420954,-752316107.6572571,-742268028.5454968,-750945693.2969335,8603554.252644809,-21943412.556176063,-21937062.083683237,-21338021.084484793,-21729100.495365474,366004.42534954794,-7809671.7827952895,-7635630.113846602,-7462595.008876014,-7635983.294189796,182672.24233938765,65128828.75778606,65907255.33444783,66074946.53090386,65692962.21858617,531415.1412078963,36327878.42903091,36327878.42903091,36327878.42903091,36327878.42903091,0,49056272.792343594,49655313.79154202,49661664.26403487,49447352.20322427,366004.42534954264,27718251.7078588,27718251.7078588,27718251.7078588,27718251.7078588,0,16072221.730048114,16245256.835018717,16419298.503967412,16245610.015361907,182672.24233939836,8609626.721172119,8609626.721172119,8609626.721172119,8609626.721172119,0,0,0,0,0,0,-7809671.7827952895,-7635630.113846602,-7462595.008876014,-7635983.294189796,182672.24233938765,0,0,0,0,0,0,0,0,0,0,16072221.730048114,16245256.835018717,16419298.503967412,16245610.015361907,182672.24233939836,8609626.721172119,8609626.721172119,8609626.721172119,8609626.721172119,0
45-54,NHW,FL,mrh-eq,-974341.5439393345,-956388.8804815665,-937902.2383691085,-956201.5195500962,19179.26825979113,0,0,0,0,0,-974341.5439393345,-956388.8804815665,-937902.2383691085,-956201.5195500962,19179.26825979113,-758458505.8420954,-752316107.6572571,-742268028.5454968,-750945693.2969335,8603554.252644809,-706614.415913741,-699005.3420421948,-684530.6753252347,-696596.3620964355,11808.768516422611,-267727.12802559393,-257383.53843937162,-253371.5630438744,-259605.15745366112,7796.678010853225,2239016.4625629326,2257503.1046753894,2275455.7681331583,2257315.7437439202,19179.268259791123,1301114.224193824,1301114.224193824,1301114.224193824,1301114.224193824,0,1679026.3806002908,1693501.0473172502,1701110.1211887968,1691092.0673714913,11808.768516422262,994495.7052750546,994495.7052750546,994495.7052750546,994495.7052750546,0,559990.0819626428,564002.0573581402,574345.6469443628,566223.6763724298,7796.678010853414,306618.51891876885,306618.51891876885,306618.51891876885,306618.51891876885,0,0,0,0,0,0,-267727.12802559393,-257383.53843937162,-253371.5630438744,-259605.15745366112,7796.678010853225,0,0,0,0,0,0,0,0,0,0,559990.0819626428,564002.0573581402,574345.6469443628,566223.6763724298,7796.678010853414,306618.51891876885,306618.51891876885,306618.51891876885,306618.51891876885,0
45-54,NHW,Food_price,USD,-18206305.47752519,-16282264.244763236,-16122447.250639597,-16901290.29340826,1220775.9249946952,0,0,0,0,0,-18206305.47752519,-16282264.244763236,-16122447.250639597,-16901290.29340826,1220775.9249946952,-758458505.8420954,-752316107.6572571,-742268028.5454968,-750945693.2969335,8603554.252644809,-12320027.724965459,-11084192.569676617,-10967462.23541506,-11476860.927931806,788929.3919639341,-5886277.752559736,-5198071.675086632,-5154985.01522454,-5424429.365476461,431936.7650207405,35782583.80294028,35942400.797063895,37866442.02982585,36561426.84570893,1220775.9249946906,19660136.552300658,19660136.552300658,19660136.552300658,19660136.552300658,0,25218631.27934736,25335361.61360893,26571196.768897776,25728029.971864115,788929.391963941,14251169.043932308,14251169.043932308,14251169.043932308,14251169.04393231,0,10563952.523592895,10607039.183454972,11295245.260928094,10833396.873844812,431936.76502074767,5408967.508368356,5408967.508368356,5408967.508368356,5408967.508368356,0,0,0,0,0,0,-5886277.752559736,-5198071.675086632,-5154985.01522454,-5424429.365476461,431936.7650207405,0,0,0,0,0,0,0,0,0,0,10563952.523592895,10607039.183454972,11295245.260928094,10833396.873844812,431936.76502074767,5408967.508368356,5408967.508368356,5408967.508368356,5408967.508368356,0
45-54,OTH,CED,MJ,-4173744.0038287304,-4042154.3198024775,-3725285.077856596,-3977143.9486026075,242652.83984847835,0,0,0,0,0,-4173744.0038287304,-4042154.3198024775,-3725285.077856596,-3977143.9486026075,242652.83984847835,-107961166.64026348,-105063695.51231858,-86864076.13095175,-99694520.6865565,12038018.510636091,-3139187.2458871016,-3037762.173021389,-2829833.333637718,-3000392.430383509,166003.08748881167,-1034556.7579416275,-1004392.1467810883,-895451.7442188817,-976751.5182190997,77027.0784007794,10820524.540281367,11137393.78222725,11268983.466253506,11072383.41102738,242652.83984848062,7095239.462424767,7095239.462424767,7095239.462424767,7095239.462424767,0,8280069.764942638,8487998.604326302,8589423.67719202,8450628.861688426,166003.08748880922,5450236.431304924,5450236.431304924,5450236.431304924,5450236.431304924,0,2540454.7753387294,2649395.1779009355,2679559.7890614755,2621754.5493389475,77027.07840077944,1645003.0311198481,1645003.0311198481,1645003.0311198481,1645003.0311198484,0,0,0,0,0,0,-1034556.7579416275,-1004392.1467810883,-895451.7442188817,-976751.5182190997,77027.0784007794,0,0,0,0,0,0,0,0,0,0,2540454.7753387294,2649395.1779009355,2679559.7890614755,2621754.5493389475,77027.07840077944,1645003.0311198481,1645003.0311198481,1645003.0311198481,1645003.0311198484,0
45-54,OTH,FL,mrh-eq,-135734.60896828552,-131399.50838139682,-113829.9416341827,-126755.83604444053,12210.051592412492,0,0,0,0,0,-135734.60896828552,-131399.50838139682,-113829.9416341827,-126755.83604444053,12210.051592412492,-107961166.64026348,-105063695.51231858,-86864076.13095175,-99694520.6865565,12038018.510636091,-100134.16984360087,-96947.27813652864,-85081.68181303912,-93902.11862199625,8349.76460347743,-35600.43912468451,-34452.230244868246,-28748.25982114366,-32853.71742244428,3862.9815781334755,369589.4179926891,387158.9847399036,391494.0853267918,382515.31240294705,12210.051592412492,255759.47635850654,255759.47635850654,255759.47635850654,255759.4763585065,0,280893.97968499316,292759.5760084827,295946.467715555,289714.41649395035,8349.76460347746,195812.29787195407,195812.29787195407,195812.29787195407,195812.29787195407,0,88695.43830769604,94399.40873142058,95547.61761123683,92800.89590899662,3862.981578133452,59947.17848655234,59947.17848655234,59947.17848655234,59947.178486552344,0,0,0,0,0,0,-35600.43912468451,-34452.230244868246,-28748.25982114366,-32853.71742244428,3862.9815781334755,0,0,0,0,0,0,0,0,0,0,88695.43830769604,94399.40873142058,95547.61761123683,92800.89590899662,3862.981578133452,59947.17848655234,59947.17848655234,59947.17848655234,59947.178486552344,0
45-54,OTH,Food_price,USD,-1893931.010454938,-1824075.1650832852,-1378918.6116319397,-1692390.7061079545,294072.54937259015,0,0,0,0,0,-1893931.010454938,-1824075.1650832852,-1378918.6116319397,-1692390.7061079545,294072.54937259015,-107961166.64026348,-105063695.51231858,-86864076.13095175,-99694520.6865565,12038018.510636091,-1317918.343996726,-1269427.654344909,-969447.1709152973,-1181185.6214404197,198689.98290223756,-576012.6664582115,-554647.5107383739,-409471.44071664294,-511205.08466753404,95386.2160089414,4583136.915655457,5028293.469106801,5098149.314478458,4896609.010131474,294072.54937259026,3204218.304023519,3204218.304023519,3204218.304023519,3204218.304023519,0,3296350.8791897935,3596331.3626194065,3644822.05227122,3508089.3297149152,198689.98290223713,2326903.7082744967,2326903.7082744967,2326903.7082744967,2326903.7082744967,0,1286786.036465665,1431962.1064873966,1453327.2622072347,1388519.6804165568,95386.21600894196,877314.5957490222,877314.5957490222,877314.5957490222,877314.5957490221,0,0,0,0,0,0,-576012.6664582115,-554647.5107383739,-409471.44071664294,-511205.08466753404,95386.2160089414,0,0,0,0,0,0,0,0,0,0,1286786.036465665,1431962.1064873966,1453327.2622072347,1388519.6804165568,95386.21600894196,877314.5957490222,877314.5957490222,877314.5957490222,877314.5957490221,0
55-64,HIS,CED,MJ,-5570147.890570714,-5531408.988834351,-5303064.492297679,-5464880.709957049,151919.36265551578,0,0,0,0,0,-5570147.890570714,-5531408.988834351,-5303064.492297679,-5464880.709957049,151919.36265551578,-134977525.28388256,-134925617.2562765,-124136996.80004728,-131158349.73746134,6572475.182747952,-4088836.1314985766,-4053652.1657908615,-3908646.3602838153,-4015118.186913904,100536.83119807074,-1481311.7590721392,-1477756.8230434894,-1394418.1320138539,-1449762.5230431433,51762.07629342101,13998184.68169921,14226529.1782359,14265268.079972254,14160000.899358591,151919.36265552262,8695120.189401543,8695120.189401543,8695120.189401543,8695120.189401543,0,10521885.253801335,10666891.05930838,10702075.025016088,10628357.080431418,100536.83119806758,6613238.893517528,6613238.893517528,6613238.893517528,6613238.893517528,0,3476299.427897879,3559638.1189275146,3563193.054956166,3531643.818927169,51762.07629342178,2081881.2958840257,2081881.2958840257,2081881.2958840257,2081881.2958840255,0,0,0,0,0,0,-1481311.7590721392,-1477756.8230434894,-1394418.1320138539,-1449762.5230431433,51762.07629342101,0,0,0,0,0,0,0,0,0,0,3476299.427897879,3559638.1189275146,3563193.054956166,3531643.818927169,51762.07629342178,2081881.2958840257,2081881.2958840257,2081881.2958840257,2081881.2958840255,0
55-64,HIS,FL,mrh-eq,-184647.10410325156,-184306.34660158074,-172314.04772141483,-180218.08646877544,7393.886169759728,0,0,0,0,0,-184647.10410325156,-184306.34660158074,-172314.04772141483,-180218.08646877544,7393.886169759728,-134977525.28388256,-134925617.2562765,-124136996.80004728,-131158349.73746134,6572475.182747952,-132852.62218163983,-132325.16923730826,-124527.86453160198,-129774.34405787854,4906.847067784514,-51971.35128834282,-51784.655845682326,-47776.357113883394,-50443.742410896906,2494.6587461090244,483552.48772513005,495544.7866052959,495885.544106967,491456.52647249075,7393.886169759781,311238.44000371534,311238.44000371534,311238.44000371534,311238.44000371534,0,361103.4649706008,368900.7696763071,369428.22262063844,366349.9444968773,4906.847067784466,236575.60043899866,236575.60043899866,236575.60043899866,236575.60043899866,0,122439.19667860004,126447.49541039889,126634.19085305942,125106.5819756135,2494.6587461089875,74662.83956471656,74662.83956471656,74662.83956471656,74662.83956471656,0,0,0,0,0,0,-51971.35128834282,-51784.655845682326,-47776.357113883394,-50443.742410896906,2494.6587461090244,0,0,0,0,0,0,0,0,0,0,122439.19667860004,126447.49541039889,126634.19085305942,125106.5819756135,2494.6587461089875,74662.83956471656,74662.83956471656,74662.83956471656,74662.83956471656,0
55-64,HIS,Food_price,USD,-2596601.3684574394,-2498596.269563583,-2255146.539712118,-2447563.0657188077,185067.7650077322,0,0,0,0,0,-2596601.3684574394,-2498596.269563583,-2255146.539712118,-2447563.0657188077,185067.7650077322,-134977525.28388256,-134925617.2562765,-124136996.80004728,-131158349.73746134,6572475.182747952,-1752417.0499442772,-1685319.2304005423,-1522987.1847771008,-1651903.7124778384,124171.77023560126,-844184.3185131621,-813277.0391630403,-732159.3549350168,-795659.3532409696,60902.615263191445,6322142.714564994,6565592.44441647,6663597.543310324,6514559.24057169,185067.7650077367,4066996.1748528806,4066996.1748528806,4066996.1748528806,4066996.17485288,0,4533771.484026564,4696103.529650004,4763201.349193741,4662688.0117273005,124171.77023560076,3010784.299249463,3010784.299249463,3010784.299249463,3010784.299249463,0,1788371.2305384371,1869488.9147664616,1900396.194116582,1851871.22884439,60902.615263191416,1056211.8756034195,1056211.8756034195,1056211.8756034195,1056211.8756034195,0,0,0,0,0,0,-844184.3185131621,-813277.0391630403,-732159.3549350168,-795659.3532409696,60902.615263191445,0,0,0,0,0,0,0,0,0,0,1788371.2305384371,1869488.9147664616,1900396.194116582,1851871.22884439,60902.615263191416,1056211.8756034195,1056211.8756034195,1056211.8756034195,1056211.8756034195,0
55-64,NHB,CED,MJ,-5715949.15605828,-5596018.594283665,-5426336.454998255,-5578561.900420228,153175.60918556448,0,0,0,0,0,-5715949.15605828,-5596018.594283665,-5426336.454998255,-5578561.900420228,153175.60918556448,-172205826.17117548,-163998118.2617103,-158008749.97238678,-164776483.04070735,7502489.266515232,-4143845.6676686225,-4051111.7669658884,-3936199.793185367,-4043329.9869385944,109494.89272260749,-1572103.488389653,-1544906.8273177792,-1490136.6618128866,-1535231.9134816322,43946.55963528791,12838169.990643492,13007852.129928907,13127782.69170352,12990395.436065467,153175.6091855661,7411833.535645249,7411833.535645249,7411833.535645249,7411833.535645249,0,9530795.214159427,9645707.187939946,9738441.088642685,9637925.407912655,109494.89272260806,5594595.420974057,5594595.420974057,5594595.420974057,5594595.420974057,0,3307374.7764840727,3362144.9419889627,3389341.6030608397,3352470.028152818,43946.55963528803,1817238.1146711875,1817238.1146711875,1817238.1146711875,1817238.1146711875,0,0,0,0,0,0,-1572103.488389653,-1544906.8273177792,-1490136.6618128866,-1535231.9134816322,43946.55963528791,0,0,0,0,0,0,0,0,0,0,3307374.7764840727,3362144.9419889627,3389341.6030608397,3352470.028152818,43946.55963528803,1817238.1146711875,1817238.1146711875,1817238.1146711875,1817238.1146711875,0
55-64,NHB,FL,mrh-eq,-193629.95490338505,-188606.93840926242,-181652.7946915886,-187929.34990977077,6331.022219407211,0,0,0,0,0,-193629.95490338505,-188606.93840926242,-181652.7946915886,-187929.34990977077,6331.022219407211,-172205826.17117548,-163998118.2617103,-158008749.97238678,-164776483.04070735,7502489.266515232,-138654.28749880238,-134735.7660813898,-130070.0130914159,-134473.57956470162,4523.741172364862,-54975.667404582964,-53871.17232787276,-51582.781600172704,-53455.7703450693,1821.6060197032918,439589.51237734046,446543.65609501436,451566.67258913704,445866.0675955227,6331.0222194072985,257936.71768575173,257936.71768575173,257936.71768575173,257936.71768575173,0,325293.1777900668,329958.93078004057,333877.4521974533,329696.74426335254,4523.741172364871,195223.16469865083,195223.16469865083,195223.16469865083,195223.16469865083,0,114296.33458727357,116584.72531497359,117689.2203916838,116169.32333217014,1821.6060197032823,62713.552987100884,62713.552987100884,62713.552987100884,62713.552987100884,0,0,0,0,0,0,-54975.667404582964,-53871.17232787276,-51582.781600172704,-53455.7703450693,1821.6060197032918,0,0,0,0,0,0,0,0,0,0,114296.33458727357,116584.72531497359,117689.2203916838,116169.32333217014,1821.6060197032823,62713.552987100884,62713.552987100884,62713.552987100884,62713.552987100884,0
55-64,NHB,Food_price,USD,-3855623.3274630303,-3781837.7788626216,-3549160.746399045,-3726086.3810158963,168367.43785365223,0,0,0,0,0,-3855623.3274630303,-3781837.7788626216,-3549160.746399045,-3726086.3810158963,168367.43785365223,-172205826.17117548,-163998118.2617103,-158008749.97238678,-164776483.04070735,7502489.266515232,-2615572.4525640695,-2556560.5521039357,-2406206.2328150584,-2524510.5805850783,113634.68682254358,-1240050.8748989627,-1225277.226758692,-1142954.513583988,-1201575.8004308206,55071.50252603939,7190406.52621041,7423083.558674006,7496869.107274409,7367332.160827272,168367.43785366116,3641245.7798113753,3641245.7798113753,3641245.7798113753,3641245.7798113753,0,5017055.213932653,5167409.533221524,5226421.433681658,5135359.561702669,113634.68682253995,2610848.981117593,2610848.981117593,2610848.981117593,2610848.981117593,0,2173351.3122777725,2255674.025452475,2270447.6735927467,2231972.5991246044,55071.502526039134,1030396.7986937825,1030396.7986937825,1030396.7986937825,1030396.7986937825,0,0,0,0,0,0,-1240050.8748989627,-1225277.226758692,-1142954.513583988,-1201575.8004308206,55071.50252603939,0,0,0,0,0,0,0,0,0,0,2173351.3122777725,2255674.025452475,2270447.6735927467,2231972.5991246044,55071.502526039134,1030396.7986937825,1030396.7986937825,1030396.7986937825,1030396.7986937825,0
55-64,NHW,CED,MJ,-41551503.49040206,-40097398.409156606,-38448572.671891004,-40029075.37195655,1634193.0142090183,0,0,0,0,0,-41551503.49040206,-40097398.409156606,-38448572.671891004,-40029075.37195655,1634193.0142090183,-1065597428.6549734,-987729125.3327259,-987557816.8486185,-1014991228.7847048,47375599.88441208,-30675238.686767206,-29607445.09050365,-28447671.04849231,-29575171.24989039,1172737.134673562,-10876264.803634878,-10489953.318652937,-10000901.623398717,-10453904.122066172,461774.0133486172,87999904.34468396,89648730.08194953,91102835.16319497,89580407.04474948,1634193.0142089957,49551331.67279298,49551331.67279298,49551331.67279298,49551331.67279298,0,66072833.159385994,67232607.20139731,68300400.79766092,67200333.36078407,1172737.1346735782,37625162.1108937,37625162.1108937,37625162.1108937,37625162.1108937,0,21927071.185297977,22416122.88055218,22802434.365534145,22380073.68396543,461774.013348621,11926169.561899267,11926169.561899267,11926169.561899267,11926169.561899267,0,0,0,0,0,0,-10876264.803634878,-10489953.318652937,-10000901.623398717,-10453904.122066172,461774.0133486172,0,0,0,0,0,0,0,0,0,0,21927071.185297977,22416122.88055218,22802434.365534145,22380073.68396543,461774.013348621,11926169.561899267,11926169.561899267,11926169.561899267,11926169.561899267,0
55-64,NHW,FL,mrh-eq,-1371808.7074378147,-1307554.3486570031,-1262119.702401529,-1314157.7565606304,58013.60608477222,0,0,0,0,0,-1371808.7074378147,-1307554.3486570031,-1262119.702401529,-1314157.7565606304,58013.60608477222,-1065597428.6549734,-987729125.3327259,-987557816.8486185,-1014991228.7847048,47375599.88441208,-996858.7665034223,-949904.6859428333,-919981.7521740713,-955880.5269224216,40791.212139105664,-374949.94093439286,-357649.6627141703,-342137.9502274572,-358277.2296382087,17278.018768938604,3037557.714749115,3082992.3610045877,3147246.7197854016,3089595.768908216,58013.60608477279,1775438.0123475855,1775438.0123475855,1775438.0123475855,1775438.0123475855,0,2268670.3861093414,2298593.3198781004,2345547.4004386896,2304569.16085769,40791.21213910434,1348688.6339352694,1348688.6339352694,1348688.6339352694,1348688.6339352694,0,768887.3286397744,784399.0411264882,801699.3193467109,785026.6080505265,17278.01876893912,426749.3784123178,426749.3784123178,426749.3784123178,426749.3784123178,0,0,0,0,0,0,-374949.94093439286,-357649.6627141703,-342137.9502274572,-358277.2296382087,17278.018768938604,0,0,0,0,0,0,0,0,0,0,768887.3286397744,784399.0411264882,801699.3193467109,785026.6080505265,17278.01876893912,426749.3784123178,426749.3784123178,426749.3784123178,426749.3784123178,0
55-64,NHW,Food_price,USD,-22151393.71137607,-20236807.150723793,-19660233.709962573,-20706285.438404866,1372729.841458092,0,0,0,0,0,-22151393.71137607,-20236807.150723793,-19660233.709962573,-20706285.438404866,1372729.841458092,-1065597428.6549734,-987729125.3327259,-987557816.8486185,-1014991228.7847048,47375599.88441208,-15067076.677840812,-13732206.210559445,-13423857.882051637,-14092389.417146659,919384.5413107475,-7084317.033535268,-6504600.940164351,-6236375.827910922,-6613896.021258206,456211.819222796,45753620.44767662,46330193.888437875,48244780.449090175,46799672.17611894,1372729.8414581162,26093386.737714063,26093386.737714063,26093386.737714063,26093386.737714063,0,32420877.917691145,32729226.246198963,34064096.71348032,33089409.452786174,919384.54131075,18997020.035639502,18997020.035639502,18997020.035639502,18997020.035639502,0,13332742.529985497,13600967.642238913,14180683.735609813,13710262.723332768,456211.8192227803,7096366.702074557,7096366.702074557,7096366.702074557,7096366.702074557,0,0,0,0,0,0,-7084317.033535268,-6504600.940164351,-6236375.827910922,-6613896.021258206,456211.819222796,0,0,0,0,0,0,0,0,0,0,13332742.529985497,13600967.642238913,14180683.735609813,13710262.723332768,456211.8192227803,7096366.702074557,7096366.702074557,7096366.702074557,7096366.702074557,0
55-64,OTH,CED,MJ,-4251181.478582418,-4068682.5159953814,-3947698.52745192,-4090266.71741418,160817.9108606201,0,0,0,0,0,-4251181.478582418,-4068682.5159953814,-3947698.52745192,-4090266.71741418,160817.9108606201,-120121494.8116152,-119690791.56882033,-107453499.77223906,-115548128.91836895,7571327.969622001,-3193924.940194949,-3036486.32499121,-2943755.7933993656,-3059190.915732226,133128.05369462297,-1057256.5383874604,-1032196.1910041647,-1003942.7340525528,-1031075.8016819485,28076.667801871863,11036669.378676932,11157653.367220398,11340152.329807427,11179237.56863919,160817.91086061852,7088970.85122502,7088970.85122502,7088970.85122502,7088970.851225021,0,8329942.142308089,8422672.673899941,8580111.289103683,8445377.264640955,133128.0536946283,5386186.348908726,5386186.348908726,5386186.348908726,5386186.348908726,0,2706727.2363688457,2734980.6933204555,2760041.040703751,2733860.30399824,28076.667801870557,1702784.50231629,1702784.50231629,1702784.50231629,1702784.5023162898,0,0,0,0,0,0,-1057256.5383874604,-1032196.1910041647,-1003942.7340525528,-1031075.8016819485,28076.667801871863,0,0,0,0,0,0,0,0,0,0,2706727.2363688457,2734980.6933204555,2760041.040703751,2733860.30399824,28076.667801870557,1702784.50231629,1702784.50231629,1702784.50231629,1702784.5023162898,0
55-64,OTH,FL,mrh-eq,-137255.54300146564,-135927.5134159326,-133245.9585022645,-135452.59224816592,2150.0141592139476,0,0,0,0,0,-137255.54300146564,-135927.5134159326,-133245.9585022645,-135452.59224816592,2150.0141592139476,-120121494.8116152,-119690791.56882033,-107453499.77223906,-115548128.91836895,7571327.969622001,-101908.78323650175,-99702.98716813867,-97760.94028456489,-99795.53074174894,2184.545886203003,-36185.60477252581,-35446.096742431604,-35307.838289696054,-35657.06150641709,496.79704016295824,393348.3720998481,396029.9270135162,397357.9565990494,395555.0058457496,2150.0141592139985,260102.4135975833,260102.4135975833,260102.4135975833,260102.4135975833,0,294596.58045626263,296538.6273398365,298744.42340819933,296631.1709134467,2184.5458862029272,196835.64017169783,196835.64017169783,196835.64017169783,196835.64017169783,0,98574.6117155818,98712.8701683174,99452.37819841156,98923.83493230287,496.79704016294073,63266.773425885796,63266.773425885796,63266.773425885796,63266.773425885796,0,0,0,0,0,0,-36185.60477252581,-35446.096742431604,-35307.838289696054,-35657.06150641709,496.79704016295824,0,0,0,0,0,0,0,0,0,0,98574.6117155818,98712.8701683174,99452.37819841156,98923.83493230287,496.79704016294073,63266.773425885796,63266.773425885796,63266.773425885796,63266.773425885796,0
55-64,OTH,Food_price,USD,-2160275.9627280924,-2116005.4572226303,-2023595.8858201797,-2099114.5569078973,73409.07274212175,0,0,0,0,0,-2160275.9627280924,-2116005.4572226303,-2023595.8858201797,-2099114.5569078973,73409.07274212175,-120121494.8116152,-119690791.56882033,-107453499.77223906,-115548128.91836895,7571327.969622001,-1508288.7428209723,-1486342.2803871697,-1398466.748866903,-1463209.2736901648,61174.449867550735,-651987.2199071206,-629663.1768354592,-625129.1369532752,-635905.283217732,15134.222723574901,6241630.973425056,6334040.544827505,6378311.050332976,6317149.644512775,73409.0727421248,4218035.087604875,4218035.087604875,4218035.087604875,4218035.087604875,0,4472006.95277736,4559882.484297625,4581828.946731431,4536749.477600622,61174.44986755166,3073540.203910458,3073540.203910458,3073540.203910458,3073540.2039104574,0,1769624.0206476944,1774158.0605298772,1796482.1036015397,1780400.1669121508,15134.222723575185,1144494.883694418,1144494.883694418,1144494.883694418,1144494.883694418,0,0,0,0,0,0,-651987.2199071206,-629663.1768354592,-625129.1369532752,-635905.283217732,15134.222723574901,0,0,0,0,0,0,0,0,0,0,1769624.0206476944,1774158.0605298772,1796482.1036015397,1780400.1669121508,15134.222723575185,1144494.883694418,1144494.883694418,1144494.883694418,1144494.883694418,0
