sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,NHB,added_sugar,FL,mrh-eq,-294790.1489381713,-294458.3006028134,-282729.0981892305,-290459.22899641865,7231.219605273158,0,0,0,0,0,-294790.1489381713,-294458.3006028134,-282729.0981892305,-290459.22899641865,7231.219605273158,-266121526.28209978,-266051064.44761303,-256931532.94112492,-262875952.28199852,5563812.595297254,-195297.39534537712,-195076.88112183096,-187257.46963716947,-192410.60138108875,4820.551339193714,-99492.75359279424,-99381.41948098282,-95471.628552061,-98048.62761533004,2410.668309061772,473225.87802998285,484955.0804435657,485286.92877892335,480956.0088371709,7231.219605273038,190496.77984075222,190496.77984075222,190496.77984075222,190496.77984075222,0,313448.4354968807,321267.846981542,321488.3612050884,318601.56724079995,4820.551339193683,126190.96585971127,126190.96585971127,126190.96585971127,126190.96585971127,0,159777.44253310192,163687.23346202364,163798.56757383497,162354.4415963709,2410.6683090616916,64305.81398104091,64305.81398104091,64305.81398104091,64305.81398104091,0,0,0,0,0,0,-99492.75359279424,-99381.41948098282,-95471.628552061,-98048.62761533004,2410.668309061772,0,0,0,0,0,0,0,0,0,0,159777.44253310192,163687.23346202364,163798.56757383497,162354.4415963709,2410.6683090616916,64305.81398104091,64305.81398104091,64305.81398104091,64305.81398104091,0
Female,NHB,added_sugar,Food_price,USD,-11336496.776734242,-11136750.070894094,-11044528.12685648,-11174478.057491474,157102.8833858442,0,0,0,0,0,-11336496.776734242,-11136750.070894094,-11044528.12685648,-11174478.057491474,157102.8833858442,-266121526.28209978,-266051064.44761303,-256931532.94112492,-262875952.28199852,5563812.595297254,-7508643.087795666,-7376649.593251699,-7313656.432168595,-7400860.2365713,104744.52657854093,-3827853.6889385814,-3760100.4776423937,-3730871.694687877,-3773617.820920173,52368.3357185087,18441604.462065972,18533826.40610361,18733573.111943748,18571554.39270098,157102.88338584846,7397076.3352095,7397076.3352095,7397076.3352095,7397076.3352095,0,12212591.363954756,12275584.525037844,12407578.019581813,12299795.168357452,104744.52657853521,4898934.931786148,4898934.931786148,4898934.931786148,4898934.931786148,0,6229013.098111238,6258241.881065757,6325995.092361942,6271759.224343535,52368.33571850814,2498141.4034233578,2498141.4034233578,2498141.4034233578,2498141.4034233578,0,0,0,0,0,0,-3827853.6889385814,-3760100.4776423937,-3730871.694687877,-3773617.820920173,52368.3357185087,0,0,0,0,0,0,0,0,0,0,6229013.098111238,6258241.881065757,6325995.092361942,6271759.224343535,52368.33571850814,2498141.4034233578,2498141.4034233578,2498141.4034233578,2498141.4034233578,0
Female,NHB,oil,CED,MJ,-804711.8612994435,-707685.3860153554,-701947.7504396617,-739716.5578428622,60785.136700845665,0,0,0,0,0,-804711.8612994435,-707685.3860153554,-701947.7504396617,-739716.5578428622,60785.136700845665,-86959445.70261735,-76471257.40379265,-75838662.83075458,-79929360.46547216,6574722.592528795,-672041.6793502509,-591001.5182127028,-586177.7766852628,-617744.1215846705,50780.40275398607,-132670.18194919112,-116683.86780265276,-115769.97375439895,-121972.4362581912,10004.749374024263,5303733.6973646935,5309471.332940388,5406497.80822448,5341502.504767896,60785.13670084784,4601785.946925031,4601785.946925031,4601785.946925031,4601785.946925031,0,4429022.0439164005,4433845.785443841,4514885.946581389,4460588.388815809,50780.40275398646,3842844.2672311384,3842844.2672311384,3842844.2672311384,3842844.2672311384,0,874711.6534482932,875625.547496547,891611.8616430856,880914.1159520856,10004.749374024454,758941.6796938946,758941.6796938946,758941.6796938946,758941.6796938946,0,0,0,0,0,0,-132670.18194919112,-116683.86780265276,-115769.97375439895,-121972.4362581912,10004.749374024263,0,0,0,0,0,0,0,0,0,0,874711.6534482932,875625.547496547,891611.8616430856,880914.1159520856,10004.749374024454,758941.6796938946,758941.6796938946,758941.6796938946,758941.6796938946,0
Female,NHB,oil,FL,mrh-eq,-40016.62793257983,-35155.45841544003,-34995.58784896515,-36805.0369946207,3004.071450624003,0,0,0,0,0,-40016.62793257983,-35155.45841544003,-34995.58784896515,-36805.0369946207,3004.071450624003,-86959445.70261735,-76471257.40379265,-75838662.83075458,-79929360.46547216,6574722.592528795,-33419.27563998633,-29359.003155176702,-29224.08632153977,-30736.320927517998,2509.5801159472994,-6597.3522925935085,-5796.4552602633275,-5771.501527425396,-6068.716067102713,494.4919572184736,263660.1489963825,263820.0195628574,268681.18907999736,265469.5981420381,3004.0714506240915,228664.56114741752,228664.56114741752,228664.56114741752,228664.56114741752,0,220177.3051478541,220312.221981491,224372.49446630047,221689.53975383224,2509.5801159472107,190953.21882631426,190953.21882631426,190953.21882631426,190953.2188263143,0,43482.84384852852,43507.79758136647,44308.694613696636,43780.05838820585,494.49195721846854,37711.34232110313,37711.34232110313,37711.34232110313,37711.34232110313,0,0,0,0,0,0,-6597.3522925935085,-5796.4552602633275,-5771.501527425396,-6068.716067102713,494.4919572184736,0,0,0,0,0,0,0,0,0,0,43482.84384852852,43507.79758136647,44308.694613696636,43780.05838820585,494.49195721846854,37711.34232110313,37711.34232110313,37711.34232110313,37711.34232110313,0
Female,NHB,oil,Food_price,USD,-469066.76994641335,-430786.98170379153,-384424.560852192,-427950.970262045,44616.18365614555,0,0,0,0,0,-469066.76994641335,-430786.98170379153,-384424.560852192,-427950.970262045,44616.18365614555,-86959445.70261735,-76471257.40379265,-75838662.83075458,-79929360.46547216,6574722.592528795,-391772.80185458576,-359762.9313519704,-321045.915340769,-357409.5469629928,37280.42917797768,-77293.96809182774,-71024.05035182128,-63378.64551142259,-70541.42329905207,7335.7708467687,3153496.0626394358,3199858.4834910356,3238138.271733658,3197022.472049289,44616.18365614593,2769071.501787245,2769071.501787245,2769071.501787245,2769071.501787245,0,2633710.39984128,2672427.4158524806,2704437.2863550973,2670074.031463504,37280.42917797761,2312664.4845005115,2312664.4845005115,2312664.4845005115,2312664.4845005115,0,519785.6627981556,527431.0676385552,533700.9853785604,526948.4405857852,7335.770846768487,456407.0172867336,456407.0172867336,456407.0172867336,456407.01728673355,0,0,0,0,0,0,-77293.96809182774,-71024.05035182128,-63378.64551142259,-70541.42329905207,7335.7708467687,0,0,0,0,0,0,0,0,0,0,519785.6627981556,527431.0676385552,533700.9853785604,526948.4405857852,7335.770846768487,456407.0172867336,456407.0172867336,456407.0172867336,456407.01728673355,0
Female,NHB,sat_fat,CED,MJ,-10679647.070632506,-10677092.384230472,-10529863.516509347,-10626329.513592195,90262.75279825466,0,0,0,0,0,-10679647.070632506,-10677092.384230472,-10529863.516509347,-10626329.513592195,90262.75279825466,-222763616.1650157,-222684829.76284152,-219538179.4516632,-221608386.28599796,1936720.89007843,-8239959.67470207,-8238268.619441465,-8124722.762559841,-8199021.320627074,69525.58827056325,-2439687.395930438,-2438823.7647890113,-2405140.7539495067,-2427308.1929651243,20737.828590487334,23799427.02419766,23946655.89191878,23949210.578320824,23895893.02128051,90262.75279825367,13269563.507688325,13269563.507688325,13269563.507688325,13269563.507688323,0,18360463.97346411,18474009.830345746,18475700.885606363,18434762.531531353,69525.58827057437,10235741.210904278,10235741.210904278,10235741.210904278,10235741.210904278,0,5438963.050733542,5472646.061573045,5473509.692714478,5461130.489749161,20737.82859048793,3033822.2967840373,3033822.2967840373,3033822.2967840373,3033822.2967840373,0,0,0,0,0,0,-2439687.395930438,-2438823.7647890113,-2405140.7539495067,-2427308.1929651243,20737.828590487334,0,0,0,0,0,0,0,0,0,0,5438963.050733542,5472646.061573045,5473509.692714478,5461130.489749161,20737.82859048793,3033822.2967840373,3033822.2967840373,3033822.2967840373,3033822.2967840373,0
Female,NHB,sat_fat,FL,mrh-eq,-280955.7488709202,-280898.08187834977,-277056.7773551054,-279570.48976232385,2352.2223751613683,0,0,0,0,0,-280955.7488709202,-280898.08187834977,-277056.7773551054,-279570.48976232385,2352.2223751613683,-222763616.1650157,-222684829.76284152,-219538179.4516632,-221608386.28599796,1936720.89007843,-216747.40702765083,-216710.86799823583,-213748.31578184053,-215684.19670455853,1811.65810383122,-64208.341843269176,-64187.213880113966,-63308.46157326501,-63886.29305776529,540.5849073903998,626271.3315985702,630112.6361218143,630170.3031143849,628785.0440057885,2352.222375161202,349214.5542434647,349214.5542434647,349214.5542434647,349214.5542434647,0,483088.198398871,486050.75061526627,486087.28964468156,485024.0793215891,1811.6581038312888,269339.88261703035,269339.88261703035,269339.88261703035,269339.88261703035,0,143183.13319969943,144061.88550654834,144083.01346970358,143760.9646841997,540.5849073903939,79874.6716264344,79874.6716264344,79874.6716264344,79874.6716264344,0,0,0,0,0,0,-64208.341843269176,-64187.213880113966,-63308.46157326501,-63886.29305776529,540.5849073903998,0,0,0,0,0,0,0,0,0,0,143183.13319969943,144061.88550654834,144083.01346970358,143760.9646841997,540.5849073903939,79874.6716264344,79874.6716264344,79874.6716264344,79874.6716264344,0
Female,NHB,sat_fat,Food_price,USD,-1256526.4643161816,-1254593.1875185042,-1250729.013206237,-1253915.6796186483,3107.1906496069337,0,0,0,0,0,-1256526.4643161816,-1254593.1875185042,-1250729.013206237,-1253915.6796186483,3107.1906496069337,-222763616.1650157,-222684829.76284152,-219538179.4516632,-221608386.28599796,1936720.89007843,-969502.876209612,-967896.4473031557,-964931.3371902794,-967419.7170552891,2441.237777650729,-287023.58810657053,-286696.74021534977,-285797.67601595767,-286495.9625633598,668.2354256041056,2819496.822997294,2823360.9973095614,2825294.2741072373,2822683.489409705,3107.190649606222,1568767.809791057,1568767.809791057,1568767.809791057,1568767.8097910571,0,2174963.020458815,2177928.1305716895,2179534.559478146,2177451.4003238236,2441.237777649646,1210031.6832685354,1210031.6832685354,1210031.6832685354,1210031.6832685354,0,644533.8025384792,645432.8667378721,645759.7146290921,645232.0890858817,668.235425604228,358736.12652252155,358736.12652252155,358736.12652252155,358736.12652252155,0,0,0,0,0,0,-287023.58810657053,-286696.74021534977,-285797.67601595767,-286495.9625633598,668.2354256041056,0,0,0,0,0,0,0,0,0,0,644533.8025384792,645432.8667378721,645759.7146290921,645232.0890858817,668.235425604228,358736.12652252155,358736.12652252155,358736.12652252155,358736.12652252155,0
Female,NHW,added_sugar,CED,MJ,-27520009.888907723,-26484660.38557382,-26298094.5841322,-26782479.22834304,692904.6020267685,0,0,0,0,0,-27520009.888907723,-26484660.38557382,-26298094.5841322,-26782479.22834304,692904.6020267685,-1105809408.7702947,-1065042241.4149599,-1057945294.157451,-1076856353.7299864,27190046.45913111,-18238705.368862566,-17552592.606435757,-17428713.365622897,-17749867.5263003,459270.73638984165,-9281304.52004515,-8932067.779138088,-8869381.218509302,-9032611.702042745,233633.90972426583,48420764.14123189,48607329.94267351,49642679.44600741,48905148.78544273,692904.6020267712,22122669.5570997,22122669.5570997,22122669.5570997,22122669.5570997,0,32089907.98047056,32213787.221283417,32899899.98371024,32411062.141147967,459270.73638984887,14661194.614847664,14661194.614847664,14661194.614847664,14661194.614847666,0,16330856.160761308,16393542.721390087,16742779.462297166,16494086.644294754,233633.90972427317,7461474.942252015,7461474.942252015,7461474.942252015,7461474.942252015,0,0,0,0,0,0,-9281304.52004515,-8932067.779138088,-8869381.218509302,-9032611.702042745,233633.90972426583,0,0,0,0,0,0,0,0,0,0,16330856.160761308,16393542.721390087,16742779.462297166,16494086.644294754,233633.90972427317,7461474.942252015,7461474.942252015,7461474.942252015,7461474.942252015,0
Female,NHW,added_sugar,FL,mrh-eq,-1309315.99304039,-1264244.2369488634,-1257000.6233225465,-1277517.2693927968,29837.45142788161,0,0,0,0,0,-1309315.99304039,-1264244.2369488634,-1257000.6233225465,-1277517.2693927968,29837.45142788161,-1105809408.7702947,-1065042241.4149599,-1057945294.157451,-1076856353.7299864,27190046.45913111,-867743.9304604203,-837877.1911748021,-833065.6089441612,-846668.4743519872,19776.028571421568,-441572.0625799689,-426367.0457740608,-423935.01437838597,-430848.7950408093,10061.42521641415,2312333.129475549,2319576.743101865,2364648.4991933885,2332849.7755457973,29837.45142787945,1055332.5061530003,1055332.5061530003,1055332.5061530003,1055332.5061530003,0,1532462.2383793348,1537273.8206099744,1567140.5598955925,1546065.1037871598,19776.02857142116,699396.629435172,699396.629435172,699396.629435172,699396.629435172,0,779870.8910962148,782302.9224918896,797507.9392977974,786784.6717586379,10061.425216413965,355935.8767178287,355935.8767178287,355935.8767178287,355935.8767178287,0,0,0,0,0,0,-441572.0625799689,-426367.0457740608,-423935.01437838597,-430848.7950408093,10061.42521641415,0,0,0,0,0,0,0,0,0,0,779870.8910962148,782302.9224918896,797507.9392977974,786784.6717586379,10061.425216413965,355935.8767178287,355935.8767178287,355935.8767178287,355935.8767178287,0
Female,NHW,added_sugar,Food_price,USD,-49362238.50608305,-47639186.764330015,-47328440.398301356,-48134732.51019821,1153244.6780843749,0,0,0,0,0,-49362238.50608305,-47639186.764330015,-47328440.398301356,-48134732.51019821,1153244.6780843749,-1105809408.7702947,-1065042241.4149599,-1057945294.157451,-1076856353.7299864,27190046.45913111,-32714266.10034429,-31572056.59282822,-31365886.597377826,-31900491.50934249,764551.1673876833,-16647972.405738775,-16067130.171501819,-15962553.800923534,-16234241.000855738,388693.5245017335,87306001.57404095,87616747.94006968,89339799.68182267,88112293.68593784,1153244.6780843758,39977561.175739594,39977561.175739594,39977561.175739594,39977561.175739594,0,57859652.86635998,58065822.86181039,59208032.36932643,58394257.77832464,764551.1673876686,26493766.26898213,26493766.26898213,26493766.26898213,26493766.26898213,0,29446348.70768098,29550925.078259278,30131767.312496237,29718035.90761319,388693.5245017409,13483794.906757459,13483794.906757459,13483794.906757459,13483794.906757459,0,0,0,0,0,0,-16647972.405738775,-16067130.171501819,-15962553.800923534,-16234241.000855738,388693.5245017335,0,0,0,0,0,0,0,0,0,0,29446348.70768098,29550925.078259278,30131767.312496237,29718035.90761319,388693.5245017409,13483794.906757459,13483794.906757459,13483794.906757459,13483794.906757459,0
Female,NHW,oil,CED,MJ,-2757897.626748461,-2365137.5920371274,-1916284.9589599457,-2345455.978575426,443281.85407809744,0,0,0,0,0,-2757897.626748461,-2365137.5920371274,-1916284.9589599457,-2345455.978575426,443281.85407809744,-297596742.0584651,-255287222.8420462,-206940312.24959257,-253168839.90308666,47749166.566767596,-2299233.610149388,-1971334.7134363118,-1597373.1156524708,-1955172.3621834123,369665.34660393425,-458664.0165990717,-393802.8786008162,-318911.84330747434,-390283.6163920139,73616.89196720276,25683879.991628125,26132732.624705307,26525492.659416646,26113051.01124361,443281.8540781003,23767595.03266818,23767595.03266818,23767595.03266818,23767595.032668184,0,21416336.299341854,21790297.897125706,22118196.79383877,21774135.545872796,369665.3466039326,19818963.183689404,19818963.183689404,19818963.183689404,19818963.183689404,0,4267543.692286261,4342434.727579605,4407295.865577858,4338915.465370801,73616.89196720245,3948631.848978788,3948631.848978788,3948631.848978788,3948631.848978788,0,0,0,0,0,0,-458664.0165990717,-393802.8786008162,-318911.84330747434,-390283.6163920139,73616.89196720276,0,0,0,0,0,0,0,0,0,0,4267543.692286261,4342434.727579605,4407295.865577858,4338915.465370801,73616.89196720245,3948631.848978788,3948631.848978788,3948631.848978788,3948631.848978788,0
Female,NHW,oil,FL,mrh-eq,-140321.83570375547,-118724.65757327009,-96397.94461205562,-118468.68043968093,23118.90027756362,0,0,0,0,0,-140321.83570375547,-118724.65757327009,-96397.94461205562,-118468.68043968093,23118.90027756362,-297596742.0584651,-255287222.8420462,-206940312.24959257,-253168839.90308666,47749166.566767596,-116986.15341889959,-98958.80821015606,-80356.45816701517,-98757.05212791136,19279.578738978693,-23335.68228485573,-19765.849363114063,-16041.486445040406,-19711.628311769502,3839.337604078208,1316260.9564285534,1338587.6693897669,1360184.847520252,1338331.692256178,23118.900277563043,1219863.011816495,1219863.011816495,1219863.011816495,1219863.011816495,0,1097556.7337062357,1116159.0837493755,1134186.4289581198,1115957.3276671313,19279.578738978522,1017200.2755392201,1017200.2755392201,1017200.2755392201,1017200.27553922,0,218704.22272231593,222428.58564038953,225998.4185621312,222374.36458904497,3839.3376040781977,202662.73627727537,202662.73627727537,202662.73627727537,202662.73627727537,0,0,0,0,0,0,-23335.68228485573,-19765.849363114063,-16041.486445040406,-19711.628311769502,3839.337604078208,0,0,0,0,0,0,0,0,0,0,218704.22272231593,222428.58564038953,225998.4185621312,222374.36458904497,3839.3376040781977,202662.73627727537,202662.73627727537,202662.73627727537,202662.73627727537,0
Female,NHW,oil,Food_price,USD,-2285539.351714398,-1570494.332686581,-1441692.0797317242,-1776193.548852532,478524.5131671072,0,0,0,0,0,-2285539.351714398,-1570494.332686581,-1441692.0797317242,-1776193.548852532,478524.5131671072,-297596742.0584651,-255287222.8420462,-206940312.24959257,-253168839.90308666,47749166.566767596,-1905643.5665877212,-1309253.9631971875,-1202008.390879238,-1480883.4477840594,399048.8766635852,-379895.78512667544,-261240.36948939273,-239683.68885248626,-295310.1010684721,79475.69427194365,20186901.729858384,20315703.982813247,21030749.001841053,20521403.19897919,478524.5131671035,18745209.650126662,18745209.650126662,18745209.650126662,18745209.650126662,0,16834333.873915978,16941579.446233924,17537969.04962446,17113208.930820797,399048.8766635851,15632325.483036755,15632325.483036755,15632325.483036755,15632325.483036755,0,3352567.855942405,3374124.5365793114,3492779.9522165954,3408194.268158391,79475.69427194448,3112884.167089919,3112884.167089919,3112884.167089919,3112884.167089919,0,0,0,0,0,0,-379895.78512667544,-261240.36948939273,-239683.68885248626,-295310.1010684721,79475.69427194365,0,0,0,0,0,0,0,0,0,0,3352567.855942405,3374124.5365793114,3492779.9522165954,3408194.268158391,79475.69427194448,3112884.167089919,3112884.167089919,3112884.167089919,3112884.167089919,0
Female,NHW,sat_fat,CED,MJ,-74455474.03111164,-74136290.53864585,-71308853.13608405,-73256201.4473841,1823084.9335251013,0,0,0,0,0,-74455474.03111164,-74136290.53864585,-71308853.13608405,-73256201.4473841,1823084.9335251013,-1411432974.207057,-1405267974.2891989,-1351458121.0113723,-1388550481.8821924,34727512.169721,-58004135.58410705,-57748258.86354668,-55546603.2951767,-57065529.44326261,1422171.430213303,-16451338.447004648,-16388031.675099157,-15762249.840907365,-16190672.004121507,400934.67861312954,145808772.71904323,148636210.12160504,148955393.6140709,147756121.0303433,1823084.9335251297,74499919.58295918,74499919.58295918,74499919.58295918,74499919.58295918,0,113580675.45988275,115782331.02825265,116038207.74881299,115099601.60796858,1422171.4302132477,58034072.16470597,58034072.16470597,58034072.16470597,58034072.16470597,0,32228097.25916053,32853879.093352307,32917185.865257803,32656519.422374666,400934.6786131224,16465847.418253168,16465847.418253168,16465847.418253168,16465847.418253168,0,0,0,0,0,0,-16451338.447004648,-16388031.675099157,-15762249.840907365,-16190672.004121507,400934.67861312954,0,0,0,0,0,0,0,0,0,0,32228097.25916053,32853879.093352307,32917185.865257803,32656519.422374666,400934.6786131224,16465847.418253168,16465847.418253168,16465847.418253168,16465847.418253168,0
Female,NHW,sat_fat,FL,mrh-eq,-1981909.7057638045,-1973880.9671187163,-1898608.1043434292,-1950286.5375993482,48370.72387053399,0,0,0,0,0,-1981909.7057638045,-1973880.9671187163,-1898608.1043434292,-1950286.5375993482,48370.72387053399,-1411432974.207057,-1405267974.2891989,-1351458121.0113723,-1388550481.8821924,34727512.169721,-1543901.4603345334,-1537454.4916385654,-1478843.1628743208,-1519151.2074040824,37732.18873973728,-438008.24542927317,-436426.4754801512,-419764.9414691087,-431135.33019526675,10639.104954370294,3881672.9694679915,3956945.832243275,3964974.570888365,3933351.4027239084,48370.72387053268,1983064.8651245611,1983064.8651245611,1983064.8651245611,1983064.8651245611,0,3023518.785521209,3082130.1142854523,3088577.08298142,3063826.8300509695,37732.18873973648,1544675.6226468887,1544675.6226468887,1544675.6226468887,1544675.6226468887,0,858154.1839467817,874815.7179578249,876397.4879069462,869524.57267294,10639.104954370552,438389.242477673,438389.242477673,438389.242477673,438389.24247767293,0,0,0,0,0,0,-438008.24542927317,-436426.4754801512,-419764.9414691087,-431135.33019526675,10639.104954370294,0,0,0,0,0,0,0,0,0,0,858154.1839467817,874815.7179578249,876397.4879069462,869524.57267294,10639.104954370552,438389.242477673,438389.242477673,438389.242477673,438389.24247767293,0
Female,NHW,sat_fat,Food_price,USD,-8242512.890134266,-8237330.652397741,-7921907.346496285,-8128474.137252152,193288.41715888405,0,0,0,0,0,-8242512.890134266,-8237330.652397741,-7921907.346496285,-8128474.137252152,193288.41715888405,-1411432974.207057,-1405267974.2891989,-1351458121.0113723,-1388550481.8821924,34727512.169721,-6421419.891690312,-6418163.045896451,-6171510.076176986,-6332760.897150625,150899.55591461537,-1821092.9984439581,-1819167.6065012985,-1750397.2703192902,-1795713.2401015272,42391.46643117949,16207615.61591334,16523038.9218148,16528221.1595513,16414182.4066692,193288.41715887852,8285708.269417043,8285708.269417043,8285708.269417043,8285708.269417043,0,12626661.840614008,12873314.810333455,12876571.656127319,12787912.661587635,150899.55591460626,6455151.764437017,6455151.764437017,6455151.764437017,6455151.764437017,0,3580953.7752993237,3649724.1114813294,3651649.5034239898,3626269.745081559,42391.46643117829,1830556.5049800323,1830556.5049800323,1830556.5049800323,1830556.5049800323,0,0,0,0,0,0,-1821092.9984439581,-1819167.6065012985,-1750397.2703192902,-1795713.2401015272,42391.46643117949,0,0,0,0,0,0,0,0,0,0,3580953.7752993237,3649724.1114813294,3651649.5034239898,3626269.745081559,42391.46643117829,1830556.5049800323,1830556.5049800323,1830556.5049800323,1830556.5049800323,0
Female,OTH,added_sugar,CED,MJ,-3290804.923510494,-3230097.5386189395,-3121716.5070692343,-3213369.94330029,90165.26035270687,0,0,0,0,0,-3290804.923510494,-3230097.5386189395,-3121716.5070692343,-3213369.94330029,90165.26035270687,-130197803.32798445,-128345898.82518443,-123874731.44188292,-127426859.21799093,3421784.7026112825,-2183164.057649941,-2142918.5318104234,-2070872.7875336565,-2131760.5604289323,59885.426099027194,-1107640.8658605532,-1087179.0068085156,-1050843.719535579,-1081609.382871358,30279.878242139315,6776532.835980521,6884913.867530217,6945621.252421774,6868186.272211571,90165.26035270267,3654816.3289112845,3654816.3289112845,3654816.3289112845,3654816.3289112845,0,4495354.007927571,4567399.752204341,4607645.278043858,4556241.78082285,59885.42609902791,2424481.2203939175,2424481.2203939175,2424481.2203939175,2424481.2203939175,0,2281178.8280529445,2317514.115325881,2337975.97437792,2311944.4913887237,30279.878242139708,1230335.1085173665,1230335.1085173665,1230335.1085173665,1230335.1085173665,0,0,0,0,0,0,-1107640.8658605532,-1087179.0068085156,-1050843.719535579,-1081609.382871358,30279.878242139315,0,0,0,0,0,0,0,0,0,0,2281178.8280529445,2317514.115325881,2337975.97437792,2311944.4913887237,30279.878242139708,1230335.1085173665,1230335.1085173665,1230335.1085173665,1230335.1085173665,0
Female,OTH,added_sugar,FL,mrh-eq,-159479.65238263618,-157410.4792513865,-151485.09564667506,-156057.4229449087,4367.778133086128,0,0,0,0,0,-159479.65238263618,-157410.4792513865,-151485.09564667506,-156057.4229449087,4367.778133086128,-130197803.32798445,-128345898.82518443,-123874731.44188292,-127426859.21799093,3421784.7026112825,-105806.4006186916,-104434.5069461791,-100496.30878840708,-103534.04923205294,2901.5413557416346,-53673.2517639447,-52975.972305207484,-50988.78685826817,-52523.37371285588,1466.237858529904,328815.8874138112,334741.2710185227,336810.4441497722,333388.21471204475,4367.77813308605,177330.79176713587,177330.79176713587,177330.79176713587,177330.79176713587,0,218137.30969395614,222075.50785172838,223447.40152424062,221175.05013760203,2901.541355741655,117641.00090554927,117641.00090554927,117641.00090554927,117641.00090554927,0,110678.57771985489,112665.76316679425,113363.04262553134,112213.16457444256,1466.2378585298686,59689.79086158675,59689.79086158675,59689.79086158675,59689.79086158675,0,0,0,0,0,0,-53673.2517639447,-52975.972305207484,-50988.78685826817,-52523.37371285588,1466.237858529904,0,0,0,0,0,0,0,0,0,0,110678.57771985489,112665.76316679425,113363.04262553134,112213.16457444256,1466.2378585298686,59689.79086158675,59689.79086158675,59689.79086158675,59689.79086158675,0
