age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,Male,FL,mrh-eq,-660533.944434198,-657041.086980124,-641894.1113169763,-652951.9226962385,10430.036032020274,0,0,0,0,0,-660533.944434198,-657041.086980124,-641894.1113169763,-652951.9226962385,10430.036032020274,-484399591.76589465,-479665608.0267263,-456665133.219985,-473256312.9152972,15616790.418508863,-473823.3206612154,-470455.23360610486,-458709.38789117197,-467515.66916406195,8352.1287475882,-186710.62377298102,-186585.8533740197,-183184.7234258048,-185436.25353217634,2105.9308518083017,1701690.1854727108,1716837.1611358598,1720330.0185899325,1712747.9968519732,10430.036032020547,1059796.0741557344,1059796.0741557344,1059796.0741557344,1059796.0741557344,0,1261653.8594795112,1273399.705194444,1276767.792249556,1270460.1407524017,8352.128747588657,802944.4715883405,802944.4715883405,802944.4715883405,802944.4715883405,0,440036.3259931995,443437.4559414142,443562.22634037555,442287.8560995709,2105.930851808209,256851.60256739447,256851.60256739447,256851.60256739447,256851.60256739447,0,0,0,0,0,0,-186710.62377298102,-186585.8533740197,-183184.7234258048,-185436.25353217634,2105.9308518083017,0,0,0,0,0,0,0,0,0,0,440036.3259931995,443437.4559414142,443562.22634037555,442287.8560995709,2105.930851808209,256851.60256739447,256851.60256739447,256851.60256739447,256851.60256739447,0
35-44,Male,Food_price,USD,-12627477.568460025,-12375604.68117589,-12269587.737187874,-12426782.205139441,193507.1058553453,0,0,0,0,0,-12627477.568460025,-12375604.68117589,-12269587.737187874,-12426782.205139441,193507.1058553453,-484399591.76589465,-479665608.0267263,-456665133.219985,-473256312.9152972,15616790.418508863,-8454729.172263328,-8301069.993532596,-8200631.86525894,-8319744.046324552,134709.70275343483,-4172748.396196695,-4074534.6876432877,-4068955.8719289317,-4107038.1588148847,61453.52923991501,28265791.881204646,28371808.825192675,28623681.712476797,28422986.349156216,193507.10585534334,15996204.144016763,15996204.144016763,15996204.144016763,15996204.144016763,0,19624218.77488073,19724656.90315438,19878316.08188513,19743330.955946345,134709.70275344214,11423586.909621801,11423586.909621801,11423586.909621801,11423586.9096218,0,8641573.106323905,8647151.922038266,8745365.630591664,8679655.393209858,61453.52923991141,4572617.234394969,4572617.234394969,4572617.234394969,4572617.234394969,0,0,0,0,0,0,-4172748.396196695,-4074534.6876432877,-4068955.8719289317,-4107038.1588148847,61453.52923991501,0,0,0,0,0,0,0,0,0,0,8641573.106323905,8647151.922038266,8745365.630591664,8679655.393209858,61453.52923991141,4572617.234394969,4572617.234394969,4572617.234394969,4572617.234394969,0
45-54,Female,CED,MJ,-24613840.950581387,-23676747.976916637,-22935153.380002625,-23745343.89858356,885514.6759829907,0,0,0,0,0,-24613840.950581387,-23676747.976916637,-22935153.380002625,-23745343.89858356,885514.6759829907,-670571920.6481141,-638350565.7479346,-629617761.5160271,-646592162.473644,22705797.24124575,-18233803.819126155,-17635786.138764836,-17071917.50366631,-17647768.25990968,611607.1488085862,-6380037.1314552305,-6040961.838151807,-5863235.8763363315,-6097575.638673894,276384.15505951305,53352612.04298512,54094206.63989912,55031299.613563955,54162802.56156608,885514.675983032,30417458.662982557,30417458.662982557,30417458.662982557,30417458.662982557,0,40432094.482011996,40995963.11711052,41593980.797471814,41007945.23825535,611607.148808573,23360176.978345666,23360176.978345666,23360176.978345666,23360176.978345666,0,12920517.560973195,13098243.522788674,13437318.8160921,13154857.32331076,276384.1550595162,7057281.684636871,7057281.684636871,7057281.684636871,7057281.684636871,0,0,0,0,0,0,-6380037.1314552305,-6040961.838151807,-5863235.8763363315,-6097575.638673894,276384.15505951305,0,0,0,0,0,0,0,0,0,0,12920517.560973195,13098243.522788674,13437318.8160921,13154857.32331076,276384.1550595162,7057281.684636871,7057281.684636871,7057281.684636871,7057281.684636871,0
45-54,Female,FL,mrh-eq,-813185.4170069192,-770894.5949121882,-752445.6779622249,-779260.1756647383,32778.931788783746,0,0,0,0,0,-813185.4170069192,-770894.5949121882,-752445.6779622249,-779260.1756647383,32778.931788783746,-670571920.6481141,-638350565.7479346,-629617761.5160271,-646592162.473644,22705797.24124575,-591696.7863551392,-564802.5034560733,-551036.2040606281,-569408.8134573437,21768.938557376165,-221488.63065178035,-206092.0914561143,-201409.4739015969,-209851.36220739453,11058.084387294512,1832666.4880341617,1851115.4049841242,1893406.2270788543,1859480.9857366744,32778.93178878295,1080220.8100719356,1080220.8100719356,1080220.8100719356,1080220.8100719356,0,1380500.4386232465,1394266.7380186913,1421161.0209177572,1398873.0480199617,21768.9385573759,829464.2345626175,829464.2345626175,829464.2345626175,829464.2345626174,0,452166.0494109145,456848.6669654321,472245.2061610982,460607.93771671224,11058.084387294646,250756.57550931768,250756.57550931768,250756.57550931768,250756.57550931768,0,0,0,0,0,0,-221488.63065178035,-206092.0914561143,-201409.4739015969,-209851.36220739453,11058.084387294512,0,0,0,0,0,0,0,0,0,0,452166.0494109145,456848.6669654321,472245.2061610982,460607.93771671224,11058.084387294646,250756.57550931768,250756.57550931768,250756.57550931768,250756.57550931768,0
45-54,Female,Food_price,USD,-15427980.469651844,-13490957.640733128,-13363560.411703574,-14125913.991571432,1217760.0548265937,0,0,0,0,0,-15427980.469651844,-13490957.640733128,-13363560.411703574,-14125913.991571432,1217760.0548265937,-670571920.6481141,-638350565.7479346,-629617761.5160271,-646592162.473644,22705797.24124575,-10489034.520027135,-9220615.857946856,-9148600.857992535,-9640406.616587542,793653.7833117113,-4938945.949624707,-4270341.782786278,-4214959.553711031,-4485507.374983885,424167.2139917324,29307762.613669973,29435159.842699513,31372182.67161825,30070116.193537828,1217760.0548266019,15944202.201966386,15944202.201966386,15944202.201966386,15944202.201966384,0,20757798.508379072,20829813.508333392,22098232.170413688,21249604.266974084,793653.7833117205,11609197.65038654,11609197.65038654,11609197.65038654,11609197.65038654,0,8549964.105290882,8605346.334366128,9273950.501204563,8820511.926563738,424167.2139917361,4335004.551579859,4335004.551579859,4335004.551579859,4335004.551579859,0,0,0,0,0,0,-4938945.949624707,-4270341.782786278,-4214959.553711031,-4485507.374983885,424167.2139917324,0,0,0,0,0,0,0,0,0,0,8549964.105290882,8605346.334366128,9273950.501204563,8820511.926563738,424167.2139917361,4335004.551579859,4335004.551579859,4335004.551579859,4335004.551579859,0
45-54,Male,CED,MJ,-20228762.56379755,-20150962.994598903,-19758117.60162545,-20040420.600291952,265563.37653345894,0,0,0,0,0,-20228762.56379755,-20150962.994598903,-19758117.60162545,-20040420.600291952,265563.37653345894,-484114102.56989413,-481291931.07123363,-468386027.4971757,-477753779.46583104,8826838.78942808,-14795785.652566724,-14752383.940180391,-14499089.190256149,-14678737.260342529,168678.9307134754,-5432976.911230833,-5398579.054418511,-5259028.411369312,-5361683.339949432,96967.57235880276,48849909.00198597,49242754.39495948,49320553.96415814,49132212.000652514,265563.37653350126,29091791.400360543,29091791.400360543,29091791.400360543,29091791.400360543,0,36502895.87130928,36756190.62123353,36799592.33361986,36682543.94139566,168678.9307134777,22003806.68105315,22003806.68105315,22003806.68105315,22003806.68105315,0,12347013.13067673,12486563.77372592,12520961.630538253,12449668.059256846,96967.57235880168,7087984.719307419,7087984.719307419,7087984.719307419,7087984.719307419,0,0,0,0,0,0,-5432976.911230833,-5398579.054418511,-5259028.411369312,-5361683.339949432,96967.57235880276,0,0,0,0,0,0,0,0,0,0,12347013.13067673,12486563.77372592,12520961.630538253,12449668.059256846,96967.57235880168,7087984.719307419,7087984.719307419,7087984.719307419,7087984.719307419,0
45-54,Male,FL,mrh-eq,-656393.3680703293,-655301.8031578303,-636180.7683970089,-648975.6733864892,11966.054402220785,0,0,0,0,0,-656393.3680703293,-655301.8031578303,-636180.7683970089,-648975.6733864892,11966.054402220785,-484114102.56989413,-481291931.07123363,-468386027.4971757,-477753779.46583104,8826838.78942808,-472424.86466147815,-472247.2316427651,-459798.60174801643,-467941.6187038052,7620.045185248644,-183968.5034088512,-183054.57151506565,-176382.1666489931,-181034.05468268425,4359.402308038546,1673840.5094448638,1692961.544205686,1694053.1091181862,1686635.4144343447,11966.054402221547,1037659.7410478563,1037659.7410478563,1037659.7410478563,1037659.7410478563,0,1246034.089259246,1258482.719153995,1258660.3521727081,1254177.106215035,7620.045185248847,786235.4875112294,786235.4875112294,786235.4875112294,786235.4875112294,0,427806.42018561973,434478.82505169214,435392.7569454779,432458.3082193109,4359.402308038552,251424.2535366267,251424.2535366267,251424.2535366267,251424.2535366267,0,0,0,0,0,0,-183968.5034088512,-183054.57151506565,-176382.1666489931,-181034.05468268425,4359.402308038546,0,0,0,0,0,0,0,0,0,0,427806.42018561973,434478.82505169214,435392.7569454779,432458.3082193109,4359.402308038552,251424.2535366267,251424.2535366267,251424.2535366267,251424.2535366267,0
45-54,Male,Food_price,USD,-11088767.165937059,-10689313.768375563,-10351592.011184566,-10710973.993066967,388440.12003024935,0,0,0,0,0,-11088767.165937059,-10689313.768375563,-10351592.011184566,-10710973.993066967,388440.12003024935,-484114102.56989413,-481291931.07123363,-468386027.4971757,-477753779.46583104,8826838.78942808,-7488141.604115136,-7212451.094567983,-6998231.11251553,-7234019.7007064745,258523.31115185324,-3600625.5618219296,-3476862.673807587,-3353360.898669044,-3476954.292360499,130139.32058368012,24984730.441154294,25322452.1983453,25721905.59590678,25344112.423036695,388440.12003024435,14633138.429969724,14633138.429969724,14633138.429969724,14633138.429969722,0,17534333.071697373,17748553.053749815,18024243.56329697,17770121.659888312,258523.31115184847,10536101.95918184,10536101.95918184,10536101.95918184,10536101.95918184,0,7450397.369456927,7573899.144595472,7697662.03260982,7573990.763148385,130139.32058368383,4097036.4707878856,4097036.4707878856,4097036.4707878856,4097036.470787885,0,0,0,0,0,0,-3600625.5618219296,-3476862.673807587,-3353360.898669044,-3476954.292360499,130139.32058368012,0,0,0,0,0,0,0,0,0,0,7450397.369456927,7573899.144595472,7697662.03260982,7573990.763148385,130139.32058368383,4097036.4707878856,4097036.4707878856,4097036.4707878856,4097036.470787885,0
55-64,Female,CED,MJ,-31953786.599873975,-31024093.224996135,-30301891.84741572,-31096897.434574176,871701.4993794039,0,0,0,0,0,-31953786.599873975,-31024093.224996135,-30301891.84741572,-31096897.434574176,871701.4993794039,-845264452.283806,-817011143.2000432,-814310325.9978513,-825976929.8251559,18047346.276938498,-23849494.692049984,-23125143.018797122,-22650691.469459787,-23212827.272802573,635502.2567391036,-8104291.907824026,-7898950.206198994,-7651200.377955935,-7884070.161771615,238817.15528445577,68420448.21380287,69142649.59138331,70072342.96626115,69215453.80096135,871701.4993794124,38118556.36638719,38118556.36638719,38118556.36638719,38118556.36638719,0,51859017.165105626,52333468.71444292,53057820.38769575,52421152.96844838,635502.2567390685,29208325.695645794,29208325.695645794,29208325.695645794,29208325.695645794,0,16561431.048697297,16809180.87694035,17014522.578565393,16794300.83251298,238817.15528445833,8910230.670741368,8910230.670741368,8910230.670741368,8910230.670741368,0,0,0,0,0,0,-8104291.907824026,-7898950.206198994,-7651200.377955935,-7884070.161771615,238817.15528445577,0,0,0,0,0,0,0,0,0,0,16561431.048697297,16809180.87694035,17014522.578565393,16794300.83251298,238817.15528445833,8910230.670741368,8910230.670741368,8910230.670741368,8910230.670741368,0
55-64,Female,FL,mrh-eq,-1052575.2293461212,-1023352.6576108254,-999046.1076170213,-1025077.5775201208,28212.797579800193,0,0,0,0,0,-1052575.2293461212,-1023352.6576108254,-999046.1076170213,-1025077.5775201208,28212.797579800193,-845264452.283806,-817011143.2000432,-814310325.9978513,-825976929.8251559,18047346.276938498,-771770.8196197218,-748915.5491194845,-734308.8134116675,-751809.7718536671,19875.52226674028,-280804.4097263997,-274437.1084913405,-264737.29420535435,-273267.80566645385,8516.792638929255,2357872.613497028,2382179.163490832,2411401.735226128,2383904.083400127,28212.797579800143,1358826.5058800068,1358826.5058800068,1358826.5058800068,1358826.5058800068,0,1773032.5641095077,1787639.2998173248,1810494.5703175613,1790533.522551507,19875.522266739725,1038723.7506978407,1038723.7506978407,1038723.7506978407,1038723.7506978406,0,584840.0493875212,594539.8636735078,600907.1649085667,593370.5608486208,8516.792638929346,320102.75518216717,320102.75518216717,320102.75518216717,320102.75518216717,0,0,0,0,0,0,-280804.4097263997,-274437.1084913405,-264737.29420535435,-273267.80566645385,8516.792638929255,0,0,0,0,0,0,0,0,0,0,584840.0493875212,594539.8636735078,600907.1649085667,593370.5608486208,8516.792638929346,320102.75518216717,320102.75518216717,320102.75518216717,320102.75518216717,0
55-64,Female,Food_price,USD,-18113760.190877605,-17352963.54583574,-16977897.850021843,-17488307.738547307,609204.4171809417,0,0,0,0,0,-18113760.190877605,-17352963.54583574,-16977897.850021843,-17488307.738547307,609204.4171809417,-845264452.283806,-817011143.2000432,-814310325.9978513,-825976929.8251559,18047346.276938498,-12362203.306249557,-11822809.599593816,-11640654.158616783,-11948156.359481081,394972.8763100978,-5751556.884628058,-5530153.946241932,-5337243.691405065,-5540151.3790662335,218231.39075861886,38035064.50178882,38410130.197602734,39170926.84264461,38545474.390314296,609204.4171809555,21057166.651766963,21057166.651766963,21057166.651766963,21057166.651766963,0,26960857.924134843,27143013.365111884,27682407.071767617,27268360.124999147,394972.87631009484,15320203.765518077,15320203.765518077,15320203.765518077,15320203.765518077,0,11074206.57765395,11267116.83249082,11488519.770876935,11277114.265315115,218231.3907586145,5736962.886248886,5736962.886248886,5736962.886248886,5736962.886248886,0,0,0,0,0,0,-5751556.884628058,-5530153.946241932,-5337243.691405065,-5540151.3790662335,218231.39075861886,0,0,0,0,0,0,0,0,0,0,11074206.57765395,11267116.83249082,11488519.770876935,11277114.265315115,218231.3907586145,5736962.886248886,5736962.886248886,5736962.886248886,5736962.886248886,0
55-64,Male,CED,MJ,-24937198.23589831,-23963450.93819084,-23281647.172384903,-24065887.265173834,875846.9847387278,0,0,0,0,0,-24937198.23589831,-23963450.93819084,-23281647.172384903,-24065887.265173834,875846.9847387278,-634819414.5540258,-586324248.3307142,-578222167.2347145,-600497260.6560868,32217730.15773076,-18083983.56596129,-17404981.271167785,-16939734.093562834,-17479983.06667254,605729.1734111864,-6853214.669936993,-6558469.667023056,-6341913.0788220605,-6585904.198501281,270152.8891407765,57910347.055062495,58592150.82086839,59565898.11857584,58694587.147851385,875846.9847386994,34628699.8826776,34628699.8826776,34628699.8826776,34628699.8826776,0,42950591.172211,43415838.349815965,44094840.64460952,43490840.145320736,605729.1734112209,26010857.078648213,26010857.078648213,26010857.078648213,26010857.078648213,0,14959755.882851452,15176312.471052445,15471057.473966395,15203747.002530677,270152.88914078247,8617842.804029401,8617842.804029401,8617842.804029401,8617842.804029401,0,0,0,0,0,0,-6853214.669936993,-6558469.667023056,-6341913.0788220605,-6585904.198501281,270152.8891407765,0,0,0,0,0,0,0,0,0,0,14959755.882851452,15176312.471052445,15471057.473966395,15203747.002530677,270152.88914078247,8617842.804029401,8617842.804029401,8617842.804029401,8617842.804029401,0
55-64,Male,FL,mrh-eq,-830390.4880365065,-785722.3381911914,-760884.1163525624,-792680.2076672217,37075.24374658772,0,0,0,0,0,-830390.4880365065,-785722.3381911914,-760884.1163525624,-792680.2076672217,37075.24374658772,-634819414.5540258,-586324248.3307142,-578222167.2347145,-600497260.6560868,32217730.15773076,-594110.2309018667,-562841.7403733707,-546599.7866650565,-568114.2094330835,25418.970790395495,-236280.25713464027,-222880.59781782137,-214284.32968750526,-224565.99823413813,11668.454049876396,2006773.1941071923,2031611.41594582,2076279.5657911377,2038569.2854218513,37075.24374658856,1245889.0777546293,1245889.0777546293,1245889.0777546293,1245889.0777546293,0,1485199.0752118328,1501441.0289201455,1532709.519448642,1506713.4979798591,25418.970790394967,938599.2885467759,938599.2885467759,938599.2885467759,938599.2885467759,0,521574.11889535893,530170.3870256754,543570.0463424947,531855.7874419922,11668.454049876775,307289.78920785384,307289.78920785384,307289.78920785384,307289.78920785384,0,0,0,0,0,0,-236280.25713464027,-222880.59781782137,-214284.32968750526,-224565.99823413813,11668.454049876396,0,0,0,0,0,0,0,0,0,0,521574.11889535893,530170.3870256754,543570.0463424947,531855.7874419922,11668.454049876775,307289.78920785384,307289.78920785384,307289.78920785384,307289.78920785384,0
55-64,Male,Food_price,USD,-12410691.033447143,-11185123.712574514,-10830567.665839978,-11490741.703500161,872744.6972505613,0,0,0,0,0,-12410691.033447143,-11185123.712574514,-10830567.665839978,-11490741.703500161,872744.6972505613,-634819414.5540258,-586324248.3307142,-578222167.2347145,-600497260.6560868,32217730.15773076,-8401004.95935375,-7573081.792476921,-7345866.896634046,-7783856.62441866,584565.9912012444,-4009686.074093385,-3612041.9200975867,-3484700.7692059213,-3706885.079081493,288257.8012389464,27793064.794056203,28147620.840790745,29373188.161663387,28453238.831716392,872744.6972505723,16962497.12821623,16962497.12821623,16962497.12821623,16962497.12821623,0,19717856.65103299,19945071.546875887,20772994.713752717,20155846.378817618,584565.9912012514,12371989.75439894,12371989.75439894,12371989.75439894,12371989.75439894,0,8075208.143023232,8202549.293914884,8600193.447910678,8297392.452898794,288257.80123893823,4590507.37381729,4590507.37381729,4590507.37381729,4590507.37381729,0,0,0,0,0,0,-4009686.074093385,-3612041.9200975867,-3484700.7692059213,-3706885.079081493,288257.8012389464,0,0,0,0,0,0,0,0,0,0,8075208.143023232,8202549.293914884,8600193.447910678,8297392.452898794,288257.80123893823,4590507.37381729,4590507.37381729,4590507.37381729,4590507.37381729,0
65-74,Female,CED,MJ,-20007248.042320658,-19596755.907754436,-19406683.536883604,-19674096.17571773,323105.03707951907,0,0,0,0,0,-20007248.042320658,-19596755.907754436,-19406683.536883604,-19674096.17571773,323105.03707951907,-549837094.5842448,-521054545.2831623,-511680871.431345,-527864677.0197466,20930338.978590507,-14949858.092795812,-14675106.066708874,-14495969.854037097,-14708655.474924719,240648.93485196133,-5057389.949524845,-4921649.841045563,-4910713.682846518,-4965440.700793014,86010.2678197083,43229929.756953984,43420002.12782476,43830494.26239102,43497342.395788096,323105.0370795201,23823246.22007036,23823246.22007036,23823246.22007036,23823246.22007036,0,32725500.36149349,32904636.574165188,33179388.600252163,32938185.982381076,240648.93485194343,18229530.507456362,18229530.507456362,18229530.507456362,18229530.507456362,0,10504429.395460501,10515365.553659545,10651105.662138827,10559156.413406996,86010.2678197083,5593715.712613993,5593715.712613993,5593715.712613993,5593715.712613993,0,0,0,0,0,0,-5057389.949524845,-4921649.841045563,-4910713.682846518,-4965440.700793014,86010.2678197083,0,0,0,0,0,0,0,0,0,0,10504429.395460501,10515365.553659545,10651105.662138827,10559156.413406996,86010.2678197083,5593715.712613993,5593715.712613993,5593715.712613993,5593715.712613993,0
65-74,Female,FL,mrh-eq,-668201.4721708412,-645216.5010093527,-642257.0716153336,-652243.0068926753,14949.4626764739,0,0,0,0,0,-668201.4721708412,-645216.5010093527,-642257.0716153336,-652243.0068926753,14949.4626764739,-549837094.5842448,-521054545.2831623,-511680871.431345,-527864677.0197466,20930338.978590507,-490921.40535353485,-475171.6754041543,-471322.0407647131,-479347.1474427295,10930.898310760113,-177326.9197249602,-170981.88375827397,-170091.67851285203,-172895.85944994565,4153.132120121522,1481192.5158807922,1484151.9452748112,1507136.9164363001,1491178.451158134,14949.462676473955,838935.4442654583,838935.4442654583,838935.4442654583,838935.4442654583,0,1109982.718416334,1113832.353055774,1129582.0830051557,1118007.82509435,10930.898310760258,638660.6776516207,638660.6776516207,638660.6776516207,638660.6776516207,0,370366.44512669026,371256.6503721119,377601.68633879814,373170.6260637837,4153.132120121446,200274.7666138379,200274.7666138379,200274.7666138379,200274.7666138379,0,0,0,0,0,0,-177326.9197249602,-170981.88375827397,-170091.67851285203,-172895.85944994565,4153.132120121522,0,0,0,0,0,0,0,0,0,0,370366.44512669026,371256.6503721119,377601.68633879814,373170.6260637837,4153.132120121446,200274.7666138379,200274.7666138379,200274.7666138379,200274.7666138379,0
65-74,Female,Food_price,USD,-10647177.233924136,-10175468.239762593,-9900897.147591287,-10244639.433443377,397320.81208604365,0,0,0,0,0,-10647177.233924136,-10175468.239762593,-9900897.147591287,-10244639.433443377,397320.81208604365,-549837094.5842448,-521054545.2831623,-511680871.431345,-527864677.0197466,20930338.978590507,-7353823.097621997,-6995906.250591606,-6832596.407665322,-7064189.40992638,280631.07767291006,-3293354.136302141,-3179561.9891709913,-3068300.739925966,-3180450.023517,118451.65261781489,23258801.063470464,23533372.15564179,24005081.149803326,23602543.34932257,397320.8120860499,13357903.915879184,13357903.915879184,13357903.915879184,13357903.915879184,0,16653872.396317625,16817182.239243906,17175099.08627431,16885465.39857869,280631.07767291536,9821275.988652313,9821275.988652313,9821275.988652313,9821275.988652313,0,6604928.667152843,6716189.916397871,6829982.0635290155,6717077.950743876,118451.65261781278,3536627.9272268754,3536627.9272268754,3536627.9272268754,3536627.9272268754,0,0,0,0,0,0,-3293354.136302141,-3179561.9891709913,-3068300.739925966,-3180450.023517,118451.65261781489,0,0,0,0,0,0,0,0,0,0,6604928.667152843,6716189.916397871,6829982.0635290155,6717077.950743876,118451.65261781278,3536627.9272268754,3536627.9272268754,3536627.9272268754,3536627.9272268754,0
65-74,Male,CED,MJ,-15325661.563111505,-15198426.84925986,-15053651.78978866,-15192272.342024928,143262.2214265796,0,0,0,0,0,-15325661.563111505,-15198426.84925986,-15053651.78978866,-15192272.342024928,143262.2214265796,-375468536.01844895,-374080143.33132356,-362810843.52612084,-370613158.3776122,7307289.414923478,-11247650.35810756,-11156892.957531974,-11101670.338656358,-11169361.301988104,77586.64709069378,-4078011.2050039507,-4041533.891727879,-3951981.451132296,-4022911.040036822,68263.96658669073,35793060.11222388,35937835.17169503,36065069.885546714,35931680.66446013,143262.2214265758,20739408.322435223,20739408.322435223,20739408.322435223,20739408.322435223,0,26768612.833945252,26823835.452820837,26914592.853396475,26836303.797276992,77586.64709070929,15666942.495288897,15666942.495288897,15666942.495288897,15666942.4952889,0,9024447.278278612,9113999.718874186,9150477.032150256,9095376.867183132,68263.96658668492,5072465.827146302,5072465.827146302,5072465.827146302,5072465.827146302,0,0,0,0,0,0,-4078011.2050039507,-4041533.891727879,-3951981.451132296,-4022911.040036822,68263.96658669073,0,0,0,0,0,0,0,0,0,0,9024447.278278612,9113999.718874186,9150477.032150256,9095376.867183132,68263.96658668492,5072465.827146302,5072465.827146302,5072465.827146302,5072465.827146302,0
65-74,Male,FL,mrh-eq,-505461.0661816959,-498254.27234849276,-490959.45635869895,-498223.38738126797,7632.473089031485,0,0,0,0,0,-505461.0661816959,-498254.27234849276,-490959.45635869895,-498223.38738126797,7632.473089031485,-375468536.01844895,-374080143.33132356,-362810843.52612084,-370613158.3776122,7307289.414923478,-365190.45250815473,-359980.59326035395,-357113.5961161368,-360802.6501388043,4310.178534566592,-140270.61367354105,-138273.67908813892,-133845.86024256266,-137420.73724246377,3461.1892265187994,1228714.7805206992,1236009.5965104923,1243216.3903436952,1235978.7115432676,7632.473089031018,737755.3241619996,737755.3241619996,737755.3241619996,737755.3241619995,0,913543.8124388815,916410.8095831004,921620.6688309,917232.8664615498,4310.178534566703,556430.2163227462,556430.2163227462,556430.2163227462,556430.2163227462,0,315170.9680818167,319598.78692739294,321595.7215127951,318745.8450817179,3461.1892265187957,181325.1078392539,181325.1078392539,181325.1078392539,181325.10783925388,0,0,0,0,0,0,-140270.61367354105,-138273.67908813892,-133845.86024256266,-137420.73724246377,3461.1892265187994,0,0,0,0,0,0,0,0,0,0,315170.9680818167,319598.78692739294,321595.7215127951,318745.8450817179,3461.1892265187957,181325.1078392539,181325.1078392539,181325.1078392539,181325.10783925388,0
65-74,Male,Food_price,USD,-7332957.815165277,-7224027.1647677915,-6672574.184241619,-7068756.171740182,372675.3905058222,0,0,0,0,0,-7332957.815165277,-7224027.1647677915,-6672574.184241619,-7068756.171740182,372675.3905058222,-375468536.01844895,-374080143.33132356,-362810843.52612084,-370613158.3776122,7307289.414923478,-5000497.838656007,-4928601.35506583,-4584707.874289474,-4833163.812193487,233924.77144673018,-2332459.9765092763,-2295425.8097019726,-2087866.3099521417,-2235592.3595467,138770.8455836547,16705892.876979299,17257345.85750547,17366276.507902946,17102074.864477858,372675.39050581865,10033318.69273768,10033318.69273768,10033318.69273768,10033318.69273768,0,11815631.86757131,12159525.34834765,12231421.83193783,12064087.805475315,233924.77144672218,7230923.993281825,7230923.993281825,7230923.993281825,7230923.993281825,0,4890261.009407984,5097820.509157811,5134854.675965118,5037987.059002541,138770.84558365386,2802394.6994558387,2802394.6994558387,2802394.6994558387,2802394.6994558387,0,0,0,0,0,0,-2332459.9765092763,-2295425.8097019726,-2087866.3099521417,-2235592.3595467,138770.8455836547,0,0,0,0,0,0,0,0,0,0,4890261.009407984,5097820.509157811,5134854.675965118,5037987.059002541,138770.84558365386,2802394.6994558387,2802394.6994558387,2802394.6994558387,2802394.6994558387,0
