Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
added_sugar,CED,MJ,-77988759.07177547,-76405331.32634774,-74817694.57716332,-76403854.48292433,1668981.8030130642,0,0,0,0,0,-77988759.07177547,-76405331.32634774,-74817694.57716332,-76403854.48292433,1668981.8030130642,-3075231358.2104273,-3012419895.879095,-2951210882.197897,-3012982158.5633526,65275750.94462767,-51694244.01240018,-50644523.476863205,-49590263.21663808,-50642930.59100771,1107359.1727945595,-26294515.059375245,-25760807.84948457,-25227431.360525258,-25760923.89191663,561623.0083859786,144583941.92671725,146171578.67590162,147755006.42132932,146170101.83247826,1668981.803013027,69766247.34955391,69766247.34955391,69766247.34955391,69766247.34955391,0,95836617.57993658,96890877.84016162,97940598.37569869,96889284.95430619,1107359.1727945595,46246354.36329849,46246354.36329849,46246354.36329849,46246354.3632985,0,48747324.346780665,49280700.83573995,49814408.04563067,49280816.87817203,561623.0083859862,23519892.98625541,23519892.98625541,23519892.98625541,23519892.98625541,0,0,0,0,0,0,-26294515.059375245,-25760807.84948457,-25227431.360525258,-25760923.89191663,561623.0083859786,0,0,0,0,0,0,0,0,0,0,48747324.346780665,49280700.83573995,49814408.04563067,49280816.87817203,561623.0083859862,23519892.98625541,23519892.98625541,23519892.98625541,23519892.98625541,0
added_sugar,FL,mrh-eq,-3573864.2852780744,-3502190.804463007,-3426494.2944536125,-3500779.215272015,77572.7861527241,0,0,0,0,0,-3573864.2852780744,-3502190.804463007,-3426494.2944536125,-3500779.215272015,77572.7861527241,-3075231358.2104273,-3012419895.879095,-2951210882.197897,-3012982158.5633526,65275750.94462767,-2369149.7175078634,-2321644.885880231,-2271364.7812509346,-2320671.105879647,51472.66476993302,-1204714.5677702108,-1180545.9185827747,-1155129.51320268,-1180108.1093923682,26100.151248418813,6628041.909263643,6703738.4192730365,6775411.900088099,6702326.830082044,77572.78615272086,3201547.6148100267,3201547.6148100267,3201547.6148100267,3201547.6148100267,0,4393840.207776135,4444120.31240543,4491625.144033062,4443146.5324048465,51472.66476993185,2122475.426525199,2122475.426525199,2122475.426525199,2122475.426525199,0,2234201.7014875095,2259618.1068676044,2283786.75605504,2259180.297677197,26100.15124841847,1079072.18828483,1079072.18828483,1079072.18828483,1079072.18828483,0,0,0,0,0,0,-1204714.5677702108,-1180545.9185827747,-1155129.51320268,-1180108.1093923682,26100.151248418813,0,0,0,0,0,0,0,0,0,0,2234201.7014875095,2259618.1068676044,2283786.75605504,2259180.297677197,26100.15124841847,1079072.18828483,1079072.18828483,1079072.18828483,1079072.18828483,0
added_sugar,Food_price,USD,-132570584.90771551,-130424873.47377743,-127654160.92183962,-130205574.83588278,2594551.803376686,0,0,0,0,0,-132570584.90771551,-130424873.47377743,-127654160.92183962,-130205574.83588278,2594551.803376686,-3075231358.2104273,-3012419895.879095,-2951210882.197897,-3012982158.5633526,65275750.94462767,-87867482.87254013,-86443443.47658451,-84604688.38839786,-86297929.1986087,1721877.924411934,-44703102.03517534,-43981429.99719291,-43049472.533441745,-43907645.63727406,872673.8793263648,247132903.63870645,249903616.19064435,252049327.6245824,249684317.55274966,2594551.8033767254,119478742.71686684,119478742.71686684,119478742.71686684,119478742.71686684,0,163797678.41623342,165636433.50442007,167060472.9003757,165490919.22644427,1721877.9244119257,79192990.02783558,79192990.02783558,79192990.02783558,79192990.02783558,0,83335225.22247303,84267182.68622415,84988854.72420663,84193398.32630533,872673.8793263668,40285752.68903123,40285752.68903123,40285752.68903123,40285752.68903123,0,0,0,0,0,0,-44703102.03517534,-43981429.99719291,-43049472.533441745,-43907645.63727406,872673.8793263648,0,0,0,0,0,0,0,0,0,0,83335225.22247303,84267182.68622415,84988854.72420663,84193398.32630533,872673.8793263668,40285752.68903123,40285752.68903123,40285752.68903123,40285752.68903123,0
oil,CED,MJ,-2383483.6595335472,-1714219.2868897934,-1387151.0744936848,-1834288.1150468618,534595.7536040262,0,0,0,0,0,-2383483.6595335472,-1714219.2868897934,-1387151.0744936848,-1834288.1150468618,534595.7536040262,-257179521.49847245,-184702914.54048228,-149411197.33464694,-197750244.27808046,57834698.618362546,-1984899.6437720975,-1425624.787499284,-1153634.0135565975,-1526426.21989582,446132.4296362331,-398584.01576144947,-288594.4993905101,-233517.06093708516,-307861.89515104145,88465.23281497063,74710650.1000578,75037718.31245391,75706982.68509766,75157787.140611,534595.7536040291,73323499.02556409,73323499.02556409,73323499.02556409,73323499.02556409,0,62380417.26808873,62652408.04203142,63211682.89830421,62753209.47442794,446132.4296362218,61226783.25453217,61226783.25453217,61226783.25453217,61226783.25453218,0,12330232.831969075,12385310.270422492,12495299.786793431,12404577.666183025,88465.23281496736,12096715.771031985,12096715.771031985,12096715.771031985,12096715.771031985,0,0,0,0,0,0,-398584.01576144947,-288594.4993905101,-233517.06093708516,-307861.89515104145,88465.23281497063,0,0,0,0,0,0,0,0,0,0,12330232.831969075,12385310.270422492,12495299.786793431,12404577.666183025,88465.23281496736,12096715.771031985,12096715.771031985,12096715.771031985,12096715.771031985,0
oil,FL,mrh-eq,-121678.41598987671,-86022.77535474629,-69889.30590051008,-92872.65997962146,27895.483173004523,0,0,0,0,0,-121678.41598987671,-86022.77535474629,-69889.30590051008,-92872.65997962146,27895.483173004523,-257179521.49847245,-184702914.54048228,-149411197.33464694,-197750244.27808046,57834698.618362546,-101330.61808434276,-71540.08457954117,-58123.78997380553,-77285.43156166958,23278.405905472297,-20347.797905533862,-14482.690775205197,-11765.515926704522,-15587.228417951861,4617.164266879526,3801353.7786424533,3817487.24809669,3853142.8887318205,3824337.132721565,27895.48317300454,3731464.4727419424,3731464.4727419424,3731464.4727419424,3731464.4727419424,0,3173901.672689571,3187317.9672953044,3217108.5008001067,3193063.3142774333,23278.405905471835,3115777.8827157635,3115777.8827157635,3115777.8827157635,3115777.8827157635,0,627452.1059528829,630169.2808013834,636034.3879317123,631273.8184441301,4617.164266879571,615686.5900261784,615686.5900261784,615686.5900261784,615686.5900261784,0,0,0,0,0,0,-20347.797905533862,-14482.690775205197,-11765.515926704522,-15587.228417951861,4617.164266879526,0,0,0,0,0,0,0,0,0,0,627452.1059528829,630169.2808013834,636034.3879317123,631273.8184441301,4617.164266879571,615686.5900261784,615686.5900261784,615686.5900261784,615686.5900261784,0
oil,Food_price,USD,-1981004.0140661043,-1255460.0680609392,-1233512.614563742,-1502336.0303444366,447758.1585380118,0,0,0,0,0,-1981004.0140661043,-1255460.0680609392,-1233512.614563742,-1502336.0303444366,447758.1585380118,-257179521.49847245,-184702914.54048228,-149411197.33464694,-197750244.27808046,57834698.618362546,-1650083.91278115,-1044456.0286065373,-1026865.7905826976,-1250785.0272559314,373522.4207208791,-330920.10128495225,-211004.0394544029,-206646.8239810454,-251551.00308850533,74236.89299361197,53640603.3515991,53662550.80509631,54388094.75110147,53909426.7673798,447758.15853801253,52407090.73703536,52407090.73703536,52407090.73703536,52407090.73703536,0,44785894.84325073,44803485.08127457,45409112.96544915,45009814.07992395,373522.4207208616,43759029.05266805,43759029.05266805,43759029.05266805,43759029.05266805,0,8854708.508348396,8859065.723821754,8978981.785652306,8899612.687455857,74236.89299361348,8648061.684367355,8648061.684367355,8648061.684367355,8648061.684367355,0,0,0,0,0,0,-330920.10128495225,-211004.0394544029,-206646.8239810454,-251551.00308850533,74236.89299361197,0,0,0,0,0,0,0,0,0,0,8854708.508348396,8859065.723821754,8978981.785652306,8899612.687455857,74236.89299361348,8648061.684367355,8648061.684367355,8648061.684367355,8648061.684367355,0
sat_fat,CED,MJ,-200271597.1214813,-198989373.97187793,-196542556.0786949,-198580744.2372886,1994302.1841189628,0,0,0,0,0,-200271597.1214813,-198989373.97187793,-196542556.0786949,-198580744.2372886,1994302.1841189628,-3870659800.3506904,-3844799327.259318,-3799637398.1897826,-3838026886.5652256,37837543.37604986,-154112581.0755687,-153128265.2661925,-151219055.71393806,-152803741.14588434,1548623.8936759902,-46159016.04591259,-45861108.70568558,-45323500.36475682,-45777003.09140427,445736.54174337105,424826408.2252405,427273226.1184236,428555449.2680268,426864596.3838342,1994302.1841189559,228283852.1465455,228283852.1465455,228283852.1465455,228283852.1465455,0,326730882.66547227,328640092.2177264,329624408.0271026,328315568.09741837,1548623.8936758148,175511826.95153406,175511826.95153406,175511826.95153406,175511826.95153406,0,98095525.55976826,98633133.90069707,98931041.2409241,98549028.28641574,445736.5417434166,52772025.19501146,52772025.19501146,52772025.19501146,52772025.19501146,0,0,0,0,0,0,-46159016.04591259,-45861108.70568558,-45323500.36475682,-45777003.09140427,445736.54174337105,0,0,0,0,0,0,0,0,0,0,98095525.55976826,98633133.90069707,98931041.2409241,98549028.28641574,445736.5417434166,52772025.19501146,52772025.19501146,52772025.19501146,52772025.19501146,0
sat_fat,FL,mrh-eq,-5413418.545524537,-5379015.0600425815,-5313720.549285792,-5368176.103805798,53305.619650245615,0,0,0,0,0,-5413418.545524537,-5379015.0600425815,-5313720.549285792,-5368176.103805798,53305.619650245615,-3870659800.3506904,-3844799327.259318,-3799637398.1897826,-3838026886.5652256,37837543.37604986,-4164513.5133761177,-4138127.5600131876,-4087200.2784661995,-4129516.567667904,41368.87378189175,-1248905.0321484192,-1240887.5000293923,-1226520.2708195944,-1238659.5361378938,11938.404831298152,11489643.978232631,11554938.488989418,11589341.97447138,11544099.532752639,53305.61965024789,6175923.42894684,6175923.42894684,6175923.42894684,6175923.428946841,0,8834062.32303883,8884989.604585817,8911375.557948746,8876378.612240532,41368.87378189139,4746862.044572631,4746862.044572631,4746862.044572631,4746862.044572631,0,2655581.6551938034,2669948.884403602,2677966.41652263,2667720.9205121035,11938.40483129907,1429061.384374209,1429061.384374209,1429061.384374209,1429061.384374209,0,0,0,0,0,0,-1248905.0321484192,-1240887.5000293923,-1226520.2708195944,-1238659.5361378938,11938.404831298152,0,0,0,0,0,0,0,0,0,0,2655581.6551938034,2669948.884403602,2677966.41652263,2667720.9205121035,11938.40483129907,1429061.384374209,1429061.384374209,1429061.384374209,1429061.384374209,0
sat_fat,Food_price,USD,-22729529.850899216,-22665051.368985593,-22298948.90985445,-22559218.394523304,244454.06489468864,0,0,0,0,0,-22729529.850899216,-22665051.368985593,-22298948.90985445,-22559218.394523304,244454.06489468864,-3870659800.3506904,-3844799327.259318,-3799637398.1897826,-3838026886.5652256,37837543.37604986,-17495249.247252777,-17446597.260493457,-17161108.207203444,-17363496.535394967,190019.31670738306,-5234280.603646456,-5218454.108492147,-5137840.702650993,-5195721.859128342,54441.941177950685,48396070.075813,48762172.534944154,48826651.01685783,48656339.56048188,244454.06489471754,26097121.165958554,26097121.165958554,26097121.165958554,26097121.165958554,0,37231143.571072206,37516632.6243622,37565284.61112152,37433531.89926372,190019.3167073724,20070035.36386877,20070035.36386877,20070035.36386877,20070035.36386877,0,11164926.504740791,11245539.910581946,11261366.405736245,11222807.661218137,54441.94117794838,6027085.802089799,6027085.802089799,6027085.802089799,6027085.802089799,0,0,0,0,0,0,-5234280.603646456,-5218454.108492147,-5137840.702650993,-5195721.859128342,54441.941177950685,0,0,0,0,0,0,0,0,0,0,11164926.504740791,11245539.910581946,11261366.405736245,11222807.661218137,54441.94117794838,6027085.802089799,6027085.802089799,6027085.802089799,6027085.802089799,0
