sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,CED,MJ,-154831279.84155732,-153306932.4415882,-150008226.06606442,-152684350.34490237,2595078.318835164,0,0,0,0,0,-154831279.84155732,-153306932.4415882,-150008226.06606442,-152684350.34490237,2595078.318835164,-4167263957.0165486,-4154875799.6181707,-4108144751.7159033,-4142825662.599262,32818754.961467452,-115573271.49784884,-114522438.37888208,-112046966.12962721,-114022564.99983363,1905769.1801948217,-39258008.34370854,-38784494.062706165,-37961259.93643724,-38661785.34506878,690722.9385137188,341408287.65674615,344706994.0322702,346231341.4322394,344084411.9355843,2595078.318835366,191400061.590682,191400061.590682,191400061.590682,191400061.590682,0,258912183.60199705,261387655.8512517,262438488.97021848,260887782.47220334,1905769.1801947106,146865217.4723698,146865217.4723698,146865217.4723698,146865217.4723698,0,82496104.0547494,83319338.18101835,83792852.46202075,83196629.46338098,690722.9385137589,44534844.11831221,44534844.11831221,44534844.11831221,44534844.11831221,0,0,0,0,0,0,-39258008.34370854,-38784494.062706165,-37961259.93643724,-38661785.34506878,690722.9385137188,0,0,0,0,0,0,0,0,0,0,82496104.0547494,83319338.18101835,83792852.46202075,83196629.46338098,690722.9385137589,44534844.11831221,44534844.11831221,44534844.11831221,44534844.11831221,0
Female,FL,mrh-eq,-5083394.971145998,-5034139.951853921,-4945192.241567005,-5020212.691855732,73731.49679941995,0,0,0,0,0,-5083394.971145998,-5034139.951853921,-4945192.241567005,-5020212.691855732,73731.49679941995,-4167263957.0165486,-4154875799.6181707,-4108144751.7159033,-4142825662.599262,32818754.961467452,-3726854.5342655545,-3694920.203278453,-3629922.3721128935,-3683318.9751456603,51996.81006518347,-1356540.4368804444,-1339219.7485754637,-1315269.8694541152,-1336893.7167100713,21814.55751278521,11714007.377010673,11802955.087297583,11852210.106589664,11789027.827299396,73731.49679941869,6768815.135443663,6768815.135443663,6768815.135443663,6768815.135443662,0,8809797.930627054,8874795.761792611,8906730.09277971,8863194.53365982,51996.8100651819,5179875.558514156,5179875.558514156,5179875.558514156,5179875.558514156,0,2904209.4463836206,2928159.325504968,2945480.013809951,2925833.2936395765,21814.557512785806,1588939.5769295052,1588939.5769295052,1588939.5769295052,1588939.5769295052,0,0,0,0,0,0,-1356540.4368804444,-1339219.7485754637,-1315269.8694541152,-1336893.7167100713,21814.55751278521,0,0,0,0,0,0,0,0,0,0,2904209.4463836206,2928159.325504968,2945480.013809951,2925833.2936395765,21814.557512785806,1588939.5769295052,1588939.5769295052,1588939.5769295052,1588939.5769295052,0
Female,Food_price,USD,-90025283.91379748,-88852566.21744902,-87937470.7443688,-88942959.97999929,1101634.0042586643,0,0,0,0,0,-90025283.91379748,-88852566.21744902,-87937470.7443688,-88942959.97999929,1101634.0042586643,-4167263957.0165486,-4154875799.6181707,-4108144751.7159033,-4142825662.599262,32818754.961467452,-61492907.797184385,-60742043.106990874,-60192802.237738855,-60812788.30732122,687003.4469555243,-28532376.116613094,-28110523.110458154,-27744668.50662996,-28130171.672678065,414932.01142276137,192507637.36247948,193422732.83555976,194595450.53190812,193513126.59810996,1101634.0042586387,104570166.6181107,104570166.6181107,104570166.6181107,104570166.6181107,0,135992506.40822458,136541747.27747664,137292611.96767008,136612492.47780696,687003.4469555106,75799704.17048569,75799704.17048569,75799704.17048569,75799704.17048569,0,56515130.954254925,56880985.55808313,57302838.564238034,56900634.12030303,414932.0114227496,28770462.44762496,28770462.44762496,28770462.44762496,28770462.447624963,0,0,0,0,0,0,-28532376.116613094,-28110523.110458154,-27744668.50662996,-28130171.672678065,414932.01142276137,0,0,0,0,0,0,0,0,0,0,56515130.954254925,56880985.55808313,57302838.564238034,56900634.12030303,414932.0114227496,28770462.44762496,28770462.44762496,28770462.44762496,28770462.447624963,0
Male,CED,MJ,-124816227.42619312,-123801992.14352743,-123735508.24932744,-124134536.4903575,637551.76583225,0,0,0,0,0,-124816227.42619312,-123801992.14352743,-123735508.24932744,-124134536.4903575,637551.76583225,-2928714015.306034,-2900558666.597066,-2887721954.4875383,-2905933626.807396,22071209.730263516,-91390939.0401529,-90751003.88119733,-90679726.5881491,-90950532.9569543,412281.58537950664,-33429039.822516408,-33126016.9918545,-32988255.80460629,-33184003.533403162,237364.5431119719,303709045.18030906,303775529.07450897,304789764.3571748,304108073.4213391,637551.765832324,179973536.93098155,179973536.93098155,179973536.93098155,179973536.93098155,0,226799473.68514413,226870750.97819218,227510686.1371477,227070280.0539492,412281.5853793993,136119747.09699497,136119747.09699497,136119747.09699497,136119747.09699497,0,76842045.63859293,76979806.82584114,77282829.65650313,77037793.36738984,237364.54311201742,43853789.83398665,43853789.83398665,43853789.83398665,43853789.83398665,0,0,0,0,0,0,-33429039.822516408,-33126016.9918545,-32988255.80460629,-33184003.533403162,237364.5431119719,0,0,0,0,0,0,0,0,0,0,76842045.63859293,76979806.82584114,77282829.65650313,77037793.36738984,237364.54311201742,43853789.83398665,43853789.83398665,43853789.83398665,43853789.83398665,0
Male,FL,mrh-eq,-3973777.1655571233,-3933088.688006417,-3916701.0181622766,-3941615.287201703,30934.340645373486,0,0,0,0,0,-3973777.1655571233,-3933088.688006417,-3916701.0181622766,-3941615.287201703,30934.340645373486,-2928714015.306034,-2900558666.597066,-2887721954.4875383,-2905933626.807396,22071209.730263516,-2864932.4865922322,-2836392.3271945072,-2829973.3056885833,-2844154.1299635605,19588.984717235853,-1108844.67896489,-1096696.3608119092,-1086727.7124736933,-1097461.1572381428,11659.336494822433,10256821.399217421,10273209.069061562,10313897.546612272,10281735.668256849,30934.340645375356,6340120.381055151,6340120.381055151,6340120.381055151,6340120.381055151,0,7635213.100988018,7641632.122493939,7670172.281891672,7649393.925262996,19588.98471723933,4805239.795299435,4805239.795299435,4805239.795299435,4805239.795299435,0,2621608.298229406,2631576.946567621,2643725.2647206024,2632341.7429938545,11659.336494822095,1534880.5857557117,1534880.5857557117,1534880.5857557117,1534880.5857557117,0,0,0,0,0,0,-1108844.67896489,-1096696.3608119092,-1086727.7124736933,-1097461.1572381428,11659.336494822433,0,0,0,0,0,0,0,0,0,0,2621608.298229406,2631576.946567621,2643725.2647206024,2632341.7429938545,11659.336494822095,1534880.5857557117,1534880.5857557117,1534880.5857557117,1534880.5857557117,0
Male,Food_price,USD,-66508343.459380984,-65492818.69337493,-63996643.10139128,-65324169.280751206,1329991.4703900286,0,0,0,0,0,-66508343.459380984,-65492818.69337493,-63996643.10139128,-65324169.280751206,1329991.4703900286,-2928714015.306034,-2900558666.597066,-2887721954.4875383,-2905933626.807396,22071209.730263516,-44896690.11319126,-44192453.658693634,-43223078.27064356,-44099422.453938395,884525.2391387181,-21611653.346189752,-21300365.034681294,-20773564.83074774,-21224746.826812837,445933.9701321525,157409431.10314137,158905606.69512507,159921131.4611311,158736957.28250134,1329991.470390038,93412788.00175007,93412788.00175007,93412788.00175007,93412788.00175007,0,110445428.54453018,111414803.93258037,112119040.38707791,111321772.72782505,884525.2391387345,67222350.27388668,67222350.27388668,67222350.27388668,67222350.27388668,0,46964002.55861121,47490802.76254472,47802091.074053206,47415184.55467629,445933.9701321426,26190437.727863424,26190437.727863424,26190437.727863424,26190437.72786342,0,0,0,0,0,0,-21611653.346189752,-21300365.034681294,-20773564.83074774,-21224746.826812837,445933.9701321525,0,0,0,0,0,0,0,0,0,0,46964002.55861121,47490802.76254472,47802091.074053206,47415184.55467629,445933.9701321426,26190437.727863424,26190437.727863424,26190437.727863424,26190437.72786342,0
