age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,Male,added_sugar,Food_price,USD,-11416011.767927697,-11147682.222151555,-11036191.358240882,-11202713.338595578,205507.95186581268,0,0,0,0,0,-11416011.767927697,-11147682.222151555,-11036191.358240882,-11202713.338595578,205507.95186581268,-247335984.86391738,-242238718.939434,-237708613.56215236,-242437722.64020655,5069967.569639616,-7558968.606116698,-7381561.020941349,-7307450.30063631,-7417805.534930932,136048.5140600632,-3857043.1618109946,-3766121.201210207,-3728741.0576045658,-3784907.803664644,69459.73809952388,21380285.429169446,21491776.293080106,21760105.838856246,21546807.40952413,205507.951865808,10344094.07092855,10344094.07092855,10344094.07092855,10344094.07092855,0,14158746.264838494,14232856.985143531,14410264.570318889,14269101.499133117,136048.51406006655,6851295.964202187,6851295.964202187,6851295.964202187,6851295.964202187,0,7221539.16433094,7258919.307936572,7349841.268537357,7277705.910391011,69459.73809951876,3492798.1067263624,3492798.1067263624,3492798.1067263624,3492798.106726362,0,0,0,0,0,0,-3857043.1618109946,-3766121.201210207,-3728741.0576045658,-3784907.803664644,69459.73809952388,0,0,0,0,0,0,0,0,0,0,7221539.16433094,7258919.307936572,7349841.268537357,7277705.910391011,69459.73809951876,3492798.1067263624,3492798.1067263624,3492798.1067263624,3492798.106726362,0
35-44,Male,oil,CED,MJ,458519.9974499405,517575.8071373172,670608.5905458627,550550.183881587,115220.44612548866,0,0,0,0,0,458519.9974499405,517575.8071373172,670608.5905458627,550550.183881587,115220.44612548866,49471431.300178334,55935900.79698961,72388294.46422462,59440435.59362952,12437494.622735789,383105.6962228526,432650.4208525794,560498.2846194155,460125.20651472296,96348.74944278998,75414.30122708772,84925.38628473779,110110.30592644817,90424.97736686422,18871.943728670798,5269013.807950773,5422046.591359316,5481102.4010466905,5389072.214615046,115220.44612548579,5939622.398496639,5939622.398496639,5939622.398496639,5939622.398496639,0,4402709.206941331,4530557.070708159,4580101.795337897,4503082.285046021,96348.74944279004,4963207.491560748,4963207.491560748,4963207.491560748,4963207.491560748,0,866304.6010094406,891489.52065115,901000.6057088003,885989.929569024,18871.94372867035,976414.906935889,976414.906935889,976414.906935889,976414.9069358889,0,0,0,0,0,0,75414.30122708772,84925.38628473779,110110.30592644817,90424.97736686422,18871.943728670798,0,0,0,0,0,0,0,0,0,0,866304.6010094406,891489.52065115,901000.6057088003,885989.929569024,18871.94372867035,976414.906935889,976414.906935889,976414.906935889,976414.9069358889,0
35-44,Male,oil,FL,mrh-eq,23509.616913365346,26395.668167306296,33579.472671946205,27903.651764042774,5458.452728246102,0,0,0,0,0,23509.616913365346,26395.668167306296,33579.472671946205,27903.651764042774,5458.452728246102,49471431.300178334,55935900.79698961,72388294.46422462,59440435.59362952,12437494.622735789,19642.48844068352,22064.392252129703,28065.919048648713,23320.40031706754,4564.8730091580055,3867.128472681822,4331.275915176596,5513.553623297497,4583.251446975237,893.5936147407443,261428.53904067073,268612.34354531055,271498.39479925146,267104.3599485741,5458.452728246043,295008.0117126168,295008.0117126168,295008.0117126168,295008.0117126168,0,218444.45881635125,224445.98561287043,226867.88942431635,223189.97754793245,4564.873009157986,246510.377865,246510.377865,246510.377865,246510.37786500002,0,42984.08022431932,44166.35793244022,44630.505374935,43914.38240064159,893.5936147407517,48497.633847616766,48497.633847616766,48497.633847616766,48497.633847616766,0,0,0,0,0,0,3867.128472681822,4331.275915176596,5513.553623297497,4583.251446975237,893.5936147407443,0,0,0,0,0,0,0,0,0,0,42984.08022431932,44166.35793244022,44630.505374935,43914.38240064159,893.5936147407517,48497.633847616766,48497.633847616766,48497.633847616766,48497.633847616766,0
35-44,Male,oil,Food_price,USD,291919.5725650183,308214.79883663915,423614.2946785958,342988.2267560552,75572.39608071285,0,0,0,0,0,291919.5725650183,308214.79883663915,423614.2946785958,342988.2267560552,75572.39608071285,49471431.300178334,55935900.79698961,72388294.46422462,59440435.59362952,12437494.622735789,244054.43800084258,257567.85846212594,354105.28604576684,286699.08903137414,63177.302007192906,47865.134564176355,50646.94037451279,69509.00863283018,56289.13772468155,12395.255304443863,3264841.3601350854,3380240.8559770472,3396536.0822486663,3345467.428057629,75572.39608071533,3688455.6548136817,3688455.6548136817,3688455.6548136817,3688455.654813682,0,2728266.3998331297,2824803.827416771,2838317.2478780523,2795672.596847522,63177.302007192695,3082371.6858789,3082371.6858789,3082371.6858789,3082371.6858789003,0,536574.9603019573,555437.0285602742,558218.834370611,549794.8312101057,12395.255304443635,606083.9689347881,606083.9689347881,606083.9689347881,606083.9689347881,0,0,0,0,0,0,47865.134564176355,50646.94037451279,69509.00863283018,56289.13772468155,12395.255304443863,0,0,0,0,0,0,0,0,0,0,536574.9603019573,555437.0285602742,558218.834370611,549794.8312101057,12395.255304443635,606083.9689347881,606083.9689347881,606083.9689347881,606083.9689347881,0
35-44,Male,sat_fat,CED,MJ,-15401487.157479826,-14801127.453632545,-14797035.361780593,-15010344.159595817,366110.6737045974,0,0,0,0,0,-15401487.157479826,-14801127.453632545,-14797035.361780593,-15010344.159595817,366110.6737045974,-297548259.41211575,-286470072.8953279,-286190402.352708,-290259025.8687202,6819197.130873384,-11676364.970303439,-11224362.239073712,-11220280.490680942,-11381527.496209487,275947.51808140945,-3725122.1871763803,-3576765.214558833,-3576754.8710996476,-3628816.663386328,90165.18329736701,33527180.315628298,33531272.40748024,34131632.11132747,33740489.1134435,366110.67370456184,18730144.95384767,18730144.95384767,18730144.95384767,18730144.95384767,0,25425287.251934234,25429369.00032701,25881371.731556743,25586534.257462785,275947.51808141806,14205006.761253301,14205006.761253301,14205006.761253301,14205006.761253303,0,8101893.0636940105,8101903.407153207,8250260.379770758,8153954.855980699,90165.18329737238,4525138.1925943745,4525138.1925943745,4525138.1925943745,4525138.1925943745,0,0,0,0,0,0,-3725122.1871763803,-3576765.214558833,-3576754.8710996476,-3628816.663386328,90165.18329736701,0,0,0,0,0,0,0,0,0,0,8101893.0636940105,8101903.407153207,8250260.379770758,8153954.855980699,90165.18329737238,4525138.1925943745,4525138.1925943745,4525138.1925943745,4525138.1925943745,0
35-44,Male,sat_fat,FL,mrh-eq,-427169.48581386823,-410266.26171953033,-410233.5422670785,-416185.7370324728,10282.67365526355,0,0,0,0,0,-427169.48581386823,-410266.26171953033,-410233.5422670785,-416185.7370324728,10282.67365526355,-297548259.41211575,-286470072.8953279,-286190402.352708,-290259025.8687202,6819197.130873384,-323842.7697351845,-311114.56528864196,-311063.0714845957,-315562.5339351319,7751.097112598169,-103327.70420245067,-99171.45890625136,-99152.68455465688,-100623.20309734077,2531.6287881412886,929298.3726091331,929331.0920615847,946234.3161559218,935250.567374527,10282.673655262912,519064.83034205344,519064.83034205344,519064.83034205344,519064.83034205344,0,704711.300220316,704762.7940243626,717490.9984709057,709210.7626708526,7751.0971125985725,393648.22873572167,393648.22873572167,393648.22873572167,393648.22873572167,0,224569.28616098964,224588.0605125839,228744.3058087832,226039.80470367338,2531.628788141208,125416.60160633262,125416.60160633262,125416.60160633262,125416.60160633262,0,0,0,0,0,0,-103327.70420245067,-99171.45890625136,-99152.68455465688,-100623.20309734077,2531.6287881412886,0,0,0,0,0,0,0,0,0,0,224569.28616098964,224588.0605125839,228744.3058087832,226039.80470367338,2531.628788141208,125416.60160633262,125416.60160633262,125416.60160633262,125416.60160633262,0
35-44,Male,sat_fat,Food_price,USD,-1631826.714018656,-1546013.6282335427,-1520174.4178875957,-1567057.093299917,61525.37137720567,0,0,0,0,0,-1631826.714018656,-1546013.6282335427,-1520174.4178875957,-1567057.093299917,61525.37137720567,-297548259.41211575,-286470072.8953279,-286190402.352708,-290259025.8687202,6819197.130873384,-1237468.8308608127,-1172970.8303270412,-1153123.124572438,-1188637.600424995,46419.58398810661,-394357.88315784343,-373042.7979065005,-367051.2933151579,-378419.4928749217,15107.377047372527,3483828.8361621266,3509668.046508079,3595481.132293193,3530711.5115744513,61525.371377208605,1963654.4182745332,1963654.4182745332,1963654.4182745332,1963654.4182745332,0,2643042.3841131506,2662890.0898677534,2727388.0904015214,2678556.8599657062,46419.58398810442,1489919.259540713,1489919.259540713,1489919.259540713,1489919.2595407132,0,840786.4520489764,846777.9566403186,868093.0418916616,852154.65160874,15107.377047372436,473735.15873381955,473735.15873381955,473735.15873381955,473735.15873381955,0,0,0,0,0,0,-394357.88315784343,-373042.7979065005,-367051.2933151579,-378419.4928749217,15107.377047372527,0,0,0,0,0,0,0,0,0,0,840786.4520489764,846777.9566403186,868093.0418916616,852154.65160874,15107.377047372436,473735.15873381955,473735.15873381955,473735.15873381955,473735.15873381955,0
45-54,Female,added_sugar,CED,MJ,-8186441.318545713,-7087587.531884254,-6992517.192264983,-7439792.250144671,698497.6403030375,0,0,0,0,0,-8186441.318545713,-7087587.531884254,-6992517.192264983,-7439792.250144671,698497.6403030375,-324995215.5298928,-281102726.55056834,-277513798.3219126,-295244326.81396085,27829835.039416183,-5426808.608455433,-4698355.412341859,-4635262.253425326,-4931815.074516259,463072.2484192563,-2759632.710090278,-2389232.119542402,-2357254.93883967,-2507977.175628417,235425.3957500856,12682962.602172626,12778032.941791901,13876886.728453362,13130237.660052316,698497.64030304,5690445.409907648,5690445.409907648,5690445.409907648,5690445.409907649,0,8407713.777145006,8470806.93606154,9199260.13217512,8704266.598235942,463072.2484192598,3772451.5237196833,3772451.5237196833,3772451.5237196833,3772451.5237196833,0,4275248.825027626,4307226.00573036,4677626.596278236,4425971.061816375,235425.39575008614,1917993.8861879618,1917993.8861879618,1917993.8861879618,1917993.886187962,0,0,0,0,0,0,-2759632.710090278,-2389232.119542402,-2357254.93883967,-2507977.175628417,235425.3957500856,0,0,0,0,0,0,0,0,0,0,4275248.825027626,4307226.00573036,4677626.596278236,4425971.061816375,235425.39575008614,1917993.8861879618,1917993.8861879618,1917993.8861879618,1917993.886187962,0
45-54,Female,added_sugar,FL,mrh-eq,-366117.3884277987,-316408.3019818381,-312928.00297979574,-332628.92915514275,31321.218697204018,0,0,0,0,0,-366117.3884277987,-316408.3019818381,-312928.00297979574,-332628.92915514275,31321.218697204018,-324995215.5298928,-281102726.55056834,-277513798.3219126,-295244326.81396085,27829835.039416183,-242705.52311926382,-209751.85928853063,-207441.8442773779,-220504.0167690852,20764.729554660473,-123411.86530853467,-106656.44269330702,-105486.1587024182,-112124.91238605749,10556.489288858136,569282.4356466283,572762.7346486698,622471.8210946296,588983.3618219744,31321.21869720331,256354.43266683145,256354.43266683145,256354.43266683145,256354.43266683145,0,377395.1079127193,379705.1229238721,412658.7867546053,390457.2804044266,20764.729554660476,169953.26363534108,169953.26363534108,169953.26363534108,169953.26363534108,0,191887.32773390843,193057.61172479732,209813.03434002487,198526.08141754774,10556.489288858113,86401.16903149025,86401.16903149025,86401.16903149025,86401.16903149025,0,0,0,0,0,0,-123411.86530853467,-106656.44269330702,-105486.1587024182,-112124.91238605749,10556.489288858136,0,0,0,0,0,0,0,0,0,0,191887.32773390843,193057.61172479732,209813.03434002487,198526.08141754774,10556.489288858113,86401.16903149025,86401.16903149025,86401.16903149025,86401.16903149025,0
45-54,Female,added_sugar,Food_price,USD,-13313713.034176454,-11270085.518562725,-11088192.145221347,-11923325.568482848,1300787.5907446914,0,0,0,0,0,-13313713.034176454,-11270085.518562725,-11088192.145221347,-11923325.568482848,1300787.5907446914,-324995215.5298928,-281102726.55056834,-277513798.3219126,-295244326.81396085,27829835.039416183,-8825717.275354808,-7470947.272911848,-7350184.473850661,-7903932.256554575,862385.4547002156,-4487995.758821643,-3799138.245650885,-3738007.671370682,-4019393.3119282727,438402.15032270044,20257048.53328581,20438941.90662717,22482569.42224093,21092181.956547312,1300787.5907447035,9168856.388064455,9168856.388064455,9168856.388064455,9168856.388064455,0,13428634.636778004,13549397.435839187,14904167.438282164,13982382.419481924,862385.4547002247,6078450.162927343,6078450.162927343,6078450.162927343,6078450.162927342,0,6828413.896507793,6889544.470787992,7578401.983958758,7109799.537065384,438402.1503227045,3090406.225137117,3090406.225137117,3090406.225137117,3090406.225137117,0,0,0,0,0,0,-4487995.758821643,-3799138.245650885,-3738007.671370682,-4019393.3119282727,438402.15032270044,0,0,0,0,0,0,0,0,0,0,6828413.896507793,6889544.470787992,7578401.983958758,7109799.537065384,438402.1503227045,3090406.225137117,3090406.225137117,3090406.225137117,3090406.225137117,0
45-54,Female,oil,CED,MJ,-523017.54222571204,-442914.4728887759,-343714.27776287636,-436213.7269979115,94548.39061318165,0,0,0,0,0,-523017.54222571204,-442914.4728887759,-343714.27776287636,-436213.7269979115,94548.39061318165,-56252021.774870865,-47617839.07760833,-36932317.80315159,-46898071.1557858,10187353.314536901,-436086.09810102533,-369236.5206567137,-286533.3888852014,-363673.8700155907,78859.2336617574,-86931.44412468767,-73677.9522320626,-57180.88887767494,-72539.85698232135,15689.176678580989,6403106.343385032,6502306.538510931,6582409.607847869,6495605.7926200675,94548.39061318216,6059392.065622157,6059392.065622157,6059392.065622157,6059392.065622157,0,5340302.984181638,5423006.115953156,5489855.693397462,5417443.465312029,78859.23366175771,5053769.5952964425,5053769.5952964425,5053769.5952964425,5053769.5952964425,0,1062803.3592033908,1079300.4225577787,1092553.9144504042,1078162.3273080376,15689.176678581414,1005622.4703257158,1005622.4703257158,1005622.4703257158,1005622.4703257158,0,0,0,0,0,0,-86931.44412468767,-73677.9522320626,-57180.88887767494,-72539.85698232135,15689.176678580989,0,0,0,0,0,0,0,0,0,0,1062803.3592033908,1079300.4225577787,1092553.9144504042,1078162.3273080376,15689.176678581414,1005622.4703257158,1005622.4703257158,1005622.4703257158,1005622.4703257158,0
45-54,Female,oil,FL,mrh-eq,-28293.906689299256,-23924.830626986157,-18329.845612482597,-23494.68713498951,5257.456492515936,0,0,0,0,0,-28293.906689299256,-23924.830626986157,-18329.845612482597,-23494.68713498951,5257.456492515936,-56252021.774870865,-47617839.07760833,-36932317.80315159,-46898071.1557858,10187353.314536901,-23591.65229511033,-19945.71196868067,-15281.211708962934,-19588.32251840415,4384.853184141751,-4702.254394188906,-3979.1186583054987,-3048.633903519653,-3906.3646165853447,872.6042679324836,345199.7711061604,350794.75612066395,355163.832182977,350364.6126286673,5257.456492515921,326869.92549367726,326869.92549367726,326869.92549367726,326869.92549367726,0,287902.3474058742,292566.8476655917,296212.78799202124,292209.4582153152,4384.85318414154,272621.1356969108,272621.1356969108,272621.1356969108,272621.1356969108,0,57297.42370028593,58227.908455071694,58951.04419095516,58155.15441335159,872.6042679324685,54248.78979676622,54248.78979676622,54248.78979676622,54248.78979676622,0,0,0,0,0,0,-4702.254394188906,-3979.1186583054987,-3048.633903519653,-3906.3646165853447,872.6042679324836,0,0,0,0,0,0,0,0,0,0,57297.42370028593,58227.908455071694,58951.04419095516,58155.15441335159,872.6042679324685,54248.78979676622,54248.78979676622,54248.78979676622,54248.78979676622,0
45-54,Female,oil,Food_price,USD,-465612.3847594587,-346566.22857164266,-283637.4240101267,-366256.52738788835,97282.47329128075,0,0,0,0,0,-465612.3847594587,-346566.22857164266,-283637.4240101267,-366256.52738788835,97282.47329128075,-56252021.774870865,-47617839.07760833,-36932317.80315159,-46898071.1557858,10187353.314536901,-388230.9082922139,-288925.623828587,-236456.34193529078,-305359.3089409837,81139.26112986423,-77381.47646724459,-57640.604743055526,-47181.082074835474,-60897.218446904306,16143.215529547291,4852019.1506044455,4914947.9551659655,5033994.111353777,4934638.253982208,97282.47329127992,4568381.726594318,4568381.726594318,4568381.726594318,4568381.726594318,0,4046580.51274615,4099049.794639439,4198355.079103069,4115483.47975184,81139.26112986283,3810124.1708108555,3810124.1708108555,3810124.1708108555,3810124.1708108555,0,805438.6378582999,815898.1605265206,835639.0322507096,819154.774230369,16143.215529547553,758257.5557834648,758257.5557834648,758257.5557834648,758257.5557834649,0,0,0,0,0,0,-77381.47646724459,-57640.604743055526,-47181.082074835474,-60897.218446904306,16143.215529547291,0,0,0,0,0,0,0,0,0,0,805438.6378582999,815898.1605265206,835639.0322507096,819154.774230369,16143.215529547553,758257.5557834648,758257.5557834648,758257.5557834648,758257.5557834649,0
45-54,Female,sat_fat,CED,MJ,-16142953.30804514,-16080392.690174336,-15416325.981413465,-15869337.92144098,423869.02287200064,0,0,0,0,0,-16142953.30804514,-16080392.690174336,-15416325.981413465,-15869337.92144098,423869.02287200064,-309578125.76161647,-308592512.95692813,-295800067.0611021,-304449764.50389737,8090588.289170358,-12565681.975030435,-12517949.59104969,-11998056.921404127,-12352279.315377826,331415.9916856112,-3577271.3330147066,-3562443.099124642,-3418269.0600093384,-3517058.606063155,92455.72711648364,34083947.168866165,34748013.87762711,34810574.49549783,34536959.1088937,423869.02287201694,18667621.187452752,18667621.187452752,18667621.187452752,18667621.187452752,0,26532012.78073369,27051905.45037922,27099637.83436,26886235.17470738,331415.99168560293,14533955.85932954,14533955.85932954,14533955.85932954,14533955.859329542,0,7551934.3881325275,7696108.427247841,7710936.661137901,7650723.93418635,92455.72711648815,4133665.3281231932,4133665.3281231932,4133665.3281231932,4133665.3281231932,0,0,0,0,0,0,-3577271.3330147066,-3562443.099124642,-3418269.0600093384,-3517058.606063155,92455.72711648364,0,0,0,0,0,0,0,0,0,0,7551934.3881325275,7696108.427247841,7710936.661137901,7650723.93418635,92455.72711648815,4133665.3281231932,4133665.3281231932,4133665.3281231932,4133665.3281231932,0
45-54,Female,sat_fat,FL,mrh-eq,-430465.50023301016,-428642.220896284,-411127.8062227757,-423136.55937460606,11239.239060088657,0,0,0,0,0,-430465.50023301016,-428642.220896284,-411127.8062227757,-423136.55937460606,11239.239060088657,-309578125.76161647,-308592512.95692813,-295800067.0611021,-304449764.50389737,8090588.289170358,-335031.5174266543,-333636.63675470464,-319929.292715932,-329316.4741698545,8785.051560122874,-95433.9828063557,-95005.58414157997,-91198.51350684375,-93820.08520475174,2454.2541286449173,908124.2581342023,925638.6728077108,927461.9521444364,920133.0112860325,11239.239060088612,496996.451911427,496996.451911427,496996.451911427,496996.451911427,0,706819.1279462981,720526.47198507,721921.3526570199,716206.30940022,8785.051560122496,386889.8352303656,386889.8352303656,386889.8352303656,386889.8352303656,0,201305.1301879049,205112.2008226412,205540.59948741697,203926.70188581294,2454.254128644986,110106.61668106119,110106.61668106119,110106.61668106119,110106.61668106118,0,0,0,0,0,0,-95433.9828063557,-95005.58414157997,-91198.51350684375,-93820.08520475174,2454.2541286449173,0,0,0,0,0,0,0,0,0,0,201305.1301879049,205112.2008226412,205540.59948741697,203926.70188581294,2454.254128644986,110106.61668106119,110106.61668106119,110106.61668106119,110106.61668106118,0
45-54,Female,sat_fat,Food_price,USD,-1872007.162960155,-1828331.2808266606,-1807457.1510841597,-1836331.8957006931,34673.03018651821,0,0,0,0,0,-1872007.162960155,-1828331.2808266606,-1807457.1510841597,-1836331.8957006931,34673.03018651821,-309578125.76161647,-308592512.95692813,-295800067.0611021,-304449764.50389737,8090588.289170358,-1458959.6949711908,-1425077.6365018054,-1408402.209614429,-1431115.051091984,27118.02824472097,-413047.4679889639,-403253.64432485466,-399054.94146973087,-405216.8446087092,7558.1938808600225,4014421.238391782,4035295.3681342774,4078971.250267769,4043295.9830083116,34673.03018651384,2206964.087307614,2206964.087307614,2206964.087307614,2206964.087307614,0,3129025.5262627713,3145700.9531501424,3179583.011619533,3151738.3677403242,27118.028244721663,1720623.3166483403,1720623.3166483403,1720623.3166483403,1720623.3166483406,0,885395.7121290074,889594.4149841304,899388.23864824,891557.6152679854,7558.193880859895,486340.770659276,486340.770659276,486340.770659276,486340.770659276,0,0,0,0,0,0,-413047.4679889639,-403253.64432485466,-399054.94146973087,-405216.8446087092,7558.1938808600225,0,0,0,0,0,0,0,0,0,0,885395.7121290074,889594.4149841304,899388.23864824,891557.6152679854,7558.193880859895,486340.770659276,486340.770659276,486340.770659276,486340.770659276,0
45-54,Male,added_sugar,CED,MJ,-5771115.147633355,-5699170.188541365,-5263332.303793983,-5571488.460241227,289226.09999650996,0,0,0,0,0,-5771115.147633355,-5699170.188541365,-5263332.303793983,-5571488.460241227,289226.09999650996,-226917081.62703842,-224170207.21815294,-206792006.21125475,-219036408.4118327,11487404.07576386,-3825313.182495365,-3777794.9045620402,-3488851.266271484,-3693084.251805117,191679.6698381132,-1945801.9651379946,-1921375.2839793288,-1774481.0375225043,-1878404.2084361154,97546.48737490899,10661265.10647312,11097102.991220487,11169047.95031248,10969421.262920357,289226.09999650257,5397932.802679112,5397932.802679112,5397932.802679112,5397932.802679112,0,7066744.350516608,7355687.988807167,7403206.266740496,7270977.336050245,191679.6698381161,3577893.0842451304,3577893.0842451304,3577893.0842451304,3577893.0842451304,0,3594520.7559564933,3741415.002413313,3765841.683571982,3698443.9268701025,97546.48737490729,1820039.7184339892,1820039.7184339892,1820039.7184339892,1820039.7184339892,0,0,0,0,0,0,-1945801.9651379946,-1921375.2839793288,-1774481.0375225043,-1878404.2084361154,97546.48737490899,0,0,0,0,0,0,0,0,0,0,3594520.7559564933,3741415.002413313,3765841.683571982,3698443.9268701025,97546.48737490729,1820039.7184339892,1820039.7184339892,1820039.7184339892,1820039.7184339892,0
45-54,Male,added_sugar,FL,mrh-eq,-262558.9278386629,-259793.20009130592,-239329.38383668667,-253583.34447472266,13356.596097789872,0,0,0,0,0,-262558.9278386629,-259793.20009130592,-239329.38383668667,-253583.34447472266,13356.596097789872,-226917081.62703842,-224170207.21815294,-206792006.21125475,-219036408.4118327,11487404.07576386,-174034.50325739896,-172208.6261997997,-158642.31817459073,-168089.1767374805,8851.894143803387,-88524.42458126396,-87584.5738915058,-80687.0656620959,-85494.16773724202,4504.704300509464,486112.27855454216,506576.0948091616,509341.8225565196,500366.23919257865,13356.596097790356,246782.89471785648,246782.89471785648,246782.89471785648,246782.89471785646,0,322216.3527645789,335782.660789788,337608.5378473875,331663.2113274689,8851.894143803553,163574.03458998812,163574.03458998812,163574.03458998812,163574.03458998812,0,163895.9257899641,170793.43401937396,171733.28470913222,168703.02786511023,4504.704300509482,83208.86012786819,83208.86012786819,83208.86012786819,83208.86012786819,0,0,0,0,0,0,-88524.42458126396,-87584.5738915058,-80687.0656620959,-85494.16773724202,4504.704300509464,0,0,0,0,0,0,0,0,0,0,163895.9257899641,170793.43401937396,171733.28470913222,168703.02786511023,4504.704300509482,83208.86012786819,83208.86012786819,83208.86012786819,83208.86012786819,0
45-54,Male,added_sugar,Food_price,USD,-9578146.970332248,-9247751.854633741,-8856540.454083886,-9226412.807317479,380242.24593496625,0,0,0,0,0,-9578146.970332248,-9247751.854633741,-8856540.454083886,-9226412.807317479,380242.24593496625,-226917081.62703842,-224170207.21815294,-206792006.21125475,-219036408.4118327,11487404.07576386,-6348948.733578285,-6130114.275441206,-5870737.345882314,-6115888.846872148,251991.52947761593,-3229198.2367539676,-3117637.5791925443,-2985803.1082015736,-3110523.9604453347,128250.74748650822,17720787.53923744,18111998.9397873,18442394.055485796,18090659.89247103,380242.2459349627,8864247.085153554,8864247.085153554,8864247.085153554,8864247.085153554,0,11746366.759708004,12005743.68926689,12224578.14740397,11991518.260697836,251991.52947761255,5875629.413825692,5875629.413825692,5875629.413825692,5875629.413825692,0,5974420.779529433,6106255.250520405,6217815.908081833,6099141.631773196,128250.74748651143,2988617.67132786,2988617.67132786,2988617.67132786,2988617.6713278606,0,0,0,0,0,0,-3229198.2367539676,-3117637.5791925443,-2985803.1082015736,-3110523.9604453347,128250.74748650822,0,0,0,0,0,0,0,0,0,0,5974420.779529433,6106255.250520405,6217815.908081833,6099141.631773196,128250.74748651143,2988617.67132786,2988617.67132786,2988617.67132786,2988617.6713278606,0
45-54,Male,oil,CED,MJ,179419.98376277875,190830.7945813835,259848.7945205724,211043.84339562358,45807.587703769874,0,0,0,0,0,179419.98376277875,190830.7945813835,259848.7945205724,211043.84339562358,45807.587703769874,19393198.109264366,20742641.27201754,28186020.479740065,22880864.445690993,4984530.383374914,149767.5325688471,159314.1134446775,216780.52371570916,176128.0886710639,38157.632178907246,29652.451193931796,31516.681136705673,43068.27080486342,34915.754724559665,7649.993427526382,5416905.48031486,5485923.480254047,5497334.291072658,5465710.43143981,45807.587703770914,5676754.274835432,5676754.274835432,5676754.274835432,5676754.274835433,0,4517781.264187347,4575247.67445837,4584794.255334199,4558433.699231986,38157.63217890181,4734561.787903051,4734561.787903051,4734561.787903051,4734561.787903051,0,899124.2161275209,910675.8057956795,912540.035738453,907276.73220782506,7649.993427526703,942192.4869323844,942192.4869323844,942192.4869323844,942192.4869323844,0,0,0,0,0,0,29652.451193931796,31516.681136705673,43068.27080486342,34915.754724559665,7649.993427526382,0,0,0,0,0,0,0,0,0,0,899124.2161275209,910675.8057956795,912540.035738453,907276.73220782506,7649.993427526703,942192.4869323844,942192.4869323844,942192.4869323844,942192.4869323844,0
