age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,added_sugar,FL,mrh-eq,-596498.7661065364,-584882.4290639384,-574449.3312159413,-585297.6007111669,11610.534236670013,0,0,0,0,0,-596498.7661065364,-584882.4290639384,-574449.3312159413,-585297.6007111669,11610.534236670013,-523823581.6681235,-514618897.5423258,-505102437.22193813,-514509502.38632935,9853689.36685817,-395235.7734571621,-387538.9229473504,-380625.5129406703,-387813.814351958,7693.295015162594,-201262.99264937418,-197343.50611658825,-193823.8182752711,-197483.78635920887,3917.239227696259,1100448.6367372936,1110881.734585292,1122498.0716278893,1111296.9062325198,11610.534236670403,525999.305521353,525999.305521353,525999.305521353,525999.305521353,0,729237.6417191972,736151.0517258772,743847.9022356895,736425.9431304851,7693.295015162862,348612.1287785269,348612.1287785269,348612.1287785269,348612.1287785269,0,371210.99501809746,374730.6828594146,378650.16939220065,374870.9631020352,3917.239227696333,177387.17674282633,177387.17674282633,177387.17674282633,177387.17674282633,0,0,0,0,0,0,-201262.99264937418,-197343.50611658825,-193823.8182752711,-197483.78635920887,3917.239227696259,0,0,0,0,0,0,0,0,0,0,371210.99501809746,374730.6828594146,378650.16939220065,374870.9631020352,3917.239227696333,177387.17674282633,177387.17674282633,177387.17674282633,177387.17674282633,0
35-44,added_sugar,Food_price,USD,-22895069.0027514,-22692886.063965295,-22166869.408066534,-22579260.19831173,395693.83706390805,0,0,0,0,0,-22895069.0027514,-22692886.063965295,-22166869.408066534,-22579260.19831173,395693.83706390805,-523823581.6681235,-514618897.5423258,-505102437.22193813,-514509502.38632935,9853689.36685817,-15167497.142257066,-15033326.47990347,-14684925.539368661,-14958157.961243397,262194.84621298575,-7727571.860494326,-7659559.584061809,-7481943.86869787,-7621102.237068328,133499.0584407554,42467757.0797919,42993773.73569067,43195956.674476765,42880147.8700371,395693.8370639112,20300887.671725363,20300887.671725363,20300887.671725363,20300887.671725363,0,28136933.021415584,28485333.96195039,28619504.624304004,28410165.443290323,262194.84621299163,13452007.482046925,13452007.482046925,13452007.482046925,13452007.482046925,0,14330824.058376309,14508439.773740264,14576452.050172767,14469982.42674677,133499.0584407591,6848880.189678435,6848880.189678435,6848880.189678435,6848880.189678435,0,0,0,0,0,0,-7727571.860494326,-7659559.584061809,-7481943.86869787,-7621102.237068328,133499.0584407554,0,0,0,0,0,0,0,0,0,0,14330824.058376309,14508439.773740264,14576452.050172767,14469982.42674677,133499.0584407591,6848880.189678435,6848880.189678435,6848880.189678435,6848880.189678435,0
35-44,oil,CED,MJ,-633288.1647110918,-321329.58094504883,-3806.0409934038526,-319376.96473957447,331310.69641693035,0,0,0,0,0,-633288.1647110918,-321329.58094504883,-3806.0409934038526,-319376.96473957447,331310.69641693035,-68444278.79418284,-34582300.09502255,-402784.18893652037,-34470883.531188965,35811442.94007357,-526402.7706918132,-266388.2090429993,-1275.9623906810011,-264599.54763826093,276386.87152242515,-106885.39401927852,-54941.37190204968,-2530.0786027209224,-54777.41710131287,54924.033753795935,12270893.204617856,12588416.744569506,12900375.328335542,12586464.128364027,331310.6964169291,12267087.163624456,12267087.163624456,12267087.163624456,12267087.163624456,0,10240256.788402844,10505369.035055162,10765383.596703976,10503580.373650424,276386.8715224261,10238980.82601217,10238980.82601217,10238980.82601217,10238980.82601217,0,2030636.416215005,2083047.709514334,2134991.7316315635,2082883.7547135975,54924.03375379621,2028106.3376122857,2028106.3376122857,2028106.3376122857,2028106.3376122855,0,0,0,0,0,0,-106885.39401927852,-54941.37190204968,-2530.0786027209224,-54777.41710131287,54924.033753795935,0,0,0,0,0,0,0,0,0,0,2030636.416215005,2083047.709514334,2134991.7316315635,2082883.7547135975,54924.03375379621,2028106.3376122857,2028106.3376122857,2028106.3376122857,2028106.3376122855,0
35-44,oil,FL,mrh-eq,-29457.703600334862,-14624.387631013833,909.6121270838345,-14378.533670039576,15984.215873344936,0,0,0,0,0,-29457.703600334862,-14624.387631013833,909.6121270838345,-14378.533670039576,15984.215873344936,-68444278.79418284,-34582300.09502255,-402784.18893652037,-34470883.531188965,35811442.94007357,-24481.944834226982,-12117.612337877948,852.1658452729281,-11905.175254789583,13335.011631134943,-4975.758766107875,-2506.775293135801,57.44628181094559,-2473.3584152499516,2649.213361864406,610491.725582754,626025.7253408516,640859.0413101729,625779.8713798774,15984.215873345025,611401.3377098376,611401.3377098376,611401.3377098376,611401.3377098376,0,509472.27306236903,522442.0512455202,534806.3837418689,522229.61416243156,13335.011631134876,510324.43890764186,510324.43890764186,510324.43890764186,510324.43890764186,0,101019.45252038472,103583.67409533155,106052.65756830364,103550.25721744569,2649.213361864447,101076.89880219568,101076.89880219568,101076.89880219568,101076.89880219568,0,0,0,0,0,0,-4975.758766107875,-2506.775293135801,57.44628181094559,-2473.3584152499516,2649.213361864406,0,0,0,0,0,0,0,0,0,0,101019.45252038472,103583.67409533155,106052.65756830364,103550.25721744569,2649.213361864447,101076.89880219568,101076.89880219568,101076.89880219568,101076.89880219568,0
35-44,oil,Food_price,USD,-234076.52874497045,-108295.92004680524,132043.84029413026,-68099.72648793849,195814.03663623278,0,0,0,0,0,-234076.52874497045,-108295.92004680524,132043.84029413026,-68099.72648793849,195814.03663623278,-68444278.79418284,-34582300.09502255,-402784.18893652037,-34470883.531188965,35811442.94007357,-194085.55405823572,-89341.05437030278,111405.3275938747,-55656.18339618191,163409.65231821593,-39990.97468673495,-18954.865676502017,20638.512700257244,-12443.543091755942,32404.667294856135,6853490.13972242,7093829.900063353,7219610.508761521,7053633.706504489,195814.0366362326,6985533.980016546,6985533.980016546,6985533.980016546,6985533.980016547,0,5719638.427074389,5920384.809038565,6025129.308726503,5886699.938064446,163409.65231821677,5831043.754668273,5831043.754668273,5831043.754668273,5831043.754668273,0,1133851.7126480264,1173445.0910247844,1194481.2000350177,1166933.768440039,32404.66729485557,1154490.2253482842,1154490.2253482842,1154490.2253482842,1154490.2253482842,0,0,0,0,0,0,-39990.97468673495,-18954.865676502017,20638.512700257244,-12443.543091755942,32404.667294856135,0,0,0,0,0,0,0,0,0,0,1133851.7126480264,1173445.0910247844,1194481.2000350177,1166933.768440039,32404.66729485557,1154490.2253482842,1154490.2253482842,1154490.2253482842,1154490.2253482842,0
35-44,sat_fat,CED,MJ,-32931328.54676674,-32293570.572337966,-31273024.394678716,-32159258.92208166,880508.3727909119,0,0,0,0,0,-32931328.54676674,-32293570.572337966,-31273024.394678716,-32159258.92208166,880508.3727909119,-637276609.1319355,-625271296.8752056,-605764866.302684,-622639325.5363313,16741025.032844866,-25301281.06164806,-24820908.181843985,-24026917.90075222,-24710866.98840971,677453.8361293745,-7630047.485118676,-7472662.390493998,-7246106.493926499,-7448391.933671956,203164.40631195056,69378724.37770484,70399270.55536413,71037028.52979283,70264958.90510778,880508.3727908958,38105699.98302609,38105699.98302609,38105699.98302609,38105699.98302609,0,53283429.46893098,54077419.75002273,54557792.62982683,53967378.55658847,677453.836129371,29256511.568178788,29256511.568178788,29256511.568178788,29256511.568178788,0,16095294.90877382,16321850.805341296,16479235.899966003,16297580.348519273,203164.40631195254,8849188.414847324,8849188.414847324,8849188.414847324,8849188.414847324,0,0,0,0,0,0,-7630047.485118676,-7472662.390493998,-7246106.493926499,-7448391.933671956,203164.40631195056,0,0,0,0,0,0,0,0,0,0,16095294.90877382,16321850.805341296,16479235.899966003,16297580.348519273,203164.40631195254,8849188.414847324,8849188.414847324,8849188.414847324,8849188.414847324,0
35-44,sat_fat,FL,mrh-eq,-893508.213254968,-875526.5394013824,-848472.6567254475,-872343.3082356459,23862.6978741427,0,0,0,0,0,-893508.213254968,-875526.5394013824,-848472.6567254475,-872343.3082356459,23862.6978741427,-637276609.1319355,-625271296.8752056,-605764866.302684,-622639325.5363313,16741025.032844866,-686296.5267989594,-672746.5917800487,-651700.8851982331,-670116.496494819,18350.143836494462,-207211.6864560074,-202779.9476213351,-196771.77152721517,-202226.81174082714,5515.533555016461,1883234.2910412443,1910288.1737171796,1928269.8475707637,1907104.9425514422,23862.69787414219,1034761.6343157955,1034761.6343157955,1034761.6343157955,1034761.6343157956,0,1445953.291043016,1466998.9976248315,1480548.9326437437,1464368.9023396021,18350.14383649499,794252.4058447842,794252.4058447842,794252.4058447842,794252.4058447842,0,437280.99999822717,443289.17609234684,447720.91492701916,442736.04021183896,5515.533555016323,240509.22847101185,240509.22847101185,240509.22847101185,240509.22847101185,0,0,0,0,0,0,-207211.6864560074,-202779.9476213351,-196771.77152721517,-202226.81174082714,5515.533555016461,0,0,0,0,0,0,0,0,0,0,437280.99999822717,443289.17609234684,447720.91492701916,442736.04021183896,5515.533555016323,240509.22847101185,240509.22847101185,240509.22847101185,240509.22847101185,0
35-44,sat_fat,Food_price,USD,-3729894.113026546,-3546606.998692284,-3458419.729265542,-3579975.3653265014,145774.2735811287,0,0,0,0,0,-3729894.113026546,-3546606.998692284,-3458419.729265542,-3579975.3653265014,145774.2735811287,-637276609.1319355,-625271296.8752056,-605764866.302684,-622639325.5363313,16741025.032844866,-2868422.7873591864,-2728470.4945267383,-2659525.1446840377,-2753385.2113652467,112043.33241120233,-861471.3256673606,-818136.5041655501,-798894.5845815015,-826590.1539612561,33739.00901380325,7677044.9294384625,7765232.198865194,7948519.313199462,7798600.5654994175,145774.2735811279,4218625.200172913,4218625.200172913,4218625.200172913,4218625.200172913,0,5901412.863316886,5970358.213159586,6110310.50599203,5995272.929998092,112043.33241119953,3241887.718632848,3241887.718632848,3241887.718632848,3241887.7186328485,0,1775632.0661215645,1794873.9857056115,1838208.807207422,1803327.635501318,33739.00901380274,976737.4815400627,976737.4815400627,976737.4815400627,976737.4815400628,0,0,0,0,0,0,-861471.3256673606,-818136.5041655501,-798894.5845815015,-826590.1539612561,33739.00901380325,0,0,0,0,0,0,0,0,0,0,1775632.0661215645,1794873.9857056115,1838208.807207422,1803327.635501318,33739.00901380274,976737.4815400627,976737.4815400627,976737.4815400627,976737.4815400628,0
45-54,added_sugar,CED,MJ,-13952552.764093842,-12686683.678721122,-12345916.133593014,-13011280.710385898,891099.7618215296,0,0,0,0,0,-13952552.764093842,-12686683.678721122,-12345916.133593014,-13011280.710385898,891099.7618215296,-551723406.1975284,-501495114.5806626,-487705841.80242014,-514280735.2257936,35466223.0520498,-9248801.098376244,-8409736.465412812,-8183885.986038789,-8624899.326321376,590644.5285889202,-4703751.665717603,-4276947.213308329,-4162030.147554236,-4386381.384064533,300455.23350195354,23434294.3461798,23775061.89130789,25040930.97668062,24099658.922972675,891099.7618215295,11088378.212586762,11088378.212586762,11088378.212586762,11088378.212586762,0,15534230.594003595,15760081.07337762,16599145.706341062,15975243.934286186,590644.5285889265,7350344.607964814,7350344.607964814,7350344.607964814,7350344.607964814,0,7900063.752176183,8014980.817930269,8441785.270339549,8124414.988686479,300455.23350195424,3738033.6046219505,3738033.6046219505,3738033.6046219505,3738033.6046219505,0,0,0,0,0,0,-4703751.665717603,-4276947.213308329,-4162030.147554236,-4386381.384064533,300455.23350195354,0,0,0,0,0,0,0,0,0,0,7900063.752176183,8014980.817930269,8441785.270339549,8124414.988686479,300455.23350195424,3738033.6046219505,3738033.6046219505,3738033.6046219505,3738033.6046219505,0
45-54,added_sugar,FL,mrh-eq,-628493.1426347751,-572538.0294394152,-555554.5121868383,-586212.2736298655,40173.810652518085,0,0,0,0,0,-628493.1426347751,-572538.0294394152,-555554.5121868383,-586212.2736298655,40173.810652518085,-551723406.1975284,-501495114.5806626,-487705841.80242014,-514280735.2257936,35466223.0520498,-416618.44663923373,-379528.8907397485,-368272.59772569226,-388593.1935065657,26628.529041121856,-211874.69599554135,-193009.1386996667,-187281.91446114558,-197619.08012329953,13545.281625839843,1058691.8395715256,1075675.3568241035,1131630.470019463,1089349.6010145533,40173.810652518274,503137.32738468796,503137.32738468796,503137.32738468796,503137.32738468796,0,701799.8959510219,713056.1889650783,750145.7448645637,722120.4917318956,26628.52904112199,333527.2982253292,333527.2982253292,333527.2982253292,333527.2982253292,0,356891.9436205042,362619.16785902507,381484.72515489976,367229.10928265797,13545.281625839825,169610.02915935844,169610.02915935844,169610.02915935844,169610.02915935844,0,0,0,0,0,0,-211874.69599554135,-193009.1386996667,-187281.91446114558,-197619.08012329953,13545.281625839843,0,0,0,0,0,0,0,0,0,0,356891.9436205042,362619.16785902507,381484.72515489976,367229.10928265797,13545.281625839825,169610.02915935844,169610.02915935844,169610.02915935844,169610.02915935844,0
45-54,added_sugar,Food_price,USD,-22882286.66906968,-20326370.66441607,-20117052.637207594,-21149738.37580033,1620678.9219682373,0,0,0,0,0,-22882286.66906968,-20326370.66441607,-20117052.637207594,-21149738.37580033,1620678.9219682373,-551723406.1975284,-501495114.5806626,-487705841.80242014,-514280735.2257936,35466223.0520498,-15168310.072140401,-13473942.812499175,-13335328.68200147,-14019821.103426725,1074330.3064908695,-7713976.596929284,-6852427.851916899,-6781723.9552061325,-7129917.272373606,546348.6230613333,38150156.1104256,38359474.13763409,40915390.1422877,39182841.84901834,1620678.9219682454,18033103.473218013,18033103.473218013,18033103.473218013,18033103.473218013,0,25289408.258754496,25428022.389252197,27122389.64889344,25973900.680179756,1074330.3064908762,11954079.576753035,11954079.576753035,11954079.576753035,11954079.576753035,0,12860747.851671098,12931451.748381874,13793000.493394265,13208941.168838581,546348.6230613409,6079023.8964649765,6079023.8964649765,6079023.8964649765,6079023.8964649765,0,0,0,0,0,0,-7713976.596929284,-6852427.851916899,-6781723.9552061325,-7129917.272373606,546348.6230613333,0,0,0,0,0,0,0,0,0,0,12860747.851671098,12931451.748381874,13793000.493394265,13208941.168838581,546348.6230613409,6079023.8964649765,6079023.8964649765,6079023.8964649765,6079023.8964649765,0
45-54,oil,CED,MJ,-332787.31663478137,-264095.0581164501,-84466.05223275682,-225169.883602288,134972.83095120688,0,0,0,0,0,-332787.31663478137,-264095.0581164501,-84466.05223275682,-225169.883602288,134972.83095120688,-35580403.82720875,-28295664.292699397,-8817320.647766959,-24017206.71009481,14565012.800450087,-277274.43628139154,-219971.43971291024,-70255.31679453599,-187545.78134452677,112517.9511362287,-55512.88035339115,-44123.61840353995,-14210.735438220667,-37624.102257761675,22454.891808710574,11820612.392690346,12000241.398574041,12068933.65709237,11961316.224059878,134972.83095120662,11736146.34045759,11736146.34045759,11736146.34045759,11736146.34045759,0,9858586.699994028,10008302.822912399,10065605.819480876,9975877.164544014,112517.951136225,9788331.383199492,9788331.383199492,9788331.383199492,9788331.383199492,0,1962025.6926963208,1991938.5756616404,2003327.8376114927,1985439.0595158625,22454.891808711203,1947814.9572581002,1947814.9572581002,1947814.9572581002,1947814.9572581004,0,0,0,0,0,0,-55512.88035339115,-44123.61840353995,-14210.735438220667,-37624.102257761675,22454.891808710574,0,0,0,0,0,0,0,0,0,0,1962025.6926963208,1991938.5756616404,2003327.8376114927,1985439.0595158625,22454.891808711203,1947814.9572581002,1947814.9572581002,1947814.9572581002,1947814.9572581004,0
45-54,oil,FL,mrh-eq,-19057.27225978518,-15196.765147697237,-5280.331116626469,-13071.87850945765,7480.887143251673,0,0,0,0,0,-19057.27225978518,-15196.765147697237,-5280.331116626469,-13071.87850945765,7480.887143251673,-35580403.82720875,-28295664.292699397,-8817320.647766959,-24017206.71009481,14565012.800450087,-15880.651092013813,-12660.182175903392,-4395.139550569829,-10890.15631301808,6236.332424312343,-3176.6211677713213,-2536.582971793847,-885.1915660566247,-2181.72219643955,1244.5554251435874,624760.519134318,634676.9531653887,638537.4602774769,632552.0665271492,7480.887143251748,619480.188017691,619480.188017691,619480.188017691,619480.188017691,0,521050.3527806011,529315.3954059345,532535.8643220448,527545.3695430491,6236.3324243121915,516655.2132300308,516655.2132300308,516655.2132300308,516655.2132300308,0,103710.16635371666,105361.55775945378,106001.59595543132,105006.69698409953,1244.5554251435524,102824.97478766004,102824.97478766004,102824.97478766004,102824.97478766004,0,0,0,0,0,0,-3176.6211677713213,-2536.582971793847,-885.1915660566247,-2181.72219643955,1244.5554251435874,0,0,0,0,0,0,0,0,0,0,103710.16635371666,105361.55775945378,106001.59595543132,105006.69698409953,1244.5554251435524,102824.97478766004,102824.97478766004,102824.97478766004,102824.97478766004,0
45-54,oil,Food_price,USD,-286798.21339737147,-226812.58011849396,-168885.6353698113,-227534.9269711939,62062.404457700235,0,0,0,0,0,-286798.21339737147,-226812.58011849396,-168885.6353698113,-227534.9269711939,62062.404457700235,-35580403.82720875,-28295664.292699397,-8817320.647766959,-24017206.71009481,14565012.800450087,-239079.71885366752,-188903.10320482688,-140754.01667088649,-189614.51692935327,51754.03687380568,-47718.49454370427,-37909.47691366731,-28131.618698924263,-37920.410041840616,10308.886371758153,8483614.907829901,8541541.852578592,8601527.48585747,8542264.199431289,62062.404457705015,8314729.272460093,8314729.272460093,8314729.272460093,8314729.272460093,0,7074798.152642212,7122947.23917615,7173123.854824995,7123658.652900678,51754.036873806945,6934044.135971322,6934044.135971322,6934044.135971322,6934044.135971322,0,1408816.7551876963,1418594.6134024397,1428403.6310324764,1418605.546530613,10308.886371758108,1380685.1364887722,1380685.1364887722,1380685.1364887722,1380685.1364887722,0,0,0,0,0,0,-47718.49454370427,-37909.47691366731,-28131.618698924263,-37920.410041840616,10308.886371758153,0,0,0,0,0,0,0,0,0,0,1408816.7551876963,1418594.6134024397,1428403.6310324764,1418605.546530613,10308.886371758108,1380685.1364887722,1380685.1364887722,1380685.1364887722,1380685.1364887722,0
45-54,sat_fat,CED,MJ,-30821099.253326003,-30801829.56454572,-30062890.245739006,-30549313.904887322,455049.34376138734,0,0,0,0,0,-30821099.253326003,-30801829.56454572,-30062890.245739006,-30549313.904887322,455049.34376138734,-591369617.9900621,-590781580.2660005,-576702838.7940596,-586048000.0035866,8740341.3176819,-23728495.31814837,-23708010.471401185,-23134767.957031585,-23514060.4125863,354769.3224147724,-7093755.137462077,-7092539.979495179,-6928058.333024958,-7035253.492301031,100332.88972189919,66747615.75603774,67486555.07484451,67505824.76362464,67234039.41518605,455049.34376136836,36684725.51029875,36684725.51029875,36684725.51029875,36684725.51029875,0,51360075.62526611,51933318.13963566,51953802.986382894,51739368.08082081,354769.322414757,28225307.668234512,28225307.668234512,28225307.668234512,28225307.668234512,0,15387476.175089184,15551957.82155942,15553172.979526322,15494671.33436527,100332.88972190942,8459417.84206424,8459417.84206424,8459417.84206424,8459417.84206424,0,0,0,0,0,0,-7093755.137462077,-7092539.979495179,-6928058.333024958,-7035253.492301031,100332.88972189919,0,0,0,0,0,0,0,0,0,0,15387476.175089184,15551957.82155942,15553172.979526322,15494671.33436527,100332.88972190942,8459417.84206424,8459417.84206424,8459417.84206424,8459417.84206424,0
45-54,sat_fat,FL,mrh-eq,-836184.2811242902,-835665.5064754755,-816012.3745704831,-828951.6969119044,12104.657001046431,0,0,0,0,0,-836184.2811242902,-835665.5064754755,-816012.3745704831,-828951.6969119044,12104.657001046431,-591369617.9900621,-590781580.2660005,-576702838.7940596,-586048000.0035866,8740341.3176819,-643576.0833363693,-643015.822860689,-627781.651905506,-637867.0823415653,9433.226680125508,-192647.5001502151,-192606.01432334946,-188228.53920040603,-191084.6145703397,2673.0495655730815,1811275.4102878957,1830928.5421928882,1831447.3168417024,1824214.7326293169,12104.657001046426,995263.035717413,995263.035717413,995263.035717413,995263.035717413,0,1393298.8625239937,1408533.0334791762,1409093.2939548562,1403384.2929600526,9433.226680125066,765517.2106184869,765517.2106184869,765517.2106184869,765517.210618487,0,417974.36429933173,422351.83942227537,422393.32524914097,420830.43966926547,2673.0495655732243,229745.82509892588,229745.82509892588,229745.82509892588,229745.82509892588,0,0,0,0,0,0,-192647.5001502151,-192606.01432334946,-188228.53920040603,-191084.6145703397,2673.0495655730815,0,0,0,0,0,0,0,0,0,0,417974.36429933173,422351.83942227537,422393.32524914097,420830.43966926547,2673.0495655732243,229745.82509892588,229745.82509892588,229745.82509892588,229745.82509892588,0
45-54,sat_fat,Food_price,USD,-3490183.759148206,-3457074.6557060066,-3431204.626822286,-3459614.6818668763,31119.491432529307,0,0,0,0,0,-3490183.759148206,-3457074.6557060066,-3431204.626822286,-3459614.6818668763,31119.491432529307,-591369617.9900621,-590781580.2660005,-576702838.7940596,-586048000.0035866,8740341.3176819,-2689241.027283467,-2662737.8773583607,-2642655.2632350544,-2664990.6969379396,24596.322638581674,-800942.7318647399,-794336.7783476454,-788549.3635872309,-794623.9849289367,6527.565934891611,7660712.513080305,7686582.541964024,7719691.645406216,7689122.568124893,31119.491432524082,4229507.886258012,4229507.886258012,4229507.886258012,4229507.886258012,0,5899831.160079075,5919913.77420238,5946416.924127489,5922166.59378196,24596.32263858315,3257175.89684402,3257175.89684402,3257175.89684402,3257175.89684402,0,1760881.3530012253,1766668.7677616384,1773274.7212787336,1766955.9743429304,6527.5659348912895,972331.9894139934,972331.9894139934,972331.9894139934,972331.9894139934,0,0,0,0,0,0,-800942.7318647399,-794336.7783476454,-788549.3635872309,-794623.9849289367,6527.565934891611,0,0,0,0,0,0,0,0,0,0,1760881.3530012253,1766668.7677616384,1773274.7212787336,1766955.9743429304,6527.5659348912895,972331.9894139934,972331.9894139934,972331.9894139934,972331.9894139934,0
55-64,added_sugar,CED,MJ,-15993266.914426528,-15197537.468186311,-14206497.523214942,-15129007.46863152,942275.8231879809,0,0,0,0,0,-15993266.914426528,-15197537.468186311,-14206497.523214942,-15129007.46863152,942275.8231879809,-634855670.8074068,-603334898.194267,-563698484.408933,-600487304.8005147,37532256.56093177,-10600178.5894223,-10073165.099595215,-9416172.672358798,-10027558.454890186,624411.4169719318,-5393088.325004202,-5124372.368591103,-4790324.850856143,-5101449.0137413265,317864.473725913,27720496.21392269,28711536.15889406,29507265.605134275,28643006.159339268,942275.8231879789,13513998.690707764,13513998.690707764,13513998.690707764,13513998.690707764,0,18373358.520928994,19030350.94816539,19557364.4379925,18984744.303460374,624411.4169719319,8957185.848570189,8957185.848570189,8957185.848570189,8957185.848570189,0,9347137.692993706,9681185.210728662,9949901.167141773,9658261.855878891,317864.4737259164,4556812.842137562,4556812.842137562,4556812.842137562,4556812.842137562,0,0,0,0,0,0,-5393088.325004202,-5124372.368591103,-4790324.850856143,-5101449.0137413265,317864.473725913,0,0,0,0,0,0,0,0,0,0,9347137.692993706,9681185.210728662,9949901.167141773,9658261.855878891,317864.4737259164,4556812.842137562,4556812.842137562,4556812.842137562,4556812.842137562,0
55-64,added_sugar,FL,mrh-eq,-750014.4423128328,-713685.4754989223,-664418.9158628703,-709145.9692455394,45221.486073066335,0,0,0,0,0,-750014.4423128328,-713685.4754989223,-664418.9158628703,-709145.9692455394,45221.486073066335,-634855670.8074068,-603334898.194267,-563698484.408933,-600487304.8005147,37532256.56093177,-497117.5629379697,-473056.2238288014,-440393.84745720425,-470038.3160174228,29968.770349978793,-252896.87937486402,-240629.25167012092,-224025.0684056667,-239107.653228117,15252.71911651914,1302324.9412836407,1351591.5009196918,1387920.4677336016,1347051.9946663089,45221.48607306547,637906.0254207697,637906.0254207697,637906.0254207697,637906.0254207697,0,863221.352800758,895883.7291723551,919945.0682815228,892865.8213609764,29968.770349978517,422827.50534355367,422827.50534355367,422827.50534355367,422827.50534355367,0,439103.58848288254,455707.7717473364,467975.3994520793,454186.1733053325,15252.719116518843,215078.52007721562,215078.52007721562,215078.52007721562,215078.52007721562,0,0,0,0,0,0,-252896.87937486402,-240629.25167012092,-224025.0684056667,-239107.653228117,15252.71911651914,0,0,0,0,0,0,0,0,0,0,439103.58848288254,455707.7717473364,467975.3994520793,454186.1733053325,15252.719116518843,215078.52007721562,215078.52007721562,215078.52007721562,215078.52007721562,0
