age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
55-64,added_sugar,Food_price,USD,-25680540.32764039,-23998054.011639062,-22880474.620479226,-24196266.967723798,1483682.3661170397,0,0,0,0,0,-25680540.32764039,-23998054.011639062,-22880474.620479226,-24196266.967723798,1483682.3661170397,-634855670.8074068,-603334898.194267,-563698484.408933,-600487304.8005147,37532256.56093177,-17021619.534074906,-15906789.893535439,-15166121.75778185,-16038074.632056803,983173.8993939934,-8658920.79356548,-8091264.118103609,-7714352.86269737,-8158192.335666989,500508.4712211524,44397578.68205734,45515158.073217176,47197644.38921852,45713371.02930192,1483682.3661170495,21517104.06157809,21517104.06157809,21517104.06157809,21517104.06157809,0,29428466.555875685,30169134.691629287,31283964.332168743,30300419.43015064,983173.8993939932,14262344.798093824,14262344.798093824,14262344.798093824,14262344.798093824,0,14969112.126181664,15346023.381587895,15913680.057049748,15412951.59915127,500508.4712211387,7254759.263484272,7254759.263484272,7254759.263484272,7254759.263484272,0,0,0,0,0,0,-8658920.79356548,-8091264.118103609,-7714352.86269737,-8158192.335666989,500508.4712211524,0,0,0,0,0,0,0,0,0,0,14969112.126181664,15346023.381587895,15913680.057049748,15412951.59915127,500508.4712211387,7254759.263484272,7254759.263484272,7254759.263484272,7254759.263484272,0
55-64,oil,CED,MJ,-823799.3832041684,-656507.6388737301,-355690.89501179534,-609656.7618451349,249691.51709175837,0,0,0,0,0,-823799.3832041684,-656507.6388737301,-355690.89501179534,-609656.7618451349,249691.51709175837,-89164469.41787024,-71025176.13204244,-38504154.931759104,-65978955.81118085,27019087.14429204,-686869.3603362658,-547739.7123388317,-296342.0537861145,-508347.4279334692,208352.55778587813,-136930.02286790294,-108767.9265348971,-59348.84122568103,-101309.33391166544,41339.95138318701,14631200.045432538,14932016.789294472,15099308.533624912,14885165.912265876,249691.51709175936,14275509.150420735,14275509.150420735,14275509.150420735,14275509.150420735,0,12217474.092769722,12468871.751322439,12608001.39931986,12429479.466917073,208352.55778587091,11921132.03898361,11921132.03898361,11921132.03898361,11921132.038983608,0,2413725.9526628186,2463145.037972035,2491307.13430504,2455686.445348803,41339.95138318689,2354377.1114371386,2354377.1114371386,2354377.1114371386,2354377.1114371386,0,0,0,0,0,0,-136930.02286790294,-108767.9265348971,-59348.84122568103,-101309.33391166544,41339.95138318701,0,0,0,0,0,0,0,0,0,0,2413725.9526628186,2463145.037972035,2491307.13430504,2455686.445348803,41339.95138318689,2354377.1114371386,2354377.1114371386,2354377.1114371386,2354377.1114371386,0
55-64,oil,FL,mrh-eq,-42772.42823082755,-34230.52904417133,-18381.97827278758,-31666.79164602132,13027.668917307516,0,0,0,0,0,-42772.42823082755,-34230.52904417133,-18381.97827278758,-31666.79164602132,13027.668917307516,-89164469.41787024,-71025176.13204244,-38504154.931759104,-65978955.81118085,27019087.14429204,-35663.33602097116,-28559.883467812608,-15314.82625187053,-26404.934463327165,10871.128150618604,-7109.092209856421,-5670.645576358726,-3067.1520209170494,-5261.857182694171,2156.5930135208264,755597.7036286232,771446.2544000078,779988.1535866631,768882.5170018572,13027.668917307565,737215.7253558349,737215.7253558349,737215.7253558349,737215.725355835,0,630942.9697529008,644188.0269688426,651291.4795220023,642033.0779643576,10871.128150618979,615628.1435010303,615628.1435010303,615628.1435010303,615628.1435010303,0,124654.73387572254,127258.22743116427,128696.67406466196,126849.4390374997,2156.5930135208505,121587.58185480551,121587.58185480551,121587.58185480551,121587.58185480551,0,0,0,0,0,0,-7109.092209856421,-5670.645576358726,-3067.1520209170494,-5261.857182694171,2156.5930135208264,0,0,0,0,0,0,0,0,0,0,124654.73387572254,127258.22743116427,128696.67406466196,126849.4390374997,2156.5930135208505,121587.58185480551,121587.58185480551,121587.58185480551,121587.58185480551,0
55-64,oil,Food_price,USD,-772399.5934369516,-543078.789367379,-264825.5001092429,-525909.4963187602,267557.73943158187,0,0,0,0,0,-772399.5934369516,-543078.789367379,-264825.5001092429,-525909.4963187602,267557.73943158187,-89164469.41787024,-71025176.13204244,-38504154.931759104,-65978955.81118085,27019087.14429204,-643944.501748165,-453171.7793162905,-220764.6876719673,-438563.22871543135,223085.24260594114,-128455.09168878717,-89907.01005108983,-44060.81243727585,-87346.2676033296,44473.36822056025,11863750.53971842,12142003.82897656,12371324.633046119,12124834.535927935,267557.73943157657,11598925.039609175,11598925.039609175,11598925.039609175,11598925.039609173,0,9906280.926277937,10138688.01792226,10329460.740354128,10124079.4673214,223085.24260593703,9685516.238605969,9685516.238605969,9685516.238605969,9685516.238605969,0,1957469.6134404833,2003315.8110542973,2041863.8926919943,2000755.0686065368,44473.36822056009,1913408.8010032072,1913408.8010032072,1913408.8010032072,1913408.8010032072,0,0,0,0,0,0,-128455.09168878717,-89907.01005108983,-44060.81243727585,-87346.2676033296,44473.36822056025,0,0,0,0,0,0,0,0,0,0,1957469.6134404833,2003315.8110542973,2041863.8926919943,2000755.0686065368,44473.36822056009,1913408.8010032072,1913408.8010032072,1913408.8010032072,1913408.8010032072,0
55-64,sat_fat,CED,MJ,-40257042.74267528,-39450148.260192126,-38569074.573584765,-39424120.469271354,888690.2068961571,0,0,0,0,0,-40257042.74267528,-39450148.260192126,-38569074.573584765,-39424120.469271354,888690.2068961571,-775772504.3193345,-760365005.6234918,-743939841.0289062,-760007929.8695469,16756886.927419432,-30798791.411963444,-30173848.59229688,-29500614.98604086,-30156904.45665146,683408.3082891764,-9458251.330711877,-9276299.667895226,-9068459.58754391,-9267216.012619905,205304.3186999325,83526822.98152103,84407896.66812836,85214791.15061149,84381868.87720759,888690.2068961236,44957748.40793629,44957748.40793629,44957748.40793629,44957748.4079363,0,63841479.87278108,64514713.47903707,65139656.29870364,64497769.343391664,683408.308289163,34340864.886740215,34340864.886740215,34340864.886740215,34340864.886740215,0,19685343.108739965,19893183.189091276,20075134.851907942,19884099.53381596,205304.31869993696,10616883.52119607,10616883.52119607,10616883.52119607,10616883.52119607,0,0,0,0,0,0,-9458251.330711877,-9276299.667895226,-9068459.58754391,-9267216.012619905,205304.3186999325,0,0,0,0,0,0,0,0,0,0,19685343.108739965,19893183.189091276,20075134.851907942,19884099.53381596,205304.31869993696,10616883.52119607,10616883.52119607,10616883.52119607,10616883.52119607,0
55-64,sat_fat,FL,mrh-eq,-1099554.8802767487,-1077841.6762814326,-1053573.0141270112,-1076945.0242957817,24213.436915508653,0,0,0,0,0,-1099554.8802767487,-1077841.6762814326,-1053573.0141270112,-1076945.0242957817,24213.436915508653,-775772504.3193345,-760365005.6234918,-743939841.0289062,-760007929.8695469,16756886.927419432,-840900.7123903297,-824083.3476867066,-805548.5248730719,-823480.7308060009,18613.732033990756,-258654.1678864194,-253758.32859472604,-248024.4892539387,-253464.29348978077,5600.359831894487,2283166.846985043,2307435.509139463,2329148.7131347815,2306538.857153813,24213.4369155092,1229593.8328580311,1229593.8328580311,1229593.8328580311,1229593.8328580311,0,1744415.9152731039,1762950.7380867377,1779768.1027903615,1762348.1212060323,18613.732033990513,938867.3904000327,938867.3904000327,938867.3904000327,938867.3904000329,0,538750.9317119378,544484.7710527264,549380.6103444201,544190.7359477808,5600.359831895301,290726.4424579999,290726.4424579999,290726.4424579999,290726.4424579999,0,0,0,0,0,0,-258654.1678864194,-253758.32859472604,-248024.4892539387,-253464.29348978077,5600.359831894487,0,0,0,0,0,0,0,0,0,0,538750.9317119378,544484.7710527264,549380.6103444201,544190.7359477808,5600.359831895301,290726.4424579999,290726.4424579999,290726.4424579999,290726.4424579999,0
55-64,sat_fat,Food_price,USD,-4315477.0172779355,-4289852.65662291,-4170236.211906598,-4256872.978004915,81603.95004568656,0,0,0,0,0,-4315477.0172779355,-4289852.65662291,-4170236.211906598,-4256872.978004915,81603.95004568656,-775772504.3193345,-760365005.6234918,-743939841.0289062,-760007929.8695469,16756886.927419432,-3300648.904403917,-3280568.7630551346,-3188686.747912615,-3255375.1231275075,62836.96424564534,-1014828.112874023,-1009283.8935677824,-981549.4639939778,-1001497.8548774091,18768.185014806848,9073870.890702512,9193487.33541883,9219111.69607386,9160507.656800834,81603.95004569198,4903634.6787959235,4903634.6787959235,4903634.6787959235,4903634.6787959235,0,6933019.231129839,7024901.246272356,7044981.387621141,6999707.606344731,62836.96424564504,3744332.483217226,3744332.483217226,3744332.483217226,3744332.483217226,0,2140851.659572673,2168586.0891464767,2174130.3084527184,2160800.0504561043,18768.185014806724,1159302.1955786962,1159302.1955786962,1159302.1955786962,1159302.1955786962,0,0,0,0,0,0,-1014828.112874023,-1009283.8935677824,-981549.4639939778,-1001497.8548774091,18768.185014806848,0,0,0,0,0,0,0,0,0,0,2140851.659572673,2168586.0891464767,2174130.3084527184,2160800.0504561043,18768.185014806724,1159302.1955786962,1159302.1955786962,1159302.1955786962,1159302.1955786962,0
65-74,added_sugar,CED,MJ,-8770688.912808394,-8660095.263625534,-8601542.84569822,-8678355.344767831,90417.85924916281,0,0,0,0,0,-8770688.912808394,-8660095.263625534,-8601542.84569822,-8678355.344767831,90417.85924916281,-344143735.9547667,-339629002.85085046,-338931995.06338835,-340968555.5934659,2978249.188973987,-5823145.301657868,-5749541.827411176,-5709175.13607375,-5761203.856502146,60828.59656077942,-2947543.6111505292,-2910553.4362143585,-2892367.7096244576,-2917151.4882656806,29596.77867545949,16948436.836077098,17006989.254004426,17117582.903187282,17025249.335146718,90417.85924916736,8346893.990378892,8346893.990378892,8346893.990378892,8346893.990378891,0,11251926.304773761,11292292.996111188,11365896.470357873,11303955.025202155,60828.596560777136,5542751.168700018,5542751.168700018,5542751.168700018,5542751.168700018,0,5696510.531303341,5714696.257893237,5751686.432829407,5721294.309944562,29596.778675457157,2804142.821678882,2804142.821678882,2804142.821678882,2804142.821678882,0,0,0,0,0,0,-2947543.6111505292,-2910553.4362143585,-2892367.7096244576,-2917151.4882656806,29596.77867545949,0,0,0,0,0,0,0,0,0,0,5696510.531303341,5714696.257893237,5751686.432829407,5721294.309944562,29596.778675457157,2804142.821678882,2804142.821678882,2804142.821678882,2804142.821678882,0
65-74,added_sugar,FL,mrh-eq,-430622.0660594609,-425049.8631555139,-421902.0281716511,-425900.51856606983,4648.242969772902,0,0,0,0,0,-430622.0660594609,-425049.8631555139,-421902.0281716511,-425900.51856606983,4648.242969772902,-344143735.9547667,-339629002.85085046,-338931995.06338835,-340968555.5934659,2978249.188973987,-285908.50126304256,-282200.6747927717,-280038.46865116246,-282742.9977151091,3124.986290555031,-144713.5647964182,-142849.18836274173,-141863.5595204893,-143157.52085096072,1523.5845965650365,833064.2964892435,836212.1314731055,841784.3343770523,837062.7868836615,4648.242969772355,411162.26831759146,411162.26831759146,411162.26831759146,411162.26831759146,0,553075.4346432992,555237.6407849087,558945.4672551798,555779.963707246,3124.9862905552295,273036.9659921369,273036.9659921369,273036.9659921369,273036.9659921369,0,279988.8618459442,280974.49068819685,282838.86712187325,281282.8231764157,1523.584596565089,138125.30232545492,138125.30232545492,138125.30232545492,138125.30232545492,0,0,0,0,0,0,-144713.5647964182,-142849.18836274173,-141863.5595204893,-143157.52085096072,1523.5845965650365,0,0,0,0,0,0,0,0,0,0,279988.8618459442,280974.49068819685,282838.86712187325,281282.8231764157,1523.584596565089,138125.30232545492,138125.30232545492,138125.30232545492,138125.30232545492,0
65-74,added_sugar,Food_price,USD,-14129097.818855971,-13624030.266080745,-13532516.590717882,-13769136.889734207,338203.7029281836,0,0,0,0,0,-14129097.818855971,-13624030.266080745,-13532516.590717882,-13769136.889734207,338203.7029281836,-344143735.9547667,-339629002.85085046,-338931995.06338835,-340968555.5934659,2978249.188973987,-9379410.09796115,-9043902.43443453,-8980891.988071274,-9139515.49308834,225499.29930759297,-4749687.720894827,-4580127.83164623,-4551624.602646613,-4629621.396645871,112711.88227275574,26767065.546647843,26858579.222010706,27363646.77478592,27003685.845664162,338203.7029281786,13234548.955929963,13234548.955929963,13234548.955929963,13234548.955929963,0,17768262.504274514,17831272.950637754,18166780.61416438,17926886.009291574,225499.2993075904,8787370.516203225,8787370.516203225,8787370.516203225,8787370.516203225,0,8998803.042373331,9027306.271372953,9196866.160621554,9076799.836372593,112711.88227275953,4447178.439726721,4447178.439726721,4447178.439726721,4447178.439726721,0,0,0,0,0,0,-4749687.720894827,-4580127.83164623,-4551624.602646613,-4629621.396645871,112711.88227275574,0,0,0,0,0,0,0,0,0,0,8998803.042373331,9027306.271372953,9196866.160621554,9076799.836372593,112711.88227275953,4447178.439726721,4447178.439726721,4447178.439726721,4447178.439726721,0
65-74,oil,CED,MJ,-889973.3971380182,-589532.2397487531,-396493.8650838384,-627217.4266695777,261768.52592319928,0,0,0,0,0,-889973.3971380182,-589532.2397487531,-396493.8650838384,-627217.4266695777,261768.52592319928,-96715255.5398728,-63826763.32043267,-42800656.03270811,-67989003.64735042,28604134.641504128,-742960.1224032552,-491789.1025161852,-330446.65364422527,-523307.89936359227,218821.50099485135,-147013.2747347623,-97743.13723256798,-66047.21143961378,-103909.52730598557,42947.027791200744,9054360.353470977,9247398.7281359,9547839.885525161,9285083.91505672,261768.52592320179,8657866.488387156,8657866.488387156,8657866.488387156,8657866.488387156,0,7565564.82145238,7726907.270324335,7978078.2902113935,7758426.06717174,218821.50099484253,7235118.167808151,7235118.167808151,7235118.167808151,7235118.16780815,0,1488795.5320186089,1520491.4578115644,1569761.5953137577,1526657.847884981,42947.02779120065,1422748.320578995,1422748.320578995,1422748.320578995,1422748.320578995,0,0,0,0,0,0,-147013.2747347623,-97743.13723256798,-66047.21143961378,-103909.52730598557,42947.027791200744,0,0,0,0,0,0,0,0,0,0,1488795.5320186089,1520491.4578115644,1569761.5953137577,1526657.847884981,42947.02779120065,1422748.320578995,1422748.320578995,1422748.320578995,1422748.320578995,0
65-74,oil,FL,mrh-eq,-42827.27129244716,-28543.240795629248,-19252.001074324515,-30295.097208090014,12500.445263724463,0,0,0,0,0,-42827.27129244716,-28543.240795629248,-19252.001074324515,-30295.097208090014,12500.445263724463,-96715255.5398728,-63826763.32043267,-42800656.03270811,-67989003.64735042,28604134.641504128,-35751.8245531356,-23809.819390531622,-16043.5781081651,-25274.999699386874,10450.083335389296,-7075.446739311485,-4733.421405097704,-3208.4229661594086,-5020.0975087031375,2050.3620276681754,436653.8454198003,445945.0851411051,460229.1156379231,447696.9415535659,12500.44526372456,417401.84434547607,417401.84434547607,417401.84434547607,417401.84434547607,0,364847.030087894,372613.27137026115,384555.2765328649,374078.4516791161,10450.083335389429,348803.4519797293,348803.4519797293,348803.4519797293,348803.4519797293,0,71806.81533190573,73331.81377084406,75673.83910505785,73618.4898744495,2050.3620276681945,68598.3923657463,68598.3923657463,68598.3923657463,68598.3923657463,0,0,0,0,0,0,-7075.446739311485,-4733.421405097704,-3208.4229661594086,-5020.0975087031375,2050.3620276681754,0,0,0,0,0,0,0,0,0,0,71806.81533190573,73331.81377084406,75673.83910505785,73618.4898744495,2050.3620276681945,68598.3923657463,68598.3923657463,68598.3923657463,68598.3923657463,0
65-74,oil,Food_price,USD,-840431.4433865661,-535975.0298082889,-433874.9329685557,-606977.246207778,222636.90164385003,0,0,0,0,0,-840431.4433865661,-535975.0298082889,-433874.9329685557,-606977.246207778,222636.90164385003,-96715255.5398728,-63826763.32043267,-42800656.03270811,-67989003.64735042,28604134.641504128,-701419.3334510945,-447035.16627953283,-361715.5019981712,-506356.04448662064,186025.86359188354,-139012.109935471,-88939.86352875544,-72159.43097038446,-100621.20172115706,36611.03845840396,7411151.7409546925,7513251.83779442,7817708.251372697,7584254.054193911,222636.90164384776,6977276.807986128,6977276.807986128,6977276.807986128,6977276.807986128,0,6189777.695672409,6275097.3599537695,6529481.527125336,6334418.238160859,186025.86359188624,5828062.193674247,5828062.193674247,5828062.193674247,5828062.193674247,0,1221374.0452822705,1238154.4778406403,1288226.7242473562,1249835.8160330423,36611.038458403746,1149214.6143118858,1149214.6143118858,1149214.6143118858,1149214.6143118858,0,0,0,0,0,0,-139012.109935471,-88939.86352875544,-72159.43097038446,-100621.20172115706,36611.03845840396,0,0,0,0,0,0,0,0,0,0,1221374.0452822705,1238154.4778406403,1288226.7242473562,1249835.8160330423,36611.038458403746,1149214.6143118858,1149214.6143118858,1149214.6143118858,1149214.6143118858,0
65-74,sat_fat,CED,MJ,-25674044.09041971,-25570637.712201137,-25439181.73117929,-25560795.746305253,123905.27596864948,0,0,0,0,0,-25674044.09041971,-25570637.712201137,-25439181.73117929,-25560795.746305253,123905.27596864948,-491572578.1040569,-489552035.66028684,-487440978.63084507,-489520276.15654236,2174699.9774255133,-19681884.709555473,-19599852.38764157,-19499730.070933383,-19593505.02104708,96028.32426216394,-5992159.38086424,-5970785.324559574,-5939451.6602459075,-5967290.725258171,27905.5014483418,52997075.79491881,53128531.7759407,53231938.154159226,53118689.81004479,123905.2759686514,27557894.063739523,27557894.063739523,27557894.063739523,27557894.063739523,0,40618333.73717048,40718456.05387869,40800488.37579254,40712108.68728418,96028.32426214837,21118603.666237097,21118603.666237097,21118603.666237097,21118603.666237097,0,12378742.057748321,12410075.722061994,12431449.778366653,12406581.122760586,27905.501448341718,6439290.397502419,6439290.397502419,6439290.397502419,6439290.397502419,0,0,0,0,0,0,-5992159.38086424,-5970785.324559574,-5939451.6602459075,-5967290.725258171,27905.5014483418,0,0,0,0,0,0,0,0,0,0,12378742.057748321,12410075.722061994,12431449.778366653,12406581.122760586,27905.501448341718,6439290.397502419,6439290.397502419,6439290.397502419,6439290.397502419,0
65-74,sat_fat,FL,mrh-eq,-697324.1453272077,-694671.3111527438,-690876.958917343,-694270.7784997836,3410.9391846435356,0,0,0,0,0,-697324.1453272077,-694671.3111527438,-690876.958917343,-694270.7784997836,3410.9391846435356,-491572578.1040569,-489552035.66028684,-487440978.63084507,-489520276.15654236,2174699.9774255133,-534514.9460334356,-532408.0205698035,-529513.8669582893,-532131.8001670378,2642.994606462382,-162809.19929377196,-162263.2905829405,-161363.09195905362,-162138.9783327456,768.6854035241399,1439003.6146817338,1442797.9669171348,1445450.8010915986,1442397.4342641744,3410.9391846435556,748126.6557643901,748126.6557643901,748126.6557643901,748126.6557643901,0,1102764.3429607903,1105658.4965723031,1107765.4220359344,1105382.2761695376,2642.994606461149,573250.4760025006,573250.4760025006,573250.4760025006,573250.4760025006,0,336239.2717209443,337139.4703448312,337685.3790556627,337015.15809463634,768.6854035241796,174876.17976189064,174876.17976189064,174876.17976189064,174876.17976189064,0,0,0,0,0,0,-162809.19929377196,-162263.2905829405,-161363.09195905362,-162138.9783327456,768.6854035241399,0,0,0,0,0,0,0,0,0,0,336239.2717209443,337139.4703448312,337685.3790556627,337015.15809463634,768.6854035241796,174876.17976189064,174876.17976189064,174876.17976189064,174876.17976189064,0
65-74,sat_fat,Food_price,USD,-2949514.452018463,-2931398.8196097235,-2930048.738651761,-2937281.469241575,11441.874891047817,0,0,0,0,0,-2949514.452018463,-2931398.8196097235,-2930048.738651761,-2937281.469241575,11441.874891047817,-491572578.1040569,-489552035.66028684,-487440978.63084507,-489520276.15654236,2174699.9774255133,-2260925.9328300226,-2246885.421202036,-2245944.260101224,-2251481.684544904,8832.83002185823,-688588.519188439,-684513.3984076852,-684104.4785505418,-685799.7846966713,2609.7496464063215,6109445.583352549,6110795.664310498,6128911.2967192335,6116678.313942353,11441.874891040823,3179396.844700776,3179396.844700776,3179396.844700776,3179396.844700776,0,4682711.532157887,4683652.693258708,4697693.204886688,4688248.956601571,8832.830021857175,2436767.272056667,2436767.272056667,2436767.272056667,2436767.272056667,0,1426734.051194651,1427142.9710517947,1431218.091832548,1428429.3573407803,2609.7496464061014,742629.5726441094,742629.5726441094,742629.5726441094,742629.5726441094,0,0,0,0,0,0,-688588.519188439,-684513.3984076852,-684104.4785505418,-685799.7846966713,2609.7496464063215,0,0,0,0,0,0,0,0,0,0,1426734.051194651,1427142.9710517947,1431218.091832548,1428429.3573407803,2609.7496464061014,742629.5726441094,742629.5726441094,742629.5726441094,742629.5726441094,0
75+,added_sugar,CED,MJ,-7080597.269818019,-6967046.467714463,-6685460.911254717,-6908086.904782467,214143.03524212397,0,0,0,0,0,-7080597.269818019,-6967046.467714463,-6685460.911254717,-6908086.904782467,214143.03524212397,-285443105.4430678,-280865971.2023893,-269191750.28128314,-278375765.3496077,8821028.938611235,-4702123.845160141,-4626396.65778161,-4439952.103386335,-4587548.458828366,142027.399692659,-2378473.4246578836,-2340649.8099328512,-2245508.807868372,-2320538.445954098,72116.17976356068,12389357.373294182,12670942.92975393,12784493.731857501,12611983.366821937,214143.03524213043,5703896.462039464,5703896.462039464,5703896.462039464,5703896.462039464,0,8228262.18486165,8414706.739256926,8490433.926635457,8375858.540303682,142027.3996926599,3788310.0814753147,3788310.0814753147,3788310.0814753147,3788310.081475315,0,4161095.1884325305,4256236.190497001,4294059.805222035,4236124.826518252,72116.17976355641,1915586.3805641537,1915586.3805641537,1915586.3805641537,1915586.380564154,0,0,0,0,0,0,-2378473.4246578836,-2340649.8099328512,-2245508.807868372,-2320538.445954098,72116.17976356068,0,0,0,0,0,0,0,0,0,0,4161095.1884325305,4256236.190497001,4294059.805222035,4236124.826518252,72116.17976355641,1915586.3805641537,1915586.3805641537,1915586.3805641537,1915586.380564154,0
75+,added_sugar,FL,mrh-eq,-373209.11303836526,-366659.85886325507,-351582.0784969283,-363667.3935330037,11673.93901357573,0,0,0,0,0,-373209.11303836526,-366659.85886325507,-351582.0784969283,-363667.3935330037,11673.93901357573,-285443105.4430678,-280865971.2023893,-269191750.28128314,-278375765.3496077,8821028.938611235,-247840.28466082097,-243468.19799852322,-233485.51072528402,-241499.56620521043,7745.116970221947,-125368.82837754424,-123191.66086473221,-118096.56777164397,-122167.82732779319,3928.864379711519,652043.6710249413,667121.451391269,673670.7055663785,664128.986061017,11673.939013576037,300461.5925280127,300461.5925280127,300461.5925280127,300461.5925280127,0,433042.71491063864,443025.4021838784,447397.488846176,441056.77039056533,7745.116970222213,199557.20418535522,199557.20418535522,199557.20418535522,199557.20418535522,0,219000.95611430172,224096.04920739,226273.21672020212,223072.21567045097,3928.8643797115824,100904.38834265774,100904.38834265774,100904.38834265774,100904.38834265775,0,0,0,0,0,0,-125368.82837754424,-123191.66086473221,-118096.56777164397,-122167.82732779319,3928.864379711519,0,0,0,0,0,0,0,0,0,0,219000.95611430172,224096.04920739,226273.21672020212,223072.21567045097,3928.8643797115824,100904.38834265774,100904.38834265774,100904.38834265774,100904.38834265775,0
75+,added_sugar,Food_price,USD,-11040288.978035234,-11001687.67046654,-10553102.716872524,-10857833.759580463,285076.32083102106,0,0,0,0,0,-11040288.978035234,-11001687.67046654,-10553102.716872524,-10857833.759580463,285076.32083102106,-285443105.4430678,-280865971.2023893,-269191750.28128314,-278375765.3496077,8821028.938611235,-7330303.643435462,-7305197.264483041,-7007571.424799805,-7209576.40106872,188969.87387678964,-3709985.33459978,-3696490.405983504,-3545531.292072714,-3648257.3585117445,96106.95342048828,19455270.725382864,19903855.67897689,19942456.986545593,19760001.76809081,285076.3208310316,8902168.008510347,8902168.008510347,8902168.008510347,8902168.008510347,0,12919134.437579224,13216760.277262483,13241866.656214887,13121139.413848147,188969.8738767965,5911563.012779424,5911563.012779424,5911563.012779424,5911563.012779425,0,6536136.2878036285,6687095.401714415,6700590.330330683,6638862.354242654,96106.95342048396,2990604.9957309105,2990604.9957309105,2990604.9957309105,2990604.9957309105,0,0,0,0,0,0,-3709985.33459978,-3696490.405983504,-3545531.292072714,-3648257.3585117445,96106.95342048828,0,0,0,0,0,0,0,0,0,0,6536136.2878036285,6687095.401714415,6700590.330330683,6638862.354242654,96106.95342048396,2990604.9957309105,2990604.9957309105,2990604.9957309105,2990604.9957309105,0
