age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
55-64,Female,HIS,CED,MJ,-3176269.7853111736,-3170897.1420658506,-3128469.0172798843,-3157895.2187182563,27563.15502271661,0,0,0,0,0,-3176269.7853111736,-3170897.1420658506,-3128469.0172798843,-3157895.2187182563,27563.15502271661,-81378665.26358421,-79123119.37638777,-78383035.99685861,-79654860.60714822,1642521.6162211786,-2362885.302743791,-2358773.9988942132,-2316916.698638263,-2345529.789628819,26775.11064134307,-813384.4825673782,-812123.1431716445,-811552.3186416227,-812365.4290894382,986.8612738390677,7572248.738512999,7614676.863298965,7620049.506544273,7601674.939951365,27563.155022711035,4443779.721233103,4443779.721233103,4443779.721233103,4443779.721233103,0,5734158.767122494,5776016.06737843,5780127.371228021,5762771.858113046,26775.110641338662,3417242.0684842328,3417242.0684842328,3417242.0684842328,3417242.068484233,0,1838089.9713905037,1838660.7959205257,1839922.1353162583,1838903.0818383188,986.8612738384132,1026537.6527488813,1026537.6527488813,1026537.6527488813,1026537.6527488813,0,0,0,0,0,0,-813384.4825673782,-812123.1431716445,-811552.3186416227,-812365.4290894382,986.8612738390677,0,0,0,0,0,0,0,0,0,0,1838089.9713905037,1838660.7959205257,1839922.1353162583,1838903.0818383188,986.8612738384132,1026537.6527488813,1026537.6527488813,1026537.6527488813,1026537.6527488813,0
55-64,Female,HIS,FL,mrh-eq,-105745.32332170413,-105006.02796157025,-104786.8118704379,-105188.51191560586,528.6540211853834,0,0,0,0,0,-105745.32332170413,-105006.02796157025,-104786.8118704379,-105188.51191560586,528.6540211853834,-81378665.26358421,-79123119.37638777,-78383035.99685861,-79654860.60714822,1642521.6162211786,-77055.98932537387,-76468.74692698805,-75874.87553568053,-76466.42096455938,621.6421002841179,-28919.939122217806,-28697.336783790768,-28545.28382204263,-28722.090951046524,198.34890875110415,264636.61168928514,264855.8277804175,265595.1231405515,265038.31173445313,528.6540211854465,159849.7998188474,159849.7998188474,159849.7998188474,159849.7998188474,0,198567.8662119952,199161.7376033028,199748.9800016884,199159.41164087402,621.6421002840673,122692.99067631458,122692.99067631458,122692.99067631458,122692.99067631458,0,65702.09296457541,65854.14592632354,66076.74826475051,65878.90009357927,198.34890875106186,37156.8091425327,37156.8091425327,37156.8091425327,37156.8091425327,0,0,0,0,0,0,-28919.939122217806,-28697.336783790768,-28545.28382204263,-28722.090951046524,198.34890875110415,0,0,0,0,0,0,0,0,0,0,65702.09296457541,65854.14592632354,66076.74826475051,65878.90009357927,198.34890875106186,37156.8091425327,37156.8091425327,37156.8091425327,37156.8091425327,0
55-64,Female,HIS,Food_price,USD,-1597002.500757219,-1546900.3284495694,-1523439.7635524776,-1556248.2608743266,39554.541934909466,0,0,0,0,0,-1597002.500757219,-1546900.3284495694,-1523439.7635524776,-1556248.2608743266,39554.541934909466,-81378665.26358421,-79123119.37638777,-78383035.99685861,-79654860.60714822,1642521.6162211786,-1081363.5731843635,-1050700.5333984229,-1037473.5475755653,-1056818.44706968,23699.836992372853,-515638.9275728544,-496199.79505114653,-485966.21597691113,-499429.8138046456,15865.756241413237,3638619.9506751597,3662080.5155722448,3712182.6878798986,3671428.4479970057,39554.541934908884,2115180.1871226784,2115180.1871226784,2115180.1871226784,2115180.1871226784,0,2601614.4953665603,2614841.4811894177,2645504.520975358,2620959.3948606746,23699.836992372468,1564140.9477909936,1564140.9477909936,1564140.9477909936,1564140.9477909936,0,1037005.4553085957,1047239.0343828315,1066678.1669045398,1050469.0531363308,15865.756241413632,551039.2393316842,551039.2393316842,551039.2393316842,551039.2393316842,0,0,0,0,0,0,-515638.9275728544,-496199.79505114653,-485966.21597691113,-499429.8138046456,15865.756241413237,0,0,0,0,0,0,0,0,0,0,1037005.4553085957,1047239.0343828315,1066678.1669045398,1050469.0531363308,15865.756241413632,551039.2393316842,551039.2393316842,551039.2393316842,551039.2393316842,0
55-64,Female,NHB,CED,MJ,-3544410.728106272,-3439486.888431059,-3344891.141763793,-3443110.780714549,105057.19565552394,0,0,0,0,0,-3544410.728106272,-3439486.888431059,-3344891.141763793,-3443110.780714549,105057.19565552394,-114558440.3757848,-107078302.20555621,-104284908.9444711,-108722774.1035013,5591527.706430302,-2572503.056955816,-2489313.8493202943,-2428534.7201875215,-2497177.0347598554,76078.18886669198,-971907.6711504518,-950173.0391107679,-916356.4215762701,-945933.745954693,29467.101961208173,7744530.771122685,7839126.517789957,7944050.357465168,7842750.410073444,105057.19565552623,4399639.629358903,4399639.629358903,4399639.629358903,4399639.629358903,0,5752072.774961175,5812851.904093948,5896041.111729471,5820715.089533511,76078.18886669271,3323538.054773655,3323538.054773655,3323538.054773655,3323538.054773655,0,1992457.996161512,2026274.6136960087,2048009.2457356951,2022035.3205399353,29467.101961208784,1076101.5745852431,1076101.5745852431,1076101.5745852431,1076101.5745852431,0,0,0,0,0,0,-971907.6711504518,-950173.0391107679,-916356.4215762701,-945933.745954693,29467.101961208173,0,0,0,0,0,0,0,0,0,0,1992457.996161512,2026274.6136960087,2048009.2457356951,2022035.3205399353,29467.101961208784,1076101.5745852431,1076101.5745852431,1076101.5745852431,1076101.5745852431,0
55-64,Female,NHB,FL,mrh-eq,-124248.9992986981,-119916.9961761973,-115753.69986871445,-119976.19154988781,4471.504104552926,0,0,0,0,0,-124248.9992986981,-119916.9961761973,-115753.69986871445,-119976.19154988781,4471.504104552926,-114558440.3757848,-107078302.20555621,-104284908.9444711,-108722774.1035013,5591527.706430302,-89110.1004170416,-85640.30906412241,-82982.19699063378,-85925.10881129104,3234.629460009918,-35138.89888165664,-34276.68711207505,-32771.502878080646,-34051.08273859688,1261.2231199824257,270359.25862611074,274522.5549335937,278854.55805609457,274581.75030728424,4471.5041045529915,154605.5587573964,154605.5587573964,154605.5587573964,154605.5587573964,0,200001.59087236406,202659.7029458526,206129.49429877193,202944.5026930213,3234.6294600099677,117019.39388173028,117019.39388173028,117019.39388173028,117019.39388173028,0,70357.66775374673,71862.85198774107,72725.06375732263,71637.2476142629,1261.2231199823702,37586.164875666065,37586.164875666065,37586.164875666065,37586.164875666065,0,0,0,0,0,0,-35138.89888165664,-34276.68711207505,-32771.502878080646,-34051.08273859688,1261.2231199824257,0,0,0,0,0,0,0,0,0,0,70357.66775374673,71862.85198774107,72725.06375732263,71637.2476142629,1261.2231199823702,37586.164875666065,37586.164875666065,37586.164875666065,37586.164875666065,0
55-64,Female,NHB,Food_price,USD,-2778217.5759808556,-2695825.5421824213,-2516858.0997300926,-2661939.4338828092,140653.1187658101,0,0,0,0,0,-2778217.5759808556,-2695825.5421824213,-2516858.0997300926,-2661939.4338828092,140653.1187658101,-114558440.3757848,-107078302.20555621,-104284908.9444711,-108722774.1035013,5591527.706430302,-1890892.6424598936,-1825312.2193138748,-1709429.094419705,-1807662.14852505,96722.57096742684,-887324.9335209646,-870513.3228685524,-807429.0053103899,-854277.2853577627,44339.03778059144,5033955.022375885,5212922.46482823,5295314.498626656,5179036.356528609,140653.11876581534,2517096.922645799,2517096.922645799,2517096.922645799,2517096.922645799,0,3532142.5203435677,3648025.6452377317,3713606.0683837505,3630375.574448909,96722.57096742358,1822713.4259238604,1822713.4259238604,1822713.4259238604,1822713.4259238604,0,1501812.5020323286,1564896.8195904903,1581708.4302429024,1548660.782079701,44339.03778059098,694383.496721938,694383.496721938,694383.496721938,694383.496721938,0,0,0,0,0,0,-887324.9335209646,-870513.3228685524,-807429.0053103899,-854277.2853577627,44339.03778059144,0,0,0,0,0,0,0,0,0,0,1501812.5020323286,1564896.8195904903,1581708.4302429024,1548660.782079701,44339.03778059098,694383.496721938,694383.496721938,694383.496721938,694383.496721938,0
55-64,Female,NHW,CED,MJ,-22845375.51440054,-21788863.439834867,-21128315.202215903,-21927798.11946529,911690.5500343936,0,0,0,0,0,-22845375.51440054,-21788863.439834867,-21128315.202215903,-21927798.11946529,911690.5500343936,-583729671.3223238,-555065646.0383222,-546952638.1282818,-562276529.3274314,20338762.63763122,-17106668.609462988,-16300087.430832582,-15861745.182957262,-16429294.073202787,664708.777151434,-5738706.90493759,-5488776.009002274,-5266570.019258657,-5498504.046262519,248635.8695945614,46620398.88290825,47280947.120527215,48337459.19509287,47419881.80015763,911690.550034387,25492083.680692352,25492083.680692352,25492083.680692352,25492083.680692356,0,35427529.544908606,35865871.792783886,36672452.97141429,35995078.4351541,664708.7771514149,19565784.361951306,19565784.361951306,19565784.361951306,19565784.361951306,0,11192869.33799968,11415075.327743288,11665006.223678617,11424803.365003541,248635.869594563,5926299.318741025,5926299.318741025,5926299.318741025,5926299.318741026,0,0,0,0,0,0,-5738706.90493759,-5488776.009002274,-5266570.019258657,-5498504.046262519,248635.8695945614,0,0,0,0,0,0,0,0,0,0,11192869.33799968,11415075.327743288,11665006.223678617,11424803.365003541,248635.869594563,5926299.318741025,5926299.318741025,5926299.318741025,5926299.318741026,0
55-64,Female,NHW,FL,mrh-eq,-747688.9059453491,-711497.1629619803,-691960.9427036294,-717341.20602339,29763.959221773574,0,0,0,0,0,-747688.9059453491,-711497.1629619803,-691960.9427036294,-717341.20602339,29763.959221773574,-583729671.3223238,-555065646.0383222,-546952638.1282818,-562276529.3274314,20338762.63763122,-549731.589866313,-522281.9770951138,-510792.3935443203,-527881.9873478877,21060.317814708662,-197957.31607903627,-189215.18586686635,-181168.54915930933,-189459.21867550246,8838.720087532689,1600477.3334335107,1620013.5536918622,1656205.29667523,1625857.5967532713,29763.959221773275,908516.3907298814,908516.3907298814,908516.3907298814,908516.3907298814,0,1205872.6614756258,1217362.2450264185,1244811.857797617,1222962.2552791925,21060.317814708025,695080.2679313055,695080.2679313055,695080.2679313055,695080.2679313055,0,394604.6719578858,402651.3086654434,411393.43887761305,402895.34147407924,8838.720087532813,213436.1227985769,213436.1227985769,213436.1227985769,213436.12279857686,0,0,0,0,0,0,-197957.31607903627,-189215.18586686635,-181168.54915930933,-189459.21867550246,8838.720087532689,0,0,0,0,0,0,0,0,0,0,394604.6719578858,402651.3086654434,411393.43887761305,402895.34147407924,8838.720087532813,213436.1227985769,213436.1227985769,213436.1227985769,213436.12279857686,0
55-64,Female,NHW,Food_price,USD,-12456040.879987555,-11631551.685684422,-11140398.293211231,-11748511.616151066,699812.5989222762,0,0,0,0,0,-12456040.879987555,-11631551.685684422,-11140398.293211231,-11748511.616151066,699812.5989222762,-583729671.3223238,-555065646.0383222,-546952638.1282818,-562276529.3274314,20338762.63763122,-8493401.531129364,-7908750.901135097,-7653319.007848281,-8024266.247348238,453324.73591524875,-3962639.3488582023,-3722800.78454933,-3487079.2853629487,-3724245.3688028357,250297.89679017614,25093228.65570391,25584382.048177123,26408871.242480263,25701341.978643764,699812.5989222885,13952830.362492686,13952830.362492686,13952830.362492686,13952830.362492686,0,17799453.671867844,18054885.565154657,18639536.19514892,18170400.911367796,453324.73591524357,10146134.66401957,10146134.66401957,10146134.66401957,10146134.66401957,0,7293774.983836062,7529496.483022442,7769335.047331306,7530941.067275946,250297.89679017005,3806695.6984731136,3806695.6984731136,3806695.6984731136,3806695.698473113,0,0,0,0,0,0,-3962639.3488582023,-3722800.78454933,-3487079.2853629487,-3724245.3688028357,250297.89679017614,0,0,0,0,0,0,0,0,0,0,7293774.983836062,7529496.483022442,7769335.047331306,7530941.067275946,250297.89679017005,3806695.6984731136,3806695.6984731136,3806695.6984731136,3806695.698473113,0
55-64,Female,OTH,CED,MJ,-2758341.9533172296,-2554292.2986572245,-2389575.542500953,-2568093.3156760787,194455.2430882533,0,0,0,0,0,-2758341.9533172296,-2554292.2986572245,-2389575.542500953,-2568093.3156760787,194455.2430882533,-84689742.92823987,-75744075.57977697,-65597675.3221131,-75322765.78707488,10055078.676847724,-2077487.2951749894,-1934630.2604746756,-1809432.1527731975,-1940826.3752111092,141183.66387196037,-680854.6581422386,-619662.0381825438,-580143.3897277502,-627266.9404649652,53413.52448707336,6172628.877603772,6337345.633760039,6541395.288420049,6351146.650778896,194455.24308825325,3783053.335102826,3783053.335102826,3783053.335102826,3783053.335102826,0,4711193.363209803,4836391.470911285,4979248.50561159,4842587.585647714,141183.66387195836,2901761.210436601,2901761.210436601,2901761.210436601,2901761.210436601,0,1461435.5143939685,1500954.1628487627,1562146.7828084587,1508559.0651311844,53413.52448707419,881292.1246662189,881292.1246662189,881292.1246662189,881292.124666219,0,0,0,0,0,0,-680854.6581422386,-619662.0381825438,-580143.3897277502,-627266.9404649652,53413.52448707336,0,0,0,0,0,0,0,0,0,0,1461435.5143939685,1500954.1628487627,1562146.7828084587,1508559.0651311844,53413.52448707419,881292.1246662189,881292.1246662189,881292.1246662189,881292.124666219,0
55-64,Female,OTH,FL,mrh-eq,-91063.91292361621,-81911.07078954784,-74640.93079429332,-82571.66803123691,8662.586546163664,0,0,0,0,0,-91063.91292361621,-81911.07078954784,-74640.93079429332,-82571.66803123691,8662.586546163664,-84689742.92823987,-75744075.57977697,-65597675.3221131,-75322765.78707488,10055078.676847724,-67612.43885821324,-61243.30323639339,-55709.079371150154,-61536.25472992905,6270.060908220984,-23451.474065402996,-20667.767553154645,-18931.85142314329,-21035.413301307974,2399.9621259397704,210495.68736817507,217765.8273634297,226918.66949749802,218426.42460511872,8662.586546163675,135854.7565738817,135854.7565738817,135854.7565738817,135854.7565738817,0,159640.1775796404,165174.4014448835,171543.53706670357,165467.3529384193,6270.0609082210185,103931.09820849031,103931.09820849031,103931.09820849031,103931.09820849031,0,50855.50978853483,52591.42591854611,55375.132430794445,52959.07166669946,2399.96212593973,31923.658365391497,31923.658365391497,31923.658365391497,31923.658365391497,0,0,0,0,0,0,-23451.474065402996,-20667.767553154645,-18931.85142314329,-21035.413301307974,2399.9621259397704,0,0,0,0,0,0,0,0,0,0,50855.50978853483,52591.42591854611,55375.132430794445,52959.07166669946,2399.96212593973,31923.658365391497,31923.658365391497,31923.658365391497,31923.658365391497,0
55-64,Female,OTH,Food_price,USD,-1613661.1384355484,-1600883.564950163,-1362171.8501282588,-1521608.4276391037,149108.40672102896,0,0,0,0,0,-1613661.1384355484,-1600883.564950163,-1362171.8501282588,-1521608.4276391037,149108.40672102896,-84689742.92823987,-75744075.57977697,-65597675.3221131,-75322765.78707488,10055078.676847724,-1127122.686239373,-1115179.0534409266,-944292.2404694605,-1059409.5165381127,107667.2184913009,-486538.45219617616,-485704.511509235,-417879.6096587975,-462198.9111009908,41475.44173554413,3834231.0296340636,4072942.744455968,4085720.317941361,3993667.6071449113,149108.4067210314,2472059.1795058036,2472059.1795058036,2472059.1795058036,2472059.1795058036,0,2731506.9682531143,2902393.7812245786,2914337.4140230287,2846624.244321767,107667.2184913012,1787214.7277836546,1787214.7277836546,1787214.7277836546,1787214.7277836546,0,1102724.0613809477,1170548.9632313848,1171382.9039183268,1147043.3628231408,41475.44173554413,684844.4517221494,684844.4517221494,684844.4517221494,684844.4517221494,0,0,0,0,0,0,-486538.45219617616,-485704.511509235,-417879.6096587975,-462198.9111009908,41475.44173554413,0,0,0,0,0,0,0,0,0,0,1102724.0613809477,1170548.9632313848,1171382.9039183268,1147043.3628231408,41475.44173554413,684844.4517221494,684844.4517221494,684844.4517221494,684844.4517221494,0
55-64,Male,HIS,CED,MJ,-2404978.861119538,-2401289.638069935,-2128833.596551577,-2306985.491238793,166713.99811938862,0,0,0,0,0,-2404978.861119538,-2401289.638069935,-2128833.596551577,-2306985.491238793,166713.99811938862,-56426600.319439426,-53482879.08031992,-44897896.48368107,-51503489.130313136,6305231.424382915,-1738587.2548214258,-1731913.9202731908,-1547612.8452088516,-1669588.397285084,114088.4987933597,-669218.6592968116,-666234.5477981836,-581063.6928427927,-637397.0939537054,52691.68071157051,6380174.064720008,6652630.106238361,6656319.329287973,6558325.959407224,166713.99811938868,4251340.468168439,4251340.468168439,4251340.468168439,4251340.468168439,0,4743609.67024214,4927910.745306484,4934584.079854713,4865585.222318374,114088.49879336053,3195996.825033295,3195996.825033295,3195996.825033295,3195996.8250332945,0,1636407.335977938,1721578.1909333281,1724562.302431957,1692740.7370888505,52691.68071157039,1055343.6431351446,1055343.6431351446,1055343.6431351446,1055343.6431351446,0,0,0,0,0,0,-669218.6592968116,-666234.5477981836,-581063.6928427927,-637397.0939537054,52691.68071157051,0,0,0,0,0,0,0,0,0,0,1636407.335977938,1721578.1909333281,1724562.302431957,1692740.7370888505,52691.68071157039,1055343.6431351446,1055343.6431351446,1055343.6431351446,1055343.6431351446,0
55-64,Male,HIS,FL,mrh-eq,-79498.55905438162,-78880.80510478621,-67287.04408308335,-75029.57455316956,7240.978243406376,0,0,0,0,0,-79498.55905438162,-78880.80510478621,-67287.04408308335,-75029.57455316956,7240.978243406376,-56426600.319439426,-53482879.08031992,-44897896.48368107,-51503489.130313136,6305231.424382915,-56447.14688825645,-55793.48604289469,-48055.97079124265,-53307.92309331915,4913.062301128928,-23085.429225272263,-23049.522329505708,-19229.183455221464,-21721.651459850378,2332.74929474357,218675.68426795135,230269.4452896543,230887.19923924952,226418.21473803755,7240.978243406376,151388.64018486798,151388.64018486798,151388.64018486798,151388.64018486798,0,161938.5805539267,169676.0958055788,170329.75665094063,167190.53285600326,4913.062301128992,113882.6097626841,113882.6097626841,113882.6097626841,113882.6097626841,0,56735.21387740534,60555.55275168964,60591.459647456046,59227.68188203424,2332.7492947435585,37506.03042218386,37506.03042218386,37506.03042218386,37506.03042218386,0,0,0,0,0,0,-23085.429225272263,-23049.522329505708,-19229.183455221464,-21721.651459850378,2332.74929474357,0,0,0,0,0,0,0,0,0,0,56735.21387740534,60555.55275168964,60591.459647456046,59227.68188203424,2332.7492947435585,37506.03042218386,37506.03042218386,37506.03042218386,37506.03042218386,0
55-64,Male,HIS,Food_price,USD,-1000833.6342737519,-976391.2725846372,-709480.9778360793,-891314.8048444818,170125.64196422047,0,0,0,0,0,-1000833.6342737519,-976391.2725846372,-709480.9778360793,-891314.8048444818,170125.64196422047,-56426600.319439426,-53482879.08031992,-44897896.48368107,-51503489.130313136,6305231.424382915,-671749.6339084852,-648541.8399735484,-472982.8085272491,-595085.2654081581,114399.81572622673,-329084.0003652675,-327849.432611089,-236498.16930883002,-296229.5394363239,55896.47728626335,2661296.965566281,2928207.2603148404,2952649.6220039553,2843130.7925746846,170125.64196422137,1951815.9877302023,1951815.9877302023,1951815.9877302023,1951815.9877302023,0,1919626.1599857176,2095185.1914320157,2118392.9853669535,2041728.616866626,114399.81572622643,1446643.3514584687,1446643.3514584687,1446643.3514584687,1446643.3514584687,0,741670.8055805652,833022.0688828258,834256.6366370019,801402.1757080592,55896.47728626358,505172.63627173525,505172.63627173525,505172.63627173525,505172.63627173525,0,0,0,0,0,0,-329084.0003652675,-327849.432611089,-236498.16930883002,-296229.5394363239,55896.47728626335,0,0,0,0,0,0,0,0,0,0,741670.8055805652,833022.0688828258,834256.6366370019,801402.1757080592,55896.47728626358,505172.63627173525,505172.63627173525,505172.63627173525,505172.63627173525,0
55-64,Male,NHB,CED,MJ,-2171538.4279520083,-2156531.705852605,-2081445.313234461,-2135451.1197056784,50810.48994158722,0,0,0,0,0,-2171538.4279520083,-2156531.705852605,-2081445.313234461,-2135451.1197056784,50810.48994158722,-57647385.79539066,-56919816.05615404,-53723841.02791564,-56053708.93720605,2197027.1885045124,-1571342.610712807,-1561797.9176455936,-1507665.0729978452,-1546152.9521787392,36149.6194336481,-600195.8172392012,-594733.7882070114,-573780.2402366161,-589298.1675269393,14678.252215526583,5093639.219520805,5168725.612138949,5183732.334238351,5147645.025992022,50810.489941586544,3012193.9062863467,3012193.9062863467,3012193.9062863467,3012193.9062863463,0,3778722.4391982504,3832855.2838459956,3842399.9769132123,3817210.3183791437,36149.61943364751,2271057.366200403,2271057.366200403,2271057.366200403,2271057.366200403,0,1314916.7803225603,1335870.328292954,1341332.3573251448,1330434.7076128828,14678.25221552604,741136.5400859442,741136.5400859442,741136.5400859442,741136.5400859442,0,0,0,0,0,0,-600195.8172392012,-594733.7882070114,-573780.2402366161,-589298.1675269393,14678.252215526583,0,0,0,0,0,0,0,0,0,0,1314916.7803225603,1335870.328292954,1341332.3573251448,1330434.7076128828,14678.25221552604,741136.5400859442,741136.5400859442,741136.5400859442,741136.5400859442,0
55-64,Male,NHB,FL,mrh-eq,-69380.95560468695,-68689.94223306514,-65899.09482287416,-67953.15835988299,1940.4658725475829,0,0,0,0,0,-69380.95560468695,-68689.94223306514,-65899.09482287416,-67953.15835988299,1940.4658725475829,-57647385.79539066,-56919816.05615404,-53723841.02791564,-56053708.93720605,2197027.1885045124,-49544.18708176081,-49095.4570172674,-47087.816100782096,-48548.4707534106,1376.8793329186005,-19836.76852292632,-19594.485215797707,-18811.278722092047,-19404.687606472427,564.2051165476104,169230.25375122964,172021.1011614206,172712.11453304248,171284.31728823847,1940.4658725475967,103331.15892835535,103331.15892835535,103331.15892835535,103331.15892835536,0,125291.58691770275,127299.227834188,127747.95789868137,126752.2415703312,1376.8793329185596,78203.77081692053,78203.77081692053,78203.77081692053,78203.77081692053,0,43938.666833526826,44721.87332723252,44964.15663436117,44532.075717907246,564.2051165476481,25127.38811143482,25127.38811143482,25127.38811143482,25127.38811143482,0,0,0,0,0,0,-19836.76852292632,-19594.485215797707,-18811.278722092047,-19404.687606472427,564.2051165476104,0,0,0,0,0,0,0,0,0,0,43938.666833526826,44721.87332723252,44964.15663436117,44532.075717907246,564.2051165476481,25127.38811143482,25127.38811143482,25127.38811143482,25127.38811143482,0
55-64,Male,NHB,Food_price,USD,-1085559.2637750413,-1076952.7785770155,-1031849.6737637932,-1064146.9471330869,30365.826489039555,0,0,0,0,0,-1085559.2637750413,-1076952.7785770155,-1031849.6737637932,-1064146.9471330869,30365.826489039555,-57647385.79539066,-56919816.05615404,-53723841.02791564,-56053708.93720605,2197027.1885045124,-730902.6210697512,-724334.0983838663,-696431.4266750431,-716848.4320600283,19266.16706322385,-354656.6427052899,-352618.6801931485,-335418.2470887487,-347298.51507305785,11124.445527206703,2155998.5309293647,2201101.6357425936,2209708.1209406164,2188295.8042986616,30365.826489042236,1124148.8571655767,1124148.8571655767,1124148.8571655767,1124148.8571655767,0,1484566.981868776,1512469.6535775985,1519038.1762634835,1504983.987253761,19266.167063223453,788135.555193733,788135.555193733,788135.555193733,788135.555193733,0,671431.5490605939,688631.9821649947,690669.9446771352,683311.8170449034,11124.445527206919,336013.3019718445,336013.3019718445,336013.3019718445,336013.3019718445,0,0,0,0,0,0,-354656.6427052899,-352618.6801931485,-335418.2470887487,-347298.51507305785,11124.445527206703,0,0,0,0,0,0,0,0,0,0,671431.5490605939,688631.9821649947,690669.9446771352,683311.8170449034,11124.445527206919,336013.3019718445,336013.3019718445,336013.3019718445,336013.3019718445,0
55-64,Male,NHW,CED,MJ,-18706127.976001512,-18308534.969321735,-17320257.469675105,-18101277.25249126,751165.2598241841,0,0,0,0,0,-18706127.976001512,-18308534.969321735,-17320257.469675105,-18101277.25249126,751165.2598241841,-482294757.74896747,-441203487.6207621,-432919171.2266142,-452714699.4572735,27833666.758533526,-13568570.07730421,-13307357.659671068,-12585925.865535047,-13145877.176687604,535754.9031758065,-5137557.898697288,-5001177.309650663,-4734331.604140062,-4955400.075803653,215895.4554636204,41379505.46177573,42367782.96142231,42765375.96810209,42160525.244591855,751165.2598241551,24059247.992100626,24059247.992100626,24059247.992100626,24059247.992100626,0,30645303.614477392,31366735.408613432,31627947.826246615,31205254.925629973,535754.903175835,18059377.74894239,18059377.74894239,18059377.74894239,18059377.74894239,0,10734201.847298294,11001047.552808892,11137428.141855529,10955270.318961887,215895.45546362316,5999870.243158242,5999870.243158242,5999870.243158242,5999870.243158241,0,0,0,0,0,0,-5137557.898697288,-5001177.309650663,-4734331.604140062,-4955400.075803653,215895.4554636204,0,0,0,0,0,0,0,0,0,0,10734201.847298294,11001047.552808892,11137428.141855529,10955270.318961887,215895.45546362316,5999870.243158242,5999870.243158242,5999870.243158242,5999870.243158241,0
