age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
55-64,Female,HIS,added_sugar,FL,mrh-eq,-49359.05933928927,-46594.1461207545,-46056.30788640384,-47375.57593976647,1865.375933776107,0,0,0,0,0,-49359.05933928927,-46594.1461207545,-46056.30788640384,-47375.57593976647,1865.375933776107,-41205895.94418835,-38897692.9941584,-38448695.24954739,-39550045.69781417,1557251.8531119374,-32785.14334604023,-30948.64002886967,-30591.39854480977,-31467.679268557622,1239.0150501596647,-16573.9159932491,-15645.506091884869,-15464.909341594117,-15907.896671208897,626.3608836164543,85122.39001219015,85660.22824654091,88425.14146507566,86441.65806555284,1865.3759337761358,39066.0821257864,39066.0821257864,39066.0821257864,39066.0821257864,0,56539.76789395157,56897.0093780114,58733.51269518202,57416.048617699395,1239.0150501596765,25948.36934914178,25948.36934914178,25948.36934914178,25948.36934914178,0,28582.622118238753,28763.21886852954,29691.628769893665,29025.60944785352,626.3608836164044,13117.71277664459,13117.71277664459,13117.71277664459,13117.71277664459,0,0,0,0,0,0,-16573.9159932491,-15645.506091884869,-15464.909341594117,-15907.896671208897,626.3608836164543,0,0,0,0,0,0,0,0,0,0,28582.622118238753,28763.21886852954,29691.628769893665,29025.60944785352,626.3608836164044,13117.71277664459,13117.71277664459,13117.71277664459,13117.71277664459,0
55-64,Female,HIS,added_sugar,Food_price,USD,-1403897.0967598166,-1337343.3862589751,-1301822.8845271193,-1348232.2314410752,54544.613924301724,0,0,0,0,0,-1403897.0967598166,-1337343.3862589751,-1301822.8845271193,-1348232.2314410752,54544.613924301724,-41205895.94418835,-38897692.9941584,-38448695.24954739,-39550045.69781417,1557251.8531119374,-932492.8022630133,-888286.673374246,-864693.3400208441,-895519.2332112164,36229.47864484988,-471404.2944968024,-449056.71288472903,-437129.54450627416,-452712.9982298583,18315.13527945172,2395639.10739465,2431159.6091265,2497713.3196273446,2442048.4543086034,54544.61392430047,1093816.222867527,1093816.222867527,1093816.222867527,1093816.222867527,0,1591225.047491841,1614818.380845244,1659024.5097340103,1622050.9406822138,36229.47864484965,726531.707470997,726531.707470997,726531.707470997,726531.7074709969,0,804414.0599028042,816341.22828126,838688.8098933335,819997.5136263891,18315.13527945222,367284.51539653004,367284.51539653004,367284.51539653004,367284.51539653004,0,0,0,0,0,0,-471404.2944968024,-449056.71288472903,-437129.54450627416,-452712.9982298583,18315.13527945172,0,0,0,0,0,0,0,0,0,0,804414.0599028042,816341.22828126,838688.8098933335,819997.5136263891,18315.13527945222,367284.51539653004,367284.51539653004,367284.51539653004,367284.51539653004,0
55-64,Female,HIS,oil,CED,MJ,-11245.288699753924,12765.98583661511,27394.643345140008,9473.839511055763,20535.685103221094,0,0,0,0,0,-11245.288699753924,12765.98583661511,27394.643345140008,9473.839511055763,20535.685103221094,-1205299.2253757264,1368291.4908504244,2936228.965296745,1015430.7042610102,2201068.0213140203,-9395.899653028186,10666.504444251406,22889.347421295228,7915.781244168677,17158.406661473615,-1849.3890467256867,2099.481392363762,4505.295923844836,1558.0582668871386,3377.278441747483,850417.0429870959,865045.700495621,889056.9750319902,868337.8468211802,20535.685103221287,877811.686332236,877811.686332236,877811.686332236,877811.686332236,0,710558.2980103105,722781.140987354,742843.545084634,725531.864187437,17158.40666147368,733447.645431607,733447.645431607,733447.645431607,733447.645431607,0,139858.74497678518,142264.5595082663,146213.42994735565,142805.98263374288,3377.2784417474454,144364.04090063,144364.04090063,144364.04090063,144364.04090063,0,0,0,0,0,0,-1849.3890467256867,2099.481392363762,4505.295923844836,1558.0582668871386,3377.278441747483,0,0,0,0,0,0,0,0,0,0,139858.74497678518,142264.5595082663,146213.42994735565,142805.98263374288,3377.2784417474454,144364.04090063,144364.04090063,144364.04090063,144364.04090063,0
55-64,Female,HIS,oil,FL,mrh-eq,-603.8549119132396,685.5140369160634,1471.050711613669,508.730782834766,1102.7350786783243,0,0,0,0,0,-603.8549119132396,685.5140369160634,1471.050711613669,508.730782834766,1102.7350786783243,-1205299.2253757264,1368291.4908504244,2936228.965296745,1015430.7042610102,2201068.0213140203,-504.5455309163526,572.775077063743,1229.123167921891,425.06542193323503,921.3803593466165,-99.30938099688699,112.73895985231955,241.92754369178053,83.66536090153163,181.35471933170894,45666.10269363099,46451.6393683286,47741.0083171579,46628.422622409904,1102.7350786783231,47137.153405244695,47137.153405244695,47137.153405244695,47137.153405244695,0,38155.90065407816,38812.2487449363,39889.56935291638,38959.958400066804,921.3803593466007,39385.023822,39385.023822,39385.023822,39385.023822,0,7510.202039552885,7639.39062339234,7851.438964241546,7668.46422234313,181.35471933170558,7752.12958324466,7752.12958324466,7752.12958324466,7752.12958324466,0,0,0,0,0,0,-99.30938099688699,112.73895985231955,241.92754369178053,83.66536090153163,181.35471933170894,0,0,0,0,0,0,0,0,0,0,7510.202039552885,7639.39062339234,7851.438964241546,7668.46422234313,181.35471933170558,7752.12958324466,7752.12958324466,7752.12958324466,7752.12958324466,0
55-64,Female,HIS,oil,Food_price,USD,-3069.0529872964635,14102.34775487361,26975.821906483186,12594.303337133084,15866.931922582538,0,0,0,0,0,-3069.0529872964635,14102.34775487361,26975.821906483186,12594.303337133084,15866.931922582538,-1205299.2253757264,1368291.4908504244,2936228.965296745,1015430.7042610102,2201068.0213140203,-2564.3195713681866,11783.089604431281,22539.404941806602,10523.056678668423,13257.472006857211,-504.73341592828467,2319.2581504422697,4436.416964676567,2071.2466584646354,2609.4599157253188,715999.85594366,728873.3300952689,746044.7308374393,730381.3745130099,15866.93192258234,742975.6778501428,742975.6778501428,742975.6778501428,742975.6778501427,0,598247.2284750232,609003.5438123978,623350.952988198,610263.5767381612,13257.472006857288,620786.6334168294,620786.6334168294,620786.6334168294,620786.6334168294,0,117752.62746863689,119869.786282871,122693.77784924205,120117.79777484888,2609.459915725497,122189.04443331341,122189.04443331341,122189.04443331341,122189.04443331341,0,0,0,0,0,0,-504.73341592828467,2319.2581504422697,4436.416964676567,2071.2466584646354,2609.4599157253188,0,0,0,0,0,0,0,0,0,0,117752.62746863689,119869.786282871,122693.77784924205,120117.79777484888,2609.459915725497,122189.04443331341,122189.04443331341,122189.04443331341,122189.04443331341,0
55-64,Female,HIS,sat_fat,CED,MJ,-2225572.658941043,-2184952.330141679,-2123400.112146511,-2177607.8076168355,54149.882568255314,0,0,0,0,0,-2225572.658941043,-2184952.330141679,-2123400.112146511,-2177607.8076168355,54149.882568255314,-42025976.41616294,-41258933.842522204,-40096629.81643913,-41120245.61359507,1022524.1034522105,-1733386.3863150263,-1701749.259274682,-1653809.338602268,-1696028.9808072892,42174.61464907906,-492186.2726260117,-483203.070867004,-469590.7735442458,-481578.82680954767,11975.26791917294,4873207.213183318,4934759.43117849,4975379.759977839,4927414.90865364,54149.88256825018,2749807.101036796,2749807.101036796,2749807.101036796,2749807.101036796,0,3795495.5130709796,3843435.43374338,3875072.5607837373,3837715.155275997,42174.61464907774,2141686.174468712,2141686.174468712,2141686.174468712,2141686.174468712,0,1077711.7001123398,1091323.9974350971,1100307.1991941046,1089699.7533776409,11975.267919172427,608120.9265680941,608120.9265680941,608120.9265680941,608120.9265680941,0,0,0,0,0,0,-492186.2726260117,-483203.070867004,-469590.7735442458,-481578.82680954767,11975.26791917294,0,0,0,0,0,0,0,0,0,0,1077711.7001123398,1091323.9974350971,1100307.1991941046,1089699.7533776409,11975.267919172427,608120.9265680941,608120.9265680941,608120.9265680941,608120.9265680941,0
55-64,Female,HIS,sat_fat,FL,mrh-eq,-59606.28287057218,-58518.3710475261,-56869.85200125202,-58321.66675867417,1450.2663864082785,0,0,0,0,0,-59606.28287057218,-58518.3710475261,-56869.85200125202,-58321.66675867417,1450.2663864082785,-42025976.41616294,-41258933.842522204,-40096629.81643913,-41120245.61359507,1022524.1034522105,-46424.329869263376,-45577.0101756092,-44293.06176758355,-45423.807117935,1129.5394021988811,-13181.95300130877,-12941.36087191695,-12576.790233668422,-12897.859640739158,320.7269842094143,130516.41628906822,132164.9353353424,133252.84715838847,131968.23104649043,1450.2663864083288,73646.56428781629,73646.56428781629,73646.56428781629,73646.56428781629,0,101652.65927275634,102936.60768078199,103783.92737443629,102783.40462310782,1129.5394021989316,57359.5975051728,57359.5975051728,57359.5975051728,57359.5975051728,0,28863.75701631189,29228.327654560402,29468.919783952253,29184.82642338263,320.72698420941975,16286.966782643449,16286.966782643449,16286.966782643449,16286.96678264345,0,0,0,0,0,0,-13181.95300130877,-12941.36087191695,-12576.790233668422,-12897.859640739158,320.7269842094143,0,0,0,0,0,0,0,0,0,0,28863.75701631189,29228.327654560402,29468.919783952253,29184.82642338263,320.72698420941975,16286.966782643449,16286.966782643449,16286.966782643449,16286.96678264345,0
55-64,Female,HIS,sat_fat,Food_price,USD,-223470.9707853845,-219892.9067438024,-218359.50687797848,-220610.33277038424,2761.057537932182,0,0,0,0,0,-223470.9707853845,-219892.9067438024,-218359.50687797848,-220610.33277038424,2761.057537932182,-42025976.41616294,-41258933.842522204,-40096629.81643913,-41120245.61359507,1022524.1034522105,-174050.27732516348,-171263.503559712,-170069.21567990826,-171822.27053713225,2150.44857280096,-49420.693460221315,-48629.403184090086,-48290.29119807015,-48788.06223325195,610.6089651314753,496747.7932829867,498281.1931488107,501859.2571903929,498998.6191753925,2761.0575379322718,278388.2864050083,278388.2864050083,278388.2864050083,278388.2864050083,0,386891.8225830757,388086.11046287935,390872.8842283309,388644.87744029966,2150.4485728009836,216822.6069031673,216822.6069031673,216822.6069031673,216822.6069031673,0,109855.9706999109,110195.0826859308,110986.37296206203,110353.74173509267,610.6089651314427,61565.67950184072,61565.67950184072,61565.67950184072,61565.67950184072,0,0,0,0,0,0,-49420.693460221315,-48629.403184090086,-48290.29119807015,-48788.06223325195,610.6089651314753,0,0,0,0,0,0,0,0,0,0,109855.9706999109,110195.0826859308,110986.37296206203,110353.74173509267,610.6089651314427,61565.67950184072,61565.67950184072,61565.67950184072,61565.67950184072,0
55-64,Female,NHB,added_sugar,CED,MJ,-1351204.2618814353,-1341889.744411912,-1236507.7538490007,-1308181.8591159864,67054.38473778205,0,0,0,0,0,-1351204.2618814353,-1341889.744411912,-1236507.7538490007,-1308181.8591159864,67054.38473778205,-53574552.14743531,-53205236.3334041,-49026894.75464683,-51868736.065079175,2658671.7739080964,-897371.230128123,-891185.207603271,-821198.1825674607,-868798.8909327593,44532.62723863967,-453833.03175331117,-450704.53680864203,-415309.57128154096,-439382.96818322735,22521.757499141713,2085654.5632452369,2191036.5538081517,2200351.071277673,2157328.668512224,67054.38473778352,849146.8093962399,849146.8093962399,849146.8093962399,849146.8093962399,0,1385139.5039530627,1455126.5289888731,1461312.5515137261,1432740.2123183617,44532.627238640074,563941.321385604,563941.321385604,563941.321385604,563941.321385604,0,700515.0592921779,735910.0248192779,739038.5197639482,724588.456193864,22521.757499141437,285205.488010637,285205.488010637,285205.488010637,285205.488010637,0,0,0,0,0,0,-453833.03175331117,-450704.53680864203,-415309.57128154096,-439382.96818322735,22521.757499141713,0,0,0,0,0,0,0,0,0,0,700515.0592921779,735910.0248192779,739038.5197639482,724588.456193864,22521.757499141437,285205.488010637,285205.488010637,285205.488010637,285205.488010637,0
55-64,Female,NHB,added_sugar,FL,mrh-eq,-60975.50150473843,-60555.1672962095,-55799.61707673808,-59034.0388713174,3025.948668771017,0,0,0,0,0,-60975.50150473843,-60555.1672962095,-55799.61707673808,-59034.0388713174,3025.948668771017,-53574552.14743531,-53205236.3334041,-49026894.75464683,-51868736.065079175,2658671.7739080964,-40495.47676588648,-40216.3214698195,-37058.032178723646,-39206.09901542341,2009.6142054930137,-20480.02473885207,-20338.84582639016,-18741.58489801444,-19827.939855894085,1016.3344632780833,94118.88087330808,98874.4310927795,99294.76530130843,97353.3026678874,3025.9486687710128,38319.26379657,38319.26379657,38319.26379657,38319.26379657,0,62506.88980950974,65665.1791006055,65944.33439667257,64654.956646209466,2009.6142054929855,25448.85763078608,25448.85763078608,25448.85763078608,25448.85763078608,0,31611.99106379835,33209.251992174,33350.43090463587,32698.346021677935,1016.3344632780269,12870.406165783861,12870.406165783861,12870.406165783861,12870.406165783861,0,0,0,0,0,0,-20480.02473885207,-20338.84582639016,-18741.58489801444,-19827.939855894085,1016.3344632780833,0,0,0,0,0,0,0,0,0,0,31611.99106379835,33209.251992174,33350.43090463587,32698.346021677935,1016.3344632780269,12870.406165783861,12870.406165783861,12870.406165783861,12870.406165783861,0
55-64,Female,NHB,added_sugar,Food_price,USD,-2402060.654124416,-2381737.94747706,-2183450.5435390584,-2319294.1940417453,127132.80179396327,0,0,0,0,0,-2402060.654124416,-2381737.94747706,-2183450.5435390584,-2319294.1940417453,127132.80179396327,-53574552.14743531,-53205236.3334041,-49026894.75464683,-51868736.065079175,2658671.7739080964,-1595273.3312375655,-1581776.473080626,-1450088.4547620646,-1540305.8905677765,84432.32600275443,-806787.322886852,-799961.47439644,-733362.088776996,-778988.3034739727,42700.47579120965,3673205.8176278626,3871493.22156588,3891815.928213226,3809049.468130557,127132.80179396969,1489755.274088809,1489755.274088809,1489755.274088809,1489755.274088809,0,2439475.152697336,2571163.1710158903,2584660.0291728317,2529692.5885030436,84432.32600275082,989386.697935268,989386.697935268,989386.697935268,989386.6979352679,0,1233730.664930537,1300330.0505499812,1307155.8990403933,1279356.8796275137,42700.475791209785,500368.576153541,500368.576153541,500368.576153541,500368.576153541,0,0,0,0,0,0,-806787.322886852,-799961.47439644,-733362.088776996,-778988.3034739727,42700.47579120965,0,0,0,0,0,0,0,0,0,0,1233730.664930537,1300330.0505499812,1307155.8990403933,1279356.8796275137,42700.475791209785,500368.576153541,500368.576153541,500368.576153541,500368.576153541,0
55-64,Female,NHB,oil,CED,MJ,-177121.76696653367,-131811.27230022498,-118542.0623081977,-143053.82832628864,32332.228113853733,0,0,0,0,0,-177121.76696653367,-131811.27230022498,-118542.0623081977,-143053.82832628864,32332.228113853733,-19175065.44990512,-14269786.354771659,-12833271.947630871,-15486896.771611193,3500261.9996532896,-148015.94974629584,-110151.17447688861,-99062.44860772957,-119546.27952960727,27019.183094476237,-29105.817220237444,-21660.0978233363,-19479.613700468104,-23507.548796681192,5313.045019377289,1015476.6880888196,1028745.898080847,1074056.3927471552,1039988.4541069105,32332.22811385336,896934.625780622,896934.625780622,896934.625780622,896934.625780622,0,848606.8596023534,859695.585471513,897560.3607409198,869090.6905242313,27019.183094476182,749544.410994624,749544.410994624,749544.410994624,749544.4109946241,0,166869.82848646602,169050.3126093343,176496.03200623515,170897.76358267906,5313.0450193771485,147390.214785998,147390.214785998,147390.214785998,147390.214785998,0,0,0,0,0,0,-29105.817220237444,-21660.0978233363,-19479.613700468104,-23507.548796681192,5313.045019377289,0,0,0,0,0,0,0,0,0,0,166869.82848646602,169050.3126093343,176496.03200623515,170897.76358267906,5313.0450193771485,147390.214785998,147390.214785998,147390.214785998,147390.214785998,0
55-64,Female,NHB,oil,FL,mrh-eq,-8801.355041506453,-6549.83193684018,-5890.471823962564,-7108.485618169533,1606.620257840867,0,0,0,0,0,-8801.355041506453,-6549.83193684018,-5890.471823962564,-7108.485618169533,1606.620257840867,-19175065.44990512,-14269786.354771659,-12833271.947630871,-15486896.771611193,3500261.9996532896,-7355.058318546908,-5473.52034373732,-4922.510634406426,-5940.3723667123,1342.6098181986106,-1446.2967229595497,-1076.311593102869,-967.9611895561522,-1168.113251457242,264.01043964225147,50460.036738068164,51119.396850945705,53370.91995561203,51678.050532275105,1606.6202578408709,44569.5649141056,44569.5649141056,44569.5649141056,44569.5649141056,0,42168.11061640642,42719.1203257373,44600.65830054694,43185.972348712305,1342.6098181986345,37245.599982,37245.599982,37245.599982,37245.599982,0,8291.926121661709,8400.27652520843,8770.261655065106,8492.0781835628,264.0104396422502,7323.96493210556,7323.96493210556,7323.96493210556,7323.9649321055595,0,0,0,0,0,0,-1446.2967229595497,-1076.311593102869,-967.9611895561522,-1168.113251457242,264.01043964225147,0,0,0,0,0,0,0,0,0,0,8291.926121661709,8400.27652520843,8770.261655065106,8492.0781835628,264.0104396422502,7323.96493210556,7323.96493210556,7323.96493210556,7323.9649321055595,0
55-64,Female,NHB,oil,Food_price,USD,-137433.57404459818,-87595.9206302604,-72628.52641475742,-99831.09929651821,35715.89129761406,0,0,0,0,0,-137433.57404459818,-87595.9206302604,-72628.52641475742,-99831.09929651821,35715.89129761406,-19175065.44990512,-14269786.354771659,-12833271.947630871,-15486896.771611193,3500261.9996532896,-114849.58250830202,-73201.58108200753,-60693.7278238958,-83426.19447435236,29846.82042185532,-22583.991536296446,-14394.33954825285,-11934.79859086166,-16404.904822165976,5869.070875758897,777697.1860642314,792664.5802797346,842502.2336940727,804899.7589459923,35715.891297614355,705068.6596494747,705068.6596494747,705068.6596494747,705068.6596494747,0,649900.853981821,662408.7072399323,704056.7086662267,672633.3206322772,29846.8204218551,589207.1261579248,589207.1261579248,589207.1261579248,589207.1261579248,0,127796.33208241055,130255.8730398023,138445.52502784514,132266.43831371496,5869.0708757586835,115861.53349154898,115861.53349154898,115861.53349154898,115861.53349154898,0,0,0,0,0,0,-22583.991536296446,-14394.33954825285,-11934.79859086166,-16404.904822165976,5869.070875758897,0,0,0,0,0,0,0,0,0,0,127796.33208241055,130255.8730398023,138445.52502784514,132266.43831371496,5869.0708757586835,115861.53349154898,115861.53349154898,115861.53349154898,115861.53349154898,0
55-64,Female,NHB,sat_fat,CED,MJ,-2016783.0787315678,-1979753.4611842139,-1977270.4950878315,-1991875.0932722737,23295.452548214194,0,0,0,0,0,-2016783.0787315678,-1979753.4611842139,-1977270.4950878315,-1991875.0932722737,23295.452548214194,-41884428.79987284,-41115399.9459497,-41063833.85648108,-41367141.26681093,483798.54725385027,-1527699.4942324052,-1499649.810260302,-1497768.9802941806,-1508831.8642974887,17646.14719903501,-489083.58449915936,-480103.650923914,-479501.5147936491,-483043.22897478426,5649.305349177469,4630828.689269866,4633311.65536625,4670341.272913606,4645433.28745431,23295.45254821587,2653558.19418204,2653558.19418204,2653558.19418204,2653558.19418204,0,3507821.3026876086,3509702.13265373,3537751.8166258335,3518884.186690917,17646.147199035084,2010052.322393427,2010052.322393427,2010052.322393427,2010052.322393427,0,1123007.3865822563,1123609.522712521,1132589.4562877682,1126549.100763392,5649.305349178558,643505.871788608,643505.871788608,643505.871788608,643505.871788608,0,0,0,0,0,0,-489083.58449915936,-480103.650923914,-479501.5147936491,-483043.22897478426,5649.305349177469,0,0,0,0,0,0,0,0,0,0,1123007.3865822563,1123609.522712521,1132589.4562877682,1126549.100763392,5649.305349178558,643505.871788608,643505.871788608,643505.871788608,643505.871788608,0
55-64,Female,NHB,sat_fat,FL,mrh-eq,-54506.845916288854,-53506.0602198609,-53438.95401897185,-53833.66706040086,629.5975288498688,0,0,0,0,0,-54506.845916288854,-53506.0602198609,-53438.95401897185,-53833.66706040086,629.5975288498688,-41884428.79987284,-41115399.9459497,-41063833.85648108,-41367141.26681093,483798.54725385027,-41288.565843625634,-40530.4774709139,-40479.64497919024,-40778.63742915533,476.91585502539294,-13218.280072663281,-12975.58274894699,-12959.309039781585,-13055.029631245547,152.68167382452413,125155.68406569264,125222.7902665817,126223.57596300975,125550.3971071217,629.5975288499279,71716.7300467208,71716.7300467208,71716.7300467208,71716.7300467208,0,94804.58124813445,94855.4137398581,95613.50211256984,95103.57369809953,476.9158550253967,54324.936268944206,54324.936268944206,54324.936268944206,54324.936268944206,0,30351.102817558203,30367.3765267236,30610.073850439912,30446.823409022167,152.6816738245317,17391.793777776642,17391.793777776642,17391.793777776642,17391.793777776642,0,0,0,0,0,0,-13218.280072663281,-12975.58274894699,-12959.309039781585,-13055.029631245547,152.68167382452413,0,0,0,0,0,0,0,0,0,0,30351.102817558203,30367.3765267236,30610.073850439912,30446.823409022167,152.6816738245317,17391.793777776642,17391.793777776642,17391.793777776642,17391.793777776642,0
55-64,Female,NHB,sat_fat,Food_price,USD,-246599.3931510633,-242246.8258808937,-239511.10540213145,-242814.1405445454,3762.8899816526628,0,0,0,0,0,-246599.3931510633,-242246.8258808937,-239511.10540213145,-242814.1405445454,3762.8899816526628,-41884428.79987284,-41115399.9459497,-41063833.85648108,-41367141.26681093,483798.54725385027,-186797.36664184922,-183500.32647556943,-181428.0367802425,-183930.0634829213,2850.3636223675003,-59802.02650921416,-58746.49940532399,-58083.06862188935,-58884.07706162418,912.5263592850176,561784.0943096469,564519.8147884086,568872.3820585783,565087.1294520606,3762.8899816524936,322272.9889075149,322272.9889075149,322272.9889075149,322272.9889075149,0,425547.6386109091,427619.9283062369,430916.96847251576,428049.66531358816,2850.363622367397,244119.60183066753,244119.60183066753,244119.60183066753,244119.6018306675,0,136236.45569873735,136899.8864821718,137955.41358606258,137037.46413847225,912.5263592852658,78153.3870768481,78153.3870768481,78153.3870768481,78153.3870768481,0,0,0,0,0,0,-59802.02650921416,-58746.49940532399,-58083.06862188935,-58884.07706162418,912.5263592850176,0,0,0,0,0,0,0,0,0,0,136236.45569873735,136899.8864821718,137955.41358606258,137037.46413847225,912.5263592852658,78153.3870768481,78153.3870768481,78153.3870768481,78153.3870768481,0
55-64,Female,NHW,added_sugar,CED,MJ,-5902004.198734897,-5702081.89413094,-5213653.757797101,-5600851.777734491,372745.8695230984,0,0,0,0,0,-5902004.198734897,-5702081.89413094,-5213653.757797101,-5600851.777734491,372745.8695230984,-236056401.790864,-228060314.6527591,-208525155.99917793,-224011517.62978497,14908333.8098763,-3911766.829027466,-3779261.08806238,-3455537.6684002895,-3712167.165712554,247050.81171748505,-1990237.369707422,-1922820.806068569,-1758116.0893968088,-1888684.612021935,125695.05780561226,9880048.477483332,10368476.61381718,10568398.918421138,10267246.497420726,372745.8695231036,4666394.71968624,4666394.71968624,4666394.71968624,4666394.71968624,0,6548359.608366096,6872083.02802818,7004588.768993276,6804989.10567836,247050.81171748514,3092821.939965797,3092821.939965797,3092821.939965797,3092821.939965797,0,3331688.8691172376,3496393.585788998,3563810.1494278614,3462257.3917423673,125695.05780561663,1573572.7797204289,1573572.7797204289,1573572.7797204289,1573572.7797204286,0,0,0,0,0,0,-1990237.369707422,-1922820.806068569,-1758116.0893968088,-1888684.612021935,125695.05780561226,0,0,0,0,0,0,0,0,0,0,3331688.8691172376,3496393.585788998,3563810.1494278614,3462257.3917423673,125695.05780561663,1573572.7797204289,1573572.7797204289,1573572.7797204289,1573572.7797204286,0
55-64,Female,NHW,added_sugar,FL,mrh-eq,-284528.93150380533,-274890.9038445001,-251344.337107517,-270010.7146944377,17969.65579939771,0,0,0,0,0,-284528.93150380533,-274890.9038445001,-251344.337107517,-270010.7146944377,17969.65579939771,-236056401.790864,-228060314.6527591,-208525155.99917793,-224011517.62978497,14908333.8098763,-188581.84417994655,-182193.892625625,-166587.55355881236,-178959.3706914176,11910.03955913674,-95947.08732385859,-92697.0112188747,-84756.783548705,-91051.34400302003,6059.616240260622,476305.936398131,499852.503135114,509490.5307944184,494972.31398505135,17969.655799397282,224961.59929061442,224961.59929061442,224961.59929061442,224961.5992906144,0,315688.99304925243,331295.33211606496,337683.28367038677,328060.81018185767,11910.03955913679,149101.4394904401,149101.4394904401,149101.4394904401,149101.4394904401,0,160616.943348879,168557.17101904852,171807.2471240322,166911.50380319383,6059.616240260426,75860.159800174,75860.159800174,75860.159800174,75860.159800174,0,0,0,0,0,0,-95947.08732385859,-92697.0112188747,-84756.783548705,-91051.34400302003,6059.616240260622,0,0,0,0,0,0,0,0,0,0,160616.943348879,168557.17101904852,171807.2471240322,166911.50380319383,6059.616240260426,75860.159800174,75860.159800174,75860.159800174,75860.159800174,0
