age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Male,OTH,added_sugar,FL,mrh-eq,-36253.066691937616,-36085.944434766105,-33390.72002925361,-35198.8910493833,1691.0602411244367,0,0,0,0,0,-36253.066691937616,-36085.944434766105,-33390.72002925361,-35198.8910493833,1691.0602411244367,-32233572.441993434,-32084979.5676587,-29688583.371420868,-31296276.6476927,1503566.9464669193,-24050.207224399415,-23939.3386749622,-22151.33254517315,-23350.86934852296,1121.8457620036772,-12202.85946753826,-12146.60575980391,-11239.387484080435,-11848.021700860358,569.2144791207918,81136.6289124573,83831.8533179697,83998.97557514122,82944.79993258695,1691.0602411243783,47745.9088832037,47745.9088832037,47745.9088832037,47745.9088832037,0,53825.86679950448,55613.8729292936,55724.741478730815,55025.40360285433,1121.845762003719,31674.5342543314,31674.5342543314,31674.5342543314,31674.5342543314,0,27310.76211295264,28217.980388676202,28274.2340964105,27919.3963297326,569.2144791208287,16071.37462887225,16071.37462887225,16071.37462887225,16071.374628872252,0,0,0,0,0,0,-12202.85946753826,-12146.60575980391,-11239.387484080435,-11848.021700860358,569.2144791207918,0,0,0,0,0,0,0,0,0,0,27310.76211295264,28217.980388676202,28274.2340964105,27919.3963297326,569.2144791208287,16071.37462887225,16071.37462887225,16071.37462887225,16071.374628872252,0
20-34,Male,OTH,added_sugar,Food_price,USD,-1526192.4600895105,-1478854.574567839,-1436845.1136949128,-1480724.1972516093,47052.78565902212,0,0,0,0,0,-1526192.4600895105,-1478854.574567839,-1436845.1136949128,-1480724.1972516093,47052.78565902212,-32233572.441993434,-32084979.5676587,-29688583.371420868,-31296276.6476927,1503566.9464669193,-1012472.8272334449,-981068.974808062,-953199.9879451105,-982309.2785141781,31214.71778376497,-513719.6328560705,-497785.599759778,-483645.1257497985,-498414.9187374317,15838.06787526165,3451345.9980101995,3493355.45888313,3540693.3444048143,3495225.0815669033,47052.78565903082,2014500.884315289,2014500.884315289,2014500.884315289,2014500.8843152889,0,2289615.583712989,2317484.570575944,2348888.4230013276,2318724.8742820597,31214.717783767323,1336415.59576788,1336415.59576788,1336415.59576788,1336415.59576788,0,1161730.4142972096,1175870.888307189,1191804.9214034805,1176500.2072848424,15838.067875261144,678085.2885474099,678085.2885474099,678085.2885474099,678085.2885474099,0,0,0,0,0,0,-513719.6328560705,-497785.599759778,-483645.1257497985,-498414.9187374317,15838.06787526165,0,0,0,0,0,0,0,0,0,0,1161730.4142972096,1175870.888307189,1191804.9214034805,1176500.2072848424,15838.067875261144,678085.2885474099,678085.2885474099,678085.2885474099,678085.2885474099,0
20-34,Male,OTH,oil,CED,MJ,35698.885011604434,57243.0526143463,59425.24858037987,50449.37835585216,13804.153597129158,0,0,0,0,0,35698.885011604434,57243.0526143463,59425.24858037987,50449.37835585216,13804.153597129158,3891552.5612125937,6240092.59506491,6477974.8229811415,5499510.908771547,1504797.3982609732,29878.953620356308,47910.8104803747,49737.24657322331,42224.69793049057,11553.684798918039,5819.931391248148,9332.24213397162,9688.00200715658,8224.680425361616,2250.468798211118,1060749.4948937888,1062931.690859823,1084475.8584625649,1069725.365118317,13804.153597129367,1120174.7434741692,1120174.7434741692,1120174.7434741692,1120174.7434741692,0,887817.223155437,889643.659248285,907675.5161083043,895329.7717981697,11553.684798918366,937554.4697286601,937554.4697286601,937554.4697286601,937554.4697286602,0,172932.27173835266,173288.03161153768,176800.34235426114,174395.59332014766,2250.468798211147,182620.2737455093,182620.2737455093,182620.2737455093,182620.2737455093,0,0,0,0,0,0,5819.931391248148,9332.24213397162,9688.00200715658,8224.680425361616,2250.468798211118,0,0,0,0,0,0,0,0,0,0,172932.27173835266,173288.03161153768,176800.34235426114,174395.59332014766,2250.468798211147,182620.2737455093,182620.2737455093,182620.2737455093,182620.2737455093,0
20-34,Male,OTH,oil,FL,mrh-eq,1891.2945447493173,3032.68500120154,3148.295763968839,2672.76230166297,731.3315355548349,0,0,0,0,0,1891.2945447493173,3032.68500120154,3148.295763968839,2672.76230166297,731.3315355548349,3891552.5612125937,6240092.59506491,6477974.8229811415,5499510.908771547,1504797.3982609732,1582.9598590160035,2538.27127840536,2635.034205808141,2237.02619349779,612.1037400704174,308.33468573331896,494.413722796185,513.2615581606987,435.73610816518413,119.22779548441571,56197.54601260185,56313.156775369105,57454.54723182126,56673.07947490767,731.3315355547822,59345.841776570596,59345.841776570596,59345.841776570596,59345.841776570596,0,47035.75112619188,47132.5140535946,48087.82547298399,47433.7591385022,612.1037400704179,49670.785332,49670.785332,49670.785332,49670.785332,0,9161.794886409925,9180.64272177444,9366.721758837306,9239.32033640544,119.22779548441551,9675.05644457062,9675.05644457062,9675.05644457062,9675.05644457062,0,0,0,0,0,0,308.33468573331896,494.413722796185,513.2615581606987,435.73610816518413,119.22779548441571,0,0,0,0,0,0,0,0,0,0,9161.794886409925,9180.64272177444,9366.721758837306,9239.32033640544,119.22779548441551,9675.05644457062,9675.05644457062,9675.05644457062,9675.05644457062,0
20-34,Male,OTH,oil,Food_price,USD,43160.785694282145,49057.9210800706,68322.94881848404,53748.4096248513,13852.220655993306,0,0,0,0,0,43160.785694282145,49057.9210800706,68322.94881848404,53748.4096248513,13852.220655993306,3891552.5612125937,6240092.59506491,6477974.8229811415,5499510.908771547,1504797.3982609732,36124.35272301621,41060.0876802189,57184.36915578372,44985.89347613544,11593.915563044173,7036.4329712659755,7997.83339985172,11138.579662700333,8762.516148715884,2258.3050929491187,807837.2292973645,827102.257035777,832999.3924215656,822411.7684909966,13852.220655992758,876160.178115848,876160.178115848,876160.178115848,876160.178115848,0,676136.8345013257,692261.115976891,697196.8509340937,688335.3101809743,11593.915563044422,733321.20365711,733321.20365711,733321.20365711,733321.2036571099,0,131700.39479603776,134841.141058886,135802.54148747184,134076.458310022,2258.3050929489427,142838.974458738,142838.974458738,142838.974458738,142838.974458738,0,0,0,0,0,0,7036.4329712659755,7997.83339985172,11138.579662700333,8762.516148715884,2258.3050929491187,0,0,0,0,0,0,0,0,0,0,131700.39479603776,134841.141058886,135802.54148747184,134076.458310022,2258.3050929489427,142838.974458738,142838.974458738,142838.974458738,142838.974458738,0
20-34,Male,OTH,sat_fat,CED,MJ,-2480431.3963669254,-2406098.46406697,-2375599.244462848,-2421478.7141356836,56759.79630972004,0,0,0,0,0,-2480431.3963669254,-2406098.46406697,-2375599.244462848,-2421478.7141356836,56759.79630972004,-50813324.451157294,-49290563.7685214,-48665766.50804439,-49605638.65348943,1162763.0378697666,-1886502.3650124124,-1829968.1456876812,-1806771.8379814946,-1841665.6585362933,43168.89801215137,-593929.0313545103,-576130.318379294,-568827.4064813571,-579813.055599392,13590.898297564825,5750202.453145618,5780701.67274974,5855034.605049697,5796081.922818453,56759.79630972056,3374603.20868277,3374603.20868277,3374603.20868277,3374603.20868277,0,4373340.275827856,4396536.58353404,4453070.802858773,4408234.096382653,43168.89801215123,2566568.43784636,2566568.43784636,2566568.43784636,2566568.43784636,0,1376862.1773177648,1384165.089215702,1401963.8021909182,1387847.8264358,13590.898297564776,808034.770836408,808034.770836408,808034.770836408,808034.7708364079,0,0,0,0,0,0,-593929.0313545103,-576130.318379294,-568827.4064813571,-579813.055599392,13590.898297564825,0,0,0,0,0,0,0,0,0,0,1376862.1773177648,1384165.089215702,1401963.8021909182,1387847.8264358,13590.898297564776,808034.770836408,808034.770836408,808034.770836408,808034.7708364079,0
20-34,Male,OTH,sat_fat,FL,mrh-eq,-67579.13004049225,-65553.9359933814,-64722.98750160711,-65972.96952156967,1546.415539451878,0,0,0,0,0,-67579.13004049225,-65553.9359933814,-64722.98750160711,-65972.96952156967,1546.415539451878,-50813324.451157294,-49290563.7685214,-48665766.50804439,-49605638.65348943,1162763.0378697666,-51397.58706231562,-49857.317347507196,-49225.33603279247,-50176.015031750605,1176.1327391441032,-16181.542978176629,-15696.618645874081,-15497.651468814534,-15796.954489818992,370.2828003078443,156663.7480518335,157494.6965436078,159519.89059071877,157913.7300717961,1546.4155394519487,91940.76055022649,91940.76055022649,91940.76055022649,91940.76055022649,0,119151.26201207517,119783.2433267899,121323.51304159833,120101.9410110333,1176.1327391441052,69925.9259792827,69925.9259792827,69925.9259792827,69925.9259792827,0,37512.48603975835,37711.4532168179,38196.377549120516,37811.78906076283,370.28280030788767,22014.8345709438,22014.8345709438,22014.8345709438,22014.8345709438,0,0,0,0,0,0,-16181.542978176629,-15696.618645874081,-15497.651468814534,-15796.954489818992,370.2828003078443,0,0,0,0,0,0,0,0,0,0,37512.48603975835,37711.4532168179,38196.377549120516,37811.78906076283,370.28280030788767,22014.8345709438,22014.8345709438,22014.8345709438,22014.8345709438,0
20-34,Male,OTH,sat_fat,Food_price,USD,-343550.4978620691,-340907.22032857256,-334945.7265733895,-339742.93393499835,4639.714004834697,0,0,0,0,0,-343550.4978620691,-340907.22032857256,-334945.7265733895,-339742.93393499835,4639.714004834697,-50813324.451157294,-49290563.7685214,-48665766.50804439,-49605638.65348943,1162763.0378697666,-261288.75310450766,-259278.3974358808,-254744.35868575392,-258392.89460026674,3528.7536901533003,-82261.74475756177,-81628.8228926917,-80201.36788763582,-81350.03933473177,1110.9603146813897,817944.4354568821,823905.929212064,826549.2067455619,822741.6428184906,4639.71400483465,482998.70888349274,482998.70888349274,482998.70888349274,482998.70888349274,0,622091.0258587498,626625.064608877,628635.4202775034,625739.5617732626,3528.753690153335,367346.667172996,367346.667172996,367346.667172996,367346.66717299604,0,195853.40959813228,197280.86460318748,197913.78646805795,197002.0810452279,1110.9603146811828,115652.04171049621,115652.04171049621,115652.04171049621,115652.04171049623,0,0,0,0,0,0,-82261.74475756177,-81628.8228926917,-80201.36788763582,-81350.03933473177,1110.9603146813897,0,0,0,0,0,0,0,0,0,0,195853.40959813228,197280.86460318748,197913.78646805795,197002.0810452279,1110.9603146811828,115652.04171049621,115652.04171049621,115652.04171049621,115652.04171049623,0
35-44,Female,HIS,added_sugar,CED,MJ,-1296051.7649431375,-1272347.6686876721,-1202543.4642514712,-1256172.192133028,51169.72181981949,0,0,0,0,0,-1296051.7649431375,-1272347.6686876721,-1202543.4642514712,-1256172.192133028,51169.72181981949,-52286866.60604449,-51330567.6738173,-48514443.17584486,-50677997.2998716,2064349.9676717906,-861288.9089734423,-845536.393715715,-799148.1330714696,-834787.0093695683,34004.74816729366,-434762.85596969613,-426811.274971958,-403395.3311800005,-421385.18276346003,17164.97365252691,2508510.0066481265,2578314.211084335,2602018.307339795,2562138.7345296866,51169.721819821396,1305966.542396661,1305966.542396661,1305966.542396661,1305966.542396661,0,1667025.88987232,1713414.150516571,1729166.6657742956,1702664.7661704216,34004.74816729586,867877.7568008539,867877.7568008539,867877.7568008539,867877.756800854,0,841484.1167758075,864900.060567765,872851.6415655032,859473.968359267,17164.973652526936,438088.785595807,438088.785595807,438088.785595807,438088.785595807,0,0,0,0,0,0,-434762.85596969613,-426811.274971958,-403395.3311800005,-421385.18276346003,17164.97365252691,0,0,0,0,0,0,0,0,0,0,841484.1167758075,864900.060567765,872851.6415655032,859473.968359267,17164.973652526936,438088.785595807,438088.785595807,438088.785595807,438088.785595807,0
35-44,Female,HIS,added_sugar,FL,mrh-eq,-64755.34967752165,-63571.0088330187,-60083.34283888624,-62762.8245699908,2556.621054012743,0,0,0,0,0,-64755.34967752165,-63571.0088330187,-60083.34283888624,-62762.8245699908,2556.621054012743,-52286866.60604449,-51330567.6738173,-48514443.17584486,-50677997.2998716,2064349.9676717906,-43033.053140738826,-42246.001526439,-39928.27925623169,-41708.92410331357,1698.9980013381842,-21722.296536782855,-21325.00730657973,-20155.063582654526,-21053.90046667725,857.6230526745921,125334.07001470243,128821.73600883479,130006.07685333774,128013.55174580694,2556.6210540126863,65250.72717581609,65250.72717581609,65250.72717581609,65250.7271758161,0,83290.53463763467,85608.25690784189,86395.30852214174,85071.1794847165,1698.9980013381319,43362.255381402996,43362.255381402996,43362.255381402996,43362.255381402996,0,42043.53537706775,43213.479100993005,43610.76833119613,42942.3722610905,857.6230526746212,21888.47179441313,21888.47179441313,21888.47179441313,21888.47179441313,0,0,0,0,0,0,-21722.296536782855,-21325.00730657973,-20155.063582654526,-21053.90046667725,857.6230526745921,0,0,0,0,0,0,0,0,0,0,42043.53537706775,43213.479100993005,43610.76833119613,42942.3722610905,857.6230526746212,21888.47179441313,21888.47179441313,21888.47179441313,21888.47179441313,0
35-44,Female,HIS,added_sugar,Food_price,USD,-2273438.8646705905,-2063239.0468291799,-2026597.6619620025,-2124136.7426096126,140212.958898455,0,0,0,0,0,-2273438.8646705905,-2063239.0468291799,-2026597.6619620025,-2124136.7426096126,140212.958898455,-52286866.60604449,-51330567.6738173,-48514443.17584486,-50677997.2998716,2064349.9676717906,-1510809.77807693,-1371121.860763696,-1346771.893232182,-1411591.3168274574,93178.27393945852,-762629.0865936631,-692117.186065483,-679825.76872982,-712545.4257821557,47034.6849589986,4284666.883539858,4321308.26840704,4531508.086248447,4382205.964187469,140212.95889845485,2258069.221577859,2258069.221577859,2258069.221577859,2258069.221577859,0,2847367.802165361,2871717.76969688,3011405.6870101145,2912187.22576064,93178.2739394606,1500595.908933183,1500595.908933183,1500595.908933183,1500595.908933183,0,1437299.0813744972,1449590.4987101601,1520102.39923834,1470018.7384268327,47034.68495899861,757473.312644677,757473.312644677,757473.312644677,757473.3126446769,0,0,0,0,0,0,-762629.0865936631,-692117.186065483,-679825.76872982,-712545.4257821557,47034.6849589986,0,0,0,0,0,0,0,0,0,0,1437299.0813744972,1449590.4987101601,1520102.39923834,1470018.7384268327,47034.68495899861,757473.312644677,757473.312644677,757473.312644677,757473.3126446769,0
35-44,Female,HIS,oil,CED,MJ,-60273.828951553085,-52069.59596501232,41318.00035090647,-22180.696551195473,59405.25851908873,0,0,0,0,0,-60273.828951553085,-52069.59596501232,41318.00035090647,-22180.696551195473,59405.25851908873,-6525915.175373029,-5637633.652853584,4473546.316806555,-2401528.9345586044,6431874.0788524235,-50387.91666068654,-43529.314591072696,34541.15981151805,-18542.692719852734,49661.80625213552,-9885.912290866581,-8540.281373939686,6776.840539388419,-3638.003831342772,9743.452266953247,1362495.4235125321,1455883.0198284509,1464087.2528149914,1425994.120414634,59405.25851908862,1403813.423863439,1403813.423863439,1403813.423863439,1403813.423863439,0,1139023.4707952344,1217093.945197826,1223952.5472674395,1192107.3233266056,49661.80625213589,1173564.630606753,1173564.630606753,1173564.630606753,1173564.630606753,0,223471.95271729675,238789.0746306253,240134.7055475526,233886.7970880284,9743.45226695367,230248.79325668613,230248.79325668613,230248.79325668613,230248.79325668616,0,0,0,0,0,0,-9885.912290866581,-8540.281373939686,6776.840539388419,-3638.003831342772,9743.452266953247,0,0,0,0,0,0,0,0,0,0,223471.95271729675,238789.0746306253,240134.7055475526,233886.7970880284,9743.45226695367,230248.79325668613,230248.79325668613,230248.79325668613,230248.79325668616,0
35-44,Female,HIS,oil,FL,mrh-eq,-3067.180132425324,-2649.687816841188,2102.5667688990784,-1128.718599242546,3022.9808170606393,0,0,0,0,0,-3067.180132425324,-2649.687816841188,2102.5667688990784,-1128.718599242546,3022.9808170606393,-6525915.175373029,-5637633.652853584,4473546.316806555,-2401528.9345586044,6431874.0788524235,-2564.1114822850277,-2215.0948631311353,1757.710783729564,-943.5899411287473,2527.161591133342,-503.0686501403032,-434.59295371005084,344.8559851695147,-185.1286581138006,495.8192259272991,69333.88779526648,74086.1423810068,74503.63469659092,72565.17316340814,3022.980817060659,71436.4545641656,71436.4545641656,71436.4545641656,71436.4545641656,0,57961.9748862705,61934.780533131205,62283.79715228496,60663.27561112877,2527.1615911332988,59719.68566999999,59719.68566999999,59719.68566999999,59719.68567,0,11371.912908996032,12151.3618478756,12219.837544305847,11901.897552279348,495.81922592729825,11716.76889416555,11716.76889416555,11716.76889416555,11716.76889416555,0,0,0,0,0,0,-503.0686501403032,-434.59295371005084,344.8559851695147,-185.1286581138006,495.8192259272991,0,0,0,0,0,0,0,0,0,0,11371.912908996032,12151.3618478756,12219.837544305847,11901.897552279348,495.81922592729825,11716.76889416555,11716.76889416555,11716.76889416555,11716.76889416555,0
35-44,Female,HIS,oil,Food_price,USD,-41962.933196495505,-32524.5087664569,23526.401467902248,-16169.25058950233,37264.846201735585,0,0,0,0,0,-41962.933196495505,-32524.5087664569,23526.401467902248,-16169.25058950233,37264.846201735585,-6525915.175373029,-5637633.652853584,4473546.316806555,-2401528.9345586044,6431874.0788524235,-35080.31292391433,-27189.947372868402,19667.67960673864,-13517.224064601347,31152.79048051868,-6882.620272581195,-5334.56139358855,3858.7218611635467,-2652.026524901024,6112.055721216885,863141.6737278544,919192.583962213,928631.0083922527,902837.3257852591,37264.846201735614,886668.075195757,886668.075195757,886668.075195757,886668.0751957571,0,721572.0567067766,768429.683686384,776320.0492374295,754756.9603781166,31152.79048051878,741239.736313515,741239.736313515,741239.736313515,741239.736313515,0,141569.61702107743,150762.9002758298,152310.9591548223,148080.36540714212,6112.055721217016,145428.3388822414,145428.3388822414,145428.3388822414,145428.3388822414,0,0,0,0,0,0,-6882.620272581195,-5334.56139358855,3858.7218611635467,-2652.026524901024,6112.055721216885,0,0,0,0,0,0,0,0,0,0,141569.61702107743,150762.9002758298,152310.9591548223,148080.36540714212,6112.055721217016,145428.3388822414,145428.3388822414,145428.3388822414,145428.3388822414,0
35-44,Female,HIS,sat_fat,CED,MJ,-3221919.1693252185,-3098098.54970143,-2938737.311379302,-3085628.157175697,149433.843710304,0,0,0,0,0,-3221919.1693252185,-3098098.54970143,-2938737.311379302,-3085628.157175697,149433.843710304,-63231817.86607476,-60801774.6351158,-57674228.515264586,-60557036.77936413,2932715.903762554,-2487440.890276315,-2391846.7874683132,-2268814.0111337714,-2382219.182722159,115368.46013242124,-734478.2790489059,-706251.762233124,-669923.3002455267,-703408.9744535397,34065.38357788631,7252924.466299103,7412285.7046212405,7536106.32424502,7399815.3120955005,149433.84371030467,4314187.15491981,4314187.15491981,4314187.15491981,4314187.15491981,0,5599526.227511275,5722559.0038458,5818153.106653817,5712931.399099656,115368.4601324203,3330712.2163775004,3330712.2163775004,3330712.2163775004,3330712.2163775004,0,1653398.2387878313,1689726.700775424,1717953.2175912135,1686883.912995844,34065.38357788761,983474.938542305,983474.938542305,983474.938542305,983474.938542305,0,0,0,0,0,0,-734478.2790489059,-706251.762233124,-669923.3002455267,-703408.9744535397,34065.38357788631,0,0,0,0,0,0,0,0,0,0,1653398.2387878313,1689726.700775424,1717953.2175912135,1686883.912995844,34065.38357788761,983474.938542305,983474.938542305,983474.938542305,983474.938542305,0
35-44,Female,HIS,sat_fat,FL,mrh-eq,-86225.7522739835,-82912.0359723024,-78647.17334369797,-82578.30041899598,3999.183378586272,0,0,0,0,0,-86225.7522739835,-82912.0359723024,-78647.17334369797,-82578.30041899598,3999.183378586272,-63231817.86607476,-60801774.6351158,-57674228.515264586,-60557036.77936413,2932715.903762554,-66569.47326399313,-64011.1615887494,-60718.52973292789,-63753.5053850379,3087.5176380331623,-19656.279009990278,-18900.87438355312,-17928.64361077011,-18824.795033958086,911.6657405530595,194104.45620335007,198369.31883195438,201683.03513363565,198035.58327864806,3999.1833785863164,115457.2828596519,115457.2828596519,115457.2828596519,115457.2828596519,0,149855.8269064771,153148.4587622985,155706.77043754206,152890.80255858696,3087.5176380330126,89137.29717354919,89137.29717354919,89137.29717354919,89137.29717354919,0,44248.62929687279,45220.8600696558,45976.26469609306,45144.7807200608,911.6657405531136,26319.98568610272,26319.98568610272,26319.98568610272,26319.98568610272,0,0,0,0,0,0,-19656.279009990278,-18900.87438355312,-17928.64361077011,-18824.795033958086,911.6657405530595,0,0,0,0,0,0,0,0,0,0,44248.62929687279,45220.8600696558,45976.26469609306,45144.7807200608,911.6657405531136,26319.98568610272,26319.98568610272,26319.98568610272,26319.98568610272,0
35-44,Female,HIS,sat_fat,Food_price,USD,-357981.9487834278,-336755.4262146843,-318445.50079078245,-337778.79363392695,20827.521697683474,0,0,0,0,0,-357981.9487834278,-336755.4262146843,-318445.50079078245,-337778.79363392695,20827.521697683474,-63231817.86607476,-60801774.6351158,-57674228.515264586,-60557036.77936413,2932715.903762554,-276375.31874245947,-259987.6574073922,-245851.7170551507,-260777.7349452258,16079.61788960226,-81606.63004096775,-76767.76880729239,-72593.78373563166,-77001.05868870103,4747.90380808091,785685.2413752514,803995.166799153,825221.6893678971,805018.5342183961,20827.521697683576,467239.7405844689,467239.7405844689,467239.7405844689,467239.7405844689,0,606578.0963377561,620714.036689997,637101.6980250647,621504.114227831,16079.61788960213,360726.3792826045,360726.3792826045,360726.3792826045,360726.3792826045,0,179107.1450374953,183281.1301091566,188119.99134283184,183514.41999056502,4747.903808081147,106513.36130186371,106513.36130186371,106513.36130186371,106513.36130186373,0,0,0,0,0,0,-81606.63004096775,-76767.76880729239,-72593.78373563166,-77001.05868870103,4747.90380808091,0,0,0,0,0,0,0,0,0,0,179107.1450374953,183281.1301091566,188119.99134283184,183514.41999056502,4747.903808081147,106513.36130186371,106513.36130186371,106513.36130186371,106513.36130186373,0
35-44,Female,NHB,added_sugar,CED,MJ,-1407591.7243939305,-1399209.106892681,-1321015.230725725,-1374713.9284134854,50262.54211447244,0,0,0,0,0,-1407591.7243939305,-1399209.106892681,-1321015.230725725,-1374713.9284134854,50262.54211447244,-54845008.9245982,-54518390.9687663,-51471666.72202341,-53563967.70879754,1958415.5853346852,-931034.5860276779,-925490.004683635,-873769.6074510159,-909287.9640209767,33245.55286824776,-476557.1383662525,-473719.102209046,-447245.62327470904,-465425.964392509,17016.989246224683,2141326.8713482274,2219520.7475151853,2227903.3650164306,2195025.569035988,50262.54211447226,820311.640622502,820311.640622502,820311.640622502,820311.6406225018,0,1416354.858205812,1468075.2554384312,1473619.8367824738,1451873.2147757728,33245.55286824768,542585.250754796,542585.250754796,542585.250754796,542585.250754796,0,724972.0131424151,751445.4920767511,754283.5282339584,743152.3542602146,17016.989246224457,277726.389867706,277726.389867706,277726.389867706,277726.389867706,0,0,0,0,0,0,-476557.1383662525,-473719.102209046,-447245.62327470904,-465425.964392509,17016.989246224683,0,0,0,0,0,0,0,0,0,0,724972.0131424151,751445.4920767511,754283.5282339584,743152.3542602146,17016.989246224457,277726.389867706,277726.389867706,277726.389867706,277726.389867706,0
35-44,Female,NHB,added_sugar,FL,mrh-eq,-58795.49491743703,-58445.350670246495,-55179.17087601072,-57422.180302862194,2099.4802599463605,0,0,0,0,0,-58795.49491743703,-58445.350670246495,-55179.17087601072,-57422.180302862194,2099.4802599463605,-54845008.9245982,-54518390.9687663,-51471666.72202341,-53563967.70879754,1958415.5853346852,-38889.571686220464,-38657.972992804396,-36497.597722107435,-37981.209281477764,1388.6759213038747,-19905.923231216613,-19787.37767744215,-18681.57315390336,-19440.971021384492,710.8043386424733,89443.81456571522,92709.9943599511,93060.13860714153,91686.82399256673,2099.4802599463937,34264.6436897044,34264.6436897044,34264.6436897044,34264.6436897044,0,59161.533435970625,61321.9087066675,61553.50740008367,60645.14499534094,1388.675921303854,22663.935713863248,22663.935713863248,22663.935713863248,22663.935713863248,0,30282.28112974459,31388.0856532834,31506.631207057762,31041.6789972257,710.8043386424521,11600.70797584126,11600.70797584126,11600.70797584126,11600.70797584126,0,0,0,0,0,0,-19905.923231216613,-19787.37767744215,-18681.57315390336,-19440.971021384492,710.8043386424733,0,0,0,0,0,0,0,0,0,0,30282.28112974459,31388.0856532834,31506.631207057762,31041.6789972257,710.8043386424521,11600.70797584126,11600.70797584126,11600.70797584126,11600.70797584126,0
35-44,Female,NHB,added_sugar,Food_price,USD,-2318617.3741531586,-2307005.57238003,-2174292.1708879084,-2264513.7830049447,84404.86913786262,0,0,0,0,0,-2318617.3741531586,-2307005.57238003,-2174292.1708879084,-2264513.7830049447,84404.86913786262,-54845008.9245982,-54518390.9687663,-51471666.72202341,-53563967.70879754,1958415.5853346852,-1533621.5251128662,-1525941.038740627,-1438159.3583874395,-1497835.3566420488,55828.58369697105,-784995.849040293,-781064.5336394,-736132.8125004678,-766678.426362895,28576.285440891817,3509430.845741116,3642144.2472332297,3653756.049006366,3599652.4578581504,84404.86913786079,1335138.674853203,1335138.674853203,1335138.674853203,1335138.674853203,0,2321270.7477831924,2409052.42813638,2416732.914508627,2380946.746037804,55828.58369697362,883111.389395758,883111.389395758,883111.389395758,883111.389395758,0,1188160.097957913,1233091.819096845,1237023.134497739,1218705.7118203405,28576.285440892014,452027.285457445,452027.285457445,452027.285457445,452027.285457445,0,0,0,0,0,0,-784995.849040293,-781064.5336394,-736132.8125004678,-766678.426362895,28576.285440891817,0,0,0,0,0,0,0,0,0,0,1188160.097957913,1233091.819096845,1237023.134497739,1218705.7118203405,28576.285440892014,452027.285457445,452027.285457445,452027.285457445,452027.285457445,0
