Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-0.121335666412863,-0.117772451569922,-0.11693572329033
added_sugar,Food_price,USD,-0.31884206726799,-0.308400697942028,-0.308825248146881
added_sugar,FL,mrh-eq,-0.0054605697279816,-0.0052958714473685,-0.00525728199065325
oil,CED,MJ,-0.00249876095083591,-0.000756822957016767,-0.00175119447630918
oil,Food_price,USD,-0.000814746513177192,-0.000580857764902251,-0.000611017359771412
oil,FL,mrh-eq,-0.000128747967622638,-3.98361027010747e-05,-8.65878268016011e-05
sat_fat,CED,MJ,-0.308338202575619,-0.314324209533095,-0.311967146032572
sat_fat,Food_price,USD,-0.0145868320370381,-0.0148860292802393,-0.0147516439616583
sat_fat,FL,mrh-eq,-0.00834125976341094,-0.00851013179907807,-0.00844125678436549
