age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,-0.456391427018122,-0.492109514869669,-0.486352470409395
20-34,Female,HIS,Food_price,USD,-0.365104636034432,-0.384624887100722,-0.35987397370282
20-34,Female,HIS,FL,mrh-eq,-0.0151680962973428,-0.0162678541798722,-0.0158446709911518
20-34,Female,NHB,CED,MJ,-0.628177940356013,-0.614530922940354,-0.671491701329931
20-34,Female,NHB,Food_price,USD,-0.642091496586869,-0.623102905497355,-0.613851712592427
20-34,Female,NHB,FL,mrh-eq,-0.0203007566698959,-0.0197146084421831,-0.0211710233820451
20-34,Female,NHW,CED,MJ,-0.484972616431904,-0.497152957039307,-0.527349539031126
20-34,Female,NHW,Food_price,USD,-0.444002283815462,-0.429990959198148,-0.483195458412881
20-34,Female,NHW,FL,mrh-eq,-0.0156993959033151,-0.0158923882164541,-0.0169004823156807
20-34,Female,OTH,CED,MJ,-0.476942809552406,-0.376286008174664,-0.392503326099507
20-34,Female,OTH,Food_price,USD,-0.446630781351278,-0.296200535264512,-0.355939771671774
20-34,Female,OTH,FL,mrh-eq,-0.0157484045385609,-0.0119446134777556,-0.0130952196118499
20-34,Male,HIS,CED,MJ,-0.472647314342503,-0.484995290665064,-0.487685145760408
20-34,Male,HIS,Food_price,USD,-0.387810796831936,-0.369607894828998,-0.392225806126435
20-34,Male,HIS,FL,mrh-eq,-0.0140547717151695,-0.0139357106941378,-0.0142951590412567
20-34,Male,NHB,CED,MJ,-0.587965739535451,-0.518743189404888,-0.557009191034025
20-34,Male,NHB,Food_price,USD,-0.524885849739118,-0.500831726678316,-0.516450116104272
20-34,Male,NHB,FL,mrh-eq,-0.0181129727698986,-0.0158555529615596,-0.0173757643866345
20-34,Male,NHW,CED,MJ,-0.503334744854191,-0.472070920727744,-0.508872662068184
20-34,Male,NHW,Food_price,USD,-0.376623303366524,-0.343440661553134,-0.374651611263271
20-34,Male,NHW,FL,mrh-eq,-0.015322343126322,-0.0143101698036255,-0.0154241822663774
20-34,Male,OTH,CED,MJ,-0.472144757346294,-0.391177324588367,-0.444405537927067
20-34,Male,OTH,Food_price,USD,-0.352506353444148,-0.26430815970771,-0.327213596877324
20-34,Male,OTH,FL,mrh-eq,-0.014935751924308,-0.0120830322126392,-0.0139228070444752
35-44,Female,HIS,CED,MJ,-0.400875722709309,-0.334336105286824,-0.358722837979952
35-44,Female,HIS,Food_price,USD,-0.382712896535689,-0.239626055381325,-0.31774490475762
35-44,Female,HIS,FL,mrh-eq,-0.0138134118843765,-0.0106633369761221,-0.0120880669933032
35-44,Female,NHB,CED,MJ,-0.498099662140222,-0.566727734145682,-0.476362055007515
35-44,Female,NHB,Food_price,USD,-0.415841616883201,-0.529553866515593,-0.408021375170505
35-44,Female,NHB,FL,mrh-eq,-0.0164910765481917,-0.0189732163850617,-0.0156942412833837
35-44,Female,NHW,CED,MJ,-0.481935029482341,-0.489329254159651,-0.505453917337105
35-44,Female,NHW,Food_price,USD,-0.397366677333226,-0.374136339397371,-0.399113936307832
35-44,Female,NHW,FL,mrh-eq,-0.0158114934958545,-0.0159264188013417,-0.0163063459643813
35-44,Female,OTH,CED,MJ,-0.325586217094922,-0.32557821912171,-0.299297049345949
