age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,HIS,CED,MJ,-0.464722758222121,-0.488463392272647,-0.487035482017137
20-34,HIS,Food_price,USD,-0.37674180736814,-0.376928504011502,-0.376454663861344
20-34,HIS,FL,mrh-eq,-0.0145975045082543,-0.0150726035357709,-0.0150505281060834
20-34,NHB,CED,MJ,-0.609009680082758,-0.568871044348131,-0.616920439143123
20-34,NHB,Food_price,USD,-0.586222175872544,-0.56481895854356,-0.567422541484717
20-34,NHB,FL,mrh-eq,-0.019257888824788,-0.0178750826676153,-0.0193619079707035
20-34,NHW,CED,MJ,-0.494423735043877,-0.484243053853864,-0.517839358525927
20-34,NHW,Food_price,USD,-0.409321841465228,-0.385442902996137,-0.427327165238018
20-34,NHW,FL,mrh-eq,-0.0155053241466875,-0.015078009101692,-0.016140620138925
20-34,OTH,CED,MJ,-0.474572988429231,-0.38364102530935,-0.418138511513237
20-34,OTH,Food_price,USD,-0.400141487804848,-0.280448471298545,-0.341751535927033
20-34,OTH,FL,mrh-eq,-0.0153470247185151,-0.0120129803123958,-0.0135039759352202
35-44,HIS,CED,MJ,-0.390866743243826,-0.374189109240735,-0.380078920112501
35-44,HIS,Food_price,USD,-0.309524723227024,-0.255134048918815,-0.309320445190372
35-44,HIS,FL,mrh-eq,-0.0126013324594002,-0.0116585584283546,-0.0123477965362077
35-44,NHB,CED,MJ,-0.53054235249275,-0.559545721673835,-0.510413846568021
35-44,NHB,Food_price,USD,-0.457545311418464,-0.519645306448461,-0.477604587460788
35-44,NHB,FL,mrh-eq,-0.0167686720286161,-0.0180566840368418,-0.0162882309660893
35-44,NHW,CED,MJ,-0.506406004445373,-0.542053781832881,-0.524259598371867
35-44,NHW,Food_price,USD,-0.453401415381865,-0.459514288149759,-0.428871646313807
35-44,NHW,FL,mrh-eq,-0.0164486547180093,-0.0173513350538912,-0.016747407462611
35-44,OTH,CED,MJ,-0.298238714705824,-0.312686602764471,-0.28664527256191
35-44,OTH,Food_price,USD,-0.185991547762074,-0.209087069361751,-0.219611913564896
35-44,OTH,FL,mrh-eq,-0.00962808741823978,-0.0103898187388093,-0.00969376455022693
45-54,HIS,CED,MJ,-0.304484108613146,-0.382608304290054,-0.3263494781015
45-54,HIS,Food_price,USD,-0.247408615470001,-0.280860321775968,-0.229771129135122
