age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-0.498214712046269,-0.498287279569176,-0.523465496821492
20-34,Female,Food_price,USD,-0.456161614264365,-0.43214468639085,-0.462098606623355
20-34,Female,FL,mrh-eq,-0.0162370486195672,-0.0160343508691476,-0.0168388948476591
20-34,Male,CED,MJ,-0.504064927616912,-0.471432432257731,-0.503356452822435
20-34,Male,Food_price,USD,-0.394380619721295,-0.35923977209427,-0.390319531080266
20-34,Male,FL,mrh-eq,-0.0153660084694174,-0.014177269705527,-0.0152693746987374
35-44,Female,CED,MJ,-0.445889306523673,-0.444065850445298,-0.442206213959123
35-44,Female,Food_price,USD,-0.37457354223739,-0.349417971247256,-0.366474872556182
35-44,Female,FL,mrh-eq,-0.0148323819833049,-0.0145474749361839,-0.0145916089442207
35-44,Male,CED,MJ,-0.471236256999228,-0.515355493310649,-0.481300096221972
35-44,Male,Food_price,USD,-0.404415115554575,-0.434688282997398,-0.400038008302518
35-44,Male,FL,mrh-eq,-0.0147546349965117,-0.0161291766480069,-0.0151067835680108
45-54,Female,CED,MJ,-0.398431553019188,-0.419913414678022,-0.360092794683961
45-54,Female,Food_price,USD,-0.294062765614108,-0.334020574491313,-0.267709575990672
45-54,Female,FL,mrh-eq,-0.0129568866242404,-0.0138125711164963,-0.0116446889971249
45-54,Male,CED,MJ,-0.439324050518181,-0.458075994719458,-0.448102144735223
45-54,Male,Food_price,USD,-0.332206367892603,-0.325063972240767,-0.314083374969476
45-54,Male,FL,mrh-eq,-0.0142582406331289,-0.0146988516986032,-0.0142103408802205
55-64,Female,CED,MJ,-0.41569744029166,-0.396653860741852,-0.40593443388696
55-64,Female,Food_price,USD,-0.29855465456293,-0.279237645157199,-0.297198781230436
55-64,Female,FL,mrh-eq,-0.0135718708863599,-0.0128689290257428,-0.0133291771038597
55-64,Male,CED,MJ,-0.387713891142845,-0.410318371247127,-0.378987313441601
55-64,Male,Food_price,USD,-0.289500802815642,-0.260163672303003,-0.226429247805122
55-64,Male,FL,mrh-eq,-0.0129864912615078,-0.0133026554088305,-0.0122634618801495
65-74,Female,CED,MJ,-0.343507271339322,-0.340455249817394,-0.355258851507798
65-74,Female,Food_price,USD,-0.215771102944601,-0.213979523564992,-0.240623327819145
65-74,Female,FL,mrh-eq,-0.0109364396898936,-0.0108922080541119,-0.0115720539437735
65-74,Male,CED,MJ,-0.368268351703158,-0.365044898725533,-0.352245419464092
65-74,Male,Food_price,USD,-0.209693756419749,-0.22380651821167,-0.199049217500405
65-74,Male,FL,mrh-eq,-0.0117436770264812,-0.0119119789081306,-0.0112637743207882
75+,Female,CED,MJ,-0.368093547743531,-0.359936016452059,-0.359903518590855
75+,Female,Food_price,USD,-0.247467348268754,-0.248101203985242,-0.237888993893636
75+,Female,FL,mrh-eq,-0.0124211095780123,-0.0121439126893527,-0.0121019771295261
75+,Male,CED,MJ,-0.347540277619856,-0.325677178006901,-0.332838385974392
75+,Male,Food_price,USD,-0.217566181091124,-0.182582117820408,-0.211018107796755
75+,Male,FL,mrh-eq,-0.0113061983227757,-0.0103808462045188,-0.010843772348996
