sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.118986024771025,-0.116916608409374,-0.117555342110289
Female,added_sugar,Food_price,USD,-0.320200794923052,-0.312411328497592,-0.31828828535032
Female,added_sugar,FL,mrh-eq,-0.00552757194877451,-0.00541661741646355,-0.00546338962323559
Female,oil,CED,MJ,-0.010295996632434,-0.00901038672814947,-0.00936253089711828
Female,oil,Food_price,USD,-0.00250444342152277,-0.00210791219382671,-0.00231614528976825
Female,oil,FL,mrh-eq,-0.000524485025941463,-0.000458592803749086,-0.000473727564734342
Female,sat_fat,CED,MJ,-0.296956236741004,-0.298526793007897,-0.297980008838591
Female,sat_fat,Food_price,USD,-0.0140208851925135,-0.0141063179102375,-0.0140468627129028
Female,sat_fat,FL,mrh-eq,-0.00789711045196299,-0.00793891300587233,-0.0079217433407704
Male,added_sugar,CED,MJ,-0.123867589662504,-0.118694689734948,-0.116268035389232
Male,added_sugar,Food_price,USD,-0.317377931597884,-0.304078928797092,-0.298628082978811
Male,added_sugar,FL,mrh-eq,-0.00538836957729377,-0.00516575819051757,-0.00503518484291317
Male,oil,CED,MJ,0.00590337235904186,0.00813703967821154,0.00645061779222268
Male,oil,Food_price,USD,0.00100603449908766,0.00106466321294163,0.00122639178922239
Male,oil,FL,mrh-eq,0.000297689766906907,0.000411407103261488,0.000330585620364913
Male,sat_fat,CED,MJ,-0.320603163925525,-0.331347165490375,-0.327039383954627
Male,sat_fat,Food_price,USD,-0.0151966841728692,-0.0157262294667546,-0.0155111010626307
Male,sat_fat,FL,mrh-eq,-0.00881986549968276,-0.00912566487331219,-0.00900107328698337
