sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-0.426238258144462,-0.424453788145421,-0.424897881845999
Female,Food_price,USD,-0.336726123537088,-0.328625558601656,-0.334651293352991
Female,FL,mrh-eq,-0.013949167426679,-0.013814123226085,-0.0138588605287403
Male,CED,MJ,-0.438567381228987,-0.441904815547112,-0.436856801551637
Male,Food_price,USD,-0.331568581271665,-0.318740495050905,-0.312912792252219
Male,FL,mrh-eq,-0.0139105453100696,-0.0138800159605683,-0.0137056725095316
