"age","female","race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"HSTK","medBMI",1.98179653987911,0.240571514156514,2.01929507179064,1.73940857909203,2.19231074854138,0.028195620551583,0.00248958874156157,0.0270122500966177,0.0265431250713387,0.0308539809185477,2.70122500966177,2.65431250713387,3.08539809185477,0.010270869600148,0.00124678724666784,0.0104652096969795,0.00901466842722556,0.0113618816907638
25,0,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","direct",14.914209958598,4.20240336141696,14.2981157717375,11.2160749544429,19.1360250215846,0.0373478590543257,0.0115029996890275,0.0358994004687301,0.0271007750216412,0.0488261328847665,3.58994004687301,2.71007750216412,4.88261328847665,0.0772944662035458,0.0217793986737763,0.0741014930969123,0.0581284914795525,0.0991744680681775
25,0,1,"IHD","medBMI",8.24175953882843,1.55949968134127,7.46840942115319,7.23248845074454,9.90837822693628,0.0204608123275811,0.00326079067725851,0.0190676785356319,0.0181749837638558,0.0239308046144632,1.90676785356319,1.81749837638558,2.39308046144632,0.0427137881188585,0.00808227158853839,0.0387058195640309,0.0374831342508577,0.0513512152584627
25,0,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","direct",3.24695438236814,0.89252587134633,3.13857857751181,2.44981567447254,4.13621252439161,0.104759512306134,0.0347521097108687,0.0969442533135469,0.0756986698963912,0.140463324859576,9.69442533135469,7.56986698963912,14.0463324859576,0.0168276835627974,0.00462560946842498,0.0162660145230692,0.0126964281300244,0.0214363576793392
25,0,1,"ISTK","medBMI",1.33091639095149,0.328594922042298,1.39722428981441,0.995374092945148,1.61009697492435,0.0428387493296231,0.0125783972961362,0.0431573918391403,0.0307567248342453,0.0546499276919113,4.31573918391403,3.07567248342453,5.46499276919113,0.00689761457601306,0.00170297784240411,0.00724126225577054,0.00515863122489299,0.00834449739933928
25,0,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medBMI",4.68125639195689,0.9079992741835,4.98462500944517,3.72662317341734,5.37802628563141,0.0116553546852174,0.00139810804364777,0.0121573438094816,0.0101796486457179,0.0127043699690922,1.21573438094816,1.01796486457179,1.27043699690922,0.0242611050121127,0.00470580201070322,0.0258333448703927,0.0193136176660164,0.0278721884786711
25,0,1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medBMI",0.557803518611151,0.355737588883988,0.439324845981807,0.284568859738262,0.931745049218982,0.0127215190201096,0.00461160438975102,0.0134343066772036,0.00807698600697113,0.0167601825247182,1.34343066772036,0.807698600697113,1.67601825247182,0.00289087557015735,0.00184364757621456,0.00227684735258419,0.00147480813081488,0.004828866994437
25,0,1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","direct",10.3673412458612,4.63376128545235,12.0916004108838,5.46729555266972,13.8017666487834,0.0433532471565577,0.0168606038344452,0.0478972932403056,0.0258468450604064,0.0569972100815233,4.78972932403056,2.58468450604064,5.69972100815233,0.053729839513683,0.024014956613053,0.0626659945045924,0.0283348358708737,0.0715291114142192
25,0,1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","medBMI",0.123066430470565,0.0414310877661535,0.110219379517908,0.0906126186863871,0.166440235564502,0.00452175611923914,0.000864451264719373,0.00457885067939045,0.00367760672557207,0.0053173751367776,0.457885067939045,0.367760672557207,0.53173751367776,0.000637804756484218,0.000214720982338787,0.000571223559864887,0.000469609453810325,0.000862594076284544
25,0,1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OSTK","direct",2.81752066252316,0.85091086349364,2.3813027356258,2.27858283140714,3.72724373150194,0.115700909847921,0.0291271889810986,0.100454280356788,0.0975164082096851,0.14684504655362,10.0454280356788,9.75164082096851,14.684504655362,0.014602098014695,0.00440993530083854,0.0123413525979717,0.0118089958598608,0.0193168337737439
25,0,1,"OSTK","medBMI",0.648971184234375,0.0657675197619549,0.686852686352139,0.578720624978693,0.687022466689959,0.0269286563975555,0.00346260237071919,0.0270043162968841,0.0236076176981372,0.0301853841825445,2.70043162968841,2.36076176981372,3.01853841825445,0.00336336161326204,0.000340847108069632,0.00355968649358149,0.00299928068016251,0.00356056639809002
25,0,1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","medBMI",4.35008910981742,1.0824022776568,4.08457399350816,3.45812176485598,5.46774430364173,0.0258706336592573,0.00426081857475121,0.0259953771758196,0.0217711412892811,0.0298640940401557,2.59953771758196,2.17711412892811,2.98640940401557,0.0225447956421824,0.00560966397155704,0.0211687355464034,0.0179220807956583,0.0283371615701187
25,0,1,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","medBMI",0.309601886077537,0.190504841182699,0.245251758992722,0.16388793467632,0.510013445500846,0.00469965068043828,0.0029154213132999,0.00359024980325151,0.00255621109360305,0.00778608101288227,0.359024980325151,0.255621109360305,0.778608101288227,0.00160454443020485,0.000987311433142259,0.00127104310918559,0.000849366507724723,0.00264319847555135
25,0,1,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","medBMI",0.171237916619435,0.157838018735,0.0956488680834329,0.0669214260211668,0.339805098473306,0.0301252349207058,0.0149507222471474,0.0263627894654428,0.0178625046292268,0.0455860438491585,2.63627894654428,1.78625046292268,4.55860438491585,0.000887458564392553,0.000818012180237129,0.000495710347514598,0.000346827348967562,0.00176107576416381
25,0,1,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","medBMI",0.33647009169929,0.309332631857942,0.233702766585893,0.0987058632260832,0.661586546518885,0.0136861962701687,0.00923232186176788,0.0117436418797753,0.00588791500500705,0.0231356487671647,1.17436418797753,0.588791500500705,2.31356487671647,0.00174379173979387,0.00160314899181191,0.0012111892378942,0.000511553547281393,0.00342874205892107
25,0,1,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","medBMI",0.439283471016052,0.282568771093013,0.473004609324828,0.157949127131418,0.691954847338227,0.0119501391628333,0.00764524109407881,0.013798063781528,0.00406269723616272,0.0182668451636134,1.3798063781528,0.406269723616272,1.82668451636134,0.0022766329224601,0.00146444246044927,0.00245139627852041,0.000818588011220848,0.00358612898104808
25,0,1,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","medBMI",2.60637852074849,0.979893056020541,2.30727413258563,1.83571379444708,3.63128197698835,0.00273362275428131,0.000882575637501283,0.00240568363651483,0.00207914598606639,0.00366684777259774,0.240568363651483,0.207914598606639,0.366684777259774,0.0135078315944923,0.00507839911815139,0.0119576915544656,0.00951378036370424,0.018819501859303
25,0,1,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"UC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AA","medBMI",0.935306789365385,0.144199005608554,0.86977903470102,0.837221273524072,1.08909089667141,0.0361642746351508,0.00854043645395415,0.0388874781633154,0.0272089709711874,0.0428048553001744,3.88874781633154,2.72089709711874,4.28048553001744,0.0223401712287861,0.00344425007168136,0.0207750149869149,0.0199973600315687,0.0260133652315942
25,0,2,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AFF","medBMI",0.0539130138920594,0.00308317118311326,0.0551897305971658,0.0506362174651823,0.0561046011195961,0.034681221444849,0.00261545330230965,0.0354998497734851,0.0319416462976289,0.0367249625127285,3.54998497734851,3.19416462976289,3.67249625127285,0.00128773358164731,7.36427586558462e-05,0.00131822846324876,0.00120946600774465,0.00134008050618873
25,0,2,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"APCA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"APCA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"APCA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"CC","direct",7.82805616202976,0.638917201451201,8.16886611280366,7.14488655261028,8.22153731329142,0.0759377312723626,0.00456060821704693,0.0743680451370458,0.0724692139167868,0.0807404818429575,7.43680451370458,7.24692139167868,8.07404818429575,0.186976206135483,0.0152607891268718,0.195116586108485,0.170658430806289,0.196374658487625
25,0,2,"CC","medBMI",0.363173204232275,0.369060925184906,0.351660599872832,0.0175861448099079,0.718545977360169,0.00339361629567074,0.0032563427541777,0.00368810288830457,0.000184436058919801,0.00635248292868293,0.368810288830457,0.0184436058919801,0.635248292868293,0.0086745350942667,0.00881516562932176,0.0083995520025116,0.000420051998739518,0.0171627538177857
25,0,2,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"CM","medBMI",4.10404378769103,1.58552417231127,3.93422149814625,2.67646424188282,5.67597227961232,0.0295415493462583,0.0106916290232942,0.0313482206005762,0.0187260151186989,0.0388214130076476,3.13482206005762,1.87260151186989,3.88214130076476,0.098026703098844,0.0378708696435815,0.0939704307932947,0.0639284030985762,0.135572834558829
25,0,2,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"DIAB","medBMI",10.8823029802121,0.603951543225695,10.6671444296576,10.4279808522017,11.5195098761939,0.0755334251779026,0.00320837612670593,0.0773283338505514,0.0721042511340217,0.0774369268500319,7.73283338505514,7.21042511340217,7.74369268500319,0.259928094937088,0.0144256206016706,0.254788948172221,0.249076431880449,0.275148032743863
25,0,2,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ECA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ECA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ECA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ENDO","medBMI",0.352981047486874,0.0957408026874744,0.310401220660841,0.287140686041331,0.455014261734544,0.0353587958675067,0.00396302116992611,0.0370094878682903,0.031145854790071,0.0381686487442762,3.70094878682903,3.1145854790071,3.81686487442762,0.00843109141410547,0.00228680679958588,0.00741405547145924,0.00685846843608069,0.0108681949433795
25,0,2,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"GC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"GC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"GC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"HHD","medBMI",3.89065792780482,4.62082918196265,2.67378100706125,0.133731076591362,8.68193016165031,0.0256225294392628,0.0320157308614463,0.0153548461944606,0.000767994475098676,0.0592045951615088,1.53548461944606,0.0767994475098676,5.92045951615088,0.0929298977491317,0.110370325884259,0.0638643129775138,0.00319421946213823,0.207371323092
25,0,2,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"HSTK","direct",3.99785769879276,2.17257937570204,5.05879720681913,1.67666277236785,5.41725404339525,0.108596948850343,0.0511471309772087,0.126376706532977,0.0547049003268198,0.147376203343628,12.6376706532977,5.47049003268198,14.7376203343628,0.0954904065220683,0.051892914510163,0.120831364742606,0.0400477510197952,0.129393247536885
25,0,2,"HSTK","medBMI",1.22381805268862,0.523966914529748,1.44968031097087,0.666043516701662,1.58960966913566,0.0339362556868162,0.0128210263937685,0.0337015769946738,0.0218575494629771,0.0462144387989764,3.37015769946738,2.18575494629771,4.62144387989764,0.0292313764433315,0.0125151562267132,0.0346261854851534,0.0159087118559611,0.0379684533451534
25,0,2,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"IHD","direct",7.34232638715654,2.07196800332694,7.53134584880485,5.29977619036338,9.22421004154864,0.0392957630798901,0.010142708227239,0.0446832618123844,0.0284505007377138,0.0455616514994462,4.46832618123844,2.84505007377138,4.55616514994462,0.175374359057104,0.0494897722343028,0.179889163383138,0.126587242724172,0.220323891712906
25,0,2,"IHD","medBMI",7.85134991166352,3.95163064930131,5.77950303085036,5.3871329273506,12.0766367446676,0.0410357357102142,0.0163362970458089,0.0349991755307638,0.0288979080916948,0.0583046394812663,3.49991755307638,2.88979080916948,5.83046394812663,0.187532586524566,0.0943862552288426,0.138045707349234,0.128673792810702,0.288455227537462
25,0,2,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ISTK","direct",1.95461597342446,1.07645406394373,2.30362583498121,0.824794964231372,2.78777860029431,0.0925539000216788,0.0567208034768321,0.123359543811788,0.0319091967978698,0.127013806023895,12.3359543811788,3.19091967978698,12.7013806023895,0.0466867727566172,0.0257115295022529,0.0550230108299053,0.0197005527374303,0.0665871904135091
25,0,2,"ISTK","medBMI",0.911620241852629,0.267546838261491,0.861777332509025,0.681963765071858,1.18364319157546,0.0403470464068164,0.0110477499968385,0.0371354198686392,0.0315546762163359,0.0518692991547475,3.71354198686392,3.15546762163359,5.18692991547475,0.0217744087075787,0.00639046166075362,0.0205838911769271,0.0162889732617788,0.0282717840544325
25,0,2,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"KC","medBMI",0.818966900407993,0.191295111492412,0.73093857916676,0.689703120424476,1.02305475344656,0.0154376249288505,0.00244839946861689,0.014726950475665,0.0134883687523137,0.017990954390595,1.4726950475665,1.34883687523137,1.7990954390595,0.0195613471364158,0.00456915911929803,0.0174587559953357,0.0164738308141283,0.0244360659286213
25,0,2,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LVC","medBMI",0.329333624687777,0.338682280914826,0.135255446943516,0.132484647249934,0.691149053208244,0.0141649842577142,0.00357574073032395,0.0128980213933843,0.0114703678340875,0.0179365191160213,1.28980213933843,1.14703678340875,1.79365191160213,0.00786626340210123,0.00808955973999377,0.00323062964868922,0.0031644480061532,0.0165083674884495
25,0,2,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MLPC","direct",1.22802781143218,0.475751905461965,1.49300867793798,0.719500530847503,1.51132135548691,0.0410687822964916,0.00807046761163487,0.0393312037238674,0.0342747617789046,0.0493397446008091,3.93312037238673,3.42747617789046,4.93397446008091,0.029331928189809,0.0113635217356361,0.0356611006040373,0.0171855537039798,0.0360985061235442
25,0,2,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MMC","medBMI",0.0626972158081024,0.0486205788936418,0.0616383107561109,0.016965917016796,0.109328583893602,0.00451392179061042,0.00296871070545866,0.00487319730111259,0.0015564869724346,0.0071659724248594,0.487319730111259,0.15564869724346,0.71659724248594,0.00149754770589395,0.00116132168618561,0.00147225534145749,0.000405237613495533,0.00261135630806334
25,0,2,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OSTK","direct",0.902082365833091,0.0532024392075713,0.916461501656528,0.846832903218717,0.945109562997542,0.142056354190089,0.0154550190280635,0.13898332780269,0.128899440056204,0.157825340753264,13.898332780269,12.8899440056204,15.7825340753264,0.0215465927803791,0.00127076122530092,0.0218900441057303,0.0202269375943614,0.0225743143398481
25,0,2,"OSTK","medBMI",0.166731017833981,0.102176875840074,0.183954531521378,0.0633828605908764,0.255439188442798,0.0262849122325296,0.0158172923391718,0.0308626409333298,0.00979258378824659,0.0388861712811323,3.08626409333298,0.979258378824659,3.88861712811323,0.00398243606259743,0.00244053494301958,0.0043938264740782,0.00151392460171407,0.00610126567372213
25,0,2,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
