"age","female","race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,3,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"PC","medBMI",0.410215138753949,0.207043006150425,0.479356943921137,0.192544366426131,0.569115376689658,0.00508599924752776,0.00204139519436744,0.00510320079484272,0.00313941479317263,0.00701796238666519,0.510320079484272,0.313941479317263,0.701796238666519,0.00626286001152601,0.00316097881668718,0.00731846573105561,0.0029396243556436,0.00868883080580825
25,1,3,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"PVD","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"PVD","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"PVD","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"RHD","medBMI",0.286311613794952,0.0344719154187669,0.301217895392194,0.249611123617484,0.310341764614764,0.0269154039320093,0.00805646887083681,0.0275572264889194,0.0190072211037769,0.034278037586868,2.75572264889194,1.90072211037769,3.4278037586868,0.00437119303377884,0.000526291597264518,0.00459877106812318,0.00381087721258791,0.00473806752577707
25,1,3,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"SCC","medBMI",0.0490739936364649,0.0346357897505303,0.0635157714768644,0.0122523524679235,0.0736201236406666,0.0104299567571542,0.00589979401989623,0.0122251541948805,0.00426029427694431,0.0150737014152966,1.22251541948805,0.426029427694431,1.50737014152966,0.000749225280386458,0.000528793508828373,0.000969711616426415,0.000187059815860444,0.00112397735927851
25,1,3,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"TC","medBMI",3.14311467539972,0.683851914867503,3.48979350272004,2.41207574506111,3.57947660251606,0.00257062757094011,0.000638553884201334,0.00281256586685198,0.00189476362291366,0.00304084396744146,0.281256586685198,0.189476362291366,0.304084396744146,0.0479867400115836,0.0104405430390468,0.0532795748178814,0.0368257806730435,0.0546487897647706
25,1,3,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"UC","medBMI",4.76527572499374,1.02812599439949,5.00598519887769,3.70654201950102,5.6194063776851,0.0199548880800628,0.00481485280679594,0.0200810249824105,0.0153283470977022,0.0244742126954279,2.00810249824105,1.53283470977022,2.44742126954279,0.0727526898997741,0.0156966639424712,0.0764276633367917,0.0565887301611691,0.0857929222169141
25,1,3,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"AA","medBMI",0.127534045028128,0.02835069849228,0.141217474272027,0.0972510627429133,0.146186112456028,0.0273968807418648,0.00802166787642426,0.0253168964855619,0.0208549114743039,0.0357068366272832,2.53168964855619,2.08549114743039,3.57068366272832,0.00328814297690942,0.000730951097154543,0.00364093561167954,0.00250737282648379,0.00376903938778044
25,1,4,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"AFF","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"AFF","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"AFF","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"APCA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"APCA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"APCA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"CC","direct",11.8692388953562,0.607909553662068,11.95231430367,11.2604764961132,12.4073871975324,0.08553148333044,0.0155682686561843,0.0808269044433169,0.0732565291653328,0.101805329549602,8.08269044433169,7.32565291653328,10.1805329549602,0.306018322452,0.0156734111979998,0.308160211861535,0.290322922786477,0.319893116119417
25,1,4,"CC","medBMI",0.166813148123567,0.0568257585704266,0.166778268546744,0.112843508928782,0.220812434958652,0.00119211248453018,0.000389789774588161,0.0013806285800475,0.00077573832608332,0.00144824796178731,0.13806285800475,0.077573832608332,0.144824796178731,0.00430085536248524,0.0014651085434457,0.0042999560807637,0.00290938463758564,0.00569309047684815
25,1,4,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"CM","medBMI",0.254541615639977,0.0655962718233577,0.224528651933759,0.21008150790366,0.324512742526579,0.0265335061525044,0.00431913309618637,0.0256949521686795,0.0228451299424488,0.0309346532488111,2.56949521686795,2.28451299424488,3.09346532488111,0.00656271214179063,0.0016912340580105,0.00578890373788504,0.00541642064783256,0.00836674077906844
25,1,4,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"DIAB","medBMI",0.558780116353341,0.240277741025291,0.488570815687545,0.3677846605288,0.80945347774381,0.0486266218025596,0.0256694636114283,0.0410337424573525,0.0282812927977549,0.0754258982507904,4.10337424573525,2.82812927977549,7.54258982507904,0.0144067328439135,0.00619495419035538,0.0125965634977828,0.00948239780417902,0.020869711827859
25,1,4,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ECA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"ECA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"ECA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ENDO","medBMI",0.19087019987943,0.0678621409832064,0.17098679063131,0.136961577056355,0.261679720563407,0.0217800655659821,0.00807415209135588,0.0209983781898719,0.0144688460258081,0.0297557193758499,2.09983781898719,1.44688460258081,2.97557193758499,0.00492110563180541,0.00174965376674717,0.00440846218462389,0.00353120805981624,0.00674675013389887
25,1,4,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"GC","direct",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"GC","medBMI",0.0294009551091925,0.0390878387254347,0.0144442747550135,0.000722213737750676,0.0707928747816864,0.0132023792897018,NA,NA,0.00867282562472121,0.0177319329546824,NA,0.867282562472121,1.77319329546824,0.000758029309235809,0.0010077811172637,0.000372409113047207,1.86204556523604e-05,0.00182521532957957
25,1,4,"GC","medSBP",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HHD","medBMI",0.463548441217355,0.42906263856337,0.294343037563169,0.152359887538594,0.918561588002174,0.043942911907907,0.0377394176619794,0.0324373143841842,0.0142525355480828,0.0834130461628957,3.24373143841842,1.42525355480828,8.34130461628957,0.0119514248223679,0.0110622955724114,0.0075888911980488,0.00392821457252646,0.0236827886528806
25,1,4,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HSTK","direct",1.0894538024789,0.674412468519329,0.968057162165838,0.50818812024721,1.77390662897668,0.112813775648782,0.0599030744237832,0.103056477499697,0.060621745191594,0.173299509532691,10.3056477499697,6.0621745191594,17.3299509532691,0.0280888124304233,0.0173880207548729,0.0249589069202692,0.0131023461082186,0.045735698436259
25,1,4,"HSTK","medBMI",0.271352048090431,0.0708924193905052,0.302398200818176,0.195841217165978,0.320473649196299,0.0288786298847511,0.00565711021808542,0.0294680638054127,0.0232757896315448,0.0339804513053952,2.94680638054127,2.32757896315448,3.39804513053952,0.00699612664996041,0.00182778183569411,0.00779657322114288,0.00504927074705172,0.00826260296736401
25,1,4,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"IHD","direct",0.308729053471843,0.211341821717576,0.219565830533911,0.159729651680417,0.533517194760511,0.0289622134393922,0.0163893650678151,0.0217408271122079,0.0176395089704243,0.0464230962864667,2.17408271122079,1.76395089704243,4.64230962864667,0.00795979825400692,0.00544891465376656,0.00566094993286014,0.00411822531200445,0.0137553922689842
25,1,4,"IHD","medBMI",0.226460808720245,0.10010466689158,0.264463520391402,0.120496765977818,0.300122546542187,0.02165117381637,0.00786864765321438,0.0261864774693498,0.0132463079916212,0.0262010315360861,2.61864774693498,1.32463079916212,2.62010315360861,0.00583871951661589,0.00258094579626019,0.00681852337571461,0.00310670452507702,0.00773790122792085
25,1,4,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ISTK","direct",0.62413377730652,0.363210693489839,0.552833020272337,0.314409370197207,0.994463827894887,0.115252778046796,0.0553230005794293,0.0857545903457348,0.0811714378886484,0.174407577750846,8.57545903457348,8.11714378886484,17.4407577750846,0.0160917117938959,0.00936446962592313,0.014253402004235,0.00810625086235169,0.025639736046652
25,1,4,"ISTK","medBMI",0.202976089128077,0.0735152932483372,0.184086284599479,0.142915828078141,0.279092684027321,0.037988395464458,0.0049130346663725,0.0399848913510966,0.0327710813845537,0.0415086880407196,3.99848913510966,3.27710813845537,4.15086880407196,0.00523322538542416,0.00189540600814977,0.00474619952435153,0.00368472337155691,0.00719569938120315
25,1,4,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","medBMI",0.270840781504778,0.165928088683601,0.202387814589243,0.152705437982348,0.447161146905412,0.00892173016608743,0.00208004301520212,0.00908228452657876,0.0068818736014745,0.0108251155242827,0.908228452657876,0.68818736014745,1.08251155242827,0.0069829449334033,0.00427803634203444,0.0052180582134511,0.00393712371725363,0.0115289198615123
25,1,4,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","medBMI",0.161446636900429,0.149508438773586,0.0888533612611815,0.0634329843189383,0.32116457377528,0.0152681180633442,0.00889692298729676,0.0149441665171668,0.00695792386255565,0.0238536710783836,1.49441665171668,0.695792386255565,2.38536710783836,0.00416249343579363,0.00385469717386941,0.00229085932106452,0.00163545915795833,0.00828041671114866
25,1,4,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","direct",3.06721758007059,0.471655552967669,2.94592646643584,2.68194672706519,3.55558587966552,0.0430510188913921,0.00748842682050346,0.0422531643391488,0.0363064502262511,0.05047376392594,4.22531643391488,3.63064502262511,5.047376392594,0.0790804521438792,0.0121604462061007,0.0759532673723803,0.0691472170674085,0.091671794276124
25,1,4,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","medBMI",0.0225628254353497,0.0171819113937661,0.0134668698499364,0.011922328254438,0.0409348848638628,0.00432746846370546,0.0031372211576306,0.00299435308704143,0.00212283222699738,0.00766525277057797,0.299435308704143,0.212283222699738,0.766525277057797,0.000581725420675834,0.000442992153717321,0.000347209198204724,0.000307387097379314,0.0010554025330728
25,1,4,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","medBMI",0.327975344275033,0.188990338930194,0.319457480538311,0.15219143203759,0.51099944068869,0.00295768894625795,0.00204446180053469,0.00249025260646242,0.00125256467771516,0.00506013410362695,0.249025260646242,0.125256467771516,0.506013410362695,0.00845601521256186,0.00487263816904726,0.00823640362713777,0.00392387137324642,0.0131748288994878
25,1,4,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OSTK","direct",0.389983238979296,0.081344036305424,0.368236965979861,0.324048183069706,0.474402626938405,0.0981168161493794,0.0293424517555552,0.0828668805242657,0.0797058801247011,0.129490197455405,8.28668805242657,7.97058801247011,12.9490197455405,0.0100547320370756,0.00209725035877403,0.00949405935691969,0.00835476328776298,0.0122312725645208
25,1,4,"OSTK","medBMI",0.102256825195464,0.0160919478500466,0.103436909857729,0.0864987998401221,0.117011778587882,0.0253042469425127,0.00319361326892956,0.0254289735510298,0.0222190413897631,0.0282834348780228,2.54289735510298,2.22190413897631,2.82834348780228,0.00263643375800841,0.000414890198897505,0.00266685925806628,0.00223015290656438,0.00301685293440325
25,1,4,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","medBMI",0.2198501780607,0.0711539366307123,0.194088063625311,0.166611704042686,0.294986449348795,0.0302580948977846,0.00466735081440797,0.0276998703767132,0.0274427270105216,0.0352479536279584,2.76998703767132,2.74427270105216,3.52479536279584,0.00566828111507904,0.00183452439668273,0.00500407011453893,0.00429566163605994,0.00760547994455724
25,1,4,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","medBMI",0.0704842624596316,0.0339261751114153,0.0755092935240467,0.0363850112387075,0.100312237275803,0.00292340415634011,0.00117154221272404,0.00357778116413987,0.00167120606239921,0.0036193817936512,0.357778116413987,0.167120606239921,0.36193817936512,0.00181725854095008,0.000874700668369735,0.00194681626492539,0.000938095542589743,0.00258629747393142
25,1,4,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"PVD","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"PVD","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,4,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"RHD","medBMI",0.16630293128989,0.0161336165882546,0.166349808844157,0.150956121094164,0.18160989556449,0.0295128548778145,0.00411634502778396,0.0304917887705878,0.0252701161451307,0.0329234998016409,3.04917887705878,2.52701161451307,3.29234998016409,0.00428770071112932,0.000415964521984059,0.00428890933037137,0.003892022003127,0.00468235209277591
25,1,4,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCC","direct",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"SCC","medBMI",0.0469347938592339,0.0695682119048898,0.013943533776068,0.000697176688803399,0.121214982100356,0.0197697506175903,NA,NA,0.0182131396375879,0.0213263615975926,NA,1.82131396375879,2.13263615975926,0.00121009502025043,0.00179364049294256,0.000359498772652944,1.79749386326472e-05,0.00312522191232607
25,1,4,"SCC","medSBP",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"SCNC","direct",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"SCNC","medBMI",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"SCNC","medSBP",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,4,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"TC","medBMI",1.99624470303434,0.176842270620083,2.08149621780944,1.80735421435349,2.11267140415636,0.00244916741383254,0.000160420102044804,0.00252512543294858,0.00227788823142628,0.00255588227999015,0.252512543294858,0.227788823142628,0.255588227999015,0.0514681236608414,0.00455943093494676,0.0536661184748285,0.0465980598780769,0.0544698918517167
25,1,4,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"UC","medBMI",3.11949158637352,0.748368529017362,2.70716464114392,2.66993284770432,3.91952822848788,0.0209987816870185,0.00402902844795722,0.0199677056296481,0.017704597284734,0.0251693807380678,1.99677056296481,1.7704597284734,2.51693807380678,0.0804282052607981,0.0192947908324068,0.0697973972373546,0.0688374695561683,0.101055127785355
25,1,4,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"AA","medBMI",3.40817220960103,0.91866656686929,3.87301120286074,2.4261366103765,3.99509466455482,0.0260612666431662,0.00626668726468902,0.0284352525311959,0.0194284740870753,0.0306761711944317,2.84352525311959,1.94284740870753,3.06761711944317,0.0318560423559366,0.0085867377777242,0.0362008728830611,0.0226769968969642,0.0373419818668532
35,0,1,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"AFF","medBMI",0.50437912806648,0.173133263059021,0.445021444741405,0.372546617089855,0.686665669869417,0.023902107238109,0.00703316218904464,0.0236506714719459,0.0173306663998657,0.0306872684775908,2.36506714719459,1.73306663998657,3.06872684775908,0.00471441050480751,0.00161826933090195,0.00415959673429819,0.00348217756724346,0.00641823514730448
35,0,1,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"APCA","medBMI",0.135740678291554,0.0653668684684596,0.12098539998779,0.0811112710748974,0.202912072066411,0.0026825655510991,0.00150660946755209,0.00247685200050318,0.00134875649037467,0.00419123112983006,0.247685200050318,0.134875649037467,0.419123112983006,0.00126876241314858,0.000610981371404922,0.00113084544718829,0.000758143640637296,0.0018966106067261
35,0,1,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,1,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,1,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,0,1,"CC","direct",160.618917867718,4.27005287779682,162.953402911034,156.053702446164,163.199821002454,0.0809096213990319,0.00376819488868983,0.0830363405316738,0.076882722292841,0.0831288092424771,8.30363405316738,7.6882722292841,8.31288092424771,1.50129827252998,0.0399120047261661,1.52311860608287,1.45862739591661,1.5254218656234
35,0,1,"CC","medBMI",2.19813180653692,1.67651576532852,3.05549514818336,0.405778447151712,3.26172632552265,0.00110093392332914,0.000837226086507931,0.00153752542104457,0.00020574562452434,0.00162501944907583,0.153752542104457,0.020574562452434,0.162501944907583,0.020545845581309,0.0156703223740424,0.0285595846902003,0.00379279408569097,0.0304872188343694
35,0,1,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"CM","medBMI",9.77047159513092,0.894223424747598,9.40133288325657,9.13398439386456,10.7207267014905,0.0288968386356914,0.00556429251704278,0.0261682994032552,0.0252707249253098,0.0348422106936437,2.61682994032552,2.52707249253098,3.48422106936437,0.0913241872271475,0.00835826875595726,0.0878738632066774,0.0853749681162604,0.100206181755434
35,0,1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"DIAB","medBMI",42.9127648810546,2.23621402442497,42.1924287398768,41.1788416229226,45.2589738591877,0.0664607868489877,0.00307479665616668,0.0667864473855667,0.063413637898752,0.0692311243431312,6.67864473855667,6.3413637898752,6.92311243431312,0.401103809194328,0.0209017984708467,0.394370857567286,0.384896901398591,0.42303372587305
35,0,1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"ECA","medBMI",2.52276829663796,0.896188808000748,2.09581999403376,1.92868101833839,3.47976163215111,0.0186669031240281,0.00181212104058823,0.0188362646112366,0.016879057702814,0.0203107912811148,1.88362646112366,1.6879057702814,2.03107912811148,0.0235802092058372,0.00837663911059533,0.01958954137126,0.0180273003923328,0.0325251856787323
35,0,1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"ENDO","medBMI",3.10805874558693,1.39972501820709,3.74633290295081,1.61513333882951,4.05845111858505,0.0363234629371625,0.0136023371758344,0.0387092448589901,0.0225372295653768,0.0480817816753947,3.87092448589901,2.25372295653768,4.80817816753947,0.02905089442524,0.0130831708976023,0.0350168161396429,0.0150965834142111,0.0379341719790263
35,0,1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"GC","medBMI",0.243099781475295,0.148283718415845,0.268788645529742,0.0929069505560872,0.371457077948221,0.0105674996434741,0.00487810504094511,0.0116979762579668,0.00554713774983919,0.0146269564147903,1.16979762579668,0.554713774983919,1.46269564147903,0.00227224343698949,0.00138600168185278,0.00251235616928895,0.000868397360831154,0.00347199369069328
35,0,1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"HHD","medBMI",15.2792137356029,5.34212736816885,14.2538170907507,10.710594670531,20.7194199487993,0.0269461494692985,0.011005049174505,0.023706494966667,0.0182136640447221,0.0384323412211117,2.3706494966667,1.82136640447221,3.84323412211117,0.142814168414264,0.0499326399152572,0.133229829084805,0.100111478088029,0.193663547170538
35,0,1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"HSTK","direct",16.1937687237609,11.2617116359396,21.5240588960318,4.16984881473222,23.6869419863594,0.066760659482654,0.0461032258188405,0.0876624859931739,0.0175964571186489,0.0981583093127171,8.76624859931739,1.75964571186489,9.81583093127171,0.151362475438633,0.10526274519351,0.201184473581495,0.0389754015615048,0.22140085089433
35,0,1,"HSTK","medBMI",6.76308487025274,1.78689736955531,7.37668492662,4.88155265910315,8.12305703349017,0.0282351872880038,0.00778658485034314,0.0315067066931109,0.0199545878985718,0.0337349951830949,3.15067066931109,1.99545878985718,3.37349951830949,0.0632142699469947,0.0167020545880601,0.0689495638767368,0.0456276674732139,0.0759258725804948
35,0,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"IHD","direct",73.7203387938116,21.5705791891767,70.8320813253108,54.5940375121662,95.3016589236826,0.0370006703044218,0.0105274983412024,0.0360685205509176,0.0274251575150539,0.0473685103842682,3.60685205509176,2.74251575150539,4.73685103842682,0.689060907337358,0.201619296805703,0.662064486208103,0.510288173370425,0.890780599264157
35,0,1,"IHD","medBMI",57.2984821700377,5.0031016966961,55.8550102383595,53.309767267723,62.5141482142787,0.0287991138784739,0.00259079208163623,0.0284420215664917,0.0265072226326319,0.0313945335895006,2.84420215664917,2.65072226326319,3.13945335895006,0.53556650388663,0.0467637812174011,0.522074432428032,0.498284153389216,0.584317115123852
35,0,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"ISTK","direct",10.662335051727,0.559490616096545,10.478143157911,10.2311607741968,11.2500724390009,0.123419795962987,0.0263183536385556,0.131091520221107,0.0959666678526851,0.144351958453888,13.1091520221107,9.59666678526851,14.4351958453888,0.0996603974600113,0.00522953526641396,0.0979387635723528,0.0956302296154701,0.105153954109062
35,0,1,"ISTK","medBMI",2.87376570820905,0.50122699269224,2.91146846397974,2.38258780592985,3.33289626808316,0.0331264809673371,0.00873967607561867,0.0294601832012237,0.0269492634319493,0.0424200516039214,2.94601832012237,2.69492634319493,4.24200516039214,0.0268609672550737,0.00468494762798734,0.0272133733281539,0.0222699480526908,0.0311524412953385
35,0,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
