"female","race","outcome","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"AA",67.2071079999114,5.0516036889065,67.5929090825064,62.2546272327556,71.8316578468616,0.014972539101918,0.0013003801209633,0.0151457870518955,0.0136717979778978,0.0161260194684572,1.51457870518955,1.36717979778978,1.61260194684572,0.091614637123714,0.00688618886640077,0.0921405491475422,0.0848635695380391,0.097918679489135
0,1,"AFF",139.740588635209,7.82105022885249,136.730132197315,134.01500222418,148.025063018448,0.0150719147017578,0.000855953422490249,0.0146892643709455,0.0144847988866519,0.0159842832980541,1.46892643709455,1.44847988866519,1.59842832980541,0.190490019586704,0.0106614121625886,0.186386259101507,0.182685078458043,0.201783157127783
0,1,"APCA",57.5695029561683,17.5292056025299,53.7079534775586,42.863776104298,75.5575468648568,0.00160370193413353,0.000503158260874055,0.00147767582668677,0.00119064347239417,0.00212388258720263,0.147767582668677,0.119064347239417,0.212388258720263,0.0784769539961293,0.0238952673033463,0.0732130099767175,0.0584305650163159,0.102997695392443
0,1,"BC",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"CC",3790.77154843779,392.060132143348,3986.07857144743,3371.75263183571,4043.77949548167,0.0724489699246972,0.0059984216751236,0.0752115609306596,0.0660492529422446,0.0765004845520817,7.52115609306596,6.60492529422446,7.65004845520817,5.16746174868118,0.534444165296258,5.43369820153918,4.59626820777593,5.51235430465713
0,1,"CM",128.439536812183,10.7542843034254,128.975073555764,118.004868648537,138.418998743786,0.01408795751937,0.0010563670088168,0.0140022956937057,0.0131232928507778,0.0151254347397767,1.40022956937057,1.31232928507778,1.51254347397767,0.175084777601226,0.0146599055264344,0.175814804616071,0.160860562845249,0.188688469394583
0,1,"DIAB",1100.05270729134,158.829199442442,1031.05588393581,989.573622025948,1269.17909240893,0.0390351237124842,0.00535580013508395,0.0366833631819454,0.035328859302351,0.0447403845735755,3.66833631819454,3.5328859302351,4.47403845735755,1.49955760030008,0.216511019512824,1.4055032789266,1.34895595104652,1.73010542272109
0,1,"ECA",168.474301324565,26.4658221673896,161.503217623503,146.957358199783,195.916665595251,0.0203444160203508,0.00304652859007323,0.0192294992221641,0.0180732558768658,0.0235632554422946,1.92294992221641,1.80732558768658,2.35632554422946,0.229658922097074,0.0360773847618817,0.220156157841354,0.200327695162103,0.267067498649407
0,1,"ENDO",15.0374136222945,1.35357876869646,14.6747074608134,13.9407673671271,16.442360114721,0.0191662121491274,0.0011695252414373,0.0186240795379968,0.0183790277197638,0.020414209297952,1.86240795379968,1.83790277197638,2.0414209297952,0.0204985340581464,0.0018451564336417,0.0200041043117173,0.0190036200273213,0.0224137133734363
0,1,"GC",8.38353639375187,1.83358757060949,9.27246971115111,6.42479828295724,9.58668118475714,0.0107028877662017,0.00295826005251565,0.0104789777419204,0.00799374659360163,0.013602352459441,1.04789777419204,0.799374659360163,1.3602352459441,0.0114281757895019,0.0024994894872751,0.0126399420107298,0.00875808498242425,0.0130682653085358
0,1,"HHD",569.879097786549,49.5117005749402,558.141465108051,528.833455112666,620.901728237154,0.0324534467931853,0.00293623463267282,0.0318302755134376,0.029976393635343,0.0354601955388131,3.18302755134376,2.9976393635343,3.54601955388131,0.776841442845197,0.0674928086707303,0.76084106743054,0.720889300713411,0.846393904079442
0,1,"HSTK",643.976444344868,61.5639313022176,647.926145558684,583.902429188911,700.693213469082,0.0575625946537426,0.00562369206699107,0.0576955470217285,0.0521647023124846,0.0628474774822126,5.76955470217285,5.21647023124846,6.28474774822126,0.877848638643289,0.0839220343504345,0.883232748363518,0.795957611594709,0.955163172429673
0,1,"IHD",5530.06537218211,227.95956251993,5599.9673720538,5291.57121675254,5709.14282772074,0.0326675299588833,0.00134479462406208,0.0328949811452205,0.0313070875028834,0.0338346389064965,3.28949811452205,3.13070875028834,3.38346389064965,7.53841293607735,0.310747378077501,7.63370116589488,7.21330512894131,7.7825257478685
0,1,"ISTK",747.20815827298,105.687333855599,745.924964807093,647.356098783412,848.150932208552,0.0591606361261098,0.00805120305207467,0.0591059573790861,0.0515353639865429,0.066832385200647,5.91059573790861,5.15353639865429,6.6832385200647,1.01857089693769,0.144069682923512,1.01682168755738,0.882455678347945,1.15617294350069
0,1,"KC",480.082171893598,36.2719524651283,476.222151578539,447.410977778986,516.03438327601,0.0158326686311139,0.0013399265150488,0.0156429049048758,0.0146499984555195,0.0171766379740106,1.56429049048758,1.46499984555195,1.71766379740106,0.654433069306515,0.0494447962686582,0.649171209795245,0.609896714711216,0.703442004486393
0,1,"LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC",231.365058354969,9.58993623877858,226.287129348581,225.427090301887,241.619266063482,0.0145714954008104,0.000500832439276176,0.0142891725567792,0.0142762407815981,0.0151067244374493,1.42891725567792,1.42762407815981,1.51067244374493,0.315389643969286,0.0130727024968313,0.308467569249736,0.307295190798706,0.329367860651484
