"female","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"Cancer",92356.805154803,2083.76351646045,92354.9273062344,90378.0285026828,94337.1779782066,0.223184745492499,0.00472665353301178,0.22298039706711,0.218784421160957,0.227758765985623,22.298039706711,21.8784421160957,22.7758765985623,78.3567597873749,1.76789308637639,78.3551665953089,76.6779389734331,80.0369348145728
0,"DIAB",1517.14970282483,147.978790868469,1494.82932074238,1387.26055950049,1666.01117091926,0.037123835501853,0.00346447931945253,0.0365153400107566,0.0341294878185729,0.040635404352565,3.65153400107566,3.41294878185729,4.0635404352565,1.28717028080903,0.125547203048781,1.26823336745147,1.17697057884452,1.41346635912746
0,"HHD",790.936197653812,75.9609357028564,757.994021625483,738.056531165095,871.816713766608,0.0306854700548774,0.00303176160127585,0.0293350154131186,0.0286021658674931,0.0339166606877567,2.93350154131186,2.86021658674931,3.39166606877567,0.671040943250692,0.0644462828929224,0.643092356575366,0.626177120625517,0.739661064549893
0,"HSTK",999.269032990987,44.3695943479434,994.985173400516,959.086163643884,1043.09318298999,0.0626070490224606,0.00293912231614417,0.0620436619608603,0.0600930636393068,0.0655999134079746,6.20436619608603,6.00930636393068,6.55999134079746,0.847793332064661,0.0376437625831437,0.844158847780252,0.813701643469317,0.884974332301753
0,"IHD",6837.45359372852,210.631491158024,6818.69091444393,6645.92412140085,7044.93134344811,0.0319417242671543,0.00106547701827716,0.0316812995794126,0.0310631379094634,0.0330416716094255,3.16812995794126,3.10631379094634,3.30416716094255,5.80098789583614,0.178702599431218,5.78506938554113,5.63849170694971,5.97701481847333
0,"ISTK",1019.5020619385,108.365093809397,1038.11353802333,909.790460867113,1113.39390833779,0.059543305897059,0.00626895593981704,0.0603493116165524,0.0532822782715067,0.0651192286610418,6.03493116165524,5.32822782715067,6.51192286610418,0.864959306855087,0.0919384079032065,0.88074953431502,0.771878504020579,0.944618416348652
0,"OSTK",1980.09627895249,230.444437440409,2018.54236477701,1747.13156349556,2180.38182145857,0.067607355369513,0.00736266558282305,0.068258636814591,0.0603565824246835,0.0743045390860263,6.8258636814591,6.03565824246835,7.43045390860263,1.67994040315378,0.195512170419808,1.71255858117182,1.48228999485527,1.84986536013695
0,"Other_CVD",5110.38051935489,202.99477763615,5192.31433244496,4894.87869486651,5256.23860271671,0.0979710739290266,0.00387323854929246,0.0999710419146654,0.0938299067752673,0.100412268294993,9.99710419146654,9.38299067752673,10.0412268294993,4.33571579382796,0.172223508626859,4.40522954649623,4.15288113787734,4.45946376001056
1,"Cancer",138412.154285396,5343.99640481482,140387.484932679,132762.987639575,142382.289881025,0.23154639699716,0.00916884350957385,0.234691017217321,0.221892618891937,0.238527247915247,23.4691017217321,22.1892618891937,23.8527247915247,108.97650848795,4.2075067220475,110.531752231981,104.528731050293,112.102328743181
1,"DIAB",1138.43875466738,110.077917757226,1079.27871292752,1071.02517294424,1256.13837186941,0.0359467280350186,0.00354297810133775,0.0339530179240866,0.0338549547532094,0.0397331549111201,3.39530179240866,3.38549547532094,3.97331549111201,0.896330826230859,0.086668018431904,0.849752150939682,0.843253863454114,0.988999663005105
1,"HHD",663.017840993065,135.069106036991,675.145540814653,529.936438131227,785.790699006554,0.0262586096915214,0.00534460883340226,0.0264755254692123,0.0210921793897783,0.0312406615822272,2.64755254692123,2.10921793897783,3.12406615822272,0.522016074019498,0.106344415029837,0.531564616843428,0.417236644037808,0.618679242600847
1,"HSTK",1443.0234441036,76.795294918055,1446.29413270415,1368.72751295217,1514.53928994457,0.0782459657093812,0.00339068745106801,0.0782877337037341,0.0750072445350601,0.0814491840885024,7.82877337037341,7.50072445350601,8.14491840885024,1.13614051754745,0.0604634986839092,1.13871563983985,1.07764485137171,1.19244732977466
1,"IHD",4085.52129598212,505.831990768493,4152.34058835902,3579.73756695346,4534.50862649041,0.0272657414562136,0.00335174948193597,0.0275632720187057,0.0239645519676762,0.0303140299666327,2.75632720187057,2.39645519676762,3.03140299666327,3.21666726804406,0.398258408158277,3.26927632698448,2.81844685796426,3.57016997802451
1,"ISTK",1442.19148153668,193.838457432323,1392.94430186429,1283.4876507773,1642.7554150176,0.0563096917935603,0.00781897999342976,0.0541974092278595,0.049985528072889,0.0644292956950772,5.41974092278595,4.9985528072889,6.44292956950772,1.13548548565229,0.152615486773719,1.0967115375024,1.01053266305436,1.29339616417762
1,"OSTK",2373.63087705609,135.72780415058,2429.15200490537,2229.4551444989,2470.6136509414,0.0575981285397945,0.00359257112042436,0.0593549628317143,0.0537597067072592,0.059943241224198,5.93549628317142,5.37597067072592,5.9943241224198,1.86883880795183,0.106863030038303,1.91255244489048,1.75532444193468,1.94519658257114
1,"Other_CVD",4995.87988602569,110.325828759483,5022.18701205321,4882.1488933109,5087.24982161709,0.0860649013326131,0.00206969111908552,0.0868735427490079,0.0838709965695561,0.0875714608917344,8.68735427490079,8.38709965695561,8.75714608917344,3.93342296863379,0.0868632070378555,3.95413544693913,3.8438787623687,4.00536156833933
