"age","race","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,"direct",1684.08551186877,108.42168883882,1663.73396319506,1591.10435047493,1794.36548963527,0.34680670741086,0.0191525661594898,0.345270508641238,0.329308602890097,0.365610580885802,34.5270508641238,32.9308602890097,36.5610580885802,33.8631830352614,2.18011702390751,33.4539590303448,31.9935403924617,36.08066608224
35,4,"medBMI",1789.26313771286,181.328469265697,1816.7718242776,1606.80308965892,1948.34080218678,0.36885981863154,0.0409253059809941,0.375958663100646,0.327404942449709,0.404280677014631,37.5958663100646,32.7404942449709,40.4280677014631,35.9780692272461,3.64610888281696,36.5312072250711,32.3092068325943,39.1767643237466
35,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct",31237.3409644311,2240.99697635013,30449.8597439011,29544.049174125,33599.9917921876,0.365373534832391,0.0256085852650191,0.360632138035196,0.343375247754556,0.391402009187842,36.0632138035196,34.3375247754556,39.1402009187842,132.450928835788,9.50215741390244,129.111892417205,125.27112212076,142.468916506612
45,1,"medBMI",33735.5996317221,596.180237926894,33558.9215764466,33263.287018746,34358.0885916825,0.394594798127909,0.00445213750679313,0.393768611209475,0.3907713731298,0.399120482006687,39.3768611209475,39.07713731298,39.9120482006687,143.043913729462,2.52789206215961,142.294772739747,141.041238650274,145.683358649907
45,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,"direct",8110.12606902737,477.197795303603,8372.30227931951,7599.9665192912,8397.43584001522,0.394674779263834,0.0275841818874799,0.409830472162193,0.365185274103906,0.411281945460157,40.9830472162193,36.5185274103906,41.1281945460157,175.605506284401,10.3325841952218,181.28230905568,164.559213630656,181.826516582558
45,2,"medBMI",7979.66793894316,295.894704803609,8072.55063137858,7669.6790970848,8210.70649223142,0.388257440262423,0.0186316432517301,0.395381169094208,0.368528285521123,0.401931425496705,39.5381169094208,36.8528285521123,40.1931425496705,172.780745511588,6.40689663781546,174.791899480263,166.068673830613,177.783336319189
45,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,"direct",4777.02280281653,772.387222213951,5189.19382199269,3951.13943195614,5252.56080737718,0.285122194556316,0.0432884180627875,0.307360740158168,0.238841033405192,0.312500591945867,30.7360740158168,23.8841033405192,31.2500591945867,77.1915842154472,12.4809522105087,83.8518274780802,63.8461914037739,84.8757702538823
45,3,"medBMI",5286.69715738455,846.521213071066,5661.7933945602,4384.65387045901,5869.9086427108,0.315535689823742,0.0472690060763645,0.336925509353738,0.265131312685061,0.347758720361927,33.6925509353738,26.5131312685061,34.7758720361927,85.4273771951028,13.6788782901373,91.4885315952388,70.8513215171525,94.8514516329377
45,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4,"direct",4834.91805768484,425.199219598664,4723.62102830669,4488.79528145333,5275.64330888779,0.38504676995284,0.0157959134117319,0.377036927396128,0.374969228031157,0.401932678047728,37.7036927396128,37.4969228031157,40.1932678047728,102.530435889714,9.01687697811632,100.170244300276,95.1904729999668,111.876561630484
45,4,"medBMI",4439.12300440702,378.702435813304,4543.37708260511,4045.42179732126,4744.2082450244,0.353554137314876,0.0147192007014436,0.361440236065676,0.337815625283545,0.362589465408028,36.1440236065676,33.7815625283545,36.2589465408028,94.1371107389255,8.03085499137231,96.3479478107018,85.7881881943853,100.606821772456
45,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"direct",82208.713056355,6613.11355104525,84374.8921810893,75263.7069013675,87312.4669553182,0.304875751045001,0.0237273090228506,0.311609223870103,0.280164428822226,0.32386362136644,31.1609223870103,28.0164428822226,32.386362136644,255.375870663641,20.543195095853,262.104961284646,233.801673383865,271.230340915562
55,1,"medBMI",88581.5310910922,3735.06989520844,90104.5677957385,84614.5353226779,91253.945660557,0.328531897898854,0.012902589679061,0.332769781533114,0.314979674551317,0.33848192015727,33.2769781533114,31.4979674551317,33.848192015727,275.172603804157,11.6027449039925,279.903815497437,262.849396681534,283.474280987492
55,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,"direct",19388.666900917,2425.54371655495,20566.6068035782,16797.4799646349,20978.6049199372,0.341383155130215,0.0449276573253909,0.361455247699966,0.293495359320914,0.372209672255227,36.1455247699966,29.3495359320914,37.2209672255227,383.480428018841,47.9738265325972,406.778414433348,332.230412714524,414.927154870827
55,2,"medBMI",18754.6428510703,519.082892770797,18578.9757731173,18357.8267265651,19300.7759918356,0.330012557909259,0.00856188883624207,0.325662789924651,0.324556976945921,0.339165441659513,32.5662789924651,32.4556976945921,33.9165441659513,370.940328420866,10.2667259649289,367.46588190082,363.091866324545,381.742070059227
55,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,"direct",10742.9901173858,741.232891111605,10519.3623289684,10158.3209299492,11517.742924977,0.295326337728771,0.0211565820571376,0.286942541379692,0.280011324882009,0.317767577472249,28.6942541379692,28.0011324882009,31.7767577472249,187.019320775872,12.9037512198849,183.126296893373,176.841108460848,200.506603391019
55,3,"medBMI",11098.7787093368,571.217089162852,11170.3573730972,10528.9063739172,11607.8091805601,0.305138388224144,0.0174733539471782,0.30835010035693,0.287385379759112,0.320161441376306,30.835010035693,28.7385379759112,32.0161441376306,193.213065727643,9.94403149062964,194.459142744585,183.292444379714,202.074521611172
55,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4,"direct",9232.21894338717,482.432852864129,9383.46588044075,8726.84351871931,9609.03447155949,0.312157180798703,0.0168977480527269,0.310707669802101,0.296764720072707,0.328781725871811,31.0707669802101,29.6764720072707,32.8781725871811,191.358616931751,9.99951193235553,194.493551758061,180.88356831248,199.16897094866
55,4,"medBMI",8121.86205751646,422.364668181067,8008.8027764367,7779.59620860221,8560.22829534851,0.274641505022759,0.0154933214262075,0.266213147215121,0.265240664488532,0.291206449693477,26.6213147215121,26.5240664488532,29.1206449693477,168.343959319774,8.75446295626023,166.000550027665,161.249725542085,177.430090995757
55,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"direct",104946.310156086,8208.39378183225,109468.644025634,96171.195729931,109877.440793125,0.309823297669117,0.0250720840196262,0.323833274800522,0.283025273616843,0.324712841159696,32.3833274800522,28.3025273616843,32.4712841159696,480.107283188878,37.5516741091581,500.796008924473,439.962981397355,502.666168105146
65,1,"medBMI",109367.555268302,3013.16333278644,108605.175784936,106898.62529222,112484.507805246,0.322828404534981,0.00898868447035409,0.319517372629004,0.316142493565827,0.332328692624216,31.9517372629004,31.6142493565827,33.2328692624216,500.333549133638,13.7845881323209,496.845823438723,489.038714075241,514.592951032713
65,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,"direct",16093.4449527837,1234.77468855902,15565.6131746538,15228.0800831956,17407.4668337821,0.301141275819251,0.0224223941782781,0.290464964820554,0.286272738974526,0.32508467701287,29.0464964820554,28.6272738974526,32.508467701287,646.474194080049,49.6009383943966,625.27117481491,611.712459827784,699.258494707681
65,2,"medBMI",15613.6428632839,1086.53750646059,15755.7000739742,14527.6958894111,16578.8412080699,0.292241235515023,0.0213034526992171,0.294012116089471,0.27130284183374,0.311674380708024,29.4012116089471,27.130284183374,31.1674380708024,627.200528930212,43.6462460888687,632.906971588308,583.578004554123,665.97257704692
65,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,"direct",7889.73013903486,764.19001760846,7662.37994217654,7284.88314661283,8687.82479878645,0.230837146402224,0.0228683716570074,0.223205541660623,0.213282707262231,0.254878449572578,22.3205541660623,21.3282707262231,25.4878449572578,283.345099884714,27.4444744058962,275.180237069075,261.623136210079,312.007196952642
65,3,"medBMI",8203.71123635196,126.303931740699,8219.35309243275,8077.7668124423,8316.36008259295,0.240000434719186,0.00443156434360037,0.241213326826021,0.235394939992377,0.243574971155185,24.1213326826021,23.5394939992377,24.3574971155185,294.621151639775,4.53597265359423,295.182900038706,290.098090046572,298.666727093888
65,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4,"direct",5549.64071901472,113.899213984635,5561.04299299366,5436.9979128389,5652.59159230843,0.246369028986623,0.00965164998423274,0.250806922369328,0.236072168406649,0.252893680191296,25.0806922369328,23.6072168406649,25.2893680191296,266.87444398831,5.47725356322735,267.422763362916,261.45760931567,271.825207192536
65,4,"medBMI",5681.94036560166,226.784258920383,5727.88276627057,5450.31136834544,5874.51832228931,0.252131714915886,0.00958280892857058,0.248183278400281,0.245305437059063,0.262314163810973,24.8183278400281,24.5305437059063,26.2314163810974,273.236548565958,10.9057371583189,275.445854222808,262.09783473129,282.497352592303
65,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"direct",130076.856400683,4544.36391592127,128743.23020726,126468.257112227,134819.037953549,0.223234369152243,0.00779956190730383,0.220533144991006,0.217313935697396,0.231450843144141,22.0533144991006,21.7313935697396,23.1450843144141,814.126286134898,28.4423088017908,805.779373624964,791.540750028382,843.806697874859
75,1,"medBMI",153138.898708126,4751.82283443537,154042.814960737,148302.180294359,157207.288307172,0.262809125663038,0.00797642137150275,0.263870545984197,0.254830907698325,0.269885136354767,26.3870545984197,25.4830907698325,26.9885136354767,958.46721944135,29.7407546862392,964.124659220252,928.19511948261,983.930495588024
75,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,"direct",15258.1719567854,1292.91486773879,15417.0631951838,13969.3502723228,16411.9360886094,0.233239374668139,0.0192298727338211,0.23956303466719,0.213039927782532,0.248063710554554,23.956303466719,21.3039927782532,24.8063710554554,794.561959917484,67.3279193750426,802.836144672585,727.447191091238,854.643671701895
75,2,"medBMI",14580.8546013543,2509.1315618217,14372.7247939004,12291.7930933504,17046.826445694,0.2225586237883,0.0352040018692491,0.218949593206092,0.190780729445982,0.257404194125496,21.8949593206092,19.0780729445982,25.7404194125496,759.290984669484,130.661818276682,748.452725132484,640.089208511599,887.705281433817
75,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,"direct",8067.73764482671,534.2718125191,7759.40807074331,7759.15652741658,8638.39890020772,0.193257173999469,0.0133314367879631,0.187237781379677,0.184158935559795,0.207471896165967,18.7237781379677,18.4158935559795,20.7471896165967,627.544046952735,41.5580067376138,603.560819283007,603.541253138917,671.93258428582
75,3,"medBMI",8958.26507809051,906.9378710395,8513.2979494318,8367.42697981796,9927.32523572296,0.214589228945154,0.0221475087424665,0.201873692031226,0.201738284693835,0.238248379573311,20.1873692031226,20.1738284693835,23.8248379573311,696.81317963842,70.5456085686895,662.201683209991,650.85519889997,772.190932341035
75,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,"direct",6133.4265008425,659.671028163454,6222.02981653545,5473.33667824808,6718.20350509791,0.216916393291924,0.0236803802507793,0.221079355420292,0.192913019754663,0.237381249020072,22.1079355420292,19.2913019754663,23.7381249020072,461.610391257219,49.6477786714744,468.278802661202,411.931093521955,505.621539299098
75,4,"medBMI",5929.61997485804,611.245847834245,6267.03714173505,5276.18734687093,6296.24801099969,0.209728971553835,0.022282643991386,0.221379568269152,0.185903429877843,0.223651506021807,22.1379568269152,18.5903429877843,22.3651506021807,446.271622595438,46.0032308097861,471.666117890622,397.093354783159,473.864569406811
75,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
