"age","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,"OTH","medBMI",22.4618990135096,2.43613636808412,22.9336892538424,19.9798408037894,24.5429355189468,0.0248497558582355,0.00275084683613585,0.0260342710889585,0.0219215372876891,0.0267711364826673,2.60342710889585,2.19215372876891,2.67711364826673,0.054972960811434,0.00596216860441994,0.0561276141369359,0.0488984036863851,0.0600660626098063
35,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"PC","medBMI",3.90412314952768,0.814023029174174,3.83191211058378,3.16377639158943,4.70584929056825,0.00454118571515469,0.00068228929450746,0.0042846342470373,0.00403737458873518,0.00526306558947398,0.42846342470373,0.403737458873518,0.526306558947398,0.00955490044599146,0.00199222942171909,0.00937817208426085,0.00774298537654281,0.0115170346229111
35,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"PVD","medBMI",1.00504626928284,0.236405285484738,0.985335135447799,0.789424737053179,1.23742226527229,0.0278076916362175,0.00319363539259928,0.029212806952208,0.0244054352623061,0.0300155999915371,2.9212806952208,2.44054352623061,3.00155999915371,0.00245973722621287,0.000578575234745382,0.00241149645248261,0.00193202788007818,0.00302845123001829
35,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"RHD","medBMI",2.46948472348973,0.264497806160325,2.57559683185302,2.18876743698933,2.66000671788133,0.0236634409540761,0.00387037616763575,0.0258137599119244,0.0195262811397815,0.0259728296541995,2.58137599119244,1.95262811397815,2.59728296541995,0.00604378493764873,0.000647328506107907,0.006303482337729,0.00535676108536459,0.00651006599986463
35,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"SCC","medBMI",2.64859242290543,0.850817720056246,2.30489880828028,2.03745987319428,3.55186454504794,0.0107341840528494,0.00427652461904078,0.00890738291932364,0.00773610115005335,0.0152850479191422,0.890738291932364,0.773610115005335,1.52850479191422,0.00648213080213166,0.00208228027177021,0.00564097949980569,0.00498645291284649,0.00869278729839391
35,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"TC","medBMI",29.0501243228917,16.6537649471895,19.5500931568864,19.3319806093256,46.8432945275623,0.00337935327451843,0.00180591198256491,0.00236293696543455,0.00231331198765613,0.00530934842410202,0.236293696543455,0.231331198765613,0.530934842410202,0.07109689812999,0.0407582087006115,0.0478466448596806,0.0473128390348779,0.114643672504865
35,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"UC","medBMI",69.9605881565191,7.85081942543731,71.5108311010829,61.9533190554693,76.6501507546897,0.0252775180284039,0.0028744324959182,0.0266072586148814,0.0222103941266393,0.0272143624316627,2.66072586148814,2.22103941266393,2.72143624316627,0.171220637612166,0.0192139938102579,0.175014682122315,0.151623750891508,0.187592586499199
35,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"AA","medBMI",13.6780918256919,1.49500969672512,13.5883143378027,12.2979099856511,15.1345845304386,0.0220021247316784,0.00328733793168136,0.0219291680503256,0.0189107371599049,0.0251555254826017,2.19291680503256,1.89107371599049,2.51555254826017,0.0349764415013275,0.00382291037871275,0.0347468702209683,0.0314471590542901,0.0387008595366704
45,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"AFF","medBMI",5.09569927132406,0.578259796901677,5.10487629210677,4.54250411710664,5.64109395787619,0.0235293166068164,0.00165104445413361,0.0228981733971024,0.0223175050706145,0.0252775998712753,2.28981733971024,2.23175050706145,2.52775998712753,0.0130302844682655,0.00147867628150522,0.013053751157527,0.0116157013380397,0.0144249209126192
45,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"APCA","medBMI",7.20650612237856,0.985558873138537,7.67455525759421,6.15415745889277,7.86101302093103,0.00251844826067022,0.000294165203833102,0.00262021095700028,0.00220857821304266,0.00274182001641723,0.262021095700028,0.220857821304266,0.274182001641723,0.0184278584345285,0.00252018649324286,0.0196247134788021,0.0157368828264927,0.0201015072549317
45,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"BC","medBMI",117.579246594629,4.19979690576808,118.212804097429,113.354372684928,121.265596626951,0.00604177165415795,0.000285076636527187,0.00589581845684475,0.00586105503698794,0.00634654848904419,0.589581845684475,0.586105503698794,0.634654848904419,0.300663549616079,0.0107393598949335,0.302283628441166,0.289860064960742,0.310089967270092
45,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"CC","direct",1406.02232272223,152.666238138399,1421.73580776971,1254.88849272428,1543.79969042983,0.0742277473542942,0.0085669111114965,0.0745877509495427,0.0659415715040775,0.0822079201485498,7.45877509495427,6.59415715040775,8.22079201485498,3.59535950971488,0.39038499050326,3.63554068392756,3.20889306167817,3.94767195967082
45,"CC","medBMI",51.3207700184151,25.5005057506116,42.7049288344559,31.8172778996336,78.1477271435619,0.00270230286893235,0.00132703708737637,0.00224426682548315,0.0016939216792471,0.00410001469554942,0.224426682548315,0.16939216792471,0.410001469554942,0.131233064759848,0.065207702873088,0.109201375764353,0.0813604100169667,0.199832655148901
45,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"CM","medBMI",41.1190854506655,4.63808286605574,39.2222419891146,37.804685166741,46.0458026769082,0.0220712100499462,0.00258883926505689,0.0211019932077268,0.0201565865614964,0.0248096678542826,2.11019932077268,2.01565865614964,2.48096678542826,0.105146193283472,0.0118601071048667,0.100295748117905,0.096670893576468,0.117744371381209
45,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"DIAB","medBMI",355.973623061763,13.8251619267904,351.594636665672,345.204569617575,370.464814942628,0.0629302483756892,0.00219138614231582,0.0619696859666203,0.0614125013626268,0.0652644734364602,6.19696859666203,6.14125013626268,6.52644734364602,0.910265171611796,0.0353525165308869,0.899067603744156,0.88272747318022,0.947320802730866
45,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ECA","medBMI",20.7556818490778,2.16083773680553,21.8780233066051,18.4452896169397,22.1120838423177,0.024380851015853,0.00234735463936565,0.0249863363399157,0.0219498843682582,0.0262971551379944,2.49863363399157,2.19498843682582,2.62971551379944,0.0530746467610961,0.00552550864977224,0.0559446019298414,0.0471667102022324,0.0565431214265262
45,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ENDO","medBMI",4.83728869272935,0.335886759772014,4.8224289363711,4.52474595258464,5.16246222577857,0.0242590212300017,0.0012335872929209,0.0239167559830319,0.0232669096404022,0.0255420582795255,2.39167559830319,2.32669096404022,2.55420582795255,0.012369499133533,0.000858900770220703,0.0123315010409912,0.0115702916851079,0.0132010049606187
45,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"GC","medBMI",3.71542275757897,1.04753243700444,3.15563099370491,3.07116367797702,4.83550483647385,0.0109387547142146,0.00154332732137995,0.010137129594104,0.00996999277402794,0.0125888980064953,1.0137129594104,0.996999277402794,1.25888980064953,0.00950075992976366,0.00267865996738001,0.00806930851595687,0.00785331595171765,0.0123649376095454
45,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"HHD","medBMI",135.571000015891,56.7112919675059,130.042879342541,84.2370402744446,191.603862329685,0.0313655611747312,0.0126170571551958,0.0297955211891231,0.0201164285745099,0.0439492277627193,2.97955211891231,2.01164285745099,4.39492277627193,0.346670516016397,0.145017244455137,0.332534480682834,0.215403723629779,0.489952938436544
45,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"HSTK","direct",237.054309238964,12.8023914540249,230.640899001183,228.821918004082,250.738099175959,0.0857695095383136,0.00481295876364398,0.0851052061933989,0.0815123096221659,0.0905913672976386,8.51052061933989,8.15123096221659,9.05913672976386,0.606174917188406,0.0327371757314655,0.589775095424934,0.585123753465258,0.641165929410506
45,"HSTK","medBMI",57.7180306839267,3.5826078713567,56.9422731226361,54.7046279321929,61.3908273627574,0.0208768920417343,0.00118809233846242,0.0203108611695128,0.0200893154104406,0.0221455949144164,2.03108611695128,2.00893154104406,2.21455949144164,0.147591590224323,0.00916113711119674,0.145607889624308,0.13988597555167,0.15698335040699
45,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"IHD","direct",522.289300422051,9.23240913062876,523.012324874119,513.23142145916,530.732608600683,0.0286535663947539,0.000500141017096493,0.0287125820627825,0.0281558381105387,0.0291011313611447,2.87125820627825,2.81558381105387,2.91011313611447,1.33555333563913,0.0236083235870091,1.33740219166189,1.31239130560533,1.35714383805357
45,"IHD","medBMI",399.153658044746,5.67912859436897,401.273528125552,393.147215386896,403.35821113391,0.0218980915596451,0.000298036030070171,0.0220130056981173,0.0215823697775251,0.0221161363240637,2.20130056981173,2.15823697775251,2.21161363240637,1.02068144800868,0.0145221798179744,1.02610219768756,1.00532228878307,1.03143297000725
45,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ISTK","direct",97.2357441811165,7.42271158626868,93.9792379885417,92.0969855066926,105.142533119229,0.105772546865457,0.0114667453389427,0.0995270880904899,0.0988214351107571,0.118032298578878,9.95270880904899,9.88214351107571,11.8032298578878,0.248642892702384,0.0189807204752568,0.240315634792815,0.235502500427211,0.26886145420069
45,"ISTK","medBMI",26.9928364085573,2.67819802182908,27.3922364331292,24.300111674778,29.3460711214505,0.0292733376445092,0.00238203998009069,0.0287927720589188,0.0272494468345896,0.0317057092021806,2.87927720589188,2.72494468345896,3.17057092021806,0.0690237626439571,0.00684845793062495,0.0700450740792866,0.0621381582533428,0.0750412523145412
45,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"KC","medBMI",127.695799041556,22.0816462715025,124.733055624158,108.119498035739,149.79043195216,0.0155881096810141,0.00240506118672913,0.0149804163242403,0.0136169435125783,0.0180758152027078,1.49804163242403,1.36169435125783,1.80758152027078,0.326532728545732,0.0564652890849519,0.318956655571327,0.276473893171033,0.383031225948675
45,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"LVC","medBMI",31.0719519215471,4.16486622711608,31.0938960311136,27.1060439492411,35.0192074007216,0.01226675449264,0.00189052662877241,0.0123846161396783,0.0104232825889455,0.0140100439963517,1.23846161396784,1.04232825889455,1.40100439963517,0.0794545264475206,0.0106500381639463,0.0795106400395575,0.069313247242737,0.0895481090990728
45,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"MLPC","direct",280.851727545337,33.8848470264432,297.287943830312,244.653705039204,303.07896620924,0.0376815386548432,0.00459612496582613,0.0399433488305152,0.0327703336360301,0.0406702050243352,3.99433488305152,3.27703336360301,4.06702050243352,0.718169913188116,0.0866474201888076,0.760199193640438,0.625607439358881,0.775007498632878
45,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"MMC","medBMI",11.4180325674432,3.46026193960008,11.6690073776337,8.03061078279395,14.5921257634305,0.00493593774246128,0.00142865434163294,0.00527788409724238,0.00346286607624204,0.00611835500711658,0.527788409724238,0.346286607624204,0.611835500711658,0.0291972120998118,0.00884828460373125,0.0298389833262957,0.020535188083526,0.0373137305735862
45,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"OC","medBMI",7.8929062610667,1.91372125799871,7.54867135325858,6.2433653859507,9.83504680781961,0.00270919203376923,0.000529779519216251,0.00261601948164171,0.00225137169687526,0.00324620903997161,0.261601948164171,0.225137169687526,0.324620903997161,0.0201830619090537,0.00489360361688117,0.019302813971761,0.0159649976748179,0.0251493368899882
45,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"OSTK","direct",142.838946020355,29.3540322712185,131.764807377361,121.18947222601,173.901437661244,0.0977829888586126,0.0197869491509079,0.0923426861784956,0.0818381617738063,0.118352073221518,9.23426861784956,8.18381617738063,11.8352073221518,0.365255483239855,0.0750616098828843,0.33693764714398,0.309895308490911,0.444685818670293
45,"OSTK","medBMI",34.5226177245487,5.77540372569194,31.8772304094108,30.6104079316036,40.6834067353609,0.0236095232985286,0.00365094577247918,0.022340024946916,0.0208416564863324,0.0274564637095955,2.2340024946916,2.08416564863324,2.74564637095955,0.0882782726350272,0.0147683663139902,0.0815137154251919,0.0782743058019605,0.104032113096454
45,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"OTH","medBMI",38.008234010437,6.62397429075685,38.2787867883397,31.6044115075026,44.1820866521542,0.0210485480683847,0.00400883047432133,0.0215337895151167,0.017054913700694,0.0246297272063531,2.15337895151167,1.7054913700694,2.46297272063531,0.0971913911952093,0.0169382580727948,0.0978832255190264,0.0808160863637225,0.112978636851452
45,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"PC","medBMI",15.829952232785,1.4573120832886,15.021664804134,14.9591967118511,17.3877520680724,0.0046172476628271,0.000379460024188129,0.00444176641681344,0.00436151305416002,0.00502214133060579,0.444176641681344,0.436151305416002,0.502214133060579,0.0404789940946903,0.00372651327976759,0.0384121109120983,0.038252372872372,0.0444624660222118
45,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"PVD","medBMI",4.45002624124633,1.39273653688937,3.64999664402672,3.64227543489369,5.93780220523564,0.0230606999195883,0.00509263388090918,0.0210439358000763,0.0193732470133838,0.0284624023273781,2.10439358000763,1.93732470133838,2.84624023273781,0.0113792248575178,0.00356138623940028,0.00933345789213433,0.00931371387937271,0.0151836377562388
45,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"RHD","medBMI",3.86349041864821,0.434296611412347,3.76372567237223,3.50155544364411,4.31022542798689,0.0240962783494357,0.00174157261117842,0.0246811397373565,0.0222647351450804,0.0254306893740584,2.46811397373565,2.22647351450804,2.54306893740584,0.00987938583399242,0.00111054598966478,0.00962427599436828,0.00895387680525954,0.0110217382264058
45,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"SCC","medBMI",7.92316833111403,1.07589894040402,7.54821622073684,7.10808194013128,9.05696401591741,0.011451524372475,0.00155745437800772,0.0106957048370545,0.0104301799383056,0.0131153154117517,1.06957048370545,1.04301799383056,1.31153154117517,0.0202604454751394,0.00275119635325871,0.0193016501459712,0.0181761765700873,0.0231596904099844
45,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"TC","medBMI",35.036059229664,1.80948084631499,35.3595279614645,33.2003030652171,36.5968669720806,0.00379739339284063,0.00021543257099036,0.00383019426285353,0.00358057903872767,0.00398632700744262,0.383019426285353,0.358057903872767,0.398632700744262,0.0895912011485126,0.0046270489901253,0.0904183476042833,0.0848969631718472,0.0935823646377728
45,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"UC","medBMI",206.706219188134,32.052787328233,202.613194683033,178.182378620862,238.709130584742,0.0277665154896496,0.00352375138694563,0.0268798293616111,0.0248762458211931,0.0314104683669388,2.68798293616111,2.48762458211931,3.14104683669388,0.528571388138683,0.0819626344980851,0.518105057455243,0.455632673169652,0.610406484188639
45,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"AA","medBMI",24.8908021745929,3.49828550731595,24.8382456865807,21.5900487506591,28.236228613337,0.0175277290983634,0.00240075833061848,0.0177039713428674,0.0151767196068856,0.0197289326820127,1.77039713428674,1.51767196068856,1.97289326820127,0.0520552539502273,0.00731612180259956,0.0519453402033334,0.0451522398768062,0.0590516947085082
55,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"AFF","medBMI",20.0974858154968,1.47061073709132,19.664703140736,18.9304729213918,21.6323639831484,0.0197950938571366,0.00183727247351866,0.0196741855258877,0.0181039079664804,0.0215890518293542,1.96741855258877,1.81039079664804,2.15890518293542,0.0420307758885592,0.00307555436921036,0.0411256780181931,0.0395901493414632,0.0452407356254663
55,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"APCA","medBMI",38.4735470219468,18.778863441175,45.9042551871578,18.5557581301813,52.0752339732831,0.00239638980420088,0.00117737891744345,0.00285099197324269,0.00114905891397634,0.00325730885073989,0.285099197324269,0.114905891397634,0.325730885073989,0.0804614590781548,0.0392730816174666,0.096001633229911,0.0388064914473324,0.108907278679985
55,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"BC","medBMI",469.946580136419,14.4344607408156,470.961783390071,455.827841359053,483.202396148181,0.00608642237494799,0.000195857857216531,0.00609958209714746,0.00589507979339906,0.00626657919262738,0.609958209714746,0.589507979339906,0.626657919262738,0.982820416973655,0.0301874368783789,0.984943557192651,0.953293263635749,1.01054290112542
55,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"CC","direct",3005.60282741366,245.97982360935,2929.97447415364,2812.50002227242,3262.98973282592,0.0823714693622131,0.00657985058957388,0.0816617718345627,0.0764495625145006,0.0888966191084283,8.16617718345627,7.64495625145006,8.88966191084283,6.285752357722,0.514428667055456,6.12758738147201,5.88190777731756,6.82403716793895
55,"CC","medBMI",75.6580428082543,30.5910026130991,78.5085814668729,45.479892948469,103.413234808214,0.00207515274935074,0.000837074755913307,0.00218812481929724,0.00123736894226323,0.00281691029698372,0.218812481929724,0.123736894226323,0.281691029698372,0.158227067337385,0.0639763394705853,0.164188527025527,0.095114145396177,0.216272748543673
55,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"CM","medBMI",59.0882521962973,13.4440728250967,61.6315800814669,45.408041627194,70.6066340630065,0.0173059620734389,0.00364432794034624,0.0182322085381857,0.0135351038573093,0.0202895107945336,1.82322085381857,1.35351038573093,2.02895107945336,0.12357391907172,0.0281161940915712,0.128892895053793,0.0949638794967738,0.147662829061904
55,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"DIAB","medBMI",514.377977438165,41.044176055861,495.065973138424,486.977566078444,558.193592452667,0.0392103473961081,0.00351876726595832,0.0377369023954138,0.0367212794703932,0.0429518435724131,3.77369023954138,3.67212794703932,4.29518435724131,1.07574179627202,0.0858375311803557,1.03535373320119,1.01843808377347,1.16737536238076
55,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"ECA","medBMI",63.5863199498115,1.839194142726,64.4741610308905,61.6217655534398,64.7962094272662,0.0217327269604046,0.00111557533957072,0.0217492921846483,0.020665977800687,0.0227853956795151,2.17492921846483,2.0665977800687,2.27853956795151,0.132980930446931,0.00384638942095238,0.134837712426829,0.128872369489962,0.135511226720985
55,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"ENDO","medBMI",5.66965111896101,0.701168627946834,5.67332260801699,5.0019873884356,6.33419408378883,0.0179482122614658,0.00255273127800963,0.016953378576712,0.0160882145262079,0.0206538186287645,1.6953378576712,1.60882145262079,2.06538186287645,0.011857196354562,0.00146638548382991,0.011864874704735,0.0104608811694559,0.013246984942021
55,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"GC","medBMI",8.85406766646622,2.28527120225076,8.18572628717373,7.03789192562411,11.238333579707,0.00998179038967119,0.00165771477351828,0.00909247909526804,0.008965200000124,0.0117542953794611,0.909247909526804,0.8965200000124,1.17542953794611,0.0185169098865306,0.00477929043603634,0.0171191775040834,0.0147186598845969,0.0235032324135444
55,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"HHD","medBMI",244.446081826499,44.3080974911076,229.251229064745,210.710418803355,291.097369697135,0.0297957389008704,0.00518631636505906,0.0282312410240173,0.0257047511247859,0.03521654987228,2.82312410240173,2.57047511247859,3.521654987228,0.511221083891186,0.0926635168594665,0.479443404983883,0.440668174686772,0.608785020166808
55,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"HSTK","direct",325.430362546801,85.5092752047119,315.170001813651,248.996993155194,410.585038561586,0.0646619088948789,0.0152525910090998,0.0644332151421999,0.0502703639068142,0.0792478435727206,6.44332151421999,5.02703639068142,7.92478435727206,0.680587152099904,0.178829392667171,0.659129198280712,0.520738609411595,0.858674955534526
55,"HSTK","medBMI",83.4898750638272,6.5898821410069,80.0670498456084,79.3532993694218,90.5358521937185,0.0166795501414552,0.001706995642722,0.015999513434057,0.0154464900195259,0.018490641464673,1.5999513434057,1.54464900195259,1.8490641464673,0.174606130338238,0.0137817168746106,0.167447822031747,0.165955123562876,0.189341699174118
55,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"IHD","direct",1103.53104364052,294.733812145882,951.424616216793,917.700805773953,1418.65174481725,0.0221976020847219,0.00601173264735456,0.0191126502974716,0.0183925147993388,0.0286248983892678,1.91126502974716,1.83925147993388,2.86248983892678,2.3078640983818,0.616390075794069,1.98975708634319,1.91922896497299,2.96689019202342
55,"IHD","medBMI",944.144725374111,152.225474190112,881.399929769817,835.724360191239,1105.89816682063,0.0189737387690996,0.00299890626061914,0.0177059625563314,0.0168613803827594,0.0221637069362927,1.77059625563314,1.68613803827594,2.21637069362927,1.97453232324044,0.318355979894797,1.84331131050142,1.74778793776893,2.3128145695401
55,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"ISTK","direct",198.993529778851,17.4414089842572,200.5599503298,181.808656110857,214.846945978539,0.0705007254030659,0.00528592225112832,0.0703798371556204,0.0655314617892348,0.0755727440272257,7.03798371556204,6.55314617892348,7.55727440272257,0.416164117750441,0.0364760029651449,0.419440043492029,0.380224618628828,0.449319079991705
55,"ISTK","medBMI",60.0017688454146,10.8010514520075,58.7836962190319,50.3075048458908,70.7313945773638,0.0212739913908271,0.00380367385946869,0.0212207953099673,0.0176833746080843,0.0249098248423008,2.12207953099673,1.76833746080843,2.49098248423008,0.125484397521711,0.0225887246349029,0.122936987460299,0.105210347259448,0.147923746336175
55,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
