"disease_type1","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
"CMD",266842.324112574,3372.54331734576,267843.024297788,263320.697175065,269513.355892652,0.358032815421631,0.00451042007081607,0.359848987635864,0.353245011411523,0.361276873049642,35.9848987635864,35.3245011411523,36.1276873049642,108.969471773565,1.3772337842088,109.37812422759,107.531357229929,110.060231731279
"Cancer",230768.959440199,7348.06875265545,232742.412238914,223141.016142258,236719.467859232,0.228124137545709,0.0072663007659687,0.2298999028583,0.220622823819702,0.234116050756012,22.98999028583,22.0622823819702,23.4116050756012,94.2383173117802,3.00070527865325,95.0442093671773,91.1233206385215,96.6683057379515
