"female","race","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"CMD",111937.277492139,4316.0819334172,113739.127740896,107348.574392931,114994.407879903,0.370658693067321,0.0138354926983422,0.377915727040255,0.355865055155482,0.379283852102164,37.7915727040255,35.5865055155482,37.9283852102164,152.589411496062,5.88354850988016,155.045637654333,146.33423430107,156.756796456523
0,1,"Cancer",68607.1187102846,1952.06686753434,69304.3898334174,66547.2742658216,70074.2827000846,0.224607651934156,0.0056829629836255,0.225872888643293,0.218772413339028,0.229367439326518,22.5872888643293,21.8772413339028,22.9367439326518,93.523088134585,2.66099677597523,94.4735864200156,90.7151723214091,95.523080405145
0,2,"CMD",20152.3269569221,868.821873443069,20537.5229116952,19226.5022294332,20750.7351228538,0.40427565331164,0.0191093158739773,0.40989316559099,0.384332513381939,0.419443907803893,40.989316559099,38.4332513381939,41.9443907803892,158.621025059323,6.8385857600511,161.652941786628,151.333764009347,163.33115689109
0,2,"Cancer",10942.0604116157,507.471385960423,11162.8203654689,10401.6606397814,11294.8142226747,0.247455898906152,0.0086279003310936,0.250786177336049,0.238315529280709,0.253765531866184,25.0786177336049,23.8315529280709,25.3765531866184,86.1260757857716,3.99435914281197,87.8636999443662,81.8725339524433,88.9026370842945
0,3,"CMD",8796.57047254354,812.371570116619,8538.45061986816,8164.31096476331,9648.23185509786,0.301922094452352,0.0267276187188516,0.294554742189094,0.280396057597077,0.329710380731396,29.4554742189094,28.0396057597077,32.9710380731396,46.0077957787161,4.24886328268717,44.6577781206541,42.7009540494424,50.4621525173427
0,3,"Cancer",6550.62747977313,154.043260369675,6536.96692115828,6410.52432593048,6702.34210843839,0.194222372089524,0.00486210187848082,0.193984801122961,0.189708480218864,0.198938199281763,19.3984801122961,18.9708480218864,19.8938199281763,34.2610716588397,0.805676585698555,34.1896242472676,33.5283045753422,35.0545690421736
0,4,"CMD",4338.92852293212,222.134401018324,4237.88154650387,4187.91097674909,4575.83599907918,0.30436196355699,0.0145416119392768,0.297044417820832,0.295038216077609,0.319905624912104,29.7044417820832,29.5038216077609,31.9905624912104,34.207532079705,1.75127790390642,33.4108912340542,33.0169299464014,36.0752789318116
0,4,"Cancer",6256.99855312965,333.90593799019,6166.18755678579,5987.30659312693,6603.87986002464,0.205570648096054,0.00990979062755487,0.200939167855366,0.198930329038127,0.216147725358566,20.0939167855366,19.8930329038127,21.6147725358566,49.3293396278882,2.63246975031631,48.6133978800109,47.2031242904673,52.0641054510048
1,1,"CMD",93232.3368410266,1584.80604318753,93407.8523647354,91659.1178427482,94656.3676441525,0.347469683261748,0.00576179562351104,0.349123593275476,0.341464892653665,0.352068650358163,34.9123593275476,34.1464892653665,35.2068650358163,117.673907611734,2.00027507866244,117.895435873506,115.688257210499,119.471258990463
1,1,"Cancer",101799.342588925,4669.51288526437,104148.130058432,96808.0839150455,104794.131913725,0.234324695301988,0.0109148264313475,0.240294995603061,0.222655446848958,0.240919188499106,24.0294995603061,22.2655446848958,24.0919188499106,128.486819494511,5.89366143197008,131.451359578469,122.187064152565,132.266715765094
1,2,"CMD",17085.1585520546,1804.65440376226,16980.0710937541,15417.5804567393,18842.0609869255,0.372410157264567,0.0373194396933932,0.36980292223221,0.338129714288948,0.408906750017689,36.980292223221,33.8129714288948,40.8906750017689,111.102915278682,11.7354699821844,110.419543044187,100.258837520789,122.527859435895
1,2,"Cancer",16250.5023145188,1033.13431652067,15951.1802792488,15427.6328366883,17327.7955223287,0.24534400278217,0.0147857312541982,0.24297546451141,0.232440011229259,0.260261251865227,24.297546451141,23.2440011229259,26.0261251865227,105.675237158913,6.71835933451675,103.728778738622,100.324207046885,112.680756928188
1,3,"CMD",7516.0851041408,803.121900802522,7357.82520745833,6831.57187248226,8335.11924797944,0.315537717146097,0.0324333102004464,0.304517156778453,0.290774059529209,0.349668851075483,30.4517156778453,29.0774059529209,34.9668851075483,38.5391208367263,4.11804969645669,37.7276349105633,35.0292433162213,42.7387613944699
1,3,"Cancer",10766.6109290293,616.875761967359,10538.1227616746,10308.6544688845,11418.7823314257,0.199629191875825,0.0123752711006858,0.195504092966216,0.190126362014774,0.212638355810044,19.5504092966216,19.0126362014774,21.2638355810044,55.2063626005621,3.16306284485923,54.0347775307503,52.8581668163287,58.5504056941355
1,4,"CMD",3783.64017081559,542.464714007593,3870.56997090513,3236.34038697271,4257.04962458235,0.313072774366326,0.0442151734093569,0.321313912241866,0.268116702555505,0.351023878982937,32.1313912241866,26.8116702555505,35.1023878982937,29.3275043572274,4.20471703054957,30.0013089411209,25.0853100494368,32.9969647687084
1,4,"Cancer",9595.69845292223,231.517648951733,9473.76776544534,9451.78648021252,9843.25150998729,0.222374393980659,0.00880831998874193,0.219681855834515,0.215449358731162,0.231588086654378,21.9681855834515,21.5449358731162,23.1588086654378,74.3775505819453,1.79452446635362,73.4324494077268,73.2620695065366,76.2963676554398
