"female","race","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"All_HD",12073.6003213087,489.529843286228,11911.3677821151,11697.0610162819,12588.0372846502,0.0646222240420928,0.00278301897180883,0.0633969870598248,0.0626987915115611,0.0675871080075523,6.33969870598248,6.26987915115611,6.75871080075523,16.4583560449427,0.66731184079451,16.2372056986444,15.9450693879288,17.1596204963101
0,1,"All_STK",8122.47366089491,171.410319778297,8154.02705028392,7948.30621906069,8269.82072174847,0.178066515434738,0.00436122215940115,0.178580198139828,0.173726650025164,0.181969750544986,17.8580198139828,17.3726650025164,18.1969750544986,11.0723032002923,0.233661211039898,11.1153157982887,10.8348835663092,11.2731621259786
0,1,"Cancer",68607.1187102846,1952.06686753434,69304.3898334174,66547.2742658216,70074.2827000846,0.224607651934156,0.0056829629836255,0.225872888643293,0.218772413339028,0.229367439326518,22.5872888643293,21.8772413339028,22.9367439326518,93.523088134585,2.66099677597523,94.4735864200156,90.7151723214091,95.523080405145
0,1,"DIAB",1100.05270729134,158.829199442442,1031.05588393581,989.573622025948,1269.17909240893,0.0390351237124842,0.00535580013508395,0.0366833631819454,0.035328859302351,0.0447403845735755,3.66833631819454,3.5328859302351,4.47403845735755,1.49955760030008,0.216511019512824,1.4055032789266,1.34895595104652,1.73010542272109
0,1,"Other_CVD",4009.18714484533,162.105043373252,4053.01931433297,3840.840459702,4140.27648592418,0.0969396590447829,0.00404036534801096,0.0982461823421081,0.0926996233443715,0.100069149942468,9.82461823421081,9.26996233443715,10.0069149942468,5.46519908930687,0.220976547965491,5.5249497380323,5.2357141296147,5.64389599758242
0,2,"All_HD",1701.03006544543,197.569099831203,1725.21461932796,1504.11862398742,1877.3846361033,0.0606733036369508,0.00741585315738908,0.0610741366817707,0.0534656116105118,0.0675402875752927,6.10741366817707,5.34656116105118,6.75402875752927,13.3889814915395,1.55508657646648,13.5793405868266,11.8390714113415,14.7770863407435
0,2,"All_STK",1851.45918126259,133.293224828468,1861.93143213174,1720.67335853245,1973.34359075395,0.210767243661009,0.0145035343740062,0.213408947584927,0.196038656784252,0.223250382202434,21.3408947584927,19.6038656784252,22.3250382202434,14.5730244360933,1.04916459528223,14.6554525929555,13.5435958589852,15.5323890798685
0,2,"Cancer",10942.0604116157,507.471385960423,11162.8203654689,10401.6606397814,11294.8142226747,0.247455898906152,0.0086279003310936,0.250786177336049,0.238315529280709,0.253765531866184,25.0786177336049,23.8315529280709,25.3765531866184,86.1260757857716,3.99435914281197,87.8636999443662,81.8725339524433,88.9026370842945
0,2,"DIAB",245.044265701438,32.9131336377141,236.353512129135,218.298859483575,279.176812455759,0.0359503510925732,0.00463133953947525,0.0346500219194245,0.0322352632028877,0.040770718779435,3.46500219194245,3.22352632028877,4.0770718779435,1.92876845902503,0.259062638606876,1.86036264945656,1.7182526332857,2.19742922289756
0,2,"Other_CVD",708.1021491783,32.9303445710896,726.421259151572,672.90256176617,727.730493113149,0.1140789312992,0.00618084882444687,0.115407629019822,0.107745081484794,0.119283388051078,11.5407629019822,10.7745081484794,11.9283388051078,5.57354438469902,0.259198107622443,5.71773597152402,5.2964848347566,5.72804108584019
0,3,"All_HD",791.448597585199,12.9495202718664,798.37281575533,777.6022431383,799.409366587487,0.0471400154367132,0.000608493328303226,0.0473644237570793,0.0464968494526936,0.0475924343484217,4.73644237570793,4.64968494526936,4.75924343484217,4.13943201622783,0.0677285410217492,4.17564704076415,4.06701285586743,4.18106840573235
0,3,"All_STK",789.715643501258,140.481478965452,719.807420440599,698.998723079648,939.854553524428,0.151901273601669,0.0211861665925835,0.13971499948073,0.139628479920869,0.174532400285267,13.971499948073,13.9628479920869,17.4532400285267,4.13036832511813,0.734745798389048,3.76473455228965,3.65590096747475,4.91562438966572
0,3,"Cancer",6550.62747977313,154.043260369675,6536.96692115828,6410.52432593048,6702.34210843839,0.194222372089524,0.00486210187848082,0.193984801122961,0.189708480218864,0.198938199281763,19.3984801122961,18.9708480218864,19.8938199281763,34.2610716588397,0.805676585698555,34.1896242472676,33.5283045753422,35.0545690421736
0,3,"DIAB",120.977127220888,16.2433965427565,125.801054859518,104.014825711763,133.839090237178,0.0292263551286997,0.00350369258517632,0.0300947171807974,0.0256063681869991,0.0321082343261172,3.00947171807974,2.56063681869991,3.21082343261172,0.63273419799762,0.0849561625436232,0.657964289468168,0.544018020914213,0.700004797331061
0,3,"Other_CVD",258.836899921622,16.1662110109218,258.340922441905,243.695211736547,274.400168964456,0.0857239502332409,0.00763758989010178,0.0862156853902114,0.0782705399280652,0.0927593856549916,8.62156853902114,7.82705399280652,9.27593856549916,1.35376795635977,0.0845524670128696,1.35117389647372,1.27457394547356,1.43516691814912
0,4,"All_HD",395.705315965498,41.4195468126013,398.861486135093,355.10114585719,433.62674142965,0.0484115896953761,0.00445342473222218,0.0482540230573084,0.0442497885332755,0.0527073224998342,4.82540230573084,4.42497885332755,5.27073224998342,3.11968777970379,0.326546166600925,3.144570603137,2.79956993397096,3.41865522551839
0,4,"All_STK",419.84956440007,25.3899636744182,431.844141132259,392.74244093272,436.761297645059,0.151435906717299,0.00809463667401788,0.153450622202686,0.143070515022261,0.158088790249757,15.3450622202686,14.3070515022261,15.8088790249757,3.31003780471592,0.200171077330464,3.40460144322259,3.0963288692732,3.44336764742798
0,4,"Cancer",6256.99855312965,333.90593799019,6166.18755678579,5987.30659312693,6603.87986002464,0.205570648096054,0.00990979062755487,0.200939167855366,0.198930329038127,0.216147725358566,20.0939167855366,19.8930329038127,21.6147725358566,49.3293396278882,2.63246975031631,48.6133978800109,47.2031242904673,52.0641054510048
0,4,"DIAB",51.0756026111659,7.44374016871832,54.0871549247745,43.1724020091327,56.4189837466318,0.0291911077257497,0.0034384084074393,0.0309551246283847,0.0255150249381248,0.0313677761461349,3.09551246283847,2.55150249381248,3.13677761461349,0.402673218878248,0.0586854517811572,0.42641589447961,0.340365442500383,0.444799720994955
0,4,"Other_CVD",134.254325409636,12.2545644297972,136.250225482584,121.880620404644,144.931515352622,0.0855007812169939,0.00612156693039936,0.0832249422387606,0.0809621911409276,0.0919738344245584,8.32249422387606,8.09621911409276,9.19738344245584,1.05844314305177,0.0966133467374605,1.0741785522461,0.960890507956269,1.1426206803321
1,1,"All_HD",7166.85004865851,1134.54370265147,6715.18480759663,6347.07414668752,8370.54140553209,0.0529132672300676,0.00812769669965012,0.0496933129816051,0.0470291106380865,0.0615343849332418,4.96933129816051,4.70291106380865,6.15343849332418,9.0456946491754,1.43197301892077,8.47562190779626,8.01100821934422,10.5649429091788
