"female","race","outcome","V1","V2","V3"
0,1,"AA",67.5929090825064,72.0547498870908,61.9736650301371
0,1,"AFF",136.730132197315,133.872100646647,148.619533061666
0,1,"APCA",42.293029926758,53.7079534775586,76.7075254641883
0,1,"BC",0,0,0
0,1,"CC",4046.81638622032,3339.41968764562,3986.07857144743
0,1,"CM",138.916047437892,128.975073555764,117.427489442893
0,1,"DIAB",1031.05588393581,1281.71189285488,987.390345083324
0,1,"ECA",161.503217623503,197.727899699027,146.191786651166
0,1,"ENDO",14.6747074608134,16.5353944649267,13.9021389411436
0,1,"GC",9.27246971115111,6.27492083936809,9.6032186307364
0,1,"HHD",624.204899980791,527.290928270804,558.141465108051
0,1,"HSTK",703.470427569629,647.926145558684,580.532759906291
0,1,"IHD",5714.88890433479,5599.9673720538,5275.33984015773
0,1,"ISTK",853.531246282313,642.168263729534,745.924964807093
0,1,"KC",445.894600210588,476.222151578539,518.129763891666
0,1,"LC",0,0,0
0,1,"LVC",242.426220627425,225.381825088903,226.287129348581
0,1,"MLPC",1233.74447755312,1515.47776319612,1202.47470290948
0,1,"MMC",44.5722474229566,40.2352581444859,39.1660632484784
0,1,"OC",0,0,0
0,1,"OSTK",1304.71122637318,1714.89486538588,1536.29920887493
0,1,"OTH",177.600827823487,181.324951979855,181.696096152838
0,1,"PC",125.373358242812,136.969118824017,109.882270982796
0,1,"PVD",40.8704741288723,38.7347992713394,33.080161554133
0,1,"RHD",15.6540101036862,17.9204034581323,14.9425769295139
0,1,"SCC",72.1831257635223,52.8235046155633,79.3035933008423
0,1,"SCNC",0,0,0
0,1,"TC",29.9517811619263,32.3772458491165,30.8445056099036
0,1,"UC",0,0,0
0,2,"AA",11.7715245528181,12.6441295009113,14.1004071729951
0,2,"AFF",8.23814182425329,7.49520572356263,8.76646459469488
0,2,"APCA",24.0386293649232,32.3301455726199,18.2836625137562
0,2,"BC",0,0,0
0,2,"CC",767.45341119615,853.624333989667,900.97321474939
0,2,"CM",47.9513127684248,43.5085977233945,36.4033842601669
0,2,"DIAB",281.430670367687,236.353512129135,217.348614607493
0,2,"ECA",3.36611790276377,5.02662767579168,4.63077829956272
0,2,"ENDO",2.78306579773392,2.02689578524648,1.68259917176056
0,2,"GC",1.41869900548701,1.81723459831275,1.85834956533521
0,2,"HHD",199.767676917997,144.702690659764,129.765907424656
0,2,"HSTK",192.989762352462,164.507714892035,221.787954108793
0,2,"IHD",738.880937802878,642.911562180773,834.965664682764
0,2,"ISTK",168.014649411944,149.396025368591,161.118893556533
0,2,"KC",51.8395639622938,63.1725129424415,61.7398676999663
0,2,"LC",0,0,0
0,2,"LVC",41.0197974700796,36.0202211613268,30.0691350280959
0,2,"MLPC",121.15846474739,173.577108260125,129.500756089001
0,2,"MMC",14.3733903747617,14.4455458954427,8.15611786230636
0,2,"OC",0,0,0
