"race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
2,"OTH","medBMI",64.2885513632444,4.03668898409234,65.6923911656828,60.0351248209983,67.3487140734178,0.0153355027507045,0.000946123689598507,0.015813051375524,0.0143241450901073,0.0159409440802052,1.5813051375524,1.43241450901073,1.59409440802052,0.22892763011599,0.0143744045097884,0.233926618461814,0.213781436314126,0.239824683823906
2,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PC","medBMI",24.0270437922978,5.46233601173813,21.8276309366858,20.0982904314448,29.8252980804209,0.00381668079317335,0.000831967570482794,0.00344406547166387,0.00324654751383623,0.00470353709579352,0.344406547166387,0.324654751383623,0.470353709579352,0.0855588448864724,0.0194510470612249,0.0777268691768788,0.0715687925810707,0.106206076545029
2,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PVD","medBMI",14.8169588896499,1.89988280715079,13.7943445318799,13.6547645080565,16.8483754753477,0.0131057658377457,0.00142561388792721,0.0126120689587251,0.0120235966157308,0.0146075774069283,1.26120689587251,1.20235966157308,1.46075774069283,0.0527622914532324,0.00676536738371447,0.0491208237815761,0.0486237877870197,0.0599960426403529
2,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"RHD","medBMI",5.55594755668183,1.06548359675724,5.82861258324314,4.45302651776402,6.42710332302253,0.0178043304523515,0.00193409954833181,0.0187296207106142,0.0157388069616715,0.0190833572235084,1.87296207106142,1.57388069616715,1.90833572235084,0.0197843920920434,0.00379412243021161,0.020755335705215,0.015856957202153,0.022886524910738
2,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"SCC","medBMI",5.17366418428852,0.741515496076878,4.96202983843978,4.58102640432609,5.94619115822238,0.00987380446816269,0.00182732286376763,0.00894712058012535,0.0087080669569679,0.0118272232841892,0.894712058012535,0.87080669569679,1.18272232841892,0.0184231042014473,0.0026404916833795,0.0176694871387054,0.0163127570306512,0.021174025875574
2,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"TC","medBMI",10.9785091254449,1.89250640080516,10.9141452985212,9.20876267264634,12.8029648311287,0.00330353815905327,0.000557890715738369,0.00330977791689782,0.00277091494489579,0.00383085757904289,0.330977791689782,0.277091494489579,0.383085757904289,0.0390938047755078,0.00673910044834775,0.038864609093689,0.0327918450524428,0.0455905808281187
2,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"UC","medBMI",160.30263517544,17.929609326101,158.362279546922,144.169130228511,178.085442406608,0.0245608639315646,0.00347972510060105,0.024361510992811,0.0213439212877293,0.0279472565733406,2.4361510992811,2.13439212877293,2.79472565733406,0.570827956049461,0.0638462507692554,0.563918467404915,0.513377523979584,0.634151453467204
2,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"AA","medBMI",7.13031794729926,0.854142318019444,7.23461256043232,6.2791070757326,7.89287839770283,0.0127065171199327,0.000999008689887133,0.0129702426530833,0.0116705105394734,0.013518356997214,1.29702426530833,1.16705105394734,1.3518356997214,0.0184616983764327,0.00221153081284332,0.0187317362210535,0.0162577576150595,0.0204361069698784
3,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"AFF","medBMI",10.7267990421495,0.41375488732157,10.660311428694,10.36581395824,11.1442985974963,0.0103079288904054,0.000550110775506928,0.0103475495993633,0.00976950244095772,0.0108126777372389,1.03475495993633,0.976950244095772,1.08126777372389,0.027773646269979,0.00107128714146597,0.0276014976681274,0.0268389898091049,0.0288546290424269
3,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"APCA","medBMI",11.5873129193606,3.03668630999223,10.226039421557,9.50726857416216,14.824439737692,0.00306465512711072,0.000842280291253378,0.0026940309194494,0.00248238060649958,0.00396196022423399,0.26940309194494,0.248238060649958,0.396196022423399,0.0300016742158887,0.00786253672462862,0.0264770879477827,0.0246160586522514,0.0383831881074162
3,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"BC","medBMI",91.5744696260771,21.9222962857694,84.5689106271276,74.5390797586963,114.564584642565,0.00527989790381997,0.00121068116765744,0.00485938206940765,0.00436173785462038,0.00655549641227005,0.485938206940765,0.436173785462038,0.655549641227005,0.23710306464788,0.0567608379791764,0.218964390025958,0.192995321938364,0.29662868078603
3,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"CC","direct",1072.90734861918,18.9766641112902,1078.06962461081,1053.19297658823,1088.23378605725,0.0774421774685641,0.00192996539753919,0.0781233563029383,0.0754069592498522,0.078898393678058,7.81233563029383,7.54069592498522,7.8898393678058,2.77795352219434,0.0491340570789294,2.79131959969575,2.72690940427333,2.81763647423914
3,"CC","medBMI",29.7975026385476,6.9945247711881,33.0584297236404,22.3324887262502,34.4907285285161,0.00214903973677976,0.000495843818689039,0.00239561103026899,0.00161911472936515,0.00246937914472853,0.239561103026899,0.161911472936515,0.246937914472853,0.0771511887898617,0.0181101049864225,0.0855943259286937,0.0578229012936626,0.0893028097180536
3,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"CM","medBMI",20.5782862835777,3.12078548768488,21.0566118365706,17.4364856695159,23.3135101775955,0.0146450412004977,0.00186178851655011,0.0143759477684525,0.0130046172917495,0.0165141945264844,1.43759477684525,1.30046172917495,1.65141945264844,0.0532809500613072,0.0080802848901022,0.0545194224759125,0.0451462531621781,0.0603629454080216
3,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"DIAB","medBMI",227.021300807382,1.12100534071533,227.60845146041,225.82266777233,227.720855787361,0.0305384096876662,0.000427599696943095,0.0305925165542976,0.0301116409826545,0.0309191875560412,3.05925165542976,3.01116409826545,3.09191875560412,0.587799704236021,0.00290248802811039,0.589319944755145,0.584696223897456,0.589610980133331
3,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"ECA","medBMI",10.2606548502264,1.86010686727091,10.2824222871491,8.48439291480869,12.0184144642599,0.0171257958734276,0.00259858626532462,0.0179748692542792,0.0143971790087654,0.0191327003643659,1.79748692542792,1.43971790087654,1.91327003643659,0.0265667136289921,0.00481615717353725,0.0266230735077331,0.0219676463319101,0.0311178750291443
3,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"ENDO","medBMI",2.19244230942925,0.137004091431008,2.11682023369089,2.11026113210915,2.33890225112695,0.0168863073712632,0.000343541908708025,0.0170197223121767,0.0165222529290966,0.0171369591136533,1.70197223121767,1.65222529290966,1.71369591136533,0.00567663446757567,0.000354728671432458,0.00548083507080261,0.00546385235615826,0.00605584606625019
3,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"GC","medBMI",6.31090083881601,0.762062380084897,6.59374651673388,5.50515085342584,6.876231997976,0.00903590840587001,0.000730991228836825,0.0091872337723654,0.0082884046533637,0.00965478559685523,0.91872337723654,0.82884046533637,0.965478559685523,0.0163400774875583,0.0019731189982184,0.0170724167228339,0.0142538432821505,0.0178038233429818
3,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"HHD","medBMI",91.6277002156012,6.09715104461275,89.5831680501447,86.9539509720256,98.0393017998149,0.0258299304367424,0.00172520174752601,0.0250420153278108,0.024659497427706,0.0276700912883707,2.50420153278108,2.4659497427706,2.76700912883707,0.237240888388064,0.0157866401432811,0.231947220358313,0.2251396960626,0.253841698538815
3,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"HSTK","direct",167.553003147369,32.9761397061418,155.481918548336,142.971708151779,202.394720052138,0.0536408083655747,0.00987843019580929,0.0505875753437143,0.045896363080828,0.0639805017189027,5.05875753437143,4.5896363080828,6.39805017189027,0.433825395870863,0.085381262010131,0.402571148221477,0.370179923499944,0.524036978743759
3,"HSTK","medBMI",39.2513330490874,1.68165729561866,39.1437366715588,37.701941484768,40.8921815343062,0.012581901342199,0.000455667416357883,0.0127358007065715,0.0121025414546707,0.0129304467700107,1.27358007065715,1.21025414546707,1.29304467700107,0.101628886254593,0.00435411856718094,0.101350299537561,0.0976172278771021,0.10587734334156
3,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"IHD","direct",311.489789916261,48.5772304919382,287.052659326216,280.336910760436,363.414230073623,0.0125244561002561,0.00181258972932408,0.0115549787735338,0.0114103904062174,0.0144625775220087,1.15549787735338,1.14103904062174,1.44625775220087,0.806504084568986,0.125775341847736,0.743231880233443,0.725843577873049,0.940945964950133
3,"IHD","medBMI",290.496223950498,35.2016046368963,309.453429600436,252.857606937135,312.021216161415,0.0116834155580295,0.00130498631631773,0.0124168273591397,0.0102887281954355,0.0124547028896799,1.24168273591397,1.02887281954355,1.24547028896799,0.752147899393197,0.0911433980891372,0.801231574953796,0.65469463016416,0.807880044395726
3,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"ISTK","direct",152.392893660944,24.5960955768083,146.193594979034,132.224737081256,177.830454120256,0.0412501573395065,0.00535853977194879,0.0396688544670623,0.0370006462822396,0.0468437758383509,3.96688544670623,3.70006462822396,4.68437758383509,0.394573097339338,0.0636837937849517,0.37852197826488,0.342354048155999,0.460435597735967
3,"ISTK","medBMI",41.3709792261769,5.28917582400488,44.0483457945124,35.7169337136122,44.7492631556565,0.011210063822708,0.00117790224346847,0.011588168496137,0.00997446990783416,0.0121242687651672,1.1588168496137,0.997446990783416,1.21242687651672,0.107117038210146,0.0136946443965635,0.114049230349835,0.0924776794001884,0.115864033701367
3,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"KC","medBMI",77.9608523607605,12.7397163958812,72.707380475245,68.8889312254772,91.4982245987319,0.0101977259513598,0.00133200206946235,0.00998831799638645,0.00903310556171406,0.0115403431027329,0.998831799638645,0.903310556171406,1.15403431027329,0.201854917563546,0.0329854577650551,0.188252717199368,0.178366053121278,0.236905652315365
3,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"LVC","medBMI",60.8766301139735,4.356856725146,59.4067339428506,57.5429293124971,65.4597426609044,0.0108255005184543,0.000714271268708866,0.0104238563288414,0.0104035371685859,0.0115888614294936,1.04238563288414,1.04035371685859,1.15888614294936,0.157620738884937,0.0112806995877995,0.153814908632133,0.148989177273097,0.169487256211662
3,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"MLPC","direct",115.095002116067,13.7259026176005,122.19169176045,100.419496290268,123.738321744141,0.0307480950233439,0.00352580320043532,0.0309632150886674,0.0273118350526919,0.0340015029384707,3.09632150886674,2.73118350526919,3.40015029384707,0.298002028718305,0.0355388744153283,0.316376657262797,0.260004457771261,0.32038116540253
3,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"MMC","medBMI",8.44910695354588,2.30271722068606,7.34467219339457,6.92854795084194,10.9084355023784,0.00358073520412452,0.00109351653279486,0.00303312811181206,0.0028774056569845,0.00474953077973013,0.303312811181206,0.28774056569845,0.474953077973013,0.0218762845190749,0.00596215639873755,0.0190167007573038,0.0179392789214321,0.028243936314223
3,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"OC","medBMI",6.62281922161911,2.21770838579259,6.56524868267664,4.54099621736678,8.75357718397253,0.00277339400812153,0.000808786143730783,0.00272921802549165,0.00202468204003292,0.00355965556144553,0.272921802549165,0.202468204003292,0.355965556144553,0.0171476912775656,0.00574205296425753,0.0169986306139065,0.0117574704400526,0.0226646136791888
3,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"OSTK","direct",161.564379347325,10.4933748018546,165.282122654709,150.496472786551,169.472204096821,0.0369768368031408,0.00189808539964604,0.0367628476433172,0.035273216187466,0.0388623482046657,3.67628476433172,3.5273216187466,3.88623482046657,0.418319752629774,0.0271692681833461,0.427945670588723,0.389662916554051,0.43879455844039
3,"OSTK","medBMI",45.9502811766587,7.07846067805222,45.1074705057383,39.6197836105051,52.9971678130946,0.0104952071664794,0.00132250533889379,0.0103597045882202,0.00930137144649789,0.0118042200779812,1.03597045882202,0.930137144649789,1.18042200779812,0.118973689205131,0.0183274304138341,0.116791498100895,0.102582872203298,0.137219368645565
3,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"OTH","medBMI",27.1474419362667,3.40963806580037,26.0219436920061,24.5217967724784,30.7297606076767,0.0130796001977351,0.00217754834335386,0.0125686951115609,0.0112712179435926,0.0153222517751258,1.25686951115609,1.12712179435926,1.53222517751258,0.0702896965357501,0.00882817708955779,0.0673755755579309,0.063491420580081,0.0795649753225654
3,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"PC","medBMI",17.0606908286769,2.08270801494077,17.8291576206039,14.8592519134444,18.6089329707714,0.00369854514046959,0.000436399069910115,0.00380632378429039,0.00324775390355476,0.00405772453013674,0.380632378429039,0.324775390355476,0.405772453013674,0.0441732515296747,0.00539251229218736,0.0461629527224855,0.038473323202838,0.0481819338426223
3,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"PVD","medBMI",6.05973088032483,0.358337468488055,6.02316167910774,5.73618431828452,6.41436126339967,0.0128037975581134,0.000829729987772165,0.0126760462836158,0.0120768870531564,0.0136392966463934,1.26760462836158,1.20768870531564,1.36392966463934,0.0156897524881462,0.000927801299899494,0.0155950681321712,0.0148520312135455,0.0166079554653257
3,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"RHD","medBMI",3.32973699311921,0.483885599212019,3.56295170056954,2.81288699101835,3.64835449388729,0.0132656903622436,0.00127015460753248,0.0134078794904282,0.0120042971199526,0.0144062228455776,1.34078794904282,1.20042971199526,1.44062228455776,0.00862129858642571,0.00125286839203789,0.00922513415416877,0.00728307932114611,0.0094462576191237
3,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"SCC","medBMI",5.14286784913265,0.971549988189506,5.02524915933673,4.27497005835396,6.11074152623787,0.00852327643982848,0.00100950047470662,0.00821855530304954,0.00772710554558672,0.00957846030033233,0.821855530304954,0.772710554558672,0.957846030033233,0.0133158262678178,0.00251552076248931,0.0130112899497331,0.0110686800180496,0.015821828387958
3,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"TC","medBMI",16.3908855962298,5.17866448145962,13.971338135997,12.9201725611077,21.9182139725497,0.00236927270073031,0.000727554206690693,0.0020393460284105,0.0018738453957557,0.00314513767717675,0.20393460284105,0.18738453957557,0.314513767717675,0.0424390031744414,0.0134085103015169,0.0361743518996409,0.0334526918094837,0.0567502681229795
3,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"UC","medBMI",111.626808660593,19.2796430585305,109.195517911367,94.4540008899564,130.866213568072,0.0178048575347314,0.00310108796664581,0.0170139747562708,0.0152677038442903,0.021014261586864,1.70139747562708,1.52677038442903,2.1014261586864,0.289022241006268,0.049918525033893,0.282727184206645,0.244558698190755,0.33883658210146
3,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"AA","medBMI",5.22428229632269,0.657934243549018,5.17886460809879,4.61966520311979,5.86750442451592,0.0132230923892804,0.00163064211883145,0.0131632737464865,0.0117001872495199,0.0147968433754158,1.31632737464865,1.17001872495199,1.47968433754158,0.0204189428629301,0.00257151527513143,0.0202414292585326,0.0180558159911776,0.0229329562984205
4,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"AFF","medBMI",7.14394322434262,0.805213286632713,7.4596480198358,6.29026280758954,7.72927456492649,0.0124612084610191,0.00175211289186625,0.0130799140901021,0.0106134939520484,0.0137830231852692,1.30799140901021,1.06134939520484,1.37830231852692,0.0279218771574702,0.00314715077778216,0.0291557994103442,0.0245852941276532,0.0302096262723442
4,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"APCA","medBMI",8.47039844625053,3.30712040686186,6.94225649960866,6.2406170494605,11.9991004976862,0.00301356253959949,0.00123730088957578,0.00254876365872343,0.00209960815714347,0.00432259597080017,0.254876365872343,0.209960815714347,0.432259597080017,0.0331062856274026,0.0129257759819132,0.0271335909441748,0.0243912552451569,0.0468981064903918
4,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"BC","medBMI",84.3416467902855,17.9741896250478,76.4822908447828,71.8780188487331,103.485727285515,0.00538256138846033,0.00117757955022873,0.00474163584571987,0.0046683238600875,0.00664158562816256,0.474163584571987,0.46683238600875,0.664158562816256,0.329646670890752,0.0702515542124624,0.298928625638181,0.280932973512165,0.404470706734026
4,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"CC","direct",1051.95214640245,52.8687821299387,1071.94983088188,995.998965550683,1090.90729544669,0.08768293472752,0.00498728959443905,0.0902378867829092,0.0823509709083095,0.0908431892996498,9.02378867829092,8.23509709083095,9.08431892996498,4.11152184234906,0.206635970323384,4.18968216248795,3.89283059673709,4.26377681584298
4,"CC","medBMI",31.2331850432893,10.0397308125066,29.441099656731,22.5717255392658,41.4179171258872,0.00259652997503095,0.0008087429544821,0.00243173220083976,0.00191032103133382,0.00342281702679059,0.243173220083976,0.191032103133382,0.342281702679059,0.122073920330674,0.0392399717687669,0.115069611023081,0.0882208785747326,0.161880624998069
4,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"CM","medBMI",9.85481360322743,1.7159549687576,8.96289298081409,8.77822079341476,11.6895389420914,0.0139087297129139,0.00167495432624152,0.0131719280406128,0.0127506536461899,0.0156930872010939,1.31719280406128,1.27506536461899,1.56930872010939,0.03851722867862,0.00670675596666844,0.0350311850090147,0.0343093995791703,0.0456881948972342
4,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"DIAB","medBMI",100.302054804937,10.3628071364654,104.558271398547,89.2923140758531,107.694011429451,0.0303799958099307,0.00279571528049697,0.0312166711422251,0.0274592320433493,0.032589585544062,3.12166711422251,2.74592320433493,3.2589585544062,0.392027423085098,0.0405027054085483,0.408662711629586,0.348996198099214,0.420918652808166
4,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"ECA","medBMI",3.88105984847166,0.551823966855226,4.10339327543894,3.29528349214695,4.27785279187416,0.0145218147795671,0.00199508276289987,0.0155333698270019,0.0123890643222068,0.0157947434466078,1.55333698270019,1.23890643222068,1.57947434466078,0.0151690002183335,0.00215678659967197,0.0160379834172238,0.0128795117734482,0.016719852944162
4,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"ENDO","medBMI",1.73504643489301,0.163256730575822,1.67819384787884,1.61133617255708,1.90708139619097,0.0176458415206727,0.00167691596701521,0.0172336377078253,0.016264473166654,0.0193775831156117,1.72336377078253,1.6264473166654,1.93775831156117,0.00678137436094294,0.000638083791138721,0.00655916781466402,0.00629785669575601,0.00745376759046696
4,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"GC","medBMI",4.20185807719304,0.937353364717501,4.09739248478511,3.3599275734252,5.13258433450762,0.00957517900657914,0.00153855568440255,0.0090227184178526,0.00842081484127768,0.0111991346722982,0.90227184178526,0.842081484127768,1.11991346722982,0.0164228299946076,0.00366361611240154,0.0160145295158948,0.0131321711297346,0.0200605442663866
4,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"HHD","medBMI",31.1923563308493,1.00720490675781,31.7232597098998,30.1153888508243,31.8180559386814,0.0197508908169332,0.000459208731941523,0.0199137397551604,0.0192665149891325,0.0200968450472408,1.99137397551604,1.92665149891325,2.00968450472408,0.121914342593639,0.00393662866511384,0.123989361734584,0.117705049107461,0.124359869810013
4,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"HSTK","direct",106.101835497025,10.0572302649529,107.391743203117,96.0583766616375,115.048872782235,0.0506186679982215,0.00403449148974113,0.0519468120418242,0.0463805005674418,0.053727912991939,5.19468120418242,4.63805005674418,5.3727912991939,0.414695683307683,0.0393083678276637,0.419737246962787,0.375441140678865,0.449664896829662
4,"HSTK","medBMI",25.2781313638444,1.42337849284236,24.5055794623527,24.4129471535169,26.7999846904399,0.0120766128695333,0.000838190751047474,0.0117838435883355,0.0114420627344254,0.0129600168936593,1.17838435883355,1.14420627344254,1.29600168936593,0.0987987805259479,0.00556323002264433,0.0957792857436098,0.0954172352811548,0.104746896335728
4,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"IHD","direct",182.461108741311,26.6927302514758,182.498723515174,157.087047606863,207.803197317975,0.0150265457006518,0.00205227329540611,0.0149350597928863,0.0131172209969932,0.0170136334259111,1.49350597928863,1.31172209969932,1.70136334259111,0.713143498527664,0.104327695738061,0.713290514686966,0.613969779513765,0.812192253806155
4,"IHD","medBMI",140.994087067518,5.08368186318994,142.061359148578,135.791492231036,145.2895006351,0.0116201935899673,0.000289433411767388,0.0116313437141938,0.0113406461147371,0.0118902634596049,1.16313437141938,1.13406461147371,1.18902634596049,0.551070949950217,0.0198694104969893,0.55524234927481,0.530736771841219,0.567859438633312
4,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"ISTK","direct",68.2311339363642,8.30836010726257,66.8431198613828,61.0111436892894,76.6309361471733,0.0476405043577126,0.00717983977816812,0.049751443109336,0.0401473135965328,0.0533393971800125,4.9751443109336,4.01473135965328,5.33393971800125,0.266679238658335,0.0324729638814226,0.261254229349412,0.238460134106939,0.299509601122314
4,"ISTK","medBMI",13.3299524671511,2.11103850608526,14.1556861945864,11.0920978935235,14.8659333724588,0.00935092350847089,0.00201882728146204,0.00982200107514234,0.00727239759739804,0.011029033487873,0.982200107514234,0.727239759739804,1.1029033487873,0.0520996995097143,0.00825092753267589,0.0553270537842646,0.0433531153699917,0.058103032516069
4,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
