"age","race","pathway","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","CMD",775.261069542951,86.9627027319433,791.961905489393,686.699270026685,849.62715850474,0.331202299374942,0.0392084786172668,0.340804684750039,0.290720656835859,0.363521914345194,34.0804684750039,29.0720656835859,36.3521914345194,2.06802754374079,0.23197510050882,2.11257742519054,1.83178681411037,2.26640087413893
25,1,"direct","Cancer",961.453261216214,25.8896327094123,948.205495864227,945.035258402298,989.13186457932,0.107305989267207,0.00445519811252732,0.109397355371334,0.10255024659031,0.110284070755596,10.9397355371334,10.255024659031,11.0284070755596,2.56469969192022,0.0690612177546354,2.52936095930841,2.52090427465206,2.63853303190841
25,1,"medBMI","CMD",812.494447618703,29.2452869695962,810.383835086624,785.662752946591,841.120162943081,0.346885506313963,0.0105810227427035,0.348732187153065,0.336164176951026,0.356037156963662,34.8732187153065,33.6164176951026,35.6037156963662,2.16734847501439,0.0780125061785757,2.16171836533653,2.09577428432288,2.24370825893208
25,1,"medBMI","Cancer",984.224489598098,187.599313783494,994.516403677926,801.83233976001,1157.86851246833,0.109343067548456,0.0170222568903469,0.109753872413036,0.0930008637249411,0.125336087237078,10.9753872413036,9.30008637249411,12.5336087237078,2.62544249115082,0.500425680241957,2.65289641942229,2.13890704593668,3.0886420973342
25,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","CMD",453.187145657618,28.8661986675359,445.148526077227,429.990111872035,483.217006086533,0.342365392578475,0.032394294545225,0.326603465465922,0.321155197693265,0.376973225509355,32.6603465465922,32.1155197693265,37.6973225509355,5.15982352786432,0.328660008281181,5.06829873763166,4.89571056294378,5.50173256448263
25,2,"direct","Cancer",161.465421617445,16.0013794779443,165.488271044321,144.919074941169,174.592346280877,0.122965049208326,0.00868988427156997,0.122919415830214,0.114729138706638,0.131239748081408,12.2919415830214,11.4729138706638,13.1239748081408,1.8383863915409,0.182185869788459,1.88418908766928,1.64999572402415,1.98784476734852
25,2,"medBMI","CMD",501.720131145052,64.9488501589558,499.034934832828,441.19949360831,564.523185547184,0.377853803387105,0.0421482164691958,0.366139680482029,0.343968635284616,0.421695975958909,36.6139680482029,34.3968635284616,42.1695975958909,5.71240239687036,0.739483916013586,5.68182973115928,5.02333649445981,6.42745506513533
25,2,"medBMI","Cancer",154.347433542041,17.5427117766411,152.644770718951,138.464466313486,171.677664170224,0.118060090133704,0.017299048690094,0.113379672939391,0.104072669259424,0.136025865623151,11.3379672939391,10.4072669259424,13.6025865623151,1.75734357579812,0.199734917097673,1.73795767798794,1.57650590468704,1.95465926004784
25,2,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"direct","CMD",197.725496793528,10.8528606214368,197.549978147828,187.490885923996,208.109298511905,0.297260827107248,0.014560907833136,0.305278375882188,0.28169451113376,0.306012226622037,30.5278375882188,28.169451113376,30.6012226622037,1.47159383943527,0.0807736133667854,1.47028752253681,1.39542161810385,1.54887643013037
25,3,"direct","Cancer",330.175565810842,30.357613183963,336.549613661553,299.107650401587,355.825540546993,0.103690116420767,0.0100549719705629,0.106328406859023,0.0932665028932337,0.111871183075782,10.6328406859023,9.32665028932337,11.1871183075782,2.45736810102273,0.225939887702642,2.50480765586764,2.22614171058864,2.64827086983866
25,3,"medBMI","CMD",201.282180710214,9.03724228652361,202.139673690291,192.361400569983,209.474091817379,0.30258317506492,0.0106082896171486,0.297215230984946,0.295805879569154,0.313923223028665,29.7215230984946,29.5805879569154,31.3923223028665,1.49806485215488,0.0672606734589191,1.50444683832917,1.43167096107755,1.55903405498406
25,3,"medBMI","Cancer",331.629374244747,32.6833323294843,319.507424458326,307.377299236648,366.185106571304,0.104072307087694,0.00961111365030683,0.100944152193999,0.0966414288623445,0.114162116972685,10.0944152193999,9.66414288623445,11.4162116972685,2.46818823079734,0.243249309210277,2.37796928120851,2.28768948504019,2.72537308370498
25,3,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
