"age","pathway","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"direct","CMD",1511.38381777156,117.372937987885,1505.79523445628,1402.34951099734,1625.16842036376,0.329201198624386,0.0311774183114918,0.326906706191294,0.300618028979697,0.359734686837203,32.6906706191294,30.0618028979697,35.9734686837203,2.24337447532552,0.174218785512883,2.23507923951891,2.08153287170644,2.41226702938023
25,"direct","Cancer",1681.39131105811,48.0106039676775,1676.01743694474,1638.27992499308,1729.07049011951,0.109651548377328,0.00584004431093036,0.109904007853731,0.104000100330391,0.115088405869322,10.9904007853731,10.4000100330391,11.5088405869322,2.49571968808258,0.0712630122273345,2.48774314904743,2.4317286740483,2.56649076029673
25,"medBMI","CMD",1601.46503578707,83.5590433195067,1638.02956687812,1512.46492022141,1659.38529992533,0.348339023546454,0.0136095680337048,0.350886293961007,0.334498322604852,0.360014544635686,35.0886293961007,33.4498322604852,36.0014544635686,2.37708366476239,0.124028206972595,2.43135706294714,2.2449791753446,2.46305576572313
25,"medBMI","Cancer",1672.63891338213,206.011122706925,1641.51172080504,1491.84013653637,1879.89580391841,0.108803596785098,0.0105843351519673,0.107641312720601,0.099288021438242,0.119307113586776,10.7641312720601,9.92880214382421,11.9307113586776,2.48272834510713,0.305786054395697,2.43652568732102,2.2143654339944,2.79036351533806
25,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","CMD",3925.29242838385,135.741890418884,3988.08861259817,3780.45085683862,4016.7572433469,0.311766879464982,0.0102401643032913,0.314178200764599,0.301218342212258,0.32026579361303,31.4178200764599,30.1218342212258,32.026579361303,9.60670986496651,0.332212945039921,9.76039643313448,9.25222647815965,9.8305596688306
35,"direct","Cancer",3341.77238225245,198.020966221492,3313.61947158558,3167.04880078388,3540.42593778788,0.113123680397663,0.0075020687032922,0.114029565866017,0.10565079003459,0.119826568112635,11.4029565866017,10.565079003459,11.9826568112635,8.17861045941874,0.484633948776513,8.10970939037345,7.75099422843451,8.66479259909146
35,"medBMI","CMD",4210.37831461133,267.771494133112,4347.15845522208,3924.10831870203,4380.38519100149,0.334377517333066,0.0201871436484008,0.345220755821945,0.312792587734278,0.346745694216307,34.5220755821945,31.2792587734278,34.6745694216307,10.3044253716586,0.655340487665151,10.6391793167749,9.60381189026296,10.7204979997053
35,"medBMI","Cancer",3289.2979202747,71.6880038834768,3272.02924291505,3230.03191447402,3363.24230183108,0.111348141539463,0.00424900077046196,0.110651511506659,0.107648554308334,0.115639864298474,11.0651511506659,10.7648554308334,11.5639864298474,8.05018514060801,0.175448292495932,8.00792200323097,7.90513828538124,8.23115566260526
35,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"direct","CMD",10782.6958645864,1145.48317553779,10397.9591721589,9905.0527483898,11987.3651693464,0.280845736307368,0.0300775285822174,0.269661066820363,0.258547812751734,0.312650628926956,26.9661066820363,25.8547812751734,31.2650628926956,27.5725836571677,2.92913118222363,26.5887680352526,25.3283500678717,30.6530605250915
45,"direct","Cancer",10580.4852525071,986.626897013014,10558.7111726361,9652.61489116926,11526.8635817351,0.109120920884502,0.00966326768222867,0.108101672245162,0.100412376812511,0.118695826299932,10.8101672245162,10.0412376812511,11.8695826299932,27.0555080493657,2.52291755215397,26.9998292426612,24.6828376631947,29.4755054212356
45,"medBMI","CMD",11557.0162944442,422.267216184029,11401.8916758695,11242.633418124,12003.255096553,0.301020420655946,0.0118612514403917,0.297456816494678,0.291654866998989,0.313415037849982,29.7456816494678,29.1654866998989,31.3415037849982,29.5526093481296,1.07978545348316,29.1559379983435,28.7486964615396,30.6936928820377
45,"medBMI","Cancer",11470.148064119,228.320522824175,11500.127856013,11241.9091036068,11672.9042015213,0.11832571851021,0.00178163704293812,0.117740037769949,0.1169521162285,0.120197149421141,11.7740037769949,11.69521162285,12.0197149421141,29.3304773713148,0.583841628779845,29.4071391199537,28.7468443066731,29.8489479496133
45,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"direct","CMD",20552.9786868993,789.760773924826,20557.3100687596,19800.8735771924,21301.4021220249,0.216438499762472,0.00842202370592988,0.216221413333837,0.208531832665127,0.224529690324157,21.6221413333837,20.8531832665127,22.4529690324157,42.983368614461,1.6516622227848,42.9924270281316,41.4104573756654,44.5485802016365
55,"direct","Cancer",34674.0860983163,2969.44548355133,33374.1640582082,32616.1682631478,37836.9376675768,0.116588094245676,0.0101921903588903,0.11246025957172,0.109274949929694,0.127409898034519,11.246025957172,10.9274949929694,12.7409898034519,72.5154755832784,6.21013487847337,69.7968901620984,68.2116594681133,79.1300893064466
55,"medBMI","CMD",22784.7147522678,998.641780800522,22580.0832287461,21938.0308726323,23805.3354268969,0.239931826228429,0.0103133021008482,0.238033664781209,0.231066166715492,0.250410922971504,23.8033664781209,23.1066166715492,25.0410922971504,47.6506986112106,2.08850446603691,47.2227435035999,45.8799905375681,49.7851685263224
55,"medBMI","Cancer",32570.7770783706,2892.91385687031,30994.192686411,30817.9088173843,35663.7420725226,0.109513133153406,0.00987492077645895,0.10381523269517,0.103808796682958,0.120060685013355,10.381523269517,10.3808796682958,12.0060685013355,68.116730842105,6.05008084589698,64.8195490027348,64.45087861979,74.5851876278847
55,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","CMD",28837.8664539408,2519.80877053649,30038.9885018871,26147.0587399537,30507.7204271736,0.203328295656228,0.017708593786936,0.211960753873074,0.184408973858676,0.214910027969461,21.1960753873074,18.4408973858676,21.4910027969461,98.718108222361,8.62583767446092,102.829802702492,89.5069050447887,104.434371091822
65,"direct","Cancer",37164.2579681145,2129.40645721397,36780.6896337159,35329.1039482967,39325.4450721712,0.12099382225014,0.00639654626694686,0.120129964335957,0.115325947784427,0.127395975942907,12.0129964335957,11.5325947784427,12.7395975942907,127.221105138266,7.28940809225214,125.908069709438,120.938985293428,134.619305097607
65,"medBMI","CMD",31694.3019768335,1584.50905434881,32231.6382616315,30027.0301635689,32904.8379480197,0.223472038322778,0.0111761855817703,0.227034480918012,0.211753174851725,0.232162825587883,22.7034480918012,21.1753174851725,23.2162825587883,108.496290374965,5.42410918492696,110.335705978031,102.788866784499,112.640210702826
65,"medBMI","Cancer",34985.2475040143,2638.00460601072,36488.8422415756,32166.7055558479,36525.7339252537,0.113906615058383,0.00837627003976843,0.118159125740875,0.10495222795139,0.119246368085256,11.8159125740875,10.495222795139,11.9246368085256,119.761892052712,9.03044698550038,124.909014439946,110.11342761056,125.035302465714
65,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
