"age","female","pathway","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,0,"medBMI","Cancer",1179.17648212626,103.142740245494,1193.82472426825,1075.70931789316,1270.19264053866,0.108197242919443,0.00683008904513745,0.110971983477904,0.100944236002912,0.113091720361281,11.0971983477904,10.0944236002912,11.3091720361281,5.95013664911844,0.520459327444006,6.02405182953069,5.42804027489837,6.4094051199881
35,0,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct","CMD",1430.7860802383,41.3531297572213,1433.07829303037,1390.5717069957,1469.05207260766,0.348165200977125,0.0108475027607102,0.348094697135712,0.337890200737395,0.358500129482057,34.8094697135712,33.7890200737395,35.8500129482057,6.79958143406461,0.196524118609565,6.81047480782544,6.60846907320251,6.98143442723001
35,1,"direct","Cancer",2037.57860257033,254.236590257624,1896.35331952768,1885.8584163477,2309.34027937922,0.109078830697049,0.0122760699301132,0.10301426307141,0.10111522426933,0.122197319606561,10.301426307141,10.111522426933,12.2197319606561,9.68326560332273,1.20821863089953,9.01211508972714,8.96223974511728,10.9747693980844
35,1,"medBMI","CMD",1356.61570777224,112.109549092576,1408.14869643553,1237.01272950322,1432.41564567747,0.330053971415684,0.0264363754360195,0.342039298474942,0.301862389929108,0.348058024901891,34.2039298474942,30.1862389929108,34.8058024901891,6.44709863139862,0.532782656415184,6.69200089722048,5.87870465431897,6.80732568252969
35,1,"medBMI","Cancer",2110.12143814844,136.280832738259,2174.21826487419,1964.63996124674,2201.12061233326,0.113092967272165,0.00790887946596492,0.116413092520068,0.10468260243484,0.118681225648772,11.6413092520068,10.468260243484,11.8681225648772,10.028013797888,0.647652806317205,10.3326236896157,9.33663640541551,10.460472782392
35,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"direct","CMD",7155.65901279573,1211.22466554341,6516.81049275932,6403.5607831644,8450.77848445801,0.272363587292515,0.0455440259183478,0.247088721637846,0.245163111976465,0.321047698415033,24.7088721637846,24.5163111976465,32.1047698415033,37.739686979819,6.38812437234691,34.3703336986493,33.7730429972583,44.570281251374
45,0,"direct","Cancer",3949.26424855436,515.665258136618,4103.01571603205,3410.6510576279,4357.18869212479,0.105960817342635,0.0133111128519391,0.109182849637739,0.0922268612396914,0.116956045994739,10.9182849637739,9.22268612396914,11.6956045994739,20.8288288017235,2.71967199577891,21.6397299702838,17.9881270309407,22.9802645792299
45,0,"medBMI","CMD",7961.69839016383,519.953118213093,8027.28291321231,7442.82544014703,8424.82449558942,0.303177474600724,0.021299366351118,0.304983024166435,0.282230318092052,0.322589913978542,30.4983024166435,28.2230318092052,32.2589913978542,41.9908221639976,2.74228661405657,42.3367217332957,39.2542324689167,44.433397225175
45,0,"medBMI","Cancer",4295.38361867485,55.7770491661611,4287.51155424632,4246.13833948721,4351.32015262675,0.115300356921298,0.00115949915346787,0.115879694542376,0.114061075196532,0.11604720166815,11.5879694542376,11.4061075196532,11.604720166815,22.654298218676,0.294173935960996,22.612780135312,22.3945735142914,22.94931329392
45,0,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct","CMD",3627.03685179066,220.841096793007,3518.45184307197,3483.35712340902,3863.01383758318,0.299016532467358,0.0172846304026319,0.292940065407705,0.285958157017152,0.317239904918271,29.2940065407705,28.5958157017152,31.7239904918271,18.0037416417879,1.09620227558136,17.4647516830348,17.2905499057656,19.1750748427502
45,1,"direct","Cancer",6631.22100395269,511.383913621556,6455.6954566041,6241.96383354136,7169.67488961033,0.11109446722134,0.00814476792619515,0.107425573147591,0.10552927562632,0.119778218779046,10.7425573147591,10.552927562632,11.9778218779046,32.9157917614817,2.53838718403522,32.0445250125824,30.9836124606733,35.5885477988544
45,1,"medBMI","CMD",3595.3179042804,223.852633201038,3589.15806613761,3385.33622783119,3810.53544315097,0.296355010885439,0.0164435171426828,0.29442113115197,0.281636804722376,0.31271701482195,29.442113115197,28.1636804722376,31.271701482195,17.8462963884146,1.11115082053707,17.8157204281998,16.8039976727469,18.9145846702649
45,1,"medBMI","Cancer",7174.76444544412,249.907783090087,7145.44935610302,6951.03920207728,7423.40751475089,0.120210957892258,0.0036024649139527,0.118903377279237,0.117517814633152,0.124015544672432,11.8903377279237,11.7517814633152,12.4015544672432,35.6138111342014,1.24048233995875,35.4682980566482,34.5032926462699,36.8480157380533
45,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"direct","CMD",13624.1686538725,296.404359545594,13717.9666421275,13313.5011851032,13855.1078326249,0.210663015119307,0.00469185690860195,0.212064349644569,0.20576187046281,0.21437302542933,21.2064349644569,20.576187046281,21.437302542933,60.1687329342116,1.30901746764312,60.5829751715519,58.7967249655338,61.1886350011502
55,0,"direct","Cancer",13330.3919106656,1146.08799136316,13880.8764747244,12106.3177582492,14086.554183632,0.111290588938865,0.00996626795719311,0.115648356337031,0.100675649300481,0.118201426288808,11.5648356337031,10.0675649300481,11.8201426288808,58.8713198697256,5.06149505510097,61.3024376546516,53.4654127175503,62.2107769047138
55,0,"medBMI","CMD",15464.2330259033,838.544724820377,15331.7816291712,14731.3957591326,16309.6539798963,0.239113504489965,0.0129729154970439,0.237231718269809,0.227686623497905,0.252139903769157,23.7231718269809,22.7686623497905,25.2139903769157,68.2950520216529,3.70328457338705,67.7101038373484,65.0586057540834,72.0287042458812
55,0,"medBMI","Cancer",13736.82484818,1895.4166998706,12886.1462891133,12439.2965637955,15757.4299077712,0.114649260546486,0.0156904032385888,0.108168502388075,0.103483940271528,0.131323225256092,10.8168502388075,10.3483940271528,13.1323225256092,60.6662591055975,8.37077286041548,56.9093875977865,54.9359547618145,69.5899042310198
55,0,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"direct","CMD",6928.81003302684,510.608451362475,6839.34342663211,6487.3723920892,7446.29428940001,0.228773838763734,0.0170327328947773,0.225070806937071,0.214455923012663,0.246239331567468,22.5070806937071,21.4455923012663,24.6239331567468,27.5249338405313,2.02840946355526,27.1695246995368,25.7713077772373,29.5806576736706
55,1,"direct","Cancer",21343.6941876507,2548.3207577274,20563.353816552,19341.1131862296,24009.5645045057,0.120184617888588,0.01470892882177,0.115325804556711,0.108860121424736,0.135639105684535,11.5325804556711,10.8860121424736,13.5639105684535,84.7885520929742,10.1232910018544,81.6886233916231,76.8332308600812,95.3788127220155
55,1,"medBMI","CMD",7320.48172636451,164.471603009692,7248.30159957492,7206.63511349964,7495.68144700052,0.241688794518789,0.00474655556835414,0.239747953335355,0.23829661054062,0.246730693502878,23.9747953335355,23.829661054062,24.6730693502878,29.0808629820348,0.653369044599172,28.794124970022,28.6286034349932,29.7768498392872
55,1,"medBMI","Cancer",18833.9522301906,1062.53821286064,18578.4145292111,17955.2809348667,19929.8305713471,0.106039685457335,0.0062741095349537,0.104193636022775,0.101060603525542,0.112587909408505,10.4193636022775,10.1060603525542,11.2587909408505,74.8185166891146,4.22096923896313,73.8033844687629,71.3279650422831,79.1719307232451
55,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"direct","CMD",18390.4557831025,834.889651229409,18592.5596107534,17529.0414107514,19080.0819019503,0.206370295050696,0.00926450744991963,0.208579491591504,0.196819821949818,0.214042951091886,20.8579491591504,19.6819821949818,21.4042951091886,135.204762376737,6.13802388785744,136.690609183105,128.871731434206,140.274823533855
65,0,"direct","Cancer",16143.7374128102,859.427559408485,15658.0409091075,15638.1716689985,17062.1451847692,0.123232593401819,0.00550391385023404,0.120221548669949,0.119907650555713,0.129116924270016,12.0221548669949,11.9907650555713,12.9116924270016,118.687117193526,6.31842409564471,115.116325846926,114.970249212435,125.439157819227
65,0,"medBMI","CMD",20567.0863918567,1646.68134436077,21088.0767209689,18841.1863238366,21850.1446801314,0.230792782342147,0.0183639372736664,0.236568582623029,0.211551959955116,0.245124174490427,23.6568582623029,21.1551959955117,24.5124174490427,151.207129458305,12.1062339346189,155.037397423328,138.518487516268,160.640043630072
65,0,"medBMI","Cancer",15083.0058681059,1205.33101194247,15484.9386498711,13815.9073309478,16008.4615407636,0.115167034704531,0.00924012237178917,0.117099208445404,0.105712880460735,0.122978841268586,11.7099208445404,10.5712880460735,12.2978841268586,110.888726651241,8.86147113356109,113.843695624871,101.573146948111,117.692582726786
65,0,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"direct","CMD",10447.4106708383,1713.2494548874,11426.6495585964,8617.02836257541,11445.4399245068,0.198198179617794,0.0325714092305416,0.216305100040336,0.16338192263799,0.217623554238438,21.6305100040336,16.338192263799,21.7623554238438,66.9259296159223,10.9750459750149,73.198916764997,55.2005326355045,73.3192875196266
65,1,"direct","Cancer",21020.5205553043,1368.49011926315,21143.5637141969,19672.1087886686,22264.3456368814,0.119326796550253,0.00749342406128712,0.120062321103489,0.111921212266657,0.126107184963598,12.0062321103489,11.1921212266657,12.6107184963598,134.657086190856,8.76652371458293,135.445298509795,126.019184051234,142.625007859381
65,1,"medBMI","CMD",11127.2155849768,70.4632281533379,11143.5615406626,11054.6932678883,11185.8438397323,0.211084687801031,0.00100724933177083,0.210946277952952,0.210193424945838,0.212093599027091,21.0946277952952,21.0193424945838,21.2093599027091,71.28074797902,0.451386204340965,71.3854598846012,70.8161712870563,71.6563195512397
65,1,"medBMI","Cancer",19902.2416359084,1486.74589369645,20491.6602156893,18325.1860560994,20978.2914229037,0.112978035646958,0.0082067276044899,0.116360530420315,0.104257659574447,0.118823291162116,11.6360530420315,10.4257659574447,11.8823291162116,127.49341103646,9.52406813259751,131.269216126121,117.39082063774,134.386567108968
65,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"direct","CMD",22417.28542422,1391.69890381668,22644.3033845214,21011.9479067457,23629.6576754381,0.110037929787013,0.00723219488584677,0.111935068585259,0.102540698535623,0.115922593059896,11.1935068585259,10.2540698535623,11.5922593059896,257.96079078377,16.0145951201381,260.573137972703,241.789253041109,271.911833415837
75,0,"direct","Cancer",11037.0052232543,1279.27365097818,11049.0142172358,9816.63159406078,12247.1712075636,0.0998802069932013,0.0114423678403918,0.100363963328097,0.0888116495985024,0.110537571503239,10.0363963328097,8.88116495985024,11.0537571503239,127.005323855992,14.7208922217956,127.143514075074,112.962207551719,140.930978474047
75,0,"medBMI","CMD",32313.842071141,1303.09425675385,31602.7324171239,31525.0942723256,33707.033075871,0.158569397404564,0.00555483108814588,0.156218275321747,0.154658831910111,0.164478416669411,15.6218275321747,15.4658831910111,16.4478416669411,371.842714057045,14.9950013383348,363.65981388814,362.766414136647,387.874479121011
75,0,"medBMI","Cancer",11350.750918317,1049.21331546826,11763.2678703177,10238.2376017067,12112.6248257267,0.102710547757787,0.00921767414235739,0.106137864040385,0.0929635542309679,0.109544322444396,10.6137864040385,9.29635542309679,10.9544322444396,130.615666770926,12.0735357308977,135.36259295472,117.813723561503,139.382722724123
75,0,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"direct","CMD",34141.752731791,2260.60303283166,34094.5709091138,32014.5829703841,36309.0270424734,0.137038570291476,0.00945447007376574,0.136757837228055,0.128179105411328,0.146136658275532,13.6757837228055,12.8179105411328,14.6136658275532,288.800404095028,19.122131031437,288.401299527604,270.806966807288,307.133080265079
75,1,"direct","Cancer",18620.1210586483,1803.37894288474,18678.699748856,16882.6931249451,20307.7571056749,0.120353303325081,0.0117179540516207,0.120372949927979,0.109212908904678,0.13147699813302,12.0372949927979,10.9212908904678,13.147699813302,157.505050437224,15.2545351591344,158.000559544101,142.808385820113,171.78053231349
75,1,"medBMI","CMD",40511.3502598963,1255.60986727634,40838.742907222,39210.1884071608,41534.2283624049,0.162577623344843,0.00469305213886918,0.163492128821976,0.157794502679865,0.166583414354259,16.3492128821976,15.7794502679865,16.6583414354259,342.679956046871,10.6210316706283,345.449325551366,331.673606378328,351.332341636594
75,1,"medBMI","Cancer",18330.97974757,173.518340521801,18430.2366513849,18145.6016478479,18431.9894790495,0.118481139414582,0.00105459751075765,0.118771755177115,0.117384708616258,0.119330546814753,11.8771755177115,11.7384708616258,11.9330546814753,155.059243740188,1.46776784584738,155.898844277282,153.491155817734,155.913671206111
75,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
