"race","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"Cancer",170406.46129921,6566.98966055653,174132.52184479,163389.358278514,174256.412856163,0.230308916668084,0.00863692207688896,0.234715616436044,0.221075428386128,0.235796710147274,23.4715616436044,22.1075428386128,23.5796710147274,111.677580398262,4.30374241798047,114.119491479422,107.078851683506,114.200684694032
1,"DIAB",1852.21237209461,97.0303075801217,1874.87161767817,1752.30819825486,1932.85618718834,0.0382054714913103,0.00195807431151178,0.0386464884448475,0.0361935982216236,0.0398424803504904,3.86464884448475,3.61935982216236,3.98424803504904,1.2138659210583,0.0635897834696563,1.22871588449941,1.14839272056433,1.26671665262733
1,"HHD",1051.43686737343,188.622199727474,1025.74371606413,884.416535028015,1240.29637833174,0.0291665050530233,0.00521363348652743,0.0282369148894254,0.0246680322285006,0.0344551295166042,2.82369148894254,2.46680322285006,3.44551295166042,0.689069677256052,0.123615446939978,0.672231413324318,0.579611230367128,0.812840648486949
1,"HSTK",1696.32870868482,23.2064308734931,1696.668851353,1674.13981489803,1718.22848120365,0.0693135342205209,0.00112779637227459,0.0691220741537539,0.0683351407066,0.0704546687911937,6.91220741537539,6.83351407066,7.04546687911937,1.11170600164858,0.0152085667988885,1.11192891755144,1.09716428796631,1.12605823681343
1,"IHD",8709.93614807177,418.300651678549,8786.26100992159,8285.10515955376,9069.89100401744,0.0304355026655068,0.001492112464034,0.0307625010603091,0.0289047852724636,0.031688271422968,3.07625010603091,2.89047852724636,3.1688271422968,5.70814385219866,0.274137519800096,5.75816411452106,5.42972661077382,5.94404387064944
1,"ISTK",1832.18753218141,85.0260302302857,1835.37007920369,1750.1026699093,1911.56722948458,0.0570587218174015,0.00304747692291345,0.0568928746473619,0.0542373209426218,0.060021092786715,5.68928746473619,5.42373209426218,6.0021092786715,1.20074244174702,0.055722660130328,1.20282815579942,1.14694730548292,1.25276472106658
1,"OSTK",3411.60580365618,266.406224488641,3335.37757644612,3198.81035931039,3689.19524113053,0.0629734032021326,0.00499264941483539,0.0619341475809448,0.0587497734145997,0.068080400267675,6.19341475809448,5.87497734145997,6.8080400267675,2.23583001794755,0.174591986284416,2.18587308610374,2.09637239314197,2.41775103482036
1,"Other_CVD",7988.92474503553,127.639752484288,7933.99660782358,7899.74700197677,8124.79140472445,0.0899427819038811,0.00147551227753096,0.0893961634850746,0.0888474573396794,0.0915027321240683,8.93961634850746,8.88474573396794,9.15027321240683,5.23562181097593,0.0836499896271506,5.19962410635344,5.17717828427953,5.32466338660146
2,"Cancer",27192.5627261345,1401.67168146769,27252.9415470396,25836.2405215858,28497.5629329137,0.246194637087083,0.0114665260911434,0.247398485994617,0.234834921332423,0.256531081270339,24.7398485994617,23.4834921332423,25.6531081270339,96.831065713412,4.99126779861696,97.0460710306249,92.0012846501146,101.478092257078
2,"DIAB",476.052729785286,20.062689428941,476.115781912359,456.966448267496,495.085416995063,0.0357352134358433,0.000996977481117492,0.0356902928357829,0.0348078974005773,0.0367007119811607,3.56902928357829,3.48078974005773,3.67007119811607,1.69519488196621,0.071442019571567,1.69541940676446,1.62722979171388,1.76296912614002
