"age","outcome","V1","V2","V3"
25,"AA",4.18002201981569,4.51604510590918,4.42246220879875
25,"AFF",0.39728183111655,0.248299232395522,0.325907294312229
25,"APCA",0.0392964595411374,0.0315514920940048,0.0360011610726076
25,"BC",0,0,0
25,"CC",209.173908364035,209.208156273837,181.869692255983
25,"CM",22.9515946959456,19.5916628377429,16.8511790783932
25,"DIAB",39.6820107994332,58.0913978065713,49.4342698559864
25,"ECA",1.61433834559262,1.58463255604323,0.708645660771835
25,"ENDO",5.32102866750422,5.25613784314348,5.16458492426069
25,"GC",0.15317134016989,0.241450772276461,0.152709572575955
25,"HHD",25.6009577774065,22.7108936166399,16.5359958373711
25,"HSTK",36.8401383030127,35.5467546021775,42.5993036590517
25,"IHD",67.3264085461033,62.4162458168521,58.9288178999597
25,"ISTK",21.5924461021644,16.6805868715784,24.0608143062537
25,"KC",12.0842761795011,15.4956159937621,11.9077162253879
25,"LC",0,0,0
25,"LVC",2.87869421366675,3.59497300650717,2.86635632230651
25,"MLPC",37.518948417397,26.6491392875292,38.3362981483183
25,"MMC",0.428869692928018,0.494163983917447,0.609475375411111
25,"OC",2.29069898841306,2.98127634379115,2.49290271973443
25,"OSTK",14.5949315392621,11.6377300860349,11.0781114381719
25,"OTH",17.74387313176,17.5018828554963,14.7755023599231
25,"PC",1.74106140488026,1.27953015957178,1.47426718570951
25,"PVD",0.472349548987431,0.26906863313027,0.223880925992308
25,"RHD",3.09581944185646,3.20808460911828,2.47579978148364
25,"SCC",0.692232912578481,1.54766650576531,0.805907968537226
25,"SCNC",0,0,0
25,"TC",21.435117223385,25.5505945695651,14.8543472350739
25,"UC",20.6299414219799,19.7518941988282,18.640087126374
35,"AA",8.6916566233941,9.82302024581181,8.92568466568381
35,"AFF",1.39790369873789,1.73042823851778,1.40420282139428
35,"APCA",0.456662995442132,0.213265567629839,0.477751679594335
35,"BC",0,0,0
35,"CC",568.613231818651,526.400530993679,579.067424748919
35,"CM",24.6404765325027,26.3935201204079,25.3128802793748
35,"DIAB",147.54444619355,146.790029094578,125.641679197307
35,"ECA",5.37092581645604,2.8568318428246,2.87339530417986
35,"ENDO",6.67178314828307,6.08962656058648,4.13311218000418
35,"GC",1.82799014113935,0.627135778090873,1.71298233790107
35,"HHD",86.9252394808903,67.3401250374304,33.3370338439181
35,"HSTK",122.889349747687,146.29550162697,129.41494171266
35,"IHD",232.1394439529,293.408569100859,257.611612669554
35,"ISTK",53.5700421816134,41.8764253905138,43.426039578987
35,"KC",37.7074508621438,56.2088500373359,48.570789403648
35,"LC",0,0,0
35,"LVC",5.76511800065487,6.18965055386276,5.52648468425998
35,"MLPC",61.7072598584988,94.6563438080974,68.3209424633191
35,"MMC",2.98630205230071,3.46443185381558,2.65160606497314
35,"OC",3.20603198528893,2.97674904926535,2.21378227451762
35,"OSTK",43.1385790604189,49.2123964418634,50.5173209421654
35,"OTH",22.9336892538424,24.6276326907943,19.8243750958919
