"female","race","pathway","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"direct","CMD",49358.7621139291,1577.04878650665,49837.2229751583,47709.8579392941,50600.9745565193,0.163441724927954,0.0049606532645604,0.165591830431739,0.158159906375344,0.166895953802347,16.5591830431739,15.8159906375344,16.6895953802347,67.2843277224382,2.14978380415343,67.9365506715267,65.0365928904147,68.9776730477364
0,1,"direct","Cancer",32882.3848321245,969.313750133889,33430.5313594127,31846.5625653072,33452.282550747,0.107649668473766,0.00276157768563371,0.10902948988933,0.104698072324268,0.109428416420034,10.902948988933,10.4698072324268,10.9428416420034,44.8242432059623,1.32133832447692,45.5714594853505,43.4122425422935,45.6011100321512
0,1,"medBMI","CMD",62578.5153782096,2752.44229394715,63901.9047657372,59638.7164536368,64393.433323384,0.207216968139367,0.00890386760397495,0.212323896608516,0.197705148780138,0.212387898299818,21.2323896608516,19.7705148780138,21.2387898299818,85.3050837736239,3.75204363747155,87.1090869828064,81.2976414106556,87.779123408787
0,1,"medBMI","Cancer",35724.73387816,1028.47861574618,35850.9624831266,34699.5669009706,36642.606541128,0.11695798346039,0.00308826938923167,0.116843398753963,0.11407434101476,0.119939022906483,11.6843398753963,11.407434101476,11.9939022906483,48.6988449286227,1.40199002717406,48.8709158327695,47.3013692240208,49.9500603646997
0,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"direct","CMD",9740.65914108723,776.618239507714,9615.77142659281,9063.13874587265,10524.3340936221,0.195367228628507,0.0152174668318392,0.194495651112588,0.181298850333568,0.210176447811975,19.4495651112588,18.1298850333568,21.0176447811975,76.669723601423,6.11284153407242,75.6867196370289,71.3368913276483,82.8381092449327
0,2,"direct","Cancer",6048.23778476123,557.943395950296,6199.59801299101,5468.69919617236,6499.1201793548,0.136735090937834,0.0111318589269894,0.139281421342918,0.125287210503424,0.146018590527921,13.9281421342918,12.5287210503424,14.6018590527921,47.6062977378313,4.39162949171567,48.7976695633451,43.0446902778142,51.1552391461617
0,2,"medBMI","CMD",10411.6678158348,641.002544755988,10123.4483255846,9973.27366009722,11095.0485382851,0.208908424683133,0.0144322027347827,0.202382934025738,0.199065988756381,0.224297527668671,20.2382934025738,19.9065988756381,22.4297527668671,81.9513014579,5.04539654066623,79.6826963939145,78.5006562539112,87.3302609662765
0,2,"medBMI","Cancer",4893.82262685445,93.9772630769988,4931.36876419489,4794.10136390578,4961.62967306374,0.110720807968319,0.00286138238908213,0.111504755993131,0.107746941338262,0.113028318777284,11.1504755993131,10.7746941338262,11.3028318777284,38.5197780479403,0.739704642218648,38.8153075321874,37.7348617956911,39.0534942385794
0,2,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"direct","CMD",3899.99078474317,639.271999872873,3563.30739818359,3502.62229752397,4583.54015053801,0.133826496950634,0.0213256980887574,0.122925005804936,0.120293665280829,0.156625596094283,12.2925005804936,12.0293665280829,15.6625596094283,20.397719784476,3.34351844380759,18.6367993735876,18.3194043471199,23.9728175710872
0,3,"direct","Cancer",3617.85215193108,83.0605647930583,3609.06411831247,3543.01146833069,3700.16266410729,0.107262192010882,0.00229792779505085,0.107125120497797,0.105140330759565,0.109500564048322,10.7125120497797,10.5140330759565,10.9500564048322,18.9220791765572,0.434423110028114,18.8761160302056,18.5306476638132,19.3525793636999
0,3,"medBMI","CMD",4896.57968780038,222.752087403714,4975.14322168458,4661.68866723934,5064.69170455985,0.168095597501717,0.00748700736167933,0.171629736384157,0.160102392316248,0.173084784637113,17.1629736384157,16.0102392316248,17.3084784637113,25.6100759942402,1.16503728112457,26.0209787470665,24.3815497023225,26.4893349462555
0,3,"medBMI","Cancer",2932.77532784205,209.169010199377,2997.4319080898,2713.8381170854,3096.75444538813,0.086960180078642,0.00634616239982484,0.0889489329811983,0.0803123787883435,0.0919175414017676,8.89489329811983,8.03123787883435,9.19175414017676,15.3389924822826,1.09399511258693,15.677159129054,14.1939077572419,16.1966355575676
0,3,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"direct","CMD",2047.82701286457,113.899673354145,2060.80139645514,1934.63600645955,2149.9897932176,0.143643425304371,0.00741040031363244,0.144447064963243,0.13629311508537,0.150310641813331,14.4447064963243,13.629311508537,15.0310641813331,16.1447942426377,0.897969788978425,16.2470825473524,15.2524114890917,16.9502319371763
0,4,"direct","Cancer",3690.61028631211,205.920005240004,3637.84141369488,3522.29126720552,3903.78284714335,0.121278740989162,0.00684161622721663,0.120994556264659,0.114904190748755,0.127894848245397,12.0994556264659,11.4904190748755,12.7894848245397,29.0962778242304,1.62344577650251,28.6802550911239,27.7692731927224,30.7769017788789
