"female","race","pathway","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,4,"medBMI","CMD",2291.10151006755,134.16478925046,2257.28522398642,2181.09040374561,2429.85645955846,0.160718538252619,0.00905950557731597,0.159068666683537,0.152920918548886,0.169918548790071,15.9068666683537,15.2920918548886,16.9918548790071,18.0627378370672,1.0577372519496,17.796134761026,17.195424990418,19.1566632983515
0,4,"medBMI","Cancer",2566.38826681754,198.233604301946,2649.9778762376,2355.54676608939,2706.17859953862,0.0842919071068919,0.00571658799025304,0.0863555226600793,0.0782563183269361,0.0885734226666384,8.63555226600793,7.82563183269361,8.85734226666384,20.2330618036578,1.56284721967531,20.8920711029939,18.5708156150487,21.3351500878312
0,4,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"direct","CMD",43972.5008616588,2175.20381357261,43685.4053109901,42041.6164245141,46147.4165168719,0.163893708535596,0.00844141315292348,0.162443996413733,0.156579685533097,0.172439986841679,16.2443996413733,15.6579685533097,17.2439986841679,55.5002285599126,2.74545014388611,55.1378687129988,53.0631479871824,58.2453150025194
1,1,"direct","Cancer",51035.000804602,2964.86428824409,52209.7402178601,47890.1254365418,53181.3476713927,0.117473617275416,0.00688170018319873,0.120460533367704,0.110145996830391,0.122262359041997,12.0460533367704,11.0145996830391,12.2262359041997,64.4142169243881,3.74212615662592,65.8969232671381,60.4448884054371,67.1232450520014
1,1,"medBMI","CMD",49259.8359793678,1976.57665712937,49611.9779637335,47254.9123933629,50965.4388786618,0.183575974726152,0.00689184780363455,0.184790765555243,0.176589164868471,0.189530212379104,18.4790765555243,17.6589164868471,18.9530212379104,62.1736790518215,2.49475135794516,62.6181377529385,59.6431494006082,64.3264188070854
1,1,"medBMI","Cancer",50764.3417843235,1745.12170696134,51595.6471055831,48900.8213417543,51921.252703822,0.116851078026572,0.0041404898184672,0.118594848784569,0.112447469346027,0.119772481562818,11.8594848784569,11.2447469346027,11.9772481562818,64.0726025701234,2.20261872086676,65.1218409447643,61.7205459787995,65.5328065430026
1,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"direct","CMD",7981.06644870829,902.317843915273,8074.52960488361,7087.59848688913,8795.09072777842,0.173959110779018,0.0187197758754289,0.175852305155237,0.155439056864267,0.190869949473983,17.5852305155237,15.5439056864267,19.0869949473983,51.9000012076407,5.86767413726492,52.5077818782495,46.0898768846052,57.1935119606587
1,2,"direct","Cancer",9098.06675517307,568.236828076035,8820.88725408685,8726.57493909237,9705.16114717705,0.137352654898857,0.00795506828676756,0.1343636734363,0.131476938159757,0.14576900588113,13.43636734363,13.1476938159757,14.576900588113,59.1637318916321,3.69518187236058,57.3612639465825,56.7479612891536,63.1116002474028
1,2,"medBMI","CMD",9104.09210334634,919.891717817001,8905.54148887044,8329.98196985017,10046.970259147,0.198451046485549,0.0190071219521519,0.193950617076973,0.182690657424681,0.218036800543707,19.3950617076973,18.2690657424681,21.8036800543707,59.2029140710412,5.98195511494933,57.9117611659373,54.1689606361841,65.3343474752367
1,2,"medBMI","Cancer",7152.43555934571,485.419163496866,7130.29302516192,6701.05789759595,7622.63437515168,0.107991347883313,0.00714086152946602,0.10861179107511,0.100963073069501,0.114492245984097,10.861179107511,10.0963073069501,11.4492245984097,46.5115052672809,3.15662766794489,46.36751479204,43.5762457577318,49.5691566807847
1,2,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"direct","CMD",3366.6414523347,303.221591232392,3401.99978280686,3065.02626707321,3638.20205669486,0.141316206069838,0.0116772061040155,0.140798030941418,0.13045127933327,0.152621581665564,14.0798030941418,13.045127933327,15.2621581665564,17.26263073764,1.55478462296436,17.4439324328404,15.7160830456001,18.6550719887595
1,3,"direct","Cancer",5534.58244177208,697.678297517148,5377.72428973869,4951.13775301168,6251.35655976086,0.102643246101948,0.0134408223357596,0.099767969425389,0.0913174937920763,0.116412983586895,9.9767969425389,9.13174937920763,11.6412983586895,28.3788619406088,3.57738208663466,27.5745635337015,25.3872186781748,32.054158848914
1,3,"medBMI","CMD",4149.4436518061,517.582837250362,3955.82542465147,3766.54560540905,4696.91719128458,0.174221511076259,0.0213617154190127,0.163719125837036,0.160322780195939,0.197047269409919,16.3719125837036,16.0322780195939,19.7047269409919,21.2764900990863,2.65393316220142,20.2837024777229,19.3131602706212,24.0836894057104
1,3,"medBMI","Cancer",5232.02848725727,117.718816196951,5167.79562954536,5160.76832981641,5357.88657375326,0.0969859457738771,0.00173793563304247,0.0962511221537978,0.0957618734714754,0.0988346181533462,9.62511221537978,9.57618734714754,9.88346181533462,26.8275006599533,0.603609408263785,26.4981433109148,26.4621104627422,27.4728446038472
1,3,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"direct","CMD",1801.80759226701,337.551773046748,1769.57871107565,1495.92880079745,2135.08093274924,0.149068178528266,0.0274938846174567,0.14690091199738,0.123931009098379,0.176047524509406,14.690091199738,12.3931009098379,17.6047524509407,13.9660532258557,2.61640923763752,13.7162428287522,11.5951455325711,16.5492997566783
1,4,"direct","Cancer",5192.38423747502,274.83315786657,5205.32611435797,4926.00964039333,5447.7582392062,0.12033235050249,0.00750190383148916,0.11854497215052,0.114118538491951,0.128065434112203,11.854497215052,11.4118538491951,12.8065434112203,40.2468692777734,2.13026880753964,40.3471835078641,38.1821639136574,42.2263075463124
1,4,"medBMI","CMD",1981.83257854857,225.782144642035,2100.99125982948,1740.41158617527,2121.9686918331,0.16400459583806,0.0185438127574886,0.174413000244486,0.144185693457126,0.174976354473531,17.4413000244486,14.4185693457126,17.4976354473531,15.3614511313717,1.75006780027555,16.2850661123687,13.4901645168657,16.4476650120302
1,4,"medBMI","Cancer",4403.31421544721,158.580809052948,4402.18019813339,4253.14729320686,4554.44505240431,0.102042043478169,0.00476488461684013,0.103648219324184,0.0970299533626515,0.105688884124574,10.3648219324184,9.70299533626515,10.5688884124574,34.1306813041719,1.22918120077747,34.1218913832992,32.9667172728443,35.3021167682412
1,4,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
