"age","female","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"All_HD",118.647287581972,19.3086271569387,119.898960992143,99.8010592305874,136.429593534711,0.0998905405448012,0.0143930551890722,0.100646673447242,0.0859099403214613,0.113228427801066,10.0646673447242,8.59099403214613,11.3228427801066,0.347394634634301,0.0565349079037341,0.351059485604514,0.292213612414635,0.399460533529285
25,0,"All_STK",106.845849601559,8.58191937494571,110.288928078804,97.7376528311524,113.027429666308,0.397014976661833,0.0260557531794924,0.405017243149817,0.369752648135076,0.417475378673803,40.5017243149817,36.9752648135076,41.7475378673803,0.312840484101931,0.0251275255126295,0.322921683714633,0.286172038883183,0.330939909649881
25,0,"Cancer",947.07084443239,78.2665130483059,941.737352070309,875.113984092706,1023.56117327984,0.215346797220523,0.0111162804347306,0.213853459805444,0.205492710630276,0.226470220613587,21.3853459805444,20.5492710630276,22.6470220613587,2.77298652737494,0.229161300343526,2.75737026957242,2.56229964428994,2.99694722959209
25,0,"DIAB",28.0218231754922,3.36375407858402,26.9561234583907,25.401814257006,31.5476768535147,0.060457884994336,0.00843721118587207,0.0629406931690039,0.0516519908779377,0.0671533921622665,6.29406931690039,5.16519908779377,6.71533921622665,0.0820468063133053,0.00984894086450984,0.0789264790694434,0.0743755222955624,0.0923703684883308
25,0,"Other_CVD",184.75963526752,5.0882541893944,186.827541657984,179.356225831799,188.405324271347,0.182877085162141,0.0132527946548306,0.175283471124076,0.175173617479632,0.197035124777005,17.5283471124076,17.5173617479632,19.7035124777005,0.540969012414906,0.0148982099892497,0.547023761744736,0.525148040145272,0.551643447754186
25,1,"All_HD",40.8502911697591,2.3183352839548,41.6548258318306,38.4077634579312,42.6089644188263,0.102229511293662,0.0088772221631356,0.0974809739692337,0.0967737524143505,0.111721526898738,9.74809739692337,9.67737524143505,11.1721526898738,0.122978074745328,0.00697925037180597,0.12540009233625,0.115624948319265,0.128272486219107
25,1,"All_STK",89.6944346757708,7.26405846854977,89.4082004574539,82.9192479244913,96.7129205126197,0.387240470732591,0.038500102573563,0.379084200661733,0.35475262542129,0.426661145604121,37.9084200661733,35.475262542129,42.6661145604121,0.270021304033263,0.0218681409536943,0.269159608018697,0.249624890718853,0.291150158960055
25,1,"Cancer",2406.95938000785,158.28684760002,2344.21794976758,2292.38929167435,2574.85968404558,0.219570854628543,0.00710642117841328,0.217826405687287,0.213715461887819,0.226909028969336,21.7826405687287,21.3715461887819,22.6909028969336,7.24604946666083,0.476515863607058,7.05716904312473,6.90114105883323,7.75150623449413
25,1,"DIAB",21.0474029785047,6.0972547970081,22.4781463975957,14.7678094952548,26.1108645555274,0.0610611041529629,0.0195069971366165,0.0666443348770003,0.0407349002499588,0.0766415619405352,6.66443348770003,4.07349002499588,7.66415619405352,0.0633623169521426,0.0183555278235778,0.0676695095350097,0.0444578662214445,0.0786056539874036
25,1,"Other_CVD",129.941862360607,13.9330032383359,135.877092353071,115.116674565697,139.722104661923,0.190205213625386,0.0167111826931365,0.192960613501905,0.173321230260164,0.204747107095567,19.2960613501905,17.3321230260164,20.4747107095567,0.391184483741442,0.0419447172738736,0.409052242740042,0.346553882574378,0.420627489759695
35,0,"All_HD",416.181795689931,58.875046173986,425.837353062215,356.713892782822,467.442474830599,0.0916720653567194,0.0128182043323217,0.0953562719483263,0.0783122531528719,0.101900301957701,9.53562719483263,7.83122531528719,10.1900301957701,2.10005761882676,0.297084088148279,2.14877966057313,1.79998196950939,2.35871953265972
35,0,"All_STK",333.500335658201,20.8765157456301,342.246240683527,311.301961254088,348.264690790787,0.347165841427653,0.0284504358538821,0.351742384767795,0.318456446858692,0.371985174157493,35.1742384767795,31.8456446858692,37.1985174157493,1.68284612165518,0.105343113034264,1.72697804830882,1.57083289624332,1.75734720941143
35,0,"Cancer",2483.37026180838,172.111412792611,2537.19323997743,2303.10009448438,2617.8908976887,0.228078261019697,0.0145131858263794,0.225408809199031,0.215601294106556,0.242824261980405,22.5408809199031,21.5601294106556,24.2824261980405,12.5311118667093,0.868475958019674,12.8027031677764,11.6214667494635,13.2099043780482
35,0,"DIAB",96.5778259990168,6.08701006098238,96.4583667320226,90.8467718899928,102.410420484986,0.0740632560175297,0.00462991568268551,0.0738206387702969,0.06977248002133,0.0785602566738772,7.38206387702969,6.977248002133,7.85602566738772,0.487332702678007,0.0307151153337927,0.486729909988878,0.458413744736534,0.516764034405241
