"age","female","outcome","V1","V2","V3"
25,0,"AA",2.92598317293977,3.10058562421999,3.06279275436323
25,0,"AFF",0.39728183111655,0.248299232395522,0.325907294312229
25,0,"APCA",0.0392964595411374,0.0315514920940048,0.0360011610726076
25,0,"BC",0,0,0
25,0,"CC",105.410603247038,96.6707180215947,75.5490426059933
25,0,"CM",16.6753667326738,14.1069385883658,11.4963188828144
25,0,"DIAB",25.3200085095647,31.7893375585212,26.9561234583907
25,0,"ECA",1.3680169035655,1.57874829177685,0.53665350501931
25,0,"ENDO",2.12152587526794,2.23531558747983,3.21138766901699
25,0,"GC",0.0351479180470833,0.00645766842636042,0.0817798586687035
25,0,"HHD",20.2840623291645,16.2096117275493,9.0421965071964
25,0,"HSTK",23.6282130740973,20.4098238061917,25.2902185266063
25,0,"IHD",51.8395366419594,46.3536979741919,42.5940053088402
25,0,"ISTK",10.0531749836466,7.8047620745148,11.7262903635043
25,0,"KC",5.22853158710113,8.27901525048551,6.66976866042671
25,0,"LC",0,0,0
25,0,"LVC",1.58362319803598,1.874998363599,1.76590985162758
25,0,"MLPC",22.1822955128087,12.2227533749922,21.3869106926498
25,0,"MMC",0.257152793967086,0.205830248300217,0.263710151590331
25,0,"OC",0,0,0
25,0,"OSTK",7.3966240855981,5.78532803488581,4.90781403261941
25,0,"OTH",8.75319805507368,7.38684104067724,8.86114721478351
25,0,"PC",0.461051591562936,0.322135136677944,0.56645612140201
25,0,"PVD",0.472349548987431,0.26906863313027,0.223880925992308
25,0,"RHD",0.596655962738571,0.970989139096007,1.22627887494186
25,0,"SCC",0.682678634795238,1.14399160401885,0.597463593816446
25,0,"SCNC",0,0,0
25,0,"TC",4.68521346636879,3.21869199803698,2.92162166959707
25,0,"UC",0,0,0
25,1,"AA",1.25403884687592,1.41545948168919,1.35966945443552
25,1,"AFF",0,0,0
25,1,"APCA",0,0,0
25,1,"BC",0,0,0
25,1,"CC",103.763305116997,112.537438252242,106.32064964999
25,1,"CM",6.27622796327175,5.48472424937709,5.35486019557882
25,1,"DIAB",14.3620022898685,26.3020602480501,22.4781463975957
25,1,"ECA",0.246321442027117,0.00588426426638053,0.171992155752525
25,1,"ENDO",3.19950279223628,3.02082225566365,1.9531972552437
25,1,"GC",0.118023422122806,0.2349931038501,0.0709297139072516
25,1,"HHD",5.31689544824208,6.50128188909053,7.49379933017473
25,1,"HSTK",13.2119252289154,15.1369307959857,17.3090851324454
25,1,"IHD",15.4868719041439,16.0625478426602,16.3348125911195
25,1,"ISTK",11.5392711185178,8.87582479706355,12.3345239427494
25,1,"KC",6.85574459239995,7.21660074327657,5.23794756496118
25,1,"LC",0,0,0
25,1,"LVC",1.29507101563077,1.71997464290818,1.10044647067893
25,1,"MLPC",15.3366529045883,14.426385912537,16.9493874556685
25,1,"MMC",0.171716898960932,0.28833373561723,0.34576522382078
25,1,"OC",2.29069898841306,2.98127634379115,2.49290271973443
25,1,"OSTK",7.198307453664,5.85240205114906,6.17029740555253
25,1,"OTH",8.99067507668632,10.1150418148191,5.91435514513959
25,1,"PC",1.28000981331733,0.957395022893838,0.907811064307501
25,1,"PVD",0,0,0
25,1,"RHD",2.49916347911789,2.23709547002227,1.24952090654178
