"age","female","race","disease_type3","V1","V2","V3"
35,1,1,"All_STK",159.410760358008,165.049793638571,165.175751977613
35,1,1,"Cancer",1833.1266618013,1958.88164853262,2337.9631288695
35,1,1,"DIAB",23.9339498693543,38.5192456728623,13.910725017922
35,1,1,"Other_CVD",84.6338930233916,93.8025465247411,87.313970880876
35,1,2,"All_HD",72.4876516743794,37.6846151049726,26.0160097898457
35,1,2,"All_STK",91.6897050904818,78.5776078313572,101.469072686414
35,1,2,"Cancer",650.246985070161,627.748577500346,722.183000807724
35,1,2,"DIAB",15.8128145249515,12.7334687704692,8.98512575680994
35,1,2,"Other_CVD",62.5749935739146,52.6963808290118,38.1976646404271
35,1,3,"All_HD",12.5915090748256,8.34115104557182,11.2720415932533
35,1,3,"All_STK",36.6984960860389,39.2617628810613,37.1020972458247
35,1,3,"Cancer",702.21144725386,820.869254980153,828.887590394389
35,1,3,"DIAB",3.19574413874425,3.56590562222456,3.73737776715359
35,1,3,"Other_CVD",14.0027459544268,15.4778151131501,15.981659637623
35,1,4,"All_HD",2.44311043618239,8.07755109551726,7.34498926272722
35,1,4,"All_STK",17.1475963290539,19.2204866441602,16.5596822481696
35,1,4,"Cancer",664.377749616069,652.024836883507,644.579240446686
35,1,4,"DIAB",1.87825118851642,1.41998423597768,2.55008392339931
35,1,4,"Other_CVD",7.13639129279556,10.4947237835751,9.77972677487006
45,0,1,"All_HD",1258.86406101788,857.387096315741,1051.03195218914
45,0,1,"All_STK",397.067322565329,613.943908161625,470.616936587615
45,0,1,"Cancer",5367.79815917394,5203.406687647,4167.75255167808
45,0,1,"DIAB",128.30359724005,159.832559748111,123.206276594067
45,0,1,"Other_CVD",294.740195193812,343.2393246844,255.384981049288
45,0,2,"All_HD",302.766874327471,179.378362384877,169.140388690953
45,0,2,"All_STK",320.476690361867,284.031830481853,210.806071032378
45,0,2,"Cancer",1198.14716124635,1361.94486501225,1270.56526456951
45,0,2,"DIAB",70.292176120428,58.8451162837946,38.8684124334177
45,0,2,"Other_CVD",122.318035440208,148.248907716394,117.11556980737
45,0,3,"All_HD",112.095209328359,49.7405325441969,92.9854188374831
45,0,3,"All_STK",121.218099538796,109.192826451651,99.3403293918767
45,0,3,"Cancer",969.853104308473,774.387298614287,821.665939195892
45,0,3,"DIAB",24.1930999413261,15.6911737685626,19.7844823699272
45,0,3,"Other_CVD",46.5305780340873,27.4790106537075,38.1536421744308
45,0,4,"All_HD",43.225817303934,84.9160706673826,67.7275609812512
45,0,4,"All_STK",59.1372163112729,62.6562563279555,71.9944011748239
45,0,4,"Cancer",1078.72859432185,1117.95536466844,1401.73861125157
45,0,4,"DIAB",11.7737236247486,10.0029762429095,8.398528026524
45,0,4,"Other_CVD",21.2630677586083,25.8149950578643,19.9278194497483
45,1,1,"All_HD",326.585788200116,207.442021545878,321.152972181173
45,1,1,"All_STK",435.260970302087,400.829072791799,461.684834912021
45,1,1,"Cancer",9680.61069522423,8899.28452814187,8642.25355375489
45,1,1,"DIAB",42.5519312516615,90.9593872439918,96.3507652270996
45,1,1,"Other_CVD",170.066059512039,156.407646447292,158.443733864244
45,1,2,"All_HD",78.2447458839195,133.798938674115,106.454266381498
45,1,2,"All_STK",192.879117984923,238.995061147649,212.192318285303
45,1,2,"Cancer",1736.76697823116,1626.82061763815,1606.7617532796
45,1,2,"DIAB",47.8075317912884,23.2276279502678,38.8652491971915
45,1,2,"Other_CVD",80.0896518128526,87.5008039113038,88.9990283198632
45,1,3,"All_HD",39.2380994865331,20.1731081357166,32.8236761389868
45,1,3,"All_STK",68.5264057110878,46.7416796933183,108.322667011317
45,1,3,"Cancer",1800.69549928832,1656.42407062311,1720.95475015739
45,1,3,"DIAB",15.5249685274135,7.49726391032381,21.3286535267896
45,1,3,"Other_CVD",24.6640827142317,14.31187728635,20.8801832639054
45,1,4,"All_HD",9.79074985170374,9.46691560640108,14.5567832530625
45,1,4,"All_STK",42.8999433433625,50.2680566317865,48.85133059263
45,1,4,"Cancer",1427.21647328352,1418.61559630399,1201.55183226421
45,1,4,"DIAB",4.42122180233805,5.40187707240191,4.79226929065507
45,1,4,"Other_CVD",7.79465973787408,10.0261334959316,11.6679124880579
55,0,1,"All_HD",2067.66637603797,1925.35206975998,2380.7658502612
55,0,1,"All_STK",1196.66887503242,1081.46249349099,1022.9480268449
55,0,1,"Cancer",16893.4796426273,19430.4281185527,21236.0231368801
55,0,1,"DIAB",177.37091442707,185.503671282708,235.078744929465
55,0,1,"Other_CVD",648.198926493103,592.675651051987,552.240579027355
55,0,2,"All_HD",598.979607311404,363.031125259647,688.390055532986
55,0,2,"All_STK",409.673018160031,466.239267734682,510.469638346561
55,0,2,"Cancer",3472.12072953,3613.19858629954,4210.3450807441
55,0,2,"DIAB",66.7290789589708,30.456779352938,59.6674174792189
55,0,2,"Other_CVD",184.020490666998,169.377679737385,179.762468409297
55,0,3,"All_HD",190.489714648884,273.753696991988,194.974218339598
55,0,3,"All_STK",160.789782847344,146.023626887437,231.724111574099
55,0,3,"Cancer",2206.09897614564,2242.10994163017,2425.69895851704
55,0,3,"DIAB",36.9584830129933,32.0259931754081,28.0712685842132
55,0,3,"Other_CVD",58.9386314858655,54.4358539267976,58.7389875455501
55,0,4,"All_HD",69.7490177912151,78.6814492013821,90.4361276614806
55,0,4,"All_STK",68.9121660845163,83.3893829704196,82.4650761937485
55,0,4,"Cancer",1856.99873996325,1697.78896883697,1917.35939681011
55,0,4,"DIAB",13.4453139801741,13.3930165075591,11.7419442695715
55,0,4,"Other_CVD",22.0961850363663,23.22037372186,18.0551873926667
55,1,1,"All_HD",724.276089667437,595.543821411272,774.735524258853
55,1,1,"All_STK",928.805704137154,671.290021970074,994.570715350929
55,1,1,"Cancer",26720.7846764029,25346.3675628236,30153.897483934
55,1,1,"DIAB",114.109051926038,118.909173812011,175.582497017881
55,1,1,"Other_CVD",367.006094784129,307.016482456821,289.535372653596
55,1,2,"All_HD",142.432342949248,246.392482728558,321.094473842046
55,1,2,"All_STK",323.314540265206,518.436196140836,362.626431754356
55,1,2,"Cancer",4876.04253469909,5330.44162836529,6747.3955573356
55,1,2,"DIAB",45.0338743082273,81.3803963344618,28.8238369533049
55,1,2,"Other_CVD",120.700692776097,133.276868802546,94.6990374379659
55,1,3,"All_HD",135.569608143085,69.4433006028398,93.0028831893268
55,1,3,"All_STK",111.813774912784,133.434141519663,126.248975448774
55,1,3,"Cancer",3471.20572069775,2935.98028057638,3902.07814036621
55,1,3,"DIAB",23.5319948047703,27.4087056317119,13.2475347207192
55,1,3,"Other_CVD",34.5031357737943,29.4558455052662,32.2104125712165
55,1,4,"All_HD",31.0495334558344,23.5116791729347,33.0795258165651
55,1,4,"All_STK",62.3456484796006,75.7043498007513,76.5513426659393
55,1,4,"Cancer",4073.7354139634,3586.47969013812,3388.5305642218
55,1,4,"DIAB",9.37314902546401,5.98823704162627,9.30285477799092
55,1,4,"Other_CVD",19.6079490883189,15.5503399950057,14.0411414857287
65,0,1,"All_HD",3463.17611639332,3593.30128636442,3661.12774183422
65,0,1,"All_STK",2325.36928464698,2248.33539515269,1849.95729064497
65,0,1,"Cancer",25312.7379305783,22500.6538234597,25966.6863919248
65,0,1,"DIAB",395.197400318386,546.434212759637,251.065620392858
65,0,1,"Other_CVD",934.745188908714,888.932490954384,770.36981260713
65,0,2,"All_HD",458.14727587499,413.435387463117,395.027621180577
65,0,2,"All_STK",555.012163228532,459.127085256458,706.8962227884
65,0,2,"Cancer",3237.65315050565,3579.36819005884,3465.77649586533
65,0,2,"DIAB",69.9922936787263,73.1714985124826,43.1736923249142
65,0,2,"Other_CVD",149.025292872078,143.111763411087,142.688529618007
65,0,3,"All_HD",158.433970441795,193.362118608731,207.601901027512
65,0,3,"All_STK",97.0174781670589,148.931556377546,224.128465086449
65,0,3,"Cancer",1804.95596108236,1837.78468418036,1683.46398210822
65,0,3,"DIAB",25.4892458073168,27.1364385193435,44.9568282023035
65,0,3,"Other_CVD",50.9627516434405,45.7996637876301,44.8053703531338
65,0,4,"All_HD",76.4237988674424,69.0395195170264,68.1238499270549
65,0,4,"All_STK",80.2520266539641,69.4286068432453,61.7581164051104
65,0,4,"Cancer",1317.79425447917,1468.29778872887,1505.05718977677
65,0,4,"DIAB",13.6874331885583,10.1149340171708,5.89032645323401
65,0,4,"Other_CVD",16.9610894391358,21.1445389064103,17.4596500763523
65,1,1,"All_HD",1863.912216645,1373.83054379493,1156.54739383985
65,1,1,"All_STK",1818.78231671719,2089.50020443336,1428.18659588342
65,1,1,"Cancer",32966.2713989681,28246.2771742922,33881.3552515546
65,1,1,"DIAB",135.644402291682,166.806922886813,229.069515824101
65,1,1,"Other_CVD",573.910481778548,536.536253670917,627.146675263351
65,1,2,"All_HD",286.544190627643,235.796971863393,310.220557105762
65,1,2,"All_STK",421.787030233644,399.540833300049,393.677537755818
65,1,2,"Cancer",4008.50063651239,4625.24003309096,3985.3203880896
65,1,2,"DIAB",49.1798339535691,59.5860503354666,34.8167720885184
65,1,2,"Other_CVD",154.764222153263,130.74279273271,106.774501482101
65,1,3,"All_HD",114.157412909208,82.5860656824721,71.3188484958669
65,1,3,"All_STK",150.958277047981,109.188023771231,133.847161497352
65,1,3,"Cancer",2408.08730886903,2849.60355457469,3016.13666508404
65,1,3,"DIAB",20.0264929470504,20.3606589647794,18.9447654232782
65,1,3,"Other_CVD",37.2120176623431,37.7095911442751,36.1726999497885
65,1,4,"All_HD",45.1125300862299,51.3962464183928,59.8851999019664
65,1,4,"All_STK",114.234511192048,131.060222867266,101.92971896703
65,1,4,"Cancer",2252.36458553666,2084.70413096173,2444.42544610421
65,1,4,"DIAB",12.4798675020894,12.9539742105002,6.8209902605601
65,1,4,"Other_CVD",24.1473110921961,22.0451339641194,25.3712549434162
75,0,1,"All_HD",5526.37756510803,5208.95089583856,4324.19535884154
75,0,1,"All_STK",4169.56149405586,3998.55671141151,4400.1563399422
75,0,1,"Cancer",19576.3154378398,17153.2031350186,16875.0018807206
75,0,1,"DIAB",273.407379200664,328.133381958784,324.458428835312
75,0,1,"Other_CVD",1944.97687572009,2075.33934258106,2000.66155738589
75,0,2,"All_HD",337.507408161282,349.624287304331,370.738717417835
75,0,2,"All_STK",430.946968280028,383.525331979446,437.658201536701
75,0,2,"Cancer",2015.98327748242,2219.44499614146,1828.58210662228
75,0,2,"DIAB",23.1061169815176,29.1061320597395,24.0087359616525
75,0,2,"Other_CVD",103.635688042718,110.567794245063,101.615628404499
75,0,3,"All_HD",298.167991085129,232.165127271904,218.324986299455
75,0,3,"All_STK",220.412986463956,230.765735439505,305.289185656615
75,0,3,"Cancer",1118.33480972481,1017.55111470842,1059.87150505799
75,0,3,"DIAB",22.1195259509012,17.7704222609773,26.7932040133494
75,0,3,"Other_CVD",61.7514934289312,58.8523755808417,65.5501583090545
75,0,4,"All_HD",135.008055569426,177.119983804538,153.95603351026
75,0,4,"All_STK",152.165957785393,199.159974113035,193.795661927376
75,0,4,"Cancer",1362.86644706203,1492.58213877344,1443.53157556208
75,0,4,"DIAB",14.7198433289981,15.0616731795091,13.0206446904772
75,0,4,"Other_CVD",50.2408566109285,45.7580685402602,37.579236081704
75,1,1,"All_HD",5428.35740539852,4415.5054098404,3972.84976454045
75,1,1,"All_STK",8531.31331923876,9449.49910527212,8668.71712429704
75,1,1,"Cancer",32318.6999599925,30444.8606865632,27926.0800838506
75,1,1,"DIAB",390.528812533977,224.138100544273,361.728955039276
75,1,1,"Other_CVD",2605.65230926995,2821.23594651411,2838.48929384907
75,1,2,"All_HD",425.398801756254,577.531319139352,847.284873665364
75,1,2,"All_STK",644.727267282201,806.85903853642,1220.65163515819
75,1,2,"Cancer",3898.18485731515,3510.4972904224,4075.86778321966
75,1,2,"DIAB",53.7738429970659,55.654179003027,118.787336918406
75,1,2,"Other_CVD",178.075146145768,163.18952459594,284.770959392113
75,1,3,"All_HD",354.672419274287,494.968169766334,284.739359248055
75,1,3,"All_STK",518.961471961965,703.544511226982,479.538768985975
75,1,3,"Cancer",1430.09573404096,1784.56065483635,1510.11566340244
75,1,3,"DIAB",36.7334757683603,60.1311612130813,33.724958826019
75,1,3,"Other_CVD",121.162127345961,173.742269681072,109.084348374694
75,1,4,"All_HD",137.962324086719,105.87461074244,157.924656030744
75,1,4,"All_STK",233.492673914927,306.121834655647,414.470208984543
75,1,4,"Cancer",1178.5981483486,1369.01776841891,1406.72378824403
75,1,4,"DIAB",19.3754994850907,27.6463953986975,21.5983610169444
75,1,4,"Other_CVD",47.150026785961,75.0909432459948,87.0905817443396
