"age","race","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"CMD",1587.75551716165,57.957530006212,1602.34574057602,1527.81943296977,1635.28991145133,0.678087805688905,0.0295689470055177,0.689536871903104,0.646757813799521,0.69968609129622,68.9536871903104,64.6757813799521,69.968609129622,4.23537601875518,0.154603104849172,4.27429579052706,4.07549507304245,4.36217515846181
25,1,"Cancer",1945.67775081431,188.941786261608,1985.8022876633,1752.19185503029,2105.05779027669,0.216649056815663,0.01312817830741,0.21915122778437,0.203284934480537,0.227886333827388,21.915122778437,20.3284934480537,22.7886333827388,5.19014218307103,0.504006757856355,5.2971753498886,4.67401390380299,5.61529227054415
25,2,"CMD",954.90727680267,38.044019432456,944.183460910055,924.416499694843,994.513297419219,0.720219195965581,0.0264418033746767,0.722426003680604,0.694227288834584,0.744335316538807,72.2426003680604,69.4227288834584,74.4335316538807,10.8722259247347,0.433155327645632,10.7501284687909,10.5250690589424,11.3231656280791
25,2,"Cancer",315.812855159487,2.7401939043283,316.515881077084,312.975954560054,318.052183728962,0.24102513934203,0.00910004422079944,0.236299088769604,0.235312417340832,0.250755004329789,23.6299088769604,23.5312417340832,25.0755004329789,3.59572996733901,0.0311988482328788,3.60373436398855,3.56343005195212,3.62122614557379
25,3,"CMD",399.007677503742,10.8701347508929,396.821573841546,389.767974817983,410.105568302367,0.599844002172168,0.00413046831389754,0.601010079061038,0.59554355777212,0.603153281216678,60.1010079061038,59.554355777212,60.3153281216678,2.96965869159015,0.0809021779823836,2.95338837373117,2.90089118425762,3.0522559691028
25,3,"Cancer",661.804940055589,5.0979100239872,663.57893460805,656.433132944288,665.668851797299,0.207762423508461,0.000710964770213907,0.207436833592914,0.207280772780016,0.208520825665121,20.7436833592914,20.7280772780016,20.8520825665121,4.92555633182007,0.0379417581796689,4.93875948213163,4.88557606432892,4.95431392154639
25,4,"CMD",171.178382090561,15.790698974318,170.032535635531,156.69385356545,186.636880102449,0.653769607304684,0.0791573391542732,0.620061809840959,0.598196317672284,0.737994524781248,62.0061809840959,59.8196317672284,73.7994524781248,2.23356461767637,0.206039723513429,2.21861341841867,2.04456802814034,2.43526972658145
25,4,"Cancer",430.734678410851,67.8946915892903,438.833189007766,363.137912795434,491.447710018891,0.22827848576138,0.0298480642240684,0.219919282366639,0.204322130436774,0.259340163971516,21.9919282366639,20.4322130436774,25.9340163971516,5.62029927818635,0.885901473129124,5.72597002062611,4.73828519379056,6.41249323150835
35,1,"CMD",4415.55282946591,293.376478988545,4275.75731338104,4221.0960093009,4728.83583830307,0.660182233795735,0.0411440983898466,0.640586911056351,0.632902928868545,0.704117563051402,64.0586911056351,63.2902928868545,70.4117563051402,20.5487463179345,1.36529197480208,19.8981771350129,19.6437987334105,22.0066777079418
35,1,"Cancer",3490.70689786121,181.996307364996,3488.11250495497,3318.92619875118,3664.69283094155,0.223656642067316,0.0145274407729963,0.229741580177801,0.2082094701218,0.23393161661892,22.9741580177801,20.82094701218,23.393161661892,16.2447723500775,0.846959847448251,16.2326987720368,15.4453530826249,17.0544541588646
35,2,"CMD",2439.94567105044,338.6200173242,2344.25179142547,2168.7093928379,2792.52174694419,0.687231713281975,0.106036175320844,0.644177499845575,0.611228572086297,0.799830935898593,64.4177499845575,61.1228572086297,79.9830935898593,46.7835976707085,6.49271122783793,44.9487601097573,41.5829044486613,53.5439028195642
35,2,"Cancer",1043.09321688272,37.0169049329346,1054.32185015499,1004.39009047228,1072.25200501173,0.280883232722367,0.0115361844020292,0.283946366932275,0.268915711413684,0.290247089952629,28.3946366932275,26.8915711413684,29.0247089952629,20.0003032734238,0.709763339382765,20.2156014530655,19.2582082685768,20.5593948255753
35,3,"CMD",913.382609671132,43.4831958637554,893.63989718534,883.791586454494,959.754938500692,0.56469125293718,0.0355886092099808,0.545476050109731,0.542972231720454,0.602743196557237,54.5476050109731,54.2972231720454,60.2743196557237,9.94631468272494,0.473511915917906,9.73132566388984,9.62408210945264,10.4512879220071
35,3,"Cancer",1172.86202948345,28.4725840143348,1177.81176698947,1144.01773686733,1197.49904521945,0.192538894785992,0.00607501941145144,0.194580232730352,0.18614982633885,0.197192825980428,19.4580232730352,18.614982633885,19.7192825980428,12.7719256981059,0.310053287021598,12.825826053018,12.4578246761215,13.0402114184151
35,4,"CMD",366.789632807694,31.9244287319145,379.648814099324,332.901372314699,389.747589202804,0.504406505974157,0.0529093741756998,0.516987459624525,0.449872974943913,0.548246226401588,51.6987459624524,44.9872974943913,54.8246226401588,7.3753169798489,0.641928670382871,7.63388627855325,6.69390005669783,7.83694999910126
35,4,"Cancer",924.408158299773,23.7319180606951,933.133220575845,899.327985795669,942.072027869217,0.224036417734545,0.00450242968376437,0.224452702192811,0.219595922294418,0.228123071385146,22.4452702192811,21.9595922294418,22.8123071385146,18.5877750525018,0.477195652716812,18.7632164886797,18.083469026426,18.9429558578264
45,1,"CMD",14140.1355866939,1125.50851270641,13844.119278569,13224.8143893751,15307.0706459188,0.600607142527907,0.0480423219584808,0.58835773746311,0.561299493434181,0.650326785926712,58.835773746311,56.1299493434181,65.0326785926712,59.9562585834103,4.77232194924327,58.7011058158836,56.0751618246944,64.9042351945239
45,1,"Cancer",13987.0353918733,1123.67429393393,14102.6912157889,12874.6403609508,15001.1229724677,0.225647305362194,0.0151000348835674,0.226093493335941,0.211117340017534,0.239798010929169,22.6093493335941,21.1117340017534,23.9798010929169,59.3070911964675,4.76454459135678,59.7974889329562,54.5903723423955,63.6069719745243
45,2,"CMD",5423.38673858095,481.628556599265,5631.34201981765,4910.65017899133,5759.36130911939,0.607505394034782,0.05504337223792,0.62624398707088,0.549574547298747,0.649508436690135,62.624398707088,54.9574547298747,64.9508436690135,117.430551128144,10.4285218013611,121.933328536938,106.328459450295,124.705282008519
45,2,"Cancer",2933.66887999234,55.72966770676,2934.91413947751,2880.20637393053,2986.07291549175,0.252355418093561,0.00999523951544317,0.253714874678884,0.242348272289823,0.261207025799775,25.3714874678884,24.2348272289823,26.1207025799775,63.5216277228139,1.20669351245741,63.5485908576021,62.3640242078611,64.6563125731968
45,3,"CMD",1782.01059707072,336.650173943599,1885.69965842412,1429.71236038514,2046.17313160591,0.423336553416962,0.0734824342579355,0.440490321486879,0.347679332518073,0.484413071456421,44.0490321486879,34.7679332518073,48.4413071456421,28.795387159446,5.43990709815967,30.4708915985209,23.1026240874266,33.0639714582517
45,3,"Cancer",2581.32688739582,173.144374519429,2542.62068935328,2436.40183524319,2759.15220788462,0.205859386485833,0.0117955465354046,0.203029944276345,0.196100586724404,0.218023212125326,20.3029944276345,19.6100586724404,21.8023212125326,41.7114843367571,2.79782808641133,41.0860335341987,39.3696503472747,44.584951508414
45,4,"CMD",994.179236685069,81.3822842671274,1029.67261025004,907.50815079403,1050.68095504589,0.576999859259271,0.0375276913935443,0.566869787059111,0.546641673961514,0.615968605927164,56.6869787059111,54.6641673961514,61.5968605927164,21.0828041496599,1.72581230541159,21.8354851712189,19.2448362442227,22.2809931867718
45,4,"Cancer",2548.60215736453,49.7754238329866,2536.57096097244,2507.47636227372,2599.95446938861,0.236001623077196,0.012609874822686,0.243028946748615,0.222523143913975,0.24350687711971,24.3028946748615,22.2523143913975,24.350687711971,54.0462706888513,1.0555496166227,53.7911342427652,53.1741471809318,55.1352601759441
55,1,"CMD",29348.8287729691,1866.55156670971,29473.1059985811,27525.7372177571,31066.284686411,0.457370807579752,0.0278870249127646,0.458562966503107,0.430389628630203,0.48333865144445,45.8562966503107,43.0389628630203,48.333865144445,91.1701743307574,5.79831764499598,91.5562332229889,85.5068623057578,96.5053362973603
55,1,"Cancer",46593.6602070735,4194.15727642879,44776.7956813763,43672.3908871475,51059.2643738422,0.226814550804795,0.0207477028845437,0.21887372250415,0.211593298805312,0.248785506859827,21.887372250415,21.1593298805312,24.8785506859827,144.740090197378,13.0288691593311,139.09612202323,135.665362370078,158.612190972706
