"female","race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"CC","medBMI",114.224070962522,25.6566791426115,113.835448794882,90.0174873422941,138.760983425243,0.00219297074083816,0.000538756606969201,0.00215383860769696,0.00169879670434608,0.00272040709050026,0.215383860769696,0.169879670434608,0.272040709050026,0.155706697155286,0.0349743861832741,0.15517693951616,0.122709036039219,0.18915465226461
0,1,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"CM","medBMI",128.439536812183,10.7542843034254,128.975073555764,118.004868648537,138.418998743786,0.01408795751937,0.0010563670088168,0.0140022956937057,0.0131232928507778,0.0151254347397767,1.40022956937057,1.31232928507778,1.51254347397767,0.175084777601226,0.0146599055264344,0.175814804616071,0.160860562845249,0.188688469394583
0,1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"DIAB","medBMI",1100.05270729134,158.829199442442,1031.05588393581,989.573622025948,1269.17909240893,0.0390351237124842,0.00535580013508395,0.0366833631819454,0.035328859302351,0.0447403845735755,3.66833631819454,3.5328859302351,4.47403845735755,1.49955760030008,0.216511019512824,1.4055032789266,1.34895595104652,1.73010542272109
0,1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ECA","medBMI",168.474301324565,26.4658221673896,161.503217623503,146.957358199783,195.916665595251,0.0203444160203508,0.00304652859007323,0.0192294992221641,0.0180732558768658,0.0235632554422946,1.92294992221641,1.80732558768658,2.35632554422946,0.229658922097074,0.0360773847618817,0.220156157841354,0.200327695162103,0.267067498649407
0,1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ENDO","medBMI",15.0374136222945,1.35357876869646,14.6747074608134,13.9407673671271,16.442360114721,0.0191662121491274,0.0011695252414373,0.0186240795379968,0.0183790277197638,0.020414209297952,1.86240795379968,1.83790277197638,2.0414209297952,0.0204985340581464,0.0018451564336417,0.0200041043117173,0.0190036200273213,0.0224137133734363
0,1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"GC","medBMI",8.38353639375187,1.83358757060949,9.27246971115111,6.42479828295724,9.58668118475714,0.0107028877662017,0.00295826005251565,0.0104789777419204,0.00799374659360163,0.013602352459441,1.04789777419204,0.799374659360163,1.3602352459441,0.0114281757895019,0.0024994894872751,0.0126399420107298,0.00875808498242425,0.0130682653085358
0,1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HHD","medBMI",569.879097786549,49.5117005749402,558.141465108051,528.833455112666,620.901728237154,0.0324534467931853,0.00293623463267282,0.0318302755134376,0.029976393635343,0.0354601955388131,3.18302755134376,2.9976393635343,3.54601955388131,0.776841442845197,0.0674928086707303,0.76084106743054,0.720889300713411,0.846393904079442
0,1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HSTK","direct",484.380763963515,38.33770019657,473.920651232127,453.43681900138,524.21580474733,0.0432980490942833,0.00355529817764219,0.0422009690535861,0.040509610791577,0.0470190054315822,4.22009690535861,4.0509610791577,4.70190054315822,0.660292776179021,0.0522607592588441,0.646033876180519,0.618110953850258,0.71459466350651
0,1,"HSTK","medBMI",159.595680381353,27.243024049593,174.005494326557,130.465610187531,176.477408721752,0.0142645455594593,0.00244119184682381,0.0154945779681423,0.0116550915209076,0.0158284720506304,1.54945779681423,1.16550915209076,1.58284720506304,0.217555862464268,0.037136842169423,0.237198872182999,0.177846657744451,0.240568508923163
0,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"IHD","direct",2886.16776431822,164.313518199829,2954.20354385706,2711.53580600685,3002.96931002158,0.0170478951585762,0.000932258678467254,0.017353399300018,0.0160688246230916,0.0177672871738352,1.7353399300018,1.60688246230916,1.77672871738352,3.93433403512205,0.22398707208794,4.02707829148684,3.69628118673998,4.09355426559404
0,1,"IHD","medBMI",2643.89760786388,373.164086762632,2645.76382819673,2288.60190673095,2997.60702171389,0.0156196348003071,0.00222524478074982,0.0155415818452026,0.0135398003290482,0.0177658142834049,1.55415818452026,1.35398003290482,1.77658142834049,3.6040789009553,0.508685664564018,3.60662287440804,3.11975086334726,4.08624456112852
0,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ISTK","direct",572.45746469133,79.388308408698,545.212114538487,512.025913318951,656.047563693627,0.0453258229442355,0.00604037299615712,0.0432017770216434,0.0407627450877946,0.0516943398348796,4.32017770216434,4.07627450877946,5.16943398348796,0.780356192332017,0.108219670257764,0.743216179291067,0.697977783045146,0.894303612703696
0,1,"ISTK","medBMI",174.75069358165,37.3948765918096,191.650237896311,134.877054845846,200.259719649992,0.0138348131818744,0.00291387086376014,0.0150977224714687,0.0107322960044496,0.015863857463144,1.50977224714687,1.07322960044496,1.5863857463144,0.238214704605669,0.0509755314757662,0.261251637245976,0.183860201751781,0.272987814715295
0,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"KC","medBMI",480.082171893598,36.2719524651283,476.222151578539,447.410977778986,516.03438327601,0.0158326686311139,0.0013399265150488,0.0156429049048758,0.0146499984555195,0.0171766379740106,1.56429049048758,1.46499984555195,1.71766379740106,0.654433069306515,0.0494447962686582,0.649171209795245,0.609896714711216,0.703442004486393
0,1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC","medBMI",231.365058354969,9.58993623877858,226.287129348581,225.427090301887,241.619266063482,0.0145714954008104,0.000500832439276176,0.0142891725567792,0.0142762407815981,0.0151067244374493,1.42891725567792,1.42762407815981,1.51067244374493,0.315389643969286,0.0130727024968313,0.308467569249736,0.307295190798706,0.329367860651484
0,1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MLPC","direct",1317.23231455291,172.396035721177,1233.74447755312,1204.03819164167,1501.39109891397,0.0382748935377501,0.00482977910385382,0.0358066916563287,0.0352094085215893,0.0434383501531192,3.58066916563287,3.52094085215893,4.34383501531192,1.79561007900465,0.23500490832284,1.68180205901085,1.6413073749653,2.04664960003872
0,1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MMC","medBMI",41.3245229386403,2.86296702320041,40.2352581444859,39.2195229932788,44.3553979590331,0.00431599825454327,0.000307671262001373,0.00423810028621292,0.0040639299304691,0.00463427985169823,0.423810028621292,0.40639299304691,0.463427985169823,0.0563323030257323,0.00390270750718824,0.0548474511727374,0.0534628326396536,0.0604638974868566
0,1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OSTK","direct",1239.06877274363,195.608104081879,1272.25667314403,1041.15314639662,1408.7746837503,0.0567862382596134,0.00860658107381343,0.0579739214211145,0.0481638191221929,0.0643991267097581,5.79739214211145,4.81638191221929,6.43991267097581,1.68905997244195,0.266646877201481,1.73430068495832,1.41926755273363,1.92039778651135
0,1,"OSTK","medBMI",279.5663274677,17.7611622675063,275.721423489589,264.626480118832,297.774343197961,0.01282212512086,0.000819073172610895,0.0127673140426465,0.0120686080929567,0.0136222315652448,1.27673140426465,1.20686080929567,1.36222315652448,0.38109611327118,0.0242114634070422,0.375854859879789,0.360730578519232,0.405916713405812
0,1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OTH","medBMI",180.207291985393,2.2648793720115,181.324951979855,177.787034031305,181.677538944189,0.0128547232881565,0.000104893387328575,0.0128047070819017,0.0127852245569647,0.0129667357946648,1.28047070819017,1.27852245569647,1.29667357946648,0.245652969657774,0.00308741304262179,0.24717652896374,0.242353749369797,0.247657164535681
0,1,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PC","medBMI",124.074916016542,13.5900255943314,125.373358242812,110.656825345797,136.389330794957,0.00586705011915192,0.00066136845372005,0.0059436181734262,0.00520937460141804,0.00645964279075266,0.59436181734262,0.520937460141804,0.645964279075266,0.169135062425626,0.0185254997630354,0.170905058441315,0.150843938997208,0.185921689240707
0,1,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PVD","medBMI",37.5618116514482,4.025440034375,38.7347992713394,33.3628934399933,40.7636903859957,0.0139568208369182,0.00135865450787265,0.0145895489428922,0.0125068189758083,0.0148690038079502,1.45895489428922,1.25068189758083,1.48690038079502,0.0512030921515215,0.00548735452227795,0.05280207235384,0.0454792575795131,0.0555677935515592
0,1,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"RHD","medBMI",16.1723301637774,1.55510593599136,15.6540101036862,14.9781485882225,17.80708379041,0.0163451497149406,0.00135355349382323,0.0168265941900034,0.0149171860715391,0.0173638855545386,1.68265941900034,1.49171860715391,1.73638855545386,0.0220456169517266,0.00211987199352441,0.0213390591837705,0.0204177458089237,0.0242740621972921
0,1,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCC","medBMI",68.1034078933093,13.7033516929422,72.1831257635223,53.7914856729612,78.9475699239763,0.0132998500194235,0.00282879549711688,0.0139069892926126,0.0104012908040987,0.0156823408525377,1.39069892926126,1.04012908040987,1.56823408525377,0.092836445231984,0.0186799823722394,0.0983977896101291,0.0733268784647049,0.10761886927784
0,1,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"TC","medBMI",31.0578442069821,1.22672521574893,30.8445056099036,29.9964173843251,32.3006088371558,0.00335532338453848,0.000153422937347939,0.00334477732310068,0.00321431215225053,0.00350529876904854,0.334477732310068,0.321431215225053,0.350529876904854,0.0423370862330701,0.00167223361986497,0.0420462696998567,0.0408901822360819,0.0440311842832898
0,1,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"UC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"UC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"UC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AA","medBMI",12.8386870755748,1.17656833717164,12.6441295009113,11.8151548002228,14.0275932893909,0.0199324443613312,0.00246288270312405,0.0192104912308948,0.0179761840175653,0.0225023648659681,1.92104912308948,1.79761840175653,2.25023648659681,0.101054618094317,0.00926088962795455,0.0995232355402247,0.0929982909493327,0.110412620410279
0,2,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AFF","medBMI",8.1666040475036,0.63864154224794,8.23814182425329,7.53235252859716,8.7400484561728,0.0128725608591313,0.00114640384406004,0.0126780374947662,0.0118779725508342,0.0140324940271388,1.26780374947662,1.18779725508342,1.40324940271388,0.0642801750903354,0.00502681284862934,0.0648432562423412,0.0592879165640904,0.0687938146373755
0,2,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"APCA","medBMI",24.8841458170998,7.06130973218936,24.0386293649232,18.5714108563146,31.9155697622351,0.00387663183300059,0.00107906423393911,0.00370969484192886,0.00293171122252441,0.00496344888588775,0.370969484192886,0.293171122252441,0.496344888588775,0.195865654902857,0.0555802905726735,0.189210508495424,0.146177472860751,0.25121071139128
0,2,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"CC","direct",814.820372875198,76.1751240343927,839.827915290855,734.812134081344,873.572200615744,0.0994885242945465,0.00733348772061701,0.100780127260831,0.0920542971584536,0.105824888909298,10.0780127260831,9.20542971584536,10.5824888909298,6.41353443009165,0.599582186423692,6.61037135223297,5.78378140564933,6.87597607071386
0,2,"CC","medBMI",25.8632804365373,12.1877495021788,25.6249991165466,14.3878477196982,37.5412522753685,0.00318502307825502,0.00157060616660516,0.00310569716874394,0.00172808872283598,0.00470938445675847,0.310569716874394,0.172808872283598,0.470938445675847,0.203572523560667,0.0959310219278581,0.201696986938509,0.113248219849473,0.295491033400696
0,2,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"CM","medBMI",42.6210982506621,5.82489525172209,43.5085977233945,36.7586449333282,47.7291770161733,0.0177618898555978,0.00247004784026952,0.0178471001436356,0.0153801774782066,0.0200711734881569,1.78471001436356,1.53801774782066,2.00711734881569,0.335475020235912,0.0458483458345229,0.342460619288832,0.289331051028499,0.375681230248341
0,2,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"DIAB","medBMI",245.044265701438,32.9131336377141,236.353512129135,218.298859483575,279.176812455759,0.0359503510925732,0.00463133953947525,0.0346500219194245,0.0322352632028877,0.040770718779435,3.46500219194245,3.22352632028877,4.0770718779435,1.92876845902503,0.259062638606876,1.86036264945656,1.7182526332857,2.19742922289756
0,2,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ECA","medBMI",4.34117462603939,0.867309571242559,4.63077829956272,3.42935092260372,5.00683520698023,0.0195039679568373,0.0025977643861532,0.0207522949759682,0.0167294092121589,0.0212174487352545,2.07522949759682,1.67294092121589,2.12174487352545,0.034169829152527,0.00682668227487258,0.0364493292645197,0.0269927715937882,0.0394093116160721
0,2,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ENDO","medBMI",2.16418691824699,0.562932802491307,2.02689578524648,1.69981400243486,2.74525729710955,0.0208816887407635,0.00441359454631488,0.020425412623587,0.0168995292835731,0.0252516828975539,2.0425412623587,1.68995292835731,2.52516828975539,0.0170345364148829,0.00443090162052068,0.0159539038757896,0.0133794097353008,0.0216082007526942
0,2,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"GC","medBMI",1.69809438971166,0.24283522329523,1.81723459831275,1.4386257851283,1.85629381698409,0.0111148481910409,0.0013660178370352,0.01053904234836,0.0101514060156867,0.0125677253326737,1.053904234836,1.01514060156867,1.25677253326737,0.0133658744878109,0.00191138086048015,0.0143036392459197,0.0113235705832691,0.0146110783479603
0,2,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HHD","medBMI",158.078758334139,36.8680257522936,144.702690659764,130.512746586412,197.014427605085,0.0292225999498721,0.0068031650453378,0.0268113549571622,0.0240963599500984,0.0363983981934492,2.68113549571622,2.40963599500984,3.63983981934492,1.24425406260359,0.290191998633369,1.13896966689546,1.02727916687226,1.55072069468683
0,2,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HSTK","direct",152.625202287952,25.7959297904091,151.917273728065,128.426860821062,177.425283030745,0.0692574000028048,0.0120880567735313,0.0693604649221272,0.057730256536125,0.0806969382880605,6.93604649221272,5.77302565361251,8.06969382880605,1.20132856560695,0.20304239974171,1.1957563875613,1.01086094683426,1.39653253571843
0,2,"HSTK","medBMI",40.4699414964783,2.89882986725851,41.0724886243967,37.5049564439951,42.922761490231,0.0183579149544445,0.00144346172945549,0.0187523567043229,0.0168579403827104,0.0195226140387818,1.87523567043229,1.68579403827104,1.95226140387818,0.318543045574062,0.0228169861475568,0.32328575559863,0.295205345202497,0.337849442424745
0,2,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"IHD","direct",427.436356614098,72.9505072437106,430.154601975924,357.014212954351,495.547991716294,0.0188769727147631,0.00317419185097576,0.0192361173693759,0.0157233652922998,0.0217253071808055,1.92361173693759,1.57233652922998,2.17253071808055,3.36439524719313,0.574200898106225,3.38579083424257,2.81009535725674,3.9005088881375
0,2,"IHD","medBMI",311.48303160804,23.2374978955847,308.726335826954,290.695818007528,334.613436622476,0.0137567726015783,0.000984867554917576,0.013805957215627,0.0128011204284814,0.0146706178527338,1.3805957215627,1.28011204284814,1.46706178527338,2.45171477556253,0.182904720824085,2.43001654133343,2.28809649284566,2.63377655737412
0,2,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ISTK","direct",128.204033184543,7.20974667949274,131.315532858784,120.528753922438,133.234537723544,0.0544809274436814,0.00311770015503026,0.0558328502279164,0.0511613233265112,0.0566513971942518,5.58328502279164,5.11613233265112,5.66513971942518,1.00910704773409,0.0567486529552543,1.0335979796674,0.948694140243349,1.04870266308151
0,2,"ISTK","medBMI",31.3058229278128,4.74317316342184,29.4349966533293,27.865937630768,36.3359105581685,0.0133239142609932,0.00222481735232545,0.0124931923235359,0.0116769473749328,0.0156769947938924,1.24931923235359,1.16769473749328,1.56769947938924,0.246411331741005,0.0373340007247856,0.23168586693484,0.219335643009371,0.286003665557879
0,2,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"KC","medBMI",58.9173148682339,6.17122649986191,61.7398676999663,52.3345791491775,63.1008806803177,0.0144311828138777,0.00125649648412934,0.0151555188339317,0.0130890668369016,0.015157613173808,1.51555188339317,1.30890668369016,1.5157613173808,0.463744206717135,0.0485743544839182,0.485960808522501,0.411930821112417,0.496673480787291
0,2,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LVC","medBMI",35.7030512198341,5.48221666467206,36.0202211613268,30.3666893347574,40.7698186546419,0.0117231374684493,0.00156601590700475,0.0119504781925934,0.0101506068307142,0.0131024284906621,1.19504781925934,1.01506068307142,1.31024284906621,0.281022365027198,0.0431510876538697,0.283518842051669,0.23901931524998,0.320903409333615
0,2,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MLPC","direct",141.412109698839,28.1662707070484,129.500756089001,121.575579314471,171.373290651569,0.0404697031323288,0.00732938383071668,0.0368805760671889,0.0356893078368073,0.0483008564332192,3.68805760671889,3.56893078368073,4.83008564332192,1.11306916785243,0.221699595347016,1.01931368624103,0.9569338098903,1.34889668518424
0,2,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MMC","medBMI",12.3250180441702,3.61055371785959,14.3733903747617,8.46698148792913,14.4419381194086,0.00469182814267442,0.0013918896229193,0.00543907867515583,0.00320355938690007,0.00554493394583956,0.543907867515583,0.320355938690007,0.554493394583956,0.0970114766508101,0.0284190373142948,0.113134424609927,0.0666444766227015,0.113673970913669
0,2,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OSTK","direct",248.907913904429,10.8744240573551,253.691820441913,237.323176715517,256.426330536478,0.0589223645338205,0.00259885979525069,0.0595837508317963,0.0562330678248023,0.0610494828895593,5.95837508317963,5.62330678248023,6.10494828895593,1.95917962889822,0.0855937031289056,1.99683424617323,1.86799497851635,2.01835785459633
0,2,"OSTK","medBMI",59.6361982358616,1.89754445403703,59.4032575303058,57.9427469260546,61.5276491453911,0.0141168839084619,0.000437161818960875,0.0139518447584051,0.0137945455876335,0.0145795055068387,1.39518447584051,1.37945455876335,1.45795055068387,0.469402611174097,0.0149357663280468,0.46756911107397,0.456073282842742,0.48429041459056
0,2,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OTH","medBMI",28.7737604697206,2.7617230371094,27.8194449997161,26.6759412113301,31.682747877615,0.0162594500190476,0.00143207749153741,0.0160828421401669,0.0149818160525545,0.0176872006825892,1.60828421401669,1.49818160525545,1.76872006825892,0.226481209354873,0.0217378042750427,0.218969694758783,0.20996905957354,0.249378146542882
0,2,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
