"female","outcome","V1","V2","V3"
0,"AA",87.2216696042086,93.8578341023205,84.0256381261992
0,"AFF",151.371681662849,147.849778807526,164.493117728967
0,"APCA",88.3403765982521,101.711226237088,117.482477581297
0,"BC",0,0,0
0,"CC",6063.70624210639,5415.18770666409,6166.10999909496
0,"CM",207.883299889621,191.62440804738,168.884277222005
0,"DIAB",1494.82932074238,1675.0207419812,1381.59904575092
0,"ECA",177.554659249912,213.737537837014,163.007695539645
0,"ENDO",19.9327630130021,20.7240631325683,17.5198300618374
0,"GC",14.3708229275711,11.0566730272948,14.9720998794865
0,"HHD",877.807381774036,737.007189561917,757.994021625483
0,"HSTK",1045.6251834947,957.196742077745,994.985173400516
0,"IHD",7056.83873444833,6818.69091444393,6636.83113229332
0,"ISTK",1117.35603309119,903.036614700997,1038.11353802333
0,"KC",571.491298054705,597.898785476206,644.40783922737
0,"LC",0,0,0
0,"LVC",340.813086257182,337.521200959236,330.265444859331
0,"MLPC",1526.87601712244,1863.11488399911,1520.50324661787
0,"MMC",65.2496250262185,60.6649832600988,53.8468920917101
0,"OC",0,0,0
0,"OSTK",1732.84678448075,2188.8996875997,2018.54236477701
0,"OTH",222.177086104347,229.974974857056,224.909468355006
0,"PC",151.135687735472,161.495944302906,138.78535846485
0,"PVD",52.4690301552255,47.9471728797952,43.3041057101753
0,"RHD",19.6871954543937,22.1662778591505,18.8080933861379
0,"SCC",82.1708311289321,61.542004726918,88.5700502642536
0,"SCNC",0,0,0
0,"TC",38.7945405514359,39.3690706092594,40.4514540029607
0,"UC",0,0,0
1,"AA",55.265386316725,51.3748587205552,60.0290109743584
1,"AFF",210.163315670633,164.561465822378,168.999382285615
1,"APCA",0,0,0
1,"BC",1467.71231388963,1274.22884030785,1368.11644593272
1,"CC",5643.40596587724,5433.27764018633,5126.12373853025
1,"CM",95.3375127971907,124.905449784841,101.268685900139
1,"DIAB",1079.27871292752,1070.59077610302,1265.44677497162
1,"ECA",30.516734460182,25.6014829466022,31.6553797584091
1,"ENDO",13.830338957958,11.909568561505,12.8315268786562
1,"GC",29.0416725430152,31.3639656223627,29.9262447692381
1,"HHD",791.614128385075,675.145540814653,522.293853779468
1,"HSTK",1364.64505928101,1446.29413270415,1518.13114032564
1,"IHD",4152.34058835902,3549.60056582685,4554.62273376048
1,"ISTK",1277.7267744043,1655.90336834146,1392.94430186429
1,"KC",314.264349410405,318.074645374924,272.487468588636
1,"LC",0,0,0
1,"LVC",137.33721534318,101.383607051892,146.364348871319
1,"MLPC",783.076153579555,611.175570616871,854.725995248398
1,"MMC",52.4497765935394,50.6702538507807,51.3659588039621
1,"OC",58.4518060545793,58.4779820797457,55.6041576028838
1,"OSTK",2429.15200490537,2472.79584283803,2218.94478342487
1,"OTH",252.387767514128,426.64711744684,288.160781283865
1,"PC",105.694776723486,138.325297627763,121.238356392434
1,"PVD",48.7887760352343,51.0329855544586,59.9670969351961
1,"RHD",28.2645468152992,26.9315717739424,28.4524480324936
1,"SCC",18.3613882883393,21.3020371001937,20.8137445072959
1,"SCNC",0,0,0
1,"TC",114.37340294282,104.074997319363,137.827871616475
1,"UC",1472.29743326447,1350.77355659075,1501.00080858406
