"age","outcome","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"AA",4.37284311150787,0.173419778886142,4.42246220879875,4.19214402926485,4.51136596105366,0.0276825222994443,0.000886742798724544,0.0273700087400458,0.0270131308119648,0.0286175503124125,2.73700087400458,2.70131308119648,2.86175503124125,0.00649069052189796,0.000257410130302567,0.00656434105000483,0.00622247558929635,0.00669630250560873
25,"AFF",0.3238294526081,0.0745130307397861,0.325907294312229,0.252179635491357,0.393713104276334,0.0285657041793644,0.00517199503866773,0.0308371761116893,0.0230562050046948,0.0321444522115576,3.08371761116893,2.30562050046948,3.21444522115576,0.00048066594322201,0.000110601046058076,0.000483750121435379,0.000374314817193387,0.000584395517769269
25,"APCA",0.0356163709025833,0.00388679531175704,0.0360011610726076,0.031773975542935,0.0391316946177109,0.00360850613618581,0.000354283528302751,0.00350135648927924,0.00332922525540065,0.00397886421684155,0.350135648927924,0.332922525540065,0.397886421684155,5.28660267809344e-05,5.76924093713473e-06,5.34371778251883e-05,4.71626894998367e-05,5.80838856744162e-05
25,"BC",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,"CC",200.083918964618,15.7739923346948,209.173908364035,183.234903061385,209.206443878347,0.0742191075563056,0.0021258224732221,0.0746862143295172,0.072037957517338,0.0760032168380433,7.46862143295172,7.2037957517338,7.60032168380433,0.296988198133645,0.0234136235690353,0.31048063464107,0.271978897539572,0.310528927696408
25,"CM",19.7981455373605,3.05544497670148,19.5916628377429,16.9882032663607,22.7835981030354,0.0304704416991351,0.00539523827538157,0.0297067676540261,0.0257081813948149,0.035881824941798,2.97067676540261,2.57081813948149,3.5881824941798,0.0293867473205987,0.00453525252215565,0.0290802612960218,0.0252158989273733,0.0338181088347144
25,"DIAB",49.069226153997,9.21012080121202,49.4342698559864,40.1696237522608,57.6585414090421,0.0607198069621562,0.0131200684158003,0.064572411164004,0.0470281414452741,0.0711367589074677,6.4572411164004,4.70281414452741,7.11367589074677,0.0728343443825933,0.013670749730911,0.073376185385383,0.059624502756766,0.0855836211560494
25,"ECA",1.3025388541359,0.514541011316211,1.58463255604323,0.752445005535405,1.61285305611515,0.0200622783493792,0.00498851764060788,0.0205401960720338,0.0151364110661597,0.0245819155683424,2.05401960720338,1.51364110661597,2.45819155683424,0.00193338209932448,0.000763742576651988,0.00235209890909031,0.00111686779999615,0.00239398711035186
25,"ENDO",5.2472504783028,0.0785996192126332,5.25613784314348,5.16916257020483,5.31778412628619,0.029094263722502,0.000535084685977654,0.029123588798467,0.0285740429826792,0.0295895581477546,2.9123588798467,2.85740429826792,2.95895581477546,0.00778858927179765,0.000116666843616145,0.00780178094898915,0.00767268197029112,0.00789328364769142
25,"GC",0.182443895007435,0.0511019762935748,0.15317134016989,0.152732660955652,0.237036800671132,0.0120267369740637,0.00172713798798414,0.0118363028456437,0.0104743877916078,0.0137409551656767,1.18363028456437,1.04743877916078,1.37409551656767,0.000270804789905798,7.58515923670048e-05,0.000227355004630909,0.00022670386509871,0.000351838032196542
