"age","female","race","outcome","V1","V2","V3"
35,0,3,"AA",0.748887564440578,0.730600616662324,0.374464052046619
35,0,3,"AFF",0.225674364471127,0.0626663844396159,0.191419883044056
35,0,3,"APCA",0.0944601363073065,0.0747595273913117,0.0581452557348962
35,0,3,"BC",0,0,0
35,0,3,"CC",47.1193757417569,44.8838659641246,60.6964453581561
35,0,3,"CM",1.78126932834059,2.28175100080852,0.797312535295051
35,0,3,"DIAB",14.8204320695168,9.50887492856146,11.9879735229791
35,0,3,"ECA",1.4726281289016,0.348762856864596,0.265406903856311
35,0,3,"ENDO",0.355494088350809,0.265895414088407,0.154602328014861
35,0,3,"GC",0.00604490154103142,0.0493150913060513,0.104032785588828
35,0,3,"HHD",3.04258749365772,3.21380544166349,9.36231915449516
35,0,3,"HSTK",10.8553338293193,18.9425330119819,19.3829319960559
35,0,3,"IHD",13.6411981898723,15.8043369782626,16.4493724745907
35,0,3,"ISTK",5.78145714293911,5.14278924677548,3.04468033959303
35,0,3,"KC",7.61956852435773,7.26234248607853,4.76405431279889
35,0,3,"LC",0,0,0
35,0,3,"LVC",0.815473592293452,0.249125774494708,0.623730631913317
35,0,3,"MLPC",3.14924608280737,4.16333356961548,3.14987397809411
35,0,3,"MMC",0.0968007593180039,0.172090888427042,0.0749483808751498
35,0,3,"OC",0,0,0
35,0,3,"OSTK",3.35927025276398,2.50767089122612,3.79975442904573
35,0,3,"OTH",0.959188517382198,1.11832914008482,1.39504849609551
35,0,3,"PC",0.503469849812834,0.200460016726836,0.21172108570219
35,0,3,"PVD",0.0819577635139748,0.0823488596219071,0.122505615909758
35,0,3,"RHD",0.270426280065685,0.0744792783612221,0.293360066269439
35,0,3,"SCC",0.664659080796717,0.187860931361982,0.393154789506031
35,0,3,"SCNC",0,0,0
35,0,3,"TC",0.67152877717947,0.40936729314868,0.49642808758123
35,0,3,"UC",0,0,0
35,0,4,"AA",0.314727703482336,0.193842766210901,0.254082221654158
35,0,4,"AFF",0.0616079241849897,0.0996230051722069,0.033741654399703
35,0,4,"APCA",0.00764864036176519,0.011629970127013,0.0370980410785014
35,0,4,"BC",0,0,0
35,0,4,"CC",40.351034200159,30.8220656620738,34.7048283903259
35,0,4,"CM",1.02650113095068,1.15130596668586,0.666488124078014
35,0,4,"DIAB",1.58727209918623,4.74327963408348,3.27891308368252
35,0,4,"ECA",0.0658643645311821,0.127002272550519,0.120962586713309
35,0,4,"ENDO",0.231768209960051,0.263287457661101,0.182657040998164
35,0,4,"GC",0.14083390873866,0.00157390758832098,0.0563253167596087
35,0,4,"HHD",3.02334526469953,1.82039764070561,0.831951769972853
35,0,4,"HSTK",7.81235894335069,2.96364862991402,2.96985976308215
35,0,4,"IHD",6.06649205061791,9.1705645227115,7.91118147196248
35,0,4,"ISTK",1.20491138988767,0.99325465656947,0.771415119868588
35,0,4,"KC",2.00318024795616,2.88899213675373,1.87894588975444
35,0,4,"LC",0,0,0
35,0,4,"LVC",0.924405954661716,1.23673940356196,1.41885640011492
35,0,4,"MLPC",2.68397308650299,6.23732636114965,3.51385874466528
35,0,4,"MMC",0.194730430535749,0.0691983627606526,0.0442308474560562
35,0,4,"OC",0,0,0
35,0,4,"OSTK",1.17240345017831,1.46641784303768,0.561146447753206
35,0,4,"OTH",0.493187442127761,0.71479686143957,0.871561882408419
35,0,4,"PC",0.0644165110482765,0.0943588062494567,0.0451213907743535
35,0,4,"PVD",0.0463320142183708,0.0455727712104891,0.0176180321014959
35,0,4,"RHD",0.047416493829022,0.146361255024374,0.0597556217330699
35,0,4,"SCC",0.108567896635783,0.352334537887935,0.273685781613823
35,0,4,"SCNC",0,0,0
35,0,4,"TC",0.443631913147673,0.359229466963153,0.39451846013155
35,0,4,"UC",0,0,0
35,1,1,"AA",0.723793244746939,1.56026640356826,1.29862079129121
35,1,1,"AFF",0.205144599799388,0.642942400672784,0.135431591396024
35,1,1,"APCA",0,0,0
35,1,1,"BC",0,0,0
35,1,1,"CC",147.849489772971,101.32085737445,141.546095431861
35,1,1,"CM",1.55498890126286,3.85798863089561,5.03704095918732
35,1,1,"DIAB",23.9339498693543,38.5192456728623,13.910725017922
35,1,1,"ECA",0,0,0
35,1,1,"ENDO",1.08120624543962,0.745315395142632,1.50013076236355
35,1,1,"GC",0.439894901523321,0.0589271265413425,0.357306304647164
35,1,1,"HHD",13.787422208082,9.93713123675231,9.76151482663905
35,1,1,"HSTK",32.9340164021746,46.0455483231402,41.3319929927343
35,1,1,"IHD",34.6357752526137,46.7130484458521,38.0661995209007
35,1,1,"ISTK",11.2845406444026,7.36258183230747,11.118156251128
35,1,1,"KC",7.63757577665847,13.6400166284012,10.1501751293296
35,1,1,"LC",0,0,0
35,1,1,"LVC",0.859020595042079,2.12191135768112,1.65080201897287
35,1,1,"MLPC",6.40097088907638,10.7097633336575,19.0274992073398
35,1,1,"MMC",0.394385485580725,0.703156449431238,0.458147765934018
35,1,1,"OC",1.64745195487696,0.931240017314275,0.594511205706755
35,1,1,"OSTK",10.9070521918641,15.0375610406469,12.9485077188123
35,1,1,"OTH",7.95028237409844,7.49208437406859,4.51173930981408
35,1,1,"PC",1.31565333817806,1.03034479463665,1.30321481459501
35,1,1,"PVD",0.308920048852197,0.484800278316226,0.382628764470005
35,1,1,"RHD",0.881800814237278,0.565053771825627,0.533109746781749
35,1,1,"SCC",0.201072736167753,0.14606449881915,0.127921906749809
35,1,1,"SCNC",0,0,0
35,1,1,"TC",10.0852876563252,5.2877349511609,35.1615956862112
35,1,1,"UC",24.2016400160891,35.8103498015652,37.8125179667347
35,1,2,"AA",0.422849054523669,0.702104206116503,0.572579439858092
35,1,2,"AFF",0.171975948217764,0.0467172899412762,0.0459604021878126
35,1,2,"APCA",0,0,0
35,1,2,"BC",0,0,0
35,1,2,"CC",59.7554977760415,71.326779912587,65.6559342986384
35,1,2,"CM",4.08709633972091,2.66709057166456,2.46860584114121
35,1,2,"DIAB",15.8128145249515,12.7334687704692,8.98512575680994
35,1,2,"ECA",0.177162406273245,0.0194526646885389,0.182343832307374
35,1,2,"ENDO",0.424450848971558,0.19573601208095,0.215653523739186
35,1,2,"GC",0.353864026847814,0.241640112822715,0.177228889913331
35,1,2,"HHD",18.7797527134448,4.17848775891015,0.000138196425802703
35,1,2,"HSTK",27.6394876951795,21.4115751497259,11.5194122725236
35,1,2,"IHD",14.983955447133,16.6061732414523,14.6522152975566
35,1,2,"ISTK",4.10490933581994,4.48603720221058,7.19132066228896
35,1,2,"KC",3.25808744058028,3.69604870697035,2.94069476879201
35,1,2,"LC",0,0,0
35,1,2,"LVC",0.694834214251701,0.436180905820816,0.740688477308627
35,1,2,"MLPC",4.13181900252462,4.41688414399639,4.62148042216108
35,1,2,"MMC",0.613571474065588,0.441914549169347,0.676999228291065
35,1,2,"OC",0.196514150782021,0.239203727644307,0.330011504054752
35,1,2,"OSTK",7.1525752453391,5.09762811242111,10.712200651326
35,1,2,"OTH",4.75792365922196,3.04884340018083,1.52367791214916
35,1,2,"PC",0.652045655714297,0.232988971715844,0.264919934585414
35,1,2,"PVD",0.0644252858271568,0.0559235391474255,0.0627779267943914
35,1,2,"RHD",0.642074289186493,0.48010952125016,0.243766732965952
35,1,2,"SCC",0.116902900148963,0.240372887602443,0.124151541708913
35,1,2,"SCNC",0,0,0
35,1,2,"TC",1.00498032737017,0.943196946063534,2.2910777758131
35,1,2,"UC",6.00149654387694,6.57169200099378,11.2857589485385
35,1,3,"AA",0.264734232031233,0.251002627791817,0.239135714680919
35,1,3,"AFF",0.0847940792205555,0.0492690745384112,0.113842168626105
35,1,3,"APCA",0,0,0
35,1,3,"BC",0,0,0
35,1,3,"CC",39.3361158501336,43.6749349912454,44.304054624571
35,1,3,"CM",0.517189024760485,0.596760115475495,0.70875205730097
35,1,3,"DIAB",3.19574413874425,3.56590562222456,3.73737776715359
35,1,3,"ECA",0,0,0
35,1,3,"ENDO",0.112507137929149,0.205309149955092,0.123747432421225
35,1,3,"GC",0.226613209158679,0.166312084957116,0.448035344051722
35,1,3,"HHD",2.28544969849995,0.242805679010382,1.2679055208821
35,1,3,"HSTK",9.21378195636741,10.0129492761388,12.9801954118607
35,1,3,"IHD",3.61895312741784,5.44127879746909,4.69387615034635
35,1,3,"ISTK",2.55164808869117,2.32919870473509,2.0183556453636
35,1,3,"KC",4.31707959710102,6.48027344762893,5.48409209862725
35,1,3,"LC",0,0,0
35,1,3,"LVC",0.216237445322788,0.12840490073815,0.0587754310901878
35,1,3,"MLPC",2.32913363974905,4.3633439480569,3.29142971931897
35,1,3,"MMC",0.198821373100447,0.11886783456282,0.193853093561223
35,1,3,"OC",0.522714797668812,0.866780172579827,1.03466493094407
35,1,3,"OSTK",2.08248520372501,2.0504140767996,1.26789592873919
35,1,3,"OTH",0.971052084012108,1.12853979283491,1.06988225965864
35,1,3,"PC",0.2655191603946,0.19820927049913,0.146504377241237
35,1,3,"PVD",0.0852276011110944,0.132356883489273,0.0568054952714374
35,1,3,"RHD",0.135231013805108,0.0525100094226357,0.158059347962894
35,1,3,"SCC",0.127890390052545,0.143500397676139,0.361140478846138
35,1,3,"SCNC",0,0,0
35,1,3,"TC",3.78412706308911,3.00567065932725,1.62854407300999
35,1,3,"UC",17.1499102574947,19.3567420307383,11.5661133158125
35,1,4,"AA",0.108324144571061,0.235053458469083,0.245497858846357
35,1,4,"AFF",0.0590345903084038,0.0200892188699021,0.0832208848138826
35,1,4,"APCA",0,0,0
35,1,4,"BC",0,0,0
35,1,4,"CC",26.9866069859606,22.3600660814039,23.1151989296586
35,1,4,"CM",0.53518929294447,0.936608796346756,0.359520919117046
35,1,4,"DIAB",1.87825118851642,1.41998423597768,2.55008392339931
35,1,4,"ECA",0,0.0929595243347218,0.00746147318855217
35,1,4,"ENDO",0.115215477758087,0.126997240587774,0.135262262907777
35,1,4,"GC",0.391950547800103,0.0257174356336432,0.19319301728596
