"age","race","pathway","disease_type1","V1","V2","V3"
25,1,"direct","Cancer",991.285883985377,944.868403799038,948.205495864227
25,1,"medSBP","Cancer",0,0,0
25,1,"medBMI","Cancer",994.516403677926,1166.46599187835,791.691073238014
25,1,"direct","CMD",791.961905489393,681.159131318122,852.662171821337
25,1,"medSBP","CMD",0,0,0
25,1,"medBMI","CMD",810.383835086624,842.737864409211,784.361643360273
25,2,"medSBP","Cancer",0,0,0
25,2,"medBMI","Cancer",172.679395404501,137.718134502672,152.644770718951
25,2,"direct","Cancer",143.836485672583,175.071508135433,165.488271044321
25,2,"medSBP","CMD",0,0,0
25,2,"medBMI","CMD",567.969935584781,499.034934832828,438.155523017546
25,2,"direct","CMD",429.192300598078,445.148526077227,485.220610297549
25,3,"medBMI","Cancer",319.507424458326,368.641826682513,306.738871593402
25,3,"medSBP","Cancer",0,0,0
25,3,"direct","Cancer",336.549613661553,297.137020756325,356.840063014648
25,3,"medBMI","CMD",202.139673690291,209.860113824067,191.846754616283
25,3,"medSBP","CMD",0,0,0
25,3,"direct","CMD",208.665052215277,186.961460017478,197.549978147828
25,4,"direct","Cancer",204.345453625232,219.216807462722,261.328926152878
25,4,"medSBP","Cancer",0,0,0
25,4,"medBMI","Cancer",154.80849726429,219.616381545045,232.887969182388
25,4,"direct","CMD",75.9759761535352,83.6358818235192,96.0184593553296
25,4,"medSBP","CMD",0,0,0
25,4,"medBMI","CMD",80.0158415134899,86.3966538120114,91.4923336137988
35,1,"direct","Cancer",1648.91815078247,1610.58595761307,1863.34508091494
35,1,"medBMI","Cancer",1661.10350553693,1877.5265473419,1810.64145139433
35,1,"medSBP","Cancer",0,0,0
35,1,"direct","CMD",1985.58449042851,2376.5566202713,2100.98877510218
35,1,"medBMI","CMD",2290.17282295253,2376.12545618556,2117.23032345765
35,1,"medSBP","CMD",0,0,0
35,2,"medSBP","Cancer",0,0,0
35,2,"direct","Cancer",467.547015296016,577.00037305581,554.163982913704
35,2,"medBMI","Cancer",534.215087824543,496.195324316799,500.157867241284
35,2,"medSBP","CMD",0,0,0
35,2,"direct","CMD",1407.47863064784,969.851317346564,1025.17391347335
35,2,"medBMI","CMD",1408.63627184996,1374.40047407891,1134.29640575468
35,3,"medBMI","Cancer",592.850432829536,546.633191778884,538.150068168395
35,3,"medSBP","Cancer",0,0,0
35,3,"direct","Cancer",549.388670873471,631.178575210583,660.385149589473
35,3,"medBMI","CMD",463.478896274488,411.200921704941,455.170104146169
35,3,"medSBP","CMD",0,0,0
35,3,"direct","CMD",419.794358036277,482.4389754804,508.064573371121
35,4,"medBMI","Cancer",439.652502575585,447.687925704861,423.079856111039
35,4,"direct","Cancer",493.48071800026,494.854565706112,474.468906801462
35,4,"medSBP","Cancer",0,0,0
35,4,"medBMI","CMD",184.8704641451,220.407114599416,195.145688684578
35,4,"direct","CMD",205.408639536834,159.241699499909,135.295291957247
35,4,"medSBP","CMD",0,0,0
45,1,"direct","Cancer",7194.63294157232,6253.54105453763,5550.00109416348
45,1,"medBMI","Cancer",7853.77591282585,7849.15016125123,7260.00501126949
45,1,"medSBP","Cancer",0,0,0
45,1,"direct","CMD",5594.25648651293,8040.09406336194,6641.5505995504
45,1,"medBMI","CMD",7597.96290869408,7343.97402294369,7202.5686790186
45,1,"medSBP","CMD",0,0,0
45,2,"direct","Cancer",1508.56592290585,1543.86424191389,1469.19704045493
45,2,"medSBP","Cancer",0,0,0
45,2,"medBMI","Cancer",1426.34821657166,1444.90124073651,1408.12997739418
45,2,"direct","CMD",2901.7345925092,2849.28733863576,2388.95152060059
45,2,"medSBP","CMD",0,0,0
45,2,"medBMI","CMD",2864.36457394185,2782.05468118189,2483.76750887357
45,3,"medSBP","Cancer",0,0,0
45,3,"direct","Cancer",1384.05195130388,1374.77901743595,1216.08782273771
45,3,"medBMI","Cancer",1386.49665229292,1056.03235180145,1326.53286661556
45,3,"medSBP","CMD",0,0,0
45,3,"direct","CMD",930.853415577659,642.640741434075,845.934781340697
45,3,"medBMI","CMD",1123.76568830098,763.07228747533,1039.76487708342
45,4,"medBMI","Cancer",1015.37691169972,1150.04410222375,1233.65078767458
45,4,"medSBP","Cancer",0,0,0
45,4,"direct","Cancer",1490.56815590565,1386.52685874868,1369.63965584119
45,4,"medBMI","CMD",448.812631967869,512.790684268576,508.150339582843
45,4,"medSBP","CMD",0,0,0
45,4,"direct","CMD",452.26581043374,538.995973134987,521.522270667193
55,1,"medBMI","Cancer",21961.654583963,22457.5571985619,25985.4834364175
55,1,"medSBP","Cancer",0,0,0
55,1,"direct","Cancer",21652.6097350672,22319.2384828144,25404.4371843966
55,1,"medBMI","CMD",16328.5478716128,14814.994679935,15412.3994373449
55,1,"medSBP","CMD",0,0,0
55,1,"direct","CMD",14821.5883246839,12608.2494440945,14060.7065612361
55,2,"direct","Cancer",4572.64694651746,5271.9801543039,6134.45039538209
55,2,"medBMI","Cancer",3775.51631771162,3671.66006036093,4823.2902426976
55,2,"medSBP","Cancer",0,0,0
55,2,"direct","CMD",3654.23223071299,4944.66853137919,4693.71596032158
55,2,"medBMI","CMD",4964.26128437094,4604.99447273498,4725.48199274476
55,2,"medSBP","CMD",0,0,0
55,3,"medSBP","Cancer",0,0,0
55,3,"direct","Cancer",2929.72835805117,2671.66335921011,3411.64185822845
55,3,"medBMI","Cancer",2747.57633879221,2506.42686299643,2916.1352406548
55,3,"medSBP","CMD",0,0,0
55,3,"direct","CMD",1456.8435190269,1489.80523831643,1815.86519360765
55,3,"medBMI","CMD",1885.74700804381,1792.6162540921,1803.64551786252
55,4,"medSBP","Cancer",0,0,0
55,4,"medBMI","Cancer",2509.44544594419,2172.98659709524,2184.59890991652
55,4,"direct","Cancer",3421.28870798247,3111.28206187985,3121.29105111539
55,4,"medSBP","CMD",0,0,0
55,4,"medBMI","CMD",691.266220666676,691.633236601043,638.556280793889
55,4,"direct","CMD",624.64599433573,718.337916477699,770.277146505119
65,1,"medSBP","Cancer",0,0,0
65,1,"direct","Cancer",29340.12935573,26078.8419313264,30172.829677642
65,1,"medBMI","Cancer",28938.8799738163,24668.0890664254,29675.2119658374
65,1,"medSBP","CMD",0,0,0
65,1,"direct","CMD",23637.9518773079,24720.9902037571,18566.057993882
65,1,"medBMI","CMD",25530.0629497027,25081.8919506036,22954.4900064436
65,2,"medBMI","Cancer",3758.92272878076,3503.30148934294,2975.54636622442
65,2,"medSBP","Cancer",0,0,0
65,2,"direct","Cancer",3487.23105823728,4701.30673380686,4475.55051773051
65,2,"medBMI","CMD",4889.73053700517,4618.28728791354,4362.7096605554
65,2,"medSBP","CMD",0,0,0
65,2,"direct","CMD",4424.49278207891,3723.0357629799,4999.45072447935
