"age","female","race","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"All_HD",64.8962502006507,6.05863502484674,63.4770264565236,59.863396761792,71.1354438220175,0.112185823738964,0.0121195561384152,0.106895782687824,0.103774801606851,0.125093380764548,10.6895782687824,10.3774801606851,12.5093380764548,0.336331661670034,0.0313995150576287,0.328976384921871,0.310248367877257,0.368666940698749
25,0,1,"All_STK",50.1821465055517,2.12014448353874,50.6582281370584,48.0041264467956,51.9554971775271,0.400098309340577,0.0348997283329041,0.393650256266043,0.370111156112829,0.435566307681679,39.3650256266043,37.0111156112829,43.5566307681679,0.260074267283506,0.0109878724105694,0.262541610554036,0.248786448599881,0.26926484418718
25,0,1,"Cancer",598.573326790885,72.8447956881485,585.240299058333,535.912226955513,672.567500198926,0.220477131576006,0.0229354290951027,0.21436628831493,0.20187354513516,0.244274934788767,21.436628831493,20.187354513516,24.4274934788767,3.10216940129031,0.377525837040789,3.03306957875023,2.77742164214334,3.48565200959635
25,0,1,"DIAB",14.4758798479147,4.48498550236049,12.455779399066,11.4111996599191,19.2576454174316,0.0581752441834882,0.0169046417794323,0.0553811593955828,0.0434686955658808,0.0752567648708153,5.53811593955828,4.34686955658808,7.52567648708153,0.0750227741715667,0.023243910424886,0.064553390523036,0.0591397458466815,0.0998047785977031
25,0,1,"Other_CVD",92.1360992905662,12.1547304994549,87.9071731055113,82.9230359117252,104.943749926704,0.174176950389837,0.0134430585737379,0.180119069377888,0.159853397344213,0.183449702295617,18.0119069377888,15.9853397344213,18.3449702295617,0.477505052732317,0.0629931728473291,0.455588196727513,0.429757380013226,0.543882053055493
25,0,2,"All_HD",36.6533802351981,18.0489778626246,26.7450202176477,25.7796446248229,55.9492218604913,0.104587123004754,0.0500043516428773,0.0806073142135244,0.0715649039714357,0.157992179510616,8.06073142135244,7.15649039714357,15.7992179510616,0.875480430462527,0.431106948586561,0.638815346978287,0.615756970530031,1.33636921135663
25,0,2,"All_STK",26.2230789064366,2.70294751048847,27.5995768849859,23.3334868545573,27.942647676549,0.404731378947889,0.0105601594172849,0.408290613363233,0.393623428980472,0.412813979662264,40.8290613363233,39.3623428980472,41.2813979662264,0.626348573085045,0.0645609664051568,0.659226769722252,0.55732952826006,0.667421150768404
25,0,2,"Cancer",74.6500811664667,16.7694542838186,82.3575104064763,56.7598154247168,85.9890320542086,0.225013638673968,0.0224247260445865,0.229165546402122,0.202221227896796,0.244276927882209,22.9165546402122,20.2221227896796,24.4276927882209,1.78304660509649,0.400545023700727,1.96714158966556,1.35573055805875,2.05388191525053
25,0,2,"DIAB",10.8823029802121,0.603951543225695,10.6671444296576,10.4279808522017,11.5195098761939,0.0755334251779026,0.00320837612670593,0.0773283338505514,0.0721042511340217,0.0774369268500319,7.73283338505514,7.21042511340217,7.74369268500319,0.259928094937088,0.0144256206016706,0.254788948172221,0.249076431880449,0.275148032743863
25,0,2,"Other_CVD",56.3983478899848,12.4951105419682,55.1006486371315,45.1276260014839,68.772114143411,0.211743969883378,0.0466423968845842,0.213847729237874,0.166573411868959,0.255126332446475,21.3847729237874,16.6573411868959,25.5126332446475,1.34709676355263,0.298450639088786,1.31610070552991,1.07789112993162,1.64264904649294
25,0,3,"All_HD",11.5040494115448,5.115849660802,9.665169969093,7.66698917968157,16.9041571694919,0.0623595219781902,0.0265639165955308,0.0512320994617659,0.0435720599343045,0.0906052931610365,5.12320994617659,4.35720599343045,9.06052931610365,0.167059933677967,0.0742915363508744,0.140356025627165,0.111338769336466,0.245479419862649
25,0,3,"All_STK",24.0674595236771,9.0234458354022,22.7778311145475,16.1091931023512,33.1219100927632,0.376665119334235,0.0639626944905592,0.376820518606453,0.315834649378837,0.437363499908248,37.6820518606454,31.5834649378837,43.7363499908248,0.349503731076443,0.131037012175576,0.330775957160399,0.23393508103187,0.480990988949655
25,0,3,"Cancer",174.496122741261,2.47639184894331,175.093901354895,171.941475123311,176.542658537621,0.199835026983118,0.0145988013772102,0.203649448281851,0.184704756157827,0.211723039704487,20.3649448281851,18.4704756157827,21.1723039704487,2.53400430138651,0.0359617594853127,2.54268514514642,2.49690612435704,2.56372376122006
25,0,3,"DIAB",1.87464517832835,1.01183922831161,2.22026807746409,0.809528852449806,2.6459820399415,0.0340630984480315,0.0205382283177032,0.0352380557839838,0.0140763855625952,0.0530510975979084,3.52380557839837,1.40763855625952,5.30510975979084,0.0272232922475948,0.0146937646325534,0.0322423717509617,0.0117558462731346,0.0384245206441931
25,0,3,"Other_CVD",23.0766360498091,4.38051142582548,20.9045478103118,20.2415172554319,27.7580298477591,0.154833458238426,0.0139439089349792,0.159804827924915,0.140121150741999,0.165320101501337,15.9804827924915,14.0121150741999,16.5320101501337,0.33511515381035,0.0636130741527921,0.30357244182678,0.293944019993548,0.403097592813187
25,0,4,"All_HD",5.59360773457839,0.977677249164504,5.34645069301803,4.79238838867317,6.60491056580993,0.0768278273051196,0.0185541069002148,0.0709856213881359,0.0623523639302344,0.096269165709441,7.09856213881359,6.23523639302344,9.6269165709441,0.14777161303679,0.0258282223197941,0.141242232279716,0.126605045633647,0.174488154083446
25,0,4,"All_STK",6.37316466589383,1.00062568157742,5.85483347358854,5.74388165849818,7.44302918674897,0.394053696907997,0.0471203253776285,0.370360765207017,0.363825845625314,0.444420540136514,37.0360765207017,36.3825845625314,44.4420540136514,0.168365903995445,0.0264344727104604,0.154672659848069,0.151741541066909,0.196629524449251
25,0,4,"Cancer",99.3513137337773,6.7610355808868,99.0456412506038,93.0631659033974,105.899283174855,0.208529912457014,0.0147645937162162,0.216105106759466,0.19274473226351,0.217876177493434,21.6105106759466,19.274473226351,21.7876177493434,2.6246573918668,0.178612655909107,2.6165821534799,2.45853745782765,2.79764127853481
25,0,4,"DIAB",0.788995169037042,0.530492280506404,0.771275343542574,0.292769332756301,1.30028285698808,0.0523689941253382,0.0124975004747255,0.0581881223118411,0.0390313019442908,0.060760427347858,5.81881223118411,3.90313019442908,6.0760427347858,0.020843629789429,0.0140145150882492,0.0203755084408651,0.00773436368833328,0.0343507990368039
25,0,4,"Other_CVD",13.1485520371599,2.29917586854633,13.082897715718,10.9929060475268,15.3600042000186,0.190384190016555,0.0349212086659508,0.177666077251273,0.164307557253871,0.227271218629728,17.7666077251273,16.4307557253871,22.7271218629728,0.347357704691772,0.0607394981686113,0.345623252538052,0.290409970753404,0.405779722960801
25,1,1,"All_HD",17.5226706860216,4.60376669711133,16.7419465138916,13.5283240566659,22.1806328616878,0.087674363625656,0.0119486612267448,0.0942868559000194,0.0749014249928911,0.0948266838252121,9.42868559000194,7.49014249928911,9.48266838252121,0.096317397740182,0.0253056646451964,0.0920259674006044,0.0743615509457366,0.121920960323268
