Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,7053636.99380105,130111.96646729433,7124701.10884198,6914530.006302046,7132339.483515264
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,15090974.804197637,283280.93521354866,15044802.50274187,14844175.656354358,15377020.408278318
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,324555.4341940167,5986.776156434221,327825.271404663,318154.77468079835,328176.7320781856
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,4917246.664368606,11870.99791932824,4915370.63368281,4906872.649003911,4929215.305816229
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3423015.8264031606,40514.68481096211,3404572.322497184,3395482.694223898,3466225.936902504
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,262142.96414685834,632.8538701349703,262042.95121719,261589.9158002069,262781.0234837279
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,25399409.54346436,594855.8419422347,25259746.72985088,24905458.15382381,26012074.324676357
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3014548.0861198762,81946.20041468498,3022045.863005895,2933757.4196796212,3088965.6422070144
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,662017.586794656,15504.495421415475,658377.374659996,649143.0943225323,677986.2595812406
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,2174199.938192973,44825.51447028922,2175164.45023317,2131213.175882856,2216366.865268923
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,4007757.2234334596,64041.02139012638,3981537.84106807,3962014.09594848,4075786.8259290215
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,85463.2372260064,1761.9969119012362,85501.15017037309,83773.51780308124,87120.73064621986
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1341600.465244193,27191.352796691266,1326825.602589705,1325086.7646089848,1370672.799135716
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,1002189.1955725587,25361.10877036654,990797.5005380539,984835.2460377928,1029226.0858866535
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,69113.00326236596,1400.7717671771754,68351.8711986149,68262.2943699335,70610.67440898684
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,5651919.37287208,139065.13447096763,5591517.27456226,5555180.998797288,5799999.530510219
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,630176.431255963,8939.466748168337,628345.2000770881,622596.9173272394,639312.4916867303
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,148086.2141343951,3643.6523459165255,146503.6158214382,145551.56729441852,151966.06954038498
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,2687971.73005236,58098.38676575162,2684174.62530136,2634480.5119580952,2744690.4871849744
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,4115073.7161480603,81726.63539600116,4085671.6326505803,4053793.7916049827,4201345.411663995
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,116514.29523843643,2518.36450243095,116349.7038556244,114195.63559331525,118972.85755894786
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,1728197.4319995656,7208.296307296679,1725840.897639041,1722631.2637691037,1735766.6544364735
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1157509.409828846,12057.893010969932,1160500.2798471241,1145050.7016288107,1167425.878513345
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,89205.09587790776,372.07367127303627,89083.4576497298,88917.78462429921,89595.7996254676
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,8564907.720358256,151884.48211501967,8632513.65275852,8403036.251601513,8669314.146574778
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1284207.2613430577,17112.167570821068,1293639.585808184,1265913.7414160597,1294483.3054746983
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,234466.35411110037,4157.8732579817015,236317.0823388538,230035.08475558975,237324.50447302058
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,1377641.5857025024,101953.94187339964,1325573.666149304,1312902.2879921673,1486638.6150330561
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,2681391.726930061,225389.74169285697,2589862.230502811,2519850.0944425063,2920733.431380778
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,62631.3006064237,4635.101065293802,60264.1526084744,59688.07759542758,67586.59941567673
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,1086106.3607948744,23933.274244426702,1091749.54243471,1061450.469732564,1105965.5474633244
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,856696.950488545,38907.977675153095,844784.596087956,826120.1046732677,897399.297544323
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,55589.94858868357,1224.9716352207554,55878.7823425026,54327.99141207801,56606.39707454295
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,4540151.332885693,146466.31705589688,4535073.45942688,4403229.1584053645,4681389.699806014
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,580579.804040942,15290.892824414384,582990.7387887989,565164.8689507374,593945.444595468
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,120248.1783845643,3879.2336486883264,120113.6883667829,116621.72612460236,123988.94715964043
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,6678526.559248537,259346.59907281827,6615756.89669466,6464297.385131497,6946109.946536372
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,13132926.171842182,400774.55177168094,13138537.194616519,12749833.64987774,13511249.324448438
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,273968.3429139897,10638.987111605491,271393.388650861,265180.17514734325,284945.22180429543
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,4613777.31289534,41220.59213749715,4632798.711345989,4569796.578630917,4641589.858476711
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,3284275.049241782,53034.87515671476,3297911.31519803,3229361.4466387224,3327597.8257820318
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,236586.06915094066,2113.716636177117,237561.45170280698,234330.81747052065,238012.2456622743
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,25449976.165563934,124530.73551727949,25429456.6888783,25341603.450809307,25575790.435501345
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,2939934.767001576,26972.88532941027,2940680.416512525,2914000.969344902,2965234.7625739425
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,692637.92574259,3389.1862915223505,692079.474619633,689688.4906678217,696062.0442718718
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,1828708.1548988617,47102.94698829031,1853941.175566665,1778343.2879892301,1857624.9542408607
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,3249245.0324316174,62720.57761284394,3277582.870692241,3182367.4705253383,3292035.431816367
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,71308.44847257063,1836.7272324033202,72292.38215782121,69344.52628671916,72436.02702595912
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,1028223.0904362127,37058.42737809456,1041805.505415912,989065.5913746321,1055835.5367650487
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,352535.104846313,4372.112476466744,352551.958212523,348374.4584570118,356681.42587433575
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,50781.3666506029,1830.2230378656673,51452.1681541873,48847.47571247661,52145.07631068245
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,4906523.907533229,127470.18073217929,4838871.6420069,4827728.629730154,5042823.611033685
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,458007.2077289873,11194.339115139583,452581.016615908,450661.10679727903,469965.5711068131
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,132034.72911905518,3430.226999992855,130214.2042991627,129914.34545097267,135702.55888404627
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,CED,MJ,2514054.7006150265,96295.72192752414,2558134.58398942,2411335.221380001,2579306.278981818
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,Food_price,USD,4615836.222467616,138245.0642733318,4678549.19218705,4468409.809470535,4709956.61120318
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,FL,mrh-eq,91954.66655065177,3522.1353767415562,93566.9429169106,88197.57428889531,94341.32390108822
oil,Male,HIS,20-34,7,6886181,g/day,CED,MJ,1498586.1520719726,66323.0434181905,1499084.745738661,1435368.6938461568,1561379.8056811034
oil,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,768143.7879084283,23686.63568931206,767412.883301221,745960.1546562967,790948.6900766862
oil,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,78511.4536316397,3474.6874851586604,78537.5751285514,75199.46884294804,81801.23514795641
sat_fat,Male,HIS,20-34,7,6886181,g/day,CED,MJ,8574448.287926016,171749.9255550246,8537363.459443709,8429924.959540218,8750493.720521776
sat_fat,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,923439.165579729,23566.987687877216,928637.814065262,899253.4359657897,943206.0439809654
sat_fat,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,236392.418110886,4735.042867946726,235370.011538966,232407.9962654988,241245.8855424052
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,CED,MJ,1295552.3679982007,91429.99146256663,1309119.360790954,1203648.0783881256,1375924.7137344356
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,Food_price,USD,2347471.6278484105,156464.55812591565,2404966.508850513,2182122.4093986596,2463950.1974463738
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,FL,mrh-eq,55399.13961328173,3909.639615496347,55979.278051853194,51469.21852561864,58835.94302815908
