Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-1944052.3783983048,66235.4874510783,-1980228.6535543539,-1984117.085061122,-1873237.8378528461
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-4144591.103464383,144208.49472122532,-4121086.3868983597,-4290206.995176273,-4018954.2208336126
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-89450.6995924901,3047.660009669997,-91115.2602583016,-91294.17669206766,-86192.34592697275
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-65432.99470041639,2362.9071209943845,-65059.573165277194,-67815.33764221489,-63368.06006348622
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-44270.333262292675,8064.396767253516,-40599.17713778691,-52871.25110355124,-38789.898126864005
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-3488.2934199875667,125.9687623949526,-3468.3859728369102,-3615.298323951974,-3378.2098461012174
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-3588683.35485412,165319.59670128085,-3549868.90874335,-3758952.3299596575,-3451406.6589427367
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-427075.05286139617,22774.11071483474,-429158.8004915883,-447756.8374088124,-404622.0828283166
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-93536.48518030194,4308.937980261483,-92524.8141844448,-97974.42519668209,-89958.46551040036
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-679897.9256235627,22966.976884896903,-680392.106805736,-701502.7382153368,-657873.0590269412
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-1255343.9833775074,32812.30958157086,-1241910.117512537,-1290199.8980606499,-1231906.8546795896
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-26725.3607574516,902.7836674071068,-26744.785982732297,-27574.60060486362,-25859.60946855099
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-37938.02571286834,5358.855342724834,-35026.204728233,-43667.58367068444,-34683.515591992254
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-28124.66531720006,4998.151958369584,-25879.59695834384,-33453.07928739353,-24704.559452034377
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-1954.3902695233078,276.0632516006736,-1804.386823323027,-2249.5503921447494,-1786.7330761721048
