Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,1646709.46520806,0,1646709.46520806,1646709.46520806,1646709.46520806
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,3537700.53662995,0,3537700.53662995,3537700.53662995,3537700.53662995
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,75769.2104004911,0,75769.2104004911,75769.2104004911,75769.2104004911
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,913338.7343393019,0,913338.7343393019,913338.7343393019,913338.7343393019
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,637076.6374350048,0,637076.6374350048,637076.6374350048,637076.6374350048
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,48690.9320259994,0,48690.9320259994,48690.9320259994,48690.9320259994
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,3470203.59911127,0,3470203.59911127,3470203.59911127,3470203.59911127
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,410714.2713667503,0,410714.2713667503,410714.2713667503,410714.2713667503
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,90448.3944179291,0,90448.3944179291,90448.3944179291,90448.3944179291
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,434083.705456673,0,434083.705456673,434083.705456673,434083.705456673
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,798086.269428316,0,798086.269428316,798086.269428316,798086.269428316
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,17062.9195796136,0,17062.9195796136,17062.9195796136,17062.9195796136
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,226463.7815355976,0,226463.7815355976,226463.7815355976,226463.7815355976
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,169386.174443906,0,169386.174443906,169386.174443906,169386.174443906
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,11666.358560205641,0,11666.358560205641,11666.358560205641,11666.358560205641
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,858280.4521269619,0,858280.4521269619,858280.4521269619,858280.4521269619
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,95801.39298194779,0,95801.39298194779,95801.39298194779,95801.39298194779
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,22487.847832912703,0,22487.847832912703,22487.847832912703,22487.847832912703
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,608845.7228758291,0,608845.7228758291,608845.7228758291,608845.7228758291
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,923892.3805334831,0,923892.3805334831,923892.3805334831,923892.3805334831
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,26391.3602649503,0,26391.3602649503,26391.3602649503,26391.3602649503
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,332037.97038161196,0,332037.97038161196,332037.97038161196,332037.97038161196
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,225118.18596120708,0,225118.18596120708,225118.18596120708,225118.18596120708
