Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,0,0,0,0,0
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,0,0,0,0,0
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,0,0,0,0,0
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,0,0,0,0,0
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,0,0,0,0,0
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,0,0,0,0,0
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,0,0,0,0,0
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,0,0,0,0,0
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,0,0,0,0,0
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,0,0,0,0,0
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,0,0,0,0,0
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,0,0,0,0,0
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,0,0,0,0,0
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,0,0,0,0,0
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,0,0,0,0,0
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,0,0,0,0,0
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,0,0,0,0,0
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,0,0,0,0,0
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Male,HIS,20-34,7,6886181,g/day,CED,MJ,0,0,0,0,0
oil,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,0,0,0,0,0
oil,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Male,HIS,20-34,7,6886181,g/day,CED,MJ,0,0,0,0,0
sat_fat,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Male,OTH,20-34,8,3785306,g/day,CED,MJ,0,0,0,0,0
oil,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,0,0,0,0,0
oil,Male,OTH,20-34,8,3785306,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Male,OTH,20-34,8,3785306,g/day,CED,MJ,0,0,0,0,0
sat_fat,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Male,OTH,20-34,8,3785306,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Female,NHW,35-44,9,10789518,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Female,NHW,35-44,9,10789518,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Female,NHW,35-44,9,10789518,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Female,NHW,35-44,9,10789518,g/day,CED,MJ,0,0,0,0,0
oil,Female,NHW,35-44,9,10789518,g/day,Food_price,USD,0,0,0,0,0
oil,Female,NHW,35-44,9,10789518,g/day,FL,mrh-eq,0,0,0,0,0
sat_fat,Female,NHW,35-44,9,10789518,g/day,CED,MJ,0,0,0,0,0
sat_fat,Female,NHW,35-44,9,10789518,g/day,Food_price,USD,0,0,0,0,0
sat_fat,Female,NHW,35-44,9,10789518,g/day,FL,mrh-eq,0,0,0,0,0
added_sugar,Female,NHB,35-44,10,2841551,tsp eq/day,CED,MJ,0,0,0,0,0
added_sugar,Female,NHB,35-44,10,2841551,tsp eq/day,Food_price,USD,0,0,0,0,0
added_sugar,Female,NHB,35-44,10,2841551,tsp eq/day,FL,mrh-eq,0,0,0,0,0
oil,Female,NHB,35-44,10,2841551,g/day,CED,MJ,0,0,0,0,0
oil,Female,NHB,35-44,10,2841551,g/day,Food_price,USD,0,0,0,0,0
