Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-231415680.93416524,7884525.438108315,-235722024.447294,-236184894.70475382,-222986075.1774172
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-231415680.93416524,7884525.438108315,-235722024.447294,-236184894.70475382,-222986075.1774172
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-231415680.93416524,7884525.438108315,-235722024.447294,-236184894.70475382,-222986075.1774172
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-42195008.5318189,1523740.2259630894,-41954204.562303096,-43731282.10779001,-40863418.32993622
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-42195008.5318189,1523740.2259630894,-41954204.562303096,-43731282.10779001,-40863418.32993622
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-42195008.5318189,1523740.2259630894,-41954204.562303096,-43731282.10779001,-40863418.32993622
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-320485211.9398453,14763767.306177536,-317018911.138658,-335690980.51222914,-308225799.04847074
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-320485211.9398453,14763767.306177536,-317018911.138658,-335690980.51222914,-308225799.04847074
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-320485211.9398453,14763767.306177536,-317018911.138658,-335690980.51222914,-308225799.04847074
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-77738599.7468324,2626012.7530353027,-77795103.7479119,-80208864.49596642,-75220306.59678082
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-77738599.7468324,2626012.7530353027,-77795103.7479119,-80208864.49596642,-75220306.59678082
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-77738599.7468324,2626012.7530353027,-77795103.7479119,-80208864.49596642,-75220306.59678082
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-24887120.398090757,3515377.3978571943,-22976983.06066662,-28645676.51809569,-22752181.01489634
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-24887120.398090757,3515377.3978571943,-22976983.06066662,-28645676.51809569,-22752181.01489634
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-24887120.398090757,3515377.3978571943,-22976983.06066662,-28645676.51809569,-22752181.01489634
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-72886657.54958563,3740656.716524387,-71261925.9761805,-76869805.72227687,-70284531.21428874
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-72886657.54958563,3740656.716524387,-71261925.9761805,-76869805.72227687,-70284531.21428874
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-72886657.54958563,3740656.716524387,-71261925.9761805,-76869805.72227687,-70284531.21428874
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,-88168078.93783937,3431441.918757797,-87943812.0495862,-91518036.340089,-85008748.39060493
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,-88168078.93783937,3431441.918757797,-87943812.0495862,-91518036.340089,-85008748.39060493
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,-88168078.93783937,3431441.918757797,-87943812.0495862,-91518036.340089,-85008748.39060493
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-7582026.051276451,916049.710085777,-7282551.31747821,-8543943.226058181,-6874662.400223224
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-7582026.051276451,916049.710085777,-7282551.31747821,-8543943.226058181,-6874662.400223224
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-7582026.051276451,916049.710085777,-7282551.31747821,-8543943.226058181,-6874662.400223224
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-99317991.08958876,3782679.163442678,-101001715.11625999,-101918230.47862443,-95286586.27788255
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-99317991.08958876,3782679.163442678,-101001715.11625999,-101918230.47862443,-95286586.27788255
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-99317991.08958876,3782679.163442678,-101001715.11625999,-101918230.47862443,-95286586.27788255
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,-39201371.744643234,5994380.975806147,-36140038.943925604,-45609850.975880526,-35395025.39401593
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,-39201371.744643234,5994380.975806147,-36140038.943925604,-45609850.975880526,-35395025.39401593
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,-39201371.744643234,5994380.975806147,-36140038.943925604,-45609850.975880526,-35395025.39401593
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-12999458.091238879,3051434.5433494803,-13718950.09280663,-15531456.328673692,-9855891.652471477
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-12999458.091238879,3051434.5433494803,-13718950.09280663,-15531456.328673692,-9855891.652471477
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-12999458.091238879,3051434.5433494803,-13718950.09280663,-15531456.328673692,-9855891.652471477
