Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,3590761.8436063635,66235.48745107591,3626938.1187624102,3519947.3030609074,3630826.55026918
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,7682291.640094336,144208.4947212308,7658786.92352831,7556654.757463562,7827907.531806233
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,165219.9099929812,3047.660009669992,166884.4706587926,161961.55632746388,167063.38709255884
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,978771.729039718,2362.907120994677,978398.307504579,976706.7944027875,981154.0719815167
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,681346.9706972976,8064.39676725308,677675.8145727922,675866.5355618692,689947.8885385557
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,52179.22544598703,125.9687623949644,52159.3179988364,52069.14187210066,52306.230349951446
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,7058886.953965393,165319.59670127954,7020072.507854629,6921610.258054008,7229155.929070928
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,837789.3242281467,22774.110714834987,839873.071858339,815336.3541950668,858471.1087755631
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,183984.8795982312,4308.9379802613585,182973.2086023742,180406.85992832965,188422.8196146112
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,1113981.6310802347,22966.976884895972,1114475.812262408,1091956.7644836141,1135586.4436720079
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,2053430.2528058258,32812.30958157219,2039996.3869408541,2029993.1241079075,2088286.1674889699
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,43788.28033706523,902.7836674071116,43807.705562346004,42922.52904816459,44637.520184477224
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,264401.8072484653,5358.855342724647,261489.98626382998,261147.29712758947,270131.36520628125
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,197510.8397611056,4998.151958369419,195265.7714022491,194090.7338959403,202839.25373129893
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,13620.748829728956,276.06325160067297,13470.745383528669,13453.09163637776,13915.908952350397
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1648722.54428534,40566.718525187876,1631102.635961181,1620502.973602829,1691919.037043386
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,183828.8943178992,2607.733654576948,183294.70550004393,181617.87277555515,186493.97635542022
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,43198.25949979443,1062.8905633517966,42736.599425582506,42458.87715705808,44330.05290561093
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,1369298.4392465362,29596.304690129724,1367364.129614086,1342049.1045042963,1398191.937176359
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,2096288.422198629,41632.935734199214,2081310.50163735,2065071.3881443492,2140236.6887299963
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,59354.3603290773,1282.8976376791613,59270.5146840215,58173.19573656633,60606.7937198857
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,343910.71745354834,1434.4485813706435,343441.767895109,342803.0518164166,345416.9902153535
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,230343.9897679309,2399.516721641566,230939.1719124886,227864.71095621472,232317.36375677303
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,17751.784579605577,74.04253753870103,17727.57861242387,17694.60973515121,17829.534496164393
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,2617193.7501059603,46411.605391225094,2637852.2124648103,2567730.4038350303,2649097.403371867
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,392417.44662803685,5228.994809911416,395299.6984216462,386827.46392377716,395557.51530772867
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,71646.29166185993,1270.5285637413194,72211.8219056135,70292.22097704528,72519.66163948405
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,701615.715779796,51923.873848218595,675098.1723014221,668644.7970927302,757126.5464234797
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,1365599.4384175935,114788.19062116527,1318984.604909918,1283328.2952681212,1487493.1900485898
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,31897.3419946434,2360.599291853948,30691.7829768449,30398.39514156427,34421.01401285126
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,215247.66311177347,4743.164700698354,216366.04497964232,210361.288144577,219183.41349128142
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,169782.6504327684,7710.89423033376,167421.8259873524,163722.8437281555,177849.1579159849
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,11016.974909769127,242.76838013037977,11074.21680870419,10766.876629327531,11218.417576115919
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,1291782.432733191,41673.195778625566,1290337.65540116,1252824.7754489146,1331968.1507496936
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,165188.94122039832,4350.627387310164,165874.9102389176,160803.02082012102,168991.7879549343
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,34213.503695397136,1103.73542915757,34175.2380452877,33181.690661185625,35277.84253220166
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,3408170.9520975836,132349.1847556199,3376138.47626759,3298845.9921920975,3544723.5164585635
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,6701965.93482603,204522.38582425268,6704829.33959973,6506467.0034761345,6895030.972118282
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,139810.9208416222,5429.264451048858,138496.8758580887,135326.1624388925,145412.61748035537
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,905560.273204744,8090.492485053654,909293.661621556,896928.0391294411,911019.1271257567
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,644614.7720563767,10409.318174516371,647291.203944479,633836.7102637332,653117.8667441333
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,46435.475942447665,414.86566965078805,46626.9172778754,45992.830754055394,46715.395995726365
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,7785896.827935134,38097.61755126776,7779619.316027131,7752742.424545771,7824387.116446299
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,899412.5820717299,8251.799567917154,899640.698205287,891478.670008402,907152.5954215345
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,211898.32925045153,1036.8518471210125,211727.4826139554,210996.01024459273,212945.867897332
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,934481.176168821,24069.897202962115,947375.405774991,908744.4177138337,949257.8394585638
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,1660384.3054089309,32050.603033965643,1674865.116005707,1626209.4576935826,1682250.4641170197
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,36439.05815201384,938.5789743647922,36941.8543499757,35435.481769843675,37015.25776591641
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,204432.1857535139,7367.987920089987,207132.6530041894,196646.8586233831,209922.11572057055
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,70091.32814553044,869.2671057845223,70094.6789460753,69264.10490630957,70915.70320428818
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,10096.394329686944,363.8864946016459,10229.76365280369,9711.89649534796,10367.528239376692
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,1518540.7381472376,39451.28282033113,1497602.753707386,1494154.0559313642,1560724.707136985
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,141750.57870067487,3464.583135297601,140071.2039715451,139477.0029999199,145451.62292119017
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,40863.98411504384,1061.635393763033,40300.5422250389,40207.73764785722,41999.15618873465
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,CED,MJ,1291457.4129081324,49466.63407292365,1314101.030061749,1238690.9266118403,1324976.8246238504
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,Food_price,USD,2371132.1415629364,71015.80288212115,2403347.4826252563,2295399.9254433145,2419481.3177795857
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,FL,mrh-eq,47236.65548696417,1809.3034493028765,48064.8738484629,45306.65585281214,48462.669513842266
oil,Male,HIS,20-34,7,6886181,g/day,CED,MJ,292866.84742840833,12961.430753171759,292964.286975083,280512.3373674194,305138.5338747238
oil,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,150117.39513635432,4629.050062235701,149974.555348473,145782.07499071085,154574.12910169692
oil,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,15343.396761226486,679.053899016993,15348.50165322089,14696.139649946062,15986.314714311668
sat_fat,Male,HIS,20-34,7,6886181,g/day,CED,MJ,2668321.9544570935,53447.64836708766,2656781.3563108603,2623347.0759443766,2723106.3413941083
sat_fat,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,287369.2762940357,7333.9191673162595,288987.0675992777,279842.80798419565,293520.6219944201
sat_fat,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,73564.04259859957,1473.5197432618781,73245.875200462,72324.11205976411,75074.41542585197
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,CED,MJ,657351.6532314729,46390.75773966786,664235.423708058,610720.2408651835,698131.8606926651
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,Food_price,USD,1191086.052248468,79388.71364584226,1220258.439264728,1107189.3416304179,1250186.2339026972
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,FL,mrh-eq,28109.026629823198,1983.7160799272256,28403.383670972697,26115.019912799296,29852.829861870025
oil,Male,OTH,20-34,8,3785306,g/day,CED,MJ,170582.65246179444,1640.0286830440305,169670.2597579906,169605.1438414887,172335.69488033344
oil,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,134456.37610747234,1212.9476958186287,134449.777577628,133306.89295983317,135611.46800547917
