Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,10644398.837407421,196347.45391836757,10751639.2276044,10434477.309362965,10763166.033784445
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,22773266.444291998,427489.42993478745,22703589.42627015,22400830.41381797,23204927.9400846
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,489775.344186998,9034.436166103786,494709.742063456,480116.3310082628,495240.11917074386
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,5896018.39340832,14233.905040320307,5893768.94118738,5883579.443406698,5910369.3777977405
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,4104362.7971004574,48579.0815782156,4082248.137069976,4071349.2297857646,4156173.8254410587
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,314322.1895928457,758.822632529253,314202.269216027,313659.05767230835,315087.2538336789
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,32458296.497429732,760175.4386434744,32279819.2377055,31827068.411877833,33241230.25374723
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3852337.4103480196,104720.31112952752,3861918.9348642277,3749093.773874679,3947436.7509825835
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,846002.4663928869,19813.433401677543,841350.583262369,829549.9542508617,866409.0791958525
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,3288181.5692732036,67792.49135518238,3289640.26249558,3223169.9403664656,3351953.308940921
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,6061187.476239284,96853.33097170154,6021534.22800892,5992007.220056383,6164072.993417991
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,129251.5175630716,2664.7805793083994,129308.8557327191,126696.04685124574,131758.25083069707
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1606002.2724926586,32550.208139416514,1588315.5888535348,1586234.0617365744,1640804.1643419978
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,1199700.0353336646,30359.260728735786,1186063.271940304,1178925.9799337334,1232065.3396179527
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,82733.75209209496,1676.835018777952,81822.6165821436,81715.3860063112,84526.58336133738
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,7300641.917157424,179631.85299615297,7222619.91052344,7175683.972400126,7491918.567553606
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,814005.3255738616,11547.200402746037,811639.905577132,804214.7901027929,825806.4680421505
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,191284.47363418958,4706.542909268459,189240.2152470207,188010.44445147656,196296.12244599612
