Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-5762918.783747253,196347.4539183704,-5870159.173944229,-5881685.980124284,-5552997.255702792
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-12286161.724091686,427489.42993479164,-12216484.70606988,-12717823.21988428,-11913725.693617627
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-265166.2695043277,9034.436166104373,-270100.66738078604,-270631.0444880739,-255507.25632559185
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-394161.507574346,14233.90504031795,-391912.055353412,-408512.49196376256,-381722.5575727233
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-266679.85134070256,48579.081578212536,-244565.1913102222,-318490.8796813011,-233666.28402601226
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-21013.114248845788,758.8226325296414,-20893.19387202693,-21778.17848967942,-20349.982328308186
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-16501546.08324059,760175.4386435251,-16323068.82351638,-17284479.83955813,-15870317.997688629
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-1963783.919877551,104720.31112952327,-1973365.444393763,-2058883.2605121087,-1860540.283404213
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-430101.08946484304,19813.433401677525,-425449.206334325,-450507.70226780855,-413648.57732281776
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-2006880.3341528873,67792.49135518688,-2008339.027375261,-2070652.0738206108,-1941868.7052461465
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-3705446.152857278,96853.33097170225,-3665792.9046269143,-3808331.6700359876,-3636265.896674378
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-78886.25469489487,2664.7805793083835,-78943.5928645423,-81392.98796252038,-76330.78398306906
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-230439.25509743294,32550.208139416212,-212752.5714583093,-265241.14694677206,-210671.0443413489
