Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-5536304.523163769,-5882292.654133759,-5870159.173944229
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-11897791.00875172,-12216484.70606988,-12744209.45745346
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-254739.182059529,-270658.959072668,-270100.66738078604
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-409386.199153781,-381186.268215845,-391912.055353412
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-244565.1913102222,-233092.6573268433,-322381.7053850421
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-21824.756627450603,-20321.39224705983,-20893.19387202693
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-16323068.82351638,-15846489.006855588,-17335080.4193498
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-1973365.444393763,-1854602.117036342,-2063384.198202548
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-425449.206334325,-413027.49158537004,-451826.570474834
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-2073931.7078440501,-1938370.267239351,-2008339.027375261
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-3815833.7103206757,-3634711.8436242444,-3665792.9046269143
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-81521.9034939929,-76193.26772614941,-78943.5928645423
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-268003.703551428,-212752.5714583093,-210561.4902825615
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-205618.416106886,-157195.1869725192,-149682.2480182341
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-13806.30174014186,-10960.02091993799,-10847.14662958805
