Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-3818866.40534895,130111.96646729433,-3889930.52038988,-3897568.8950631632,-3679759.417849946
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-8141570.620627304,283280.93521356676,-8095398.31917152,-8427616.224708008,-7894771.472784016
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-175715.56991183752,5986.776156434092,-178985.40712248388,-179336.86779600632,-169314.91039861934
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-328728.51287392975,11870.997919322734,-326852.4821881352,-340697.15432154696,-318354.49750923796
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-222409.51807841007,40514.684810959254,-203966.01417243588,-265619.6285777503,-194876.3858991479
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-17524.820828858217,632.8538701346812,-17424.80789918999,-18162.880165727438,-16971.772482206983
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-12912862.728386488,594855.8419422512,-12773199.91477303,-13525527.5095985,-12418911.338745913
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-1536708.8670161555,81946.2004146903,-1544206.643902178,-1611126.4231032976,-1455918.2005758944
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-336564.604284541,15504.495421415508,-332924.392149881,-352533.27707112563,-323690.1118124174
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-1326982.4085293266,44825.51447028833,-1327946.920569526,-1369149.3356052747,-1283995.646219209
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-2450102.169479769,64041.02139013036,-2423882.787114377,-2518131.771975335,-2404359.0419947873
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-52160.89393744323,1761.996911901332,-52198.80688181,-53818.38735765675,-50471.17451451797
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-192501.2293845646,27191.352796691586,-177726.3667300767,-221573.56327608784,-175987.52874935608
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-142707.28504867977,25361.10877036655,-131315.5900141749,-169744.17536277467,-125353.33551391399
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-9916.766160365987,1400.771767177217,-9155.63409661496,-11414.437306986907,-9066.057267933436
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-2709682.7111926065,139065.13447096985,-2649280.61288278,-2857762.868830749,-2612944.337117817
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-301763.5331491406,8939.46674816865,-299932.3019702658,-310899.59357990813,-294184.0192204166
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-70996.52838855507,3643.6523459165564,-69413.93007559821,-74876.383794545,-68461.88154857847
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,-1492790.2822782397,58098.38676575146,-1488993.177527243,-1549509.0394108528,-1439299.0641839737
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,-2301446.7307472127,81726.63539600167,-2272044.647249737,-2387718.426263148,-2240166.806204132
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,-64707.30541315907,2518.364502430852,-64542.714030347095,-67165.86773367037,-62388.64576803794
