age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,CED,MJ,-4495304.421430247,-4475928.475322338,-4235857.688708047,-4398491.689179747,152129.8571711639,0,0,0,0,0,-4495304.421430247,-4475928.475322338,-4235857.688708047,-4398491.689179747,152129.8571711639,-113534816.11864099,-113302015.0982453,-104521540.40819809,-110302831.35450792,5408349.468739442,-3310997.612939828,-3299646.0316068362,-3123178.504288887,-3241710.6119629913,110856.36949494637,-1184306.8084904188,-1176282.4437155016,-1112679.1844191602,-1156781.0772167563,41308.87539253689,9706392.55119315,9946463.33780744,9965839.28391535,9869026.551664852,152129.857171164,5470534.862485102,5470534.862485102,5470534.862485102,5470534.862485102,0,7277159.310824707,7453626.838142655,7464978.419475647,7395691.41849881,110856.36949494599,4153980.8065358186,4153980.8065358186,4153980.8065358186,4153980.806535819,0,2429233.2403684435,2492836.499664786,2500860.8644397026,2473335.13316604,41308.875392537135,1316554.0559492838,1316554.0559492838,1316554.0559492838,1316554.0559492838,0,-3310997.612939828,-3299646.0316068362,-3123178.504288887,-3241710.6119629913,110856.36949494637,-1184306.8084904188,-1176282.4437155016,-1112679.1844191602,-1156781.0772167563,41308.87539253689,0,0,0,0,0,0,0,0,0,0,2429233.2403684435,2492836.499664786,2500860.8644397026,2473335.13316604,41308.875392537135,1316554.0559492838,1316554.0559492838,1316554.0559492838,1316554.0559492838,0
20-34,Female,HIS,FL,mrh-eq,-144140.47140747015,-143515.24599781318,-134758.32004159348,-140662.01773586133,5521.709413008085,0,0,0,0,0,-144140.47140747015,-143515.24599781318,-134758.32004159348,-140662.01773586133,5521.709413008085,-113534816.11864099,-113302015.0982453,-104521540.40819809,-110302831.35450792,5408349.468739442,-104685.82079310264,-104365.37654810502,-97962.55404375031,-102231.20873780428,3992.169998419726,-39454.650614367514,-39149.86944970816,-36795.76599784316,-38430.80899805706,1531.7123004828127,325858.5020344297,334615.42799064936,335240.65340030636,331762.19972869754,5521.709413008077,191100.1819928362,191100.1819928362,191100.1819928362,191100.1819928362,0,243347.12993221407,249749.95243656877,250070.3966815664,247615.78462626805,3992.169998419726,145384.57588846373,145384.57588846373,145384.57588846373,145384.57588846373,0,82511.37210221562,84865.47555408064,85170.25671873998,84146.41510242953,1531.712300482821,45715.60610437248,45715.60610437248,45715.60610437248,45715.60610437248,0,-104685.82079310264,-104365.37654810502,-97962.55404375031,-102231.20873780428,3992.169998419726,-39454.650614367514,-39149.86944970816,-36795.76599784316,-38430.80899805706,1531.7123004828127,0,0,0,0,0,0,0,0,0,0,82511.37210221562,84865.47555408064,85170.25671873998,84146.41510242953,1531.712300482821,45715.60610437248,45715.60610437248,45715.60610437248,45715.60610437248,0
20-34,Female,HIS,Food_price,USD,-1936713.642577203,-1925530.7391848247,-1780738.7170795992,-1878650.346654001,91582.94443544405,0,0,0,0,0,-1936713.642577203,-1925530.7391848247,-1780738.7170795992,-1878650.346654001,91582.94443544405,-113534816.11864099,-113302015.0982453,-104521540.40819809,-110302831.35450792,5408349.468739442,-1359929.0358833945,-1354771.0880675577,-1250475.478336539,-1319985.9435359149,65008.35928135744,-576784.6066938085,-570759.6511172669,-530263.2387430603,-558664.4031180862,26631.430485994882,4630933.161562721,4775725.183667947,4786908.087060325,4728844.791137123,91582.94443544418,2850194.4444831223,2850194.4444831223,2850194.4444831223,2850194.4444831223,0,3411136.660582502,3515432.270313521,3520590.2181293583,3480647.1257818784,65008.359281357516,2160661.1822459633,2160661.1822459633,2160661.1822459633,2160661.1822459633,0,1219796.5009802193,1260292.9133544257,1266317.8689309675,1248197.6653552451,26631.430485994788,689533.2622371591,689533.2622371591,689533.2622371591,689533.2622371591,0,-1359929.0358833945,-1354771.0880675577,-1250475.478336539,-1319985.9435359149,65008.35928135744,-576784.6066938085,-570759.6511172669,-530263.2387430603,-558664.4031180862,26631.430485994882,0,0,0,0,0,0,0,0,0,0,1219796.5009802193,1260292.9133544257,1266317.8689309675,1248197.6653552451,26631.430485994788,689533.2622371591,689533.2622371591,689533.2622371591,689533.2622371591,0
20-34,Female,NHB,CED,MJ,-2874787.704659061,-2838072.7614254886,-2706169.8119703596,-2804673.4609968723,93340.95292705456,0,0,0,0,0,-2874787.704659061,-2838072.7614254886,-2706169.8119703596,-2804673.4609968723,93340.95292705456,-87787608.60971689,-83837675.51884194,-80086926.9362167,-83907564.81998219,4053442.2654415513,-2115835.0783347646,-2087045.2224271586,-1995090.140676118,-2064881.9852891115,66385.27803678054,-758952.6263242966,-751027.5389983301,-711079.6712942417,-739791.475707761,27009.997692579138,5765594.147802977,5897497.097258106,5934212.040491679,5864097.796829489,93340.95292705482,3059424.3358326172,3059424.3358326172,3059424.3358326172,3059424.335832617,0,4324613.111532921,4416568.193283962,4445358.049191568,4394404.956145915,66385.27803678054,2329522.970856804,2329522.970856804,2329522.970856804,2329522.970856804,0,1440981.0362700545,1480928.9039741429,1488853.9913001095,1469692.8406835739,27009.997692579196,729901.3649758128,729901.3649758128,729901.3649758128,729901.3649758128,0,-2115835.0783347646,-2087045.2224271586,-1995090.140676118,-2064881.9852891115,66385.27803678054,-758952.6263242966,-751027.5389983301,-711079.6712942417,-739791.475707761,27009.997692579138,0,0,0,0,0,0,0,0,0,0,1440981.0362700545,1480928.9039741429,1488853.9913001095,1469692.8406835739,27009.997692579196,729901.3649758128,729901.3649758128,729901.3649758128,729901.3649758128,0
20-34,Female,NHB,FL,mrh-eq,-91576.23584363563,-89571.51262837909,-85139.72289348172,-88719.91034078582,3466.9891456737446,0,0,0,0,0,-91576.23584363563,-89571.51262837909,-85139.72289348172,-88719.91034078582,3466.9891456737446,-87787608.60971689,-83837675.51884194,-80086926.9362167,-83907564.81998219,4053442.2654415513,-66663.14216583295,-65071.73865395768,-62044.83742595844,-64568.05524479137,2469.5162666651995,-24913.093677802673,-24499.773974421416,-23094.885467523294,-24151.855095994444,1003.2657652598219,187347.22972464672,191779.0194595441,193783.74267480063,190927.4171719508,3466.9891456737487,102207.506831165,102207.506831165,102207.506831165,102207.506831165,0,140042.05836678302,143068.95959478227,144660.36310665758,142565.27618561598,2469.5162666652077,77997.22094082463,77997.22094082463,77997.22094082463,77997.22094082463,0,47305.17135786366,48710.05986476179,49123.37956814305,48362.14098633482,1003.265765259826,24210.28589034037,24210.28589034037,24210.28589034037,24210.28589034037,0,-66663.14216583295,-65071.73865395768,-62044.83742595844,-64568.05524479137,2469.5162666651995,-24913.093677802673,-24499.773974421416,-23094.885467523294,-24151.855095994444,1003.2657652598219,0,0,0,0,0,0,0,0,0,0,47305.17135786366,48710.05986476179,49123.37956814305,48362.14098633482,1003.265765259826,24210.28589034037,24210.28589034037,24210.28589034037,24210.28589034037,0
20-34,Female,NHB,Food_price,USD,-1454544.9351527635,-1396342.9851956705,-1311966.0622908024,-1387158.7841613635,75461.8492327047,0,0,0,0,0,-1454544.9351527635,-1396342.9851956705,-1311966.0622908024,-1387158.7841613635,75461.8492327047,-87787608.60971689,-83837675.51884194,-80086926.9362167,-83907564.81998219,4053442.2654415513,-1022499.4677980182,-976264.1721820106,-920931.9620269914,-973072.2723437609,53528.005062074444,-432045.46735474514,-420078.81301366,-391034.10026381083,-414086.51181760244,22199.999107865326,3004110.1526593184,3088487.0755641866,3146689.025521279,3079302.8745298795,75461.8492327046,1692144.0903685156,1692144.0903685156,1692144.0903685156,1692144.0903685156,0,2206477.4095292245,2261809.6196842436,2308044.915300251,2258617.719845994,53528.00506207415,1285545.4475022329,1285545.4475022329,1285545.4475022329,1285545.4475022329,0,797632.7431300936,826677.4558799426,838644.1102210276,820685.154683885,22199.99910786524,406598.6428662826,406598.6428662826,406598.6428662826,406598.64286628255,0,-1022499.4677980182,-976264.1721820106,-920931.9620269914,-973072.2723437609,53528.005062074444,-432045.46735474514,-420078.81301366,-391034.10026381083,-414086.51181760244,22199.999107865326,0,0,0,0,0,0,0,0,0,0,797632.7431300936,826677.4558799426,838644.1102210276,820685.154683885,22199.99910786524,406598.6428662826,406598.6428662826,406598.6428662826,406598.64286628255,0
20-34,Female,NHW,CED,MJ,-13975402.807220187,-13445830.720038544,-13084465.841080032,-13504850.793099292,471691.6862618811,0,0,0,0,0,-13975402.807220187,-13445830.720038544,-13084465.841080032,-13504850.793099292,471691.6862618811,-360476744.2861383,-342038305.4953257,-341205867.6729596,-348215849.6947806,11467048.324171463,-10572985.297177479,-10167110.139291769,-9834791.237431578,-10192919.351932302,389165.5884681072,-3402417.5100427074,-3278720.5807467764,-3249674.603648453,-3311931.4411669895,85381.11242823805,28578676.975837436,28940041.854795955,29469613.94197759,28999061.9278567,471691.68626188074,15494211.134757405,15494211.134757405,15494211.134757405,15494211.134757405,0,21800596.62182315,22132915.52368334,22538790.68156905,22158724.736323874,389165.5884681063,11965805.38439157,11965805.38439157,11965805.38439157,11965805.38439157,0,6778080.354014287,6807126.331112611,6930823.260408541,6840337.191532824,85381.11242823752,3528405.750365834,3528405.750365834,3528405.750365834,3528405.750365834,0,-10572985.297177479,-10167110.139291769,-9834791.237431578,-10192919.351932302,389165.5884681072,-3402417.5100427074,-3278720.5807467764,-3249674.603648453,-3311931.4411669895,85381.11242823805,0,0,0,0,0,0,0,0,0,0,6778080.354014287,6807126.331112611,6930823.260408541,6840337.191532824,85381.11242823752,3528405.750365834,3528405.750365834,3528405.750365834,3528405.750365834,0
20-34,Female,NHW,FL,mrh-eq,-434408.3413152326,-416399.79703058954,-414959.2736116717,-422213.13768523,11407.41371340705,0,0,0,0,0,-434408.3413152326,-416399.79703058954,-414959.2736116717,-422213.13768523,11407.41371340705,-360476744.2861383,-342038305.4953257,-341205867.6729596,-348215849.6947806,11467048.324171463,-323329.5436855794,-309600.58237270574,-306190.98450141924,-313221.4116504556,9549.791248347889,-111182.43312714632,-108871.92460774555,-106902.85015537689,-108991.72603477437,2254.800326290792,958554.4634477295,959994.9868666471,978003.5311512903,965808.3275212877,11407.413713407042,543595.1898360577,543595.1898360577,543595.1898360577,543595.1898360577,0,725449.7017137059,728859.2995849925,742588.2608978662,732480.1288627423,9549.791248347912,419258.71721228666,419258.71721228666,419258.71721228666,419258.7172122866,0,231239.3227791479,233208.39723151657,235518.90575091733,233328.19865854536,2254.800326290791,124336.47262377101,124336.47262377101,124336.47262377101,124336.47262377101,0,-323329.5436855794,-309600.58237270574,-306190.98450141924,-313221.4116504556,9549.791248347889,-111182.43312714632,-108871.92460774555,-106902.85015537689,-108991.72603477437,2254.800326290792,0,0,0,0,0,0,0,0,0,0,231239.3227791479,233208.39723151657,235518.90575091733,233328.19865854536,2254.800326290791,124336.47262377101,124336.47262377101,124336.47262377101,124336.47262377101,0
20-34,Female,NHW,Food_price,USD,-6474405.064045473,-6339377.718868757,-6053212.377590632,-6286346.843043703,226387.6938476132,0,0,0,0,0,-6474405.064045473,-6339377.718868757,-6053212.377590632,-6286346.843043703,226387.6938476132,-360476744.2861383,-342038305.4953257,-341205867.6729596,-348215849.6947806,11467048.324171463,-4515109.03063616,-4464023.706872055,-4252636.668883525,-4407777.491354713,146479.73322964343,-1959296.0334093138,-1875354.011996701,-1800575.7087071068,-1878569.3516889883,83583.4095270039,14819818.685271196,15105984.026549319,15241011.371726036,15052953.150724264,226387.69384761268,8766606.307680564,8766606.307680564,8766606.307680564,8766606.307680564,0,10857655.841557337,11069042.879545867,11120128.203309974,11012796.664028525,146479.73322964343,6605019.172673812,6605019.172673812,6605019.172673812,6605019.172673811,0,3962162.8437138563,4036941.1470034504,4120883.1684160642,4040156.486695738,83583.40952700438,2161587.1350067505,2161587.1350067505,2161587.1350067505,2161587.1350067505,0,-4515109.03063616,-4464023.706872055,-4252636.668883525,-4407777.491354713,146479.73322964343,-1959296.0334093138,-1875354.011996701,-1800575.7087071068,-1878569.3516889883,83583.4095270039,0,0,0,0,0,0,0,0,0,0,3962162.8437138563,4036941.1470034504,4120883.1684160642,4040156.486695738,83583.40952700438,2161587.1350067505,2161587.1350067505,2161587.1350067505,2161587.1350067505,0
20-34,Female,OTH,CED,MJ,-2107912.0255624023,-2101096.648734752,-1835825.8143909792,-2010410.5232904989,163325.30812498363,0,0,0,0,0,-2107912.0255624023,-2101096.648734752,-1835825.8143909792,-2010410.5232904989,163325.30812498363,-62321899.707900666,-56381734.7408607,-49199815.88469655,-55946031.621869765,6916659.964913974,-1576758.3210249897,-1570184.363859618,-1376540.7566072377,-1504545.8901448783,119732.03124625125,-537381.6639572384,-523992.3299642162,-458939.0600381957,-505864.6331456204,44169.66428778158,5004587.077776277,5269857.91212005,5276673.2889477005,5179171.786675797,163325.30812498377,3168761.2633852977,3168761.2633852977,3168761.2633852977,3168761.2633852977,0,3812273.282467116,4005916.889719497,4012490.8468848686,3940278.416004757,119732.03124625151,2435732.525859879,2435732.525859879,2435732.525859879,2435732.525859879,0,1191967.797563615,1257021.0674896354,1270410.4014826578,1238893.3706710394,44169.66428778154,733028.7375254191,733028.7375254191,733028.7375254191,733028.737525419,0,-1576758.3210249897,-1570184.363859618,-1376540.7566072377,-1504545.8901448783,119732.03124625125,-537381.6639572384,-523992.3299642162,-458939.0600381957,-505864.6331456204,44169.66428778158,0,0,0,0,0,0,0,0,0,0,1191967.797563615,1257021.0674896354,1270410.4014826578,1238893.3706710394,44169.66428778154,733028.7375254191,733028.7375254191,733028.7375254191,733028.737525419,0
