age_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,CED,MJ,-40573928.76554634,-40550516.852826595,-40038458.36167201,-40379061.913024895,318549.5085090919,0,0,0,0,0,-40573928.76554634,-40550516.852826595,-40038458.36167201,-40379061.913024895,318549.5085090919,-1004735860.287644,-996060138.4640996,-984518272.4781973,-995054473.8457284,10676418.180160515,-30208987.679149926,-30179892.366393857,-29805494.796204813,-30058733.67957527,236871.96083762232,-10392505.06690216,-10339997.841426348,-10231432.233216876,-10320328.233449625,86469.65080605107,92495309.0904064,93007367.581561,93030779.49428076,92835912.64175929,318549.5085091094,52456850.728734404,52456850.728734404,52456850.728734404,52456850.728734404,0,69878354.13305739,70252751.70324641,70281847.01600249,70131593.01642783,236871.96083761423,40072859.33685257,40072859.33685257,40072859.33685257,40072859.33685257,0,22615423.625098713,22723989.23330818,22776496.45878399,22704319.62533146,86469.65080604883,12383991.391881831,12383991.391881831,12383991.391881831,12383991.391881831,0,-30208987.679149926,-30179892.366393857,-29805494.796204813,-30058733.67957527,236871.96083762232,-10392505.06690216,-10339997.841426348,-10231432.233216876,-10320328.233449625,86469.65080605107,0,0,0,0,0,0,0,0,0,0,22615423.625098713,22723989.23330818,22776496.45878399,22704319.62533146,86469.65080604883,12383991.391881831,12383991.391881831,12383991.391881831,12383991.391881831,0
20-34,FL,mrh-eq,-1248475.8854457815,-1247891.8047625618,-1233798.650340126,-1243151.7788891525,8747.820012472024,0,0,0,0,0,-1248475.8854457815,-1247891.8047625618,-1233798.650340126,-1243151.7788891525,8747.820012472024,-1004735860.287644,-996060138.4640996,-984518272.4781973,-995054473.8457284,10676418.180160515,-916802.1769564073,-915294.5043183955,-905448.1119637855,-912368.637751168,6490.838931546181,-333102.0299359116,-331010.27661467995,-328271.1871848661,-330783.1411379844,2550.146540309165,3046960.840017819,3061053.994440254,3061638.0751234735,3056313.9685668447,8747.820012471622,1813162.1896776923,1813162.1896776923,1813162.1896776923,1813162.1896776923,0,2293738.9489938742,2303585.341348485,2305093.013986496,2300659.4747812566,6490.838931546135,1388290.8370300892,1388290.8370300892,1388290.8370300892,1388290.8370300892,0,753142.53983247,755881.6292622839,757973.3825835156,755654.4937855884,2550.1465403092534,424871.3526476039,424871.3526476039,424871.3526476039,424871.3526476039,0,-916802.1769564073,-915294.5043183955,-905448.1119637855,-912368.637751168,6490.838931546181,-333102.0299359116,-331010.27661467995,-328271.1871848661,-330783.1411379844,2550.146540309165,0,0,0,0,0,0,0,0,0,0,753142.53983247,755881.6292622839,757973.3825835156,755654.4937855884,2550.1465403092534,424871.3526476039,424871.3526476039,424871.3526476039,424871.3526476039,0
20-34,Food_price,USD,-17149348.0914484,-17072103.27987604,-16856515.31016865,-17023561.820881292,159752.79344005167,0,0,0,0,0,-17149348.0914484,-17072103.27987604,-16856515.31016865,-17023561.820881292,159752.79344005167,-1004735860.287644,-996060138.4640996,-984518272.4781973,-995054473.8457284,10676418.180160515,-11943728.6751897,-11926810.261552576,-11759438.163209617,-11874019.494989127,107229.56692971378,-5205619.4162587,-5145293.018323459,-5097077.146959034,-5149542.325892166,57245.91581877632,45185266.288010746,45400854.25771812,45478099.06929052,45352312.79872339,159752.79344005545,28328750.977842096,28328750.977842096,28328750.977842096,28328750.977842096,0,33162652.686516203,33330024.78485917,33346943.19849629,33277234.018295716,107229.56692971746,21403214.52330659,21403214.52330659,21403214.52330659,21403214.52330659,0,12022613.60149453,12070829.472858956,12131155.870794198,12075078.780427665,57245.91581877721,6925536.454535501,6925536.454535501,6925536.454535501,6925536.454535502,0,-11943728.6751897,-11926810.261552576,-11759438.163209617,-11874019.494989127,107229.56692971378,-5205619.4162587,-5145293.018323459,-5097077.146959034,-5149542.325892166,57245.91581877632,0,0,0,0,0,0,0,0,0,0,12022613.60149453,12070829.472858956,12131155.870794198,12075078.780427665,57245.91581877721,6925536.454535501,6925536.454535501,6925536.454535501,6925536.454535502,0
35-44,CED,MJ,-29888094.31585975,-29796327.741112005,-27553498.328736804,-29041568.85071641,1391773.9665048285,0,0,0,0,0,-29888094.31585975,-29796327.741112005,-27553498.328736804,-29041568.85071641,1391773.9665048285,-763895883.6898966,-753077172.6720926,-696834032.2318808,-737138776.3835284,37898701.7312755,-22020582.058456816,-22009624.504028935,-20336615.98951732,-21426448.728560958,1020095.3442454454,-7867512.257402928,-7786703.23708307,-7216882.339219501,-7615120.122155453,373287.4701026495,63210810.06412543,65453639.476500615,65545406.05124837,64698880.58610503,1391773.9665048202,35657311.735388614,35657311.735388614,35657311.735388614,35657311.735388614,0,47482494.76934195,49155503.28385357,49166460.83828145,48572327.50838559,1020095.3442454475,27145878.779824637,27145878.779824637,27145878.779824637,27145878.779824633,0,15728315.294783486,16298136.192647055,16378945.212966908,16126553.077719435,373287.47010264837,8511432.955563987,8511432.955563987,8511432.955563987,8511432.955563987,0,-22020582.058456816,-22009624.504028935,-20336615.98951732,-21426448.728560958,1020095.3442454454,-7867512.257402928,-7786703.23708307,-7216882.339219501,-7615120.122155453,373287.4701026495,0,0,0,0,0,0,0,0,0,0,15728315.294783486,16298136.192647055,16378945.212966908,16126553.077719435,373287.47010264837,8511432.955563987,8511432.955563987,8511432.955563987,8511432.955563987,0
35-44,FL,mrh-eq,-973062.5014710927,-960682.5531068608,-891400.4778881257,-940716.8945614211,46327.660288515006,0,0,0,0,0,-973062.5014710927,-960682.5531068608,-891400.4778881257,-940716.8945614211,46327.660288515006,-763895883.6898966,-753077172.6720926,-696834032.2318808,-737138776.3835284,37898701.7312755,-704887.10403119,-697994.2060058177,-646742.1008830187,-682429.5719365452,33439.71495471413,-268175.3974399027,-262688.34710104315,-244658.37700510694,-258287.32262487593,12950.918021572905,2138078.765558976,2207360.840777712,2219740.7891419437,2187395.182232272,46327.66028851517,1246678.287670851,1246678.287670851,1246678.287670851,1246678.287670851,0,1595051.9943158573,1646304.0994386561,1653196.9974640284,1630739.4653693836,33439.714954714,948309.8934328383,948309.8934328383,948309.8934328383,948309.8934328383,0,543026.7712431198,561056.7413390563,566543.7916779158,556655.716862889,12950.91802157298,298368.3942380131,298368.3942380131,298368.3942380131,298368.3942380131,0,-704887.10403119,-697994.2060058177,-646742.1008830187,-682429.5719365452,33439.71495471413,-268175.3974399027,-262688.34710104315,-244658.37700510694,-258287.32262487593,12950.918021572905,0,0,0,0,0,0,0,0,0,0,543026.7712431198,561056.7413390563,566543.7916779158,556655.716862889,12950.91802157298,298368.3942380131,298368.3942380131,298368.3942380131,298368.3942380131,0
35-44,Food_price,USD,-12587140.855213786,-12092347.255456954,-11383605.744062511,-12017277.812777089,636766.9957314047,0,0,0,0,0,-12587140.855213786,-12092347.255456954,-11383605.744062511,-12017277.812777089,636766.9957314047,-763895883.6898966,-753077172.6720926,-696834032.2318808,-737138776.3835284,37898701.7312755,-8660225.072078848,-8336460.513905206,-7836127.795553789,-8274506.773491952,437041.3072254095,-3926915.7831349387,-3755886.741551751,-3547477.948508723,-3742771.03928514,200026.88112442082,27849127.242957067,28557868.75435151,29052662.35410835,28482799.31167165,636766.9957314084,16465521.498894561,16465521.498894561,16465521.498894561,16465521.498894563,0,20135804.090517584,20636136.808869008,20959901.367042642,20574183.06845575,437041.307225409,12299676.294963798,12299676.294963798,12299676.294963798,12299676.294963798,0,7713323.152439484,7921731.945482514,8092760.987065702,7908616.243215903,200026.88112442178,4165845.203930762,4165845.203930762,4165845.203930762,4165845.203930762,0,-8660225.072078848,-8336460.513905206,-7836127.795553789,-8274506.773491952,437041.3072254095,-3926915.7831349387,-3755886.741551751,-3547477.948508723,-3742771.03928514,200026.88112442082,0,0,0,0,0,0,0,0,0,0,7713323.152439484,7921731.945482514,8092760.987065702,7908616.243215903,200026.88112442178,4165845.203930762,4165845.203930762,4165845.203930762,4165845.203930762,0
45-54,CED,MJ,-29499260.639140896,-29369915.013817403,-27700331.986335043,-28829480.837621313,1056167.9259383248,0,0,0,0,0,-29499260.639140896,-29369915.013817403,-27700331.986335043,-28829480.837621313,1056167.9259383248,-768307487.0185395,-765620492.7353679,-694632782.1870672,-741655329.1335683,43981102.96626931,-21725360.34427574,-21636958.16827209,-20453103.936706327,-21252589.025969595,747783.6939824967,-7773900.294865163,-7732956.845545313,-7247228.049628715,-7576891.811651717,308390.65868057654,63411096.583576635,65080679.61105901,65210025.2363825,64540245.43486291,1056167.9259383352,35710764.59724158,35710764.59724158,35710764.59724158,35710764.59724158,0,47652381.96020608,48836236.19177183,48924638.367775485,48451867.04946933,747783.6939824937,27199278.023499735,27199278.023499735,27199278.023499735,27199278.02349974,0,15758714.623370552,16244443.419287153,16285386.868607,16088378.385393554,308390.6586805765,8511486.573741838,8511486.573741838,8511486.573741838,8511486.573741838,0,-21725360.34427574,-21636958.16827209,-20453103.936706327,-21252589.025969595,747783.6939824967,-7773900.294865163,-7732956.845545313,-7247228.049628715,-7576891.811651717,308390.65868057654,0,0,0,0,0,0,0,0,0,0,15758714.623370552,16244443.419287153,16285386.868607,16088378.385393554,308390.6586805765,8511486.573741838,8511486.573741838,8511486.573741838,8511486.573741838,0
45-54,FL,mrh-eq,-971845.6891230302,-966200.4473181533,-896474.0482603253,-943715.8307381705,44190.7301689079,0,0,0,0,0,-971845.6891230302,-966200.4473181533,-896474.0482603253,-943715.8307381705,44190.7301689079,-768307487.0185395,-765620492.7353679,-694632782.1870672,-741655329.1335683,43981102.96626931,-703626.8805666385,-699593.8755877482,-650413.4597996257,-683752.678812579,31186.587594588258,-268218.8085563913,-266606.5717304051,-246060.58846069968,-259963.1519255913,13004.178985326176,2165427.815641171,2235154.214698998,2240799.456503874,2212669.598119015,44190.73016890725,1268953.7673808448,1268953.7673808448,1268953.7673808448,1268953.7673808448,0,1617004.3010575231,1666184.7168456456,1670217.7218245356,1650343.5200704765,31186.58759458808,966590.8412578974,966590.8412578974,966590.8412578974,966590.8412578976,0,548423.5145836473,568969.4978533526,570581.7346793388,562326.0780485389,13004.178985326162,302362.92612294754,302362.92612294754,302362.92612294754,302362.92612294754,0,-703626.8805666385,-699593.8755877482,-650413.4597996257,-683752.678812579,31186.587594588258,-268218.8085563913,-266606.5717304051,-246060.58846069968,-259963.1519255913,13004.178985326176,0,0,0,0,0,0,0,0,0,0,548423.5145836473,568969.4978533526,570581.7346793388,562326.0780485389,13004.178985326162,302362.92612294754,302362.92612294754,302362.92612294754,302362.92612294754,0
45-54,Food_price,USD,-14482782.862933317,-14460105.25939144,-12782490.915516732,-13879425.70137992,1026508.921722573,0,0,0,0,0,-14482782.862933317,-14460105.25939144,-12782490.915516732,-13879425.70137992,1026508.921722573,-768307487.0185395,-765620492.7353679,-694632782.1870672,-741655329.1335683,43981102.96626931,-9958400.545009831,-9935193.78467605,-8786967.766195249,-9540450.18532622,704977.2002786916,-4524883.624357925,-4524354.467566021,-3995495.298964016,-4338975.516053705,321568.265617719,31502382.167333584,33179996.511208292,33202674.11475017,32599316.953196768,1026508.9217225735,18719891.251816843,18719891.251816843,18719891.251816843,18719891.251816843,0,22776014.570263315,23924240.58874412,23947447.3490779,23529496.98939429,704977.2002786921,13989046.804068068,13989046.804068068,13989046.804068068,13989046.804068068,0,8726339.746712793,9255198.915314797,9255728.072106699,9069819.96380248,321568.2656177187,4730844.447748777,4730844.447748777,4730844.447748777,4730844.447748777,0,-9958400.545009831,-9935193.78467605,-8786967.766195249,-9540450.18532622,704977.2002786916,-4524883.624357925,-4524354.467566021,-3995495.298964016,-4338975.516053705,321568.265617719,0,0,0,0,0,0,0,0,0,0,8726339.746712793,9255198.915314797,9255728.072106699,9069819.96380248,321568.2656177187,4730844.447748777,4730844.447748777,4730844.447748777,4730844.447748777,0
55-64,CED,MJ,-40577821.800540455,-38142694.8397094,-37211892.8741845,-38670528.17139577,1829567.0111091067,0,0,0,0,0,-40577821.800540455,-38142694.8397094,-37211892.8741845,-38670528.17139577,1829567.0111091067,-1085975686.6220605,-994066993.9417868,-947467588.3890735,-1009964989.4251413,74187760.18116768,-29809431.83429714,-28126355.030978102,-27459119.993633073,-28482790.7383374,1274938.911454342,-10768389.966243315,-10016339.808731293,-9752772.880551426,-10187737.433058366,554761.9804872624,83868629.00614998,84799430.97167486,87234557.9325059,85327264.30336122,1829567.011109088,46656736.13196544,46656736.13196544,46656736.13196544,46656736.131965436,0,62841981.39551746,63509216.432862505,65192293.23618156,63865652.14022181,1274938.9114543565,35382861.4018844,35382861.4018844,35382861.4018844,35382861.4018844,0,21026647.610632475,21290214.538812347,22042264.696324375,21461612.16313942,554761.9804872652,11273874.73008105,11273874.73008105,11273874.73008105,11273874.73008105,0,-29809431.83429714,-28126355.030978102,-27459119.993633073,-28482790.7383374,1274938.911454342,-10768389.966243315,-10016339.808731293,-9752772.880551426,-10187737.433058366,554761.9804872624,0,0,0,0,0,0,0,0,0,0,21026647.610632475,21290214.538812347,22042264.696324375,21461612.16313942,554761.9804872652,11273874.73008105,11273874.73008105,11273874.73008105,11273874.73008105,0
