age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,added_sugar,CED,MJ,-10387768.744867302,-10099031.641114268,-9962084.845171079,-10152291.39824053,228742.728653791,0,0,0,0,0,-10387768.744867302,-10099031.641114268,-9962084.845171079,-10152291.39824053,228742.728653791,-404325296.9380861,-393551257.89072204,-388967479.6512158,-395723279.22681254,8299044.791011269,-6878215.497202116,-6687222.068111723,-6596948.827534535,-6722562.485133901,151165.7913357317,-3509553.24766519,-3411809.5730025433,-3365136.017636542,-3429728.913106629,77577.09421506316,19486450.44766961,19623397.2436128,19912134.347365838,19676657.000739064,228742.72865379247,9524365.602498537,9524365.602498537,9524365.602498537,9524365.602498537,0,12903781.771286013,12994055.011863198,13185048.440953592,13029395.428885376,151165.7913357314,6306832.943751478,6306832.943751478,6306832.943751478,6306832.943751478,0,6582668.6763836015,6629342.231749603,6727085.906412248,6647261.571853689,77577.09421506265,3217532.6587470598,3217532.6587470598,3217532.6587470598,3217532.6587470598,0,-6878215.497202116,-6687222.068111723,-6596948.827534535,-6722562.485133901,151165.7913357317,-3509553.24766519,-3411809.5730025433,-3365136.017636542,-3429728.913106629,77577.09421506316,0,0,0,0,0,0,0,0,0,0,6582668.6763836015,6629342.231749603,6727085.906412248,6647261.571853689,77577.09421506265,3217532.6587470598,3217532.6587470598,3217532.6587470598,3217532.6587470598,0
20-34,added_sugar,FL,mrh-eq,-439963.98321429954,-428340.4228294918,-425611.48449271405,-431461.34284634446,8022.918234235366,0,0,0,0,0,-439963.98321429954,-428340.4228294918,-425611.48449271405,-431461.34284634446,8022.918234235366,-404325296.9380861,-393551257.89072204,-388967479.6512158,-395723279.22681254,8299044.791011269,-291339.3072738077,-283651.2248091178,-281860.0288953401,-285720.30780943786,5301.1212138640285,-148624.67594049196,-144689.198020374,-143751.45559737395,-145741.0350369066,2721.808365791766,829153.1329571648,831882.0712939423,843505.63167875,835002.991310795,8022.918234235322,403541.6484644505,403541.6484644505,403541.6484644505,403541.64846445044,0,549093.9952289407,550885.1911427184,558573.2736074083,552954.2741430384,5301.121213864017,267233.9663336006,267233.9663336006,267233.9663336006,267233.9663336006,0,280059.1377282239,280996.8801512239,284932.3580713419,282048.7171677565,2721.808365791738,136307.68213084995,136307.68213084995,136307.68213084995,136307.68213084995,0,-291339.3072738077,-283651.2248091178,-281860.0288953401,-285720.30780943786,5301.1212138640285,-148624.67594049196,-144689.198020374,-143751.45559737395,-145741.0350369066,2721.808365791766,0,0,0,0,0,0,0,0,0,0,280059.1377282239,280996.8801512239,284932.3580713419,282048.7171677565,2721.808365791738,136307.68213084995,136307.68213084995,136307.68213084995,136307.68213084995,0
20-34,added_sugar,Food_price,USD,-11795265.162182681,-11515031.967609482,-11441171.394583814,-11587443.41376651,196632.98012233296,0,0,0,0,0,-11795265.162182681,-11515031.967609482,-11441171.394583814,-11587443.41376651,196632.98012233296,-404325296.9380861,-393551257.89072204,-388967479.6512158,-395723279.22681254,8299044.791011269,-7810765.618635968,-7625456.209230399,-7576987.038644065,-7673470.328114341,129877.60569352638,-3984499.5435467134,-3889575.7583790817,-3864184.3559397473,-3913973.0856521684,66755.70141030914,22329133.47668884,22402994.04971451,22683227.24428771,22475405.49587154,196632.98012233368,10887962.082105026,10887962.082105026,10887962.082105026,10887962.082105026,0,14787260.482075106,14835729.652661437,15021039.062067008,14883743.77154538,129877.60569352566,7210273.44343104,7210273.44343104,7210273.44343104,7210273.443431039,0,7541872.994613733,7567264.3970530685,7662188.1822207,7591661.724326156,66755.70141030932,3677688.6386739872,3677688.6386739872,3677688.6386739872,3677688.6386739872,0,-7810765.618635968,-7625456.209230399,-7576987.038644065,-7673470.328114341,129877.60569352638,-3984499.5435467134,-3889575.7583790817,-3864184.3559397473,-3913973.0856521684,66755.70141030914,0,0,0,0,0,0,0,0,0,0,7541872.994613733,7567264.3970530685,7662188.1822207,7591661.724326156,66755.70141030932,3677688.6386739872,3677688.6386739872,3677688.6386739872,3677688.6386739872,0
20-34,oil,CED,MJ,-173987.92257483758,-77945.29245874958,-6187.7885907189175,-86466.38938789252,88623.6308538535,0,0,0,0,0,-173987.92257483758,-77945.29245874958,-6187.7885907189175,-86466.38938789252,88623.6308538535,-18419811.523610424,-8080960.998883181,-598080.6442831866,-9083055.795419058,9419919.760457538,-144660.64030511878,-64458.637574030465,-4606.710589870329,-71599.015029093,73971.51710891156,-29327.282269718748,-13486.65488471913,-1581.0780008485422,-14867.374358799492,14652.138075337922,10250219.521722438,10321977.025590468,10418019.655706558,10330498.122519612,88623.63085385389,10244031.733131718,10244031.733131718,10244031.733131718,10244031.733131718,0,8558880.297375735,8618732.224359896,8698934.227090983,8625872.601814957,73971.51710891169,8554273.586785864,8554273.586785864,8554273.586785864,8554273.586785864,0,1691339.2243467032,1703244.801230574,1719085.4286155738,1704625.5207046543,14652.138075338027,1689758.146345855,1689758.146345855,1689758.146345855,1689758.146345855,0,-144660.64030511878,-64458.637574030465,-4606.710589870329,-71599.015029093,73971.51710891156,-29327.282269718748,-13486.65488471913,-1581.0780008485422,-14867.374358799492,14652.138075337922,0,0,0,0,0,0,0,0,0,0,1691339.2243467032,1703244.801230574,1719085.4286155738,1704625.5207046543,14652.138075338027,1689758.146345855,1689758.146345855,1689758.146345855,1689758.146345855,0
20-34,oil,FL,mrh-eq,-9320.054083361762,-4189.804705751184,-581.5843084563214,-4723.849962002312,4622.390549212456,0,0,0,0,0,-9320.054083361762,-4189.804705751184,-581.5843084563214,-4723.849962002312,4622.390549212456,-18419811.523610424,-8080960.998883181,-598080.6442831866,-9083055.795419058,9419919.760457538,-7749.609276365507,-3465.641102231931,-456.2601997332059,-3912.864706314335,3858.094523127481,-1570.4448069962493,-724.1636035192514,-125.32410872311661,-810.9852556879754,764.2973282663779,533789.5169525077,537397.7373498026,542527.9867274131,537931.7826060537,4622.390549212483,533207.9326440514,533207.9326440514,533207.9326440514,533207.9326440514,0,445708.39797603124,448717.7788785299,453001.74705266353,449165.0024826123,3858.094523127475,445252.137776298,445252.137776298,445252.137776298,445252.137776298,0,88081.11897647657,88679.95847127271,89526.2396747497,88766.78012344142,764.297328266378,87955.79486775346,87955.79486775346,87955.79486775346,87955.79486775346,0,-7749.609276365507,-3465.641102231931,-456.2601997332059,-3912.864706314335,3858.094523127481,-1570.4448069962493,-724.1636035192514,-125.32410872311661,-810.9852556879754,764.2973282663779,0,0,0,0,0,0,0,0,0,0,88081.11897647657,88679.95847127271,89526.2396747497,88766.78012344142,764.297328266378,87955.79486775346,87955.79486775346,87955.79486775346,87955.79486775346,0
20-34,oil,Food_price,USD,-202042.53503604778,-98811.50756727747,-26184.765186501638,-109549.85321218782,93022.74263720884,0,0,0,0,0,-202042.53503604778,-98811.50756727747,-26184.765186501638,-109549.85321218782,93022.74263720884,-18419811.523610424,-8080960.998883181,-598080.6442831866,-9083055.795419058,9419919.760457538,-167993.5642385344,-81783.66175506108,-21227.758160750378,-90785.06487406552,77637.5157765547,-34048.970797513444,-17027.845812216263,-4957.007025751276,-18764.788338122296,15385.27194945601,11667902.726948809,11740529.469329584,11843760.496798357,11751267.814974496,93022.74263721051,11641717.961762307,11641717.961762307,11641717.961762307,11641717.961762307,0,9743250.707555648,9803806.611149957,9890016.51363343,9812808.014268963,77637.51577655443,9722022.949394897,9722022.949394897,9722022.949394897,9722022.949394897,0,1924652.0193931644,1936722.8581796295,1953743.9831649263,1938459.8007055353,15385.271949455751,1919695.012367413,1919695.012367413,1919695.012367413,1919695.0123674131,0,-167993.5642385344,-81783.66175506108,-21227.758160750378,-90785.06487406552,77637.5157765547,-34048.970797513444,-17027.845812216263,-4957.007025751276,-18764.788338122296,15385.27194945601,0,0,0,0,0,0,0,0,0,0,1924652.0193931644,1936722.8581796295,1953743.9831649263,1938459.8007055353,15385.271949455751,1919695.012367413,1919695.012367413,1919695.012367413,1919695.0123674131,0
20-34,sat_fat,CED,MJ,-30267309.5161288,-30169784.459079616,-29988240.45103348,-30140304.125396475,149080.8444796996,0,0,0,0,0,-30267309.5161288,-30169784.459079616,-29988240.45103348,-30140304.125396475,149080.8444796996,-592591571.9947451,-590963542.0031638,-587296612.9495314,-590248138.8234968,2854859.0264034416,-23370202.786411706,-23290167.97428049,-23137185.14677487,-23264572.179412276,124628.00570270183,-6897106.729717088,-6879616.484799124,-6851055.304258615,-6875731.945984196,24469.94307536848,62676693.84413763,62858237.85218377,62955762.90923295,62828757.518500626,149080.84447969994,32688453.39310415,32688453.39310415,32688453.39310415,32688453.39310415,0,48348937.9530901,48501920.78059571,48581955.59272694,48476324.98572751,124628.00570269702,25211752.806315232,25211752.806315232,25211752.806315232,25211752.806315232,0,14327755.891047537,14356317.071588045,14373807.31650601,14352432.532773117,24469.943075368406,7476700.58678892,7476700.58678892,7476700.58678892,7476700.58678892,0,-23370202.786411706,-23290167.97428049,-23137185.14677487,-23264572.179412276,124628.00570270183,-6897106.729717088,-6879616.484799124,-6851055.304258615,-6875731.945984196,24469.94307536848,0,0,0,0,0,0,0,0,0,0,14327755.891047537,14356317.071588045,14373807.31650601,14352432.532773117,24469.943075368406,7476700.58678892,7476700.58678892,7476700.58678892,7476700.58678892,0
20-34,sat_fat,FL,mrh-eq,-809840.2089389558,-807539.1990122733,-803606.2422309081,-806966.5860808057,3318.298595172978,0,0,0,0,0,-809840.2089389558,-807539.1990122733,-803606.2422309081,-806966.5860808057,3318.298595172978,-592591571.9947451,-590963542.0031638,-587296612.9495314,-590248138.8234968,2854859.0264034416,-625155.0954202823,-623252.689394213,-619876.1945155717,-622735.4652354158,2814.244899053872,-184685.11351867346,-184286.5096180602,-183730.0477153364,-184231.1208453898,504.9497579700873,1680018.8508000989,1683951.8075814645,1686252.8175081464,1683379.194649997,3318.2985951729556,876412.608569191,876412.608569191,876412.608569191,876412.608569191,0,1295680.927435762,1299057.4223144036,1300959.8283404727,1298540.1981556062,2814.2448990537782,675804.7329201902,675804.7329201902,675804.7329201902,675804.7329201902,0,384337.92336433695,384894.3852670607,385292.989167674,384838.99649439036,504.9497579700584,200607.87564900052,200607.87564900052,200607.87564900052,200607.87564900052,0,-625155.0954202823,-623252.689394213,-619876.1945155717,-622735.4652354158,2814.244899053872,-184685.11351867346,-184286.5096180602,-183730.0477153364,-184231.1208453898,504.9497579700873,0,0,0,0,0,0,0,0,0,0,384337.92336433695,384894.3852670607,385292.989167674,384838.99649439036,504.9497579700584,200607.87564900052,200607.87564900052,200607.87564900052,200607.87564900052,0
20-34,sat_fat,Food_price,USD,-5348167.638250502,-5321037.025099216,-5309671.269037556,-5326568.553902593,20819.85798019003,0,0,0,0,0,-5348167.638250502,-5321037.025099216,-5309671.269037556,-5326568.553902593,20819.85798019003,-592591571.9947451,-590963542.0031638,-587296612.9495314,-590248138.8234968,2854859.0264034416,-4127684.956916583,-4106059.767225925,-4094991.93164343,-4109764.102000719,17503.355252280948,-1220482.6813339186,-1214977.2578732907,-1214679.337394126,-1216804.4519018743,3439.9543946886356,11108742.203012308,11120107.95907397,11147238.572225258,11125639.487877348,20819.857980191453,5799070.933974754,5799070.933974754,5799070.933974754,5799070.933974754,0,8565910.062124083,8576977.89770658,8598603.087397238,8580682.232481373,17503.355252282527,4470918.130480655,4470918.130480655,4470918.130480655,4470918.130480655,0,2542832.140888226,2543130.0613673897,2548635.4848280186,2544957.2553959736,3439.954394689017,1328152.8034940998,1328152.8034940998,1328152.8034940998,1328152.8034940998,0,-4127684.956916583,-4106059.767225925,-4094991.93164343,-4109764.102000719,17503.355252280948,-1220482.6813339186,-1214977.2578732907,-1214679.337394126,-1216804.4519018743,3439.9543946886356,0,0,0,0,0,0,0,0,0,0,2542832.140888226,2543130.0613673897,2548635.4848280186,2544957.2553959736,3439.954394689017,1328152.8034940998,1328152.8034940998,1328152.8034940998,1328152.8034940998,0
35-44,added_sugar,CED,MJ,-8991122.51319301,-8460793.352134284,-8061859.377954818,-8506896.926477885,490712.88322687725,0,0,0,0,0,-8991122.51319301,-8460793.352134284,-8061859.377954818,-8506896.926477885,490712.88322687725,-355173094.87767893,-334170369.89255685,-318453678.404783,-336025118.48811764,19392645.00720179,-5956468.357900372,-5605639.159662269,-5341297.883530233,-5635985.798997731,324838.8048689897,-3034654.1552926376,-2855154.192472014,-2720561.4944245866,-2870911.127480153,165874.1808839665,14741441.03158451,15140375.005763972,15670704.166822696,15186478.580107572,490712.8832268764,6679581.653629689,6679581.653629689,6679581.653629689,6679581.653629688,0,9768164.848516127,10032506.124648161,10383335.322886266,10062852.763983624,324838.80486898933,4426866.964985892,4426866.964985892,4426866.964985892,4426866.964985892,0,4973276.183068384,5107868.881115811,5287368.843936434,5123625.81612395,165874.1808839658,2252714.6886437964,2252714.6886437964,2252714.6886437964,2252714.6886437964,0,-5956468.357900372,-5605639.159662269,-5341297.883530233,-5635985.798997731,324838.8048689897,-3034654.1552926376,-2855154.192472014,-2720561.4944245866,-2870911.127480153,165874.1808839665,0,0,0,0,0,0,0,0,0,0,4973276.183068384,5107868.881115811,5287368.843936434,5123625.81612395,165874.1808839658,2252714.6886437964,2252714.6886437964,2252714.6886437964,2252714.6886437964,0
