age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,added_sugar,CED,MJ,-6233790.199537969,-5900729.026676006,-5870306.617338318,-6006918.066509086,212262.83050195826,0,0,0,0,0,-6233790.199537969,-5900729.026676006,-5870306.617338318,-6006918.066509086,212262.83050195826,-247011023.7911992,-233646235.16509596,-232316428.93736017,-237869036.0066284,8555042.332757669,-4129298.72282896,-3908479.2592038373,-3888297.3693381473,-3978878.407891358,140734.25484023793,-2104491.476709009,-1992249.767472168,-1982009.2480001717,-2028039.6586177275,71528.5760340863,10812667.774809625,10843090.184147311,11176151.357009279,10949279.223980391,212262.83050195957,4942361.157471308,4942361.157471308,4942361.157471308,4942361.157471308,0,7162272.867404155,7182454.757269845,7403274.220894969,7252853.905957366,140734.25484023846,3273975.4980660086,3273975.4980660086,3273975.4980660086,3273975.4980660086,0,3650394.9074054696,3660635.4268774665,3772877.1361143077,3696425.318023026,71528.57603408638,1668385.6594052985,1668385.6594052985,1668385.6594052985,1668385.6594052985,0,-4129298.72282896,-3908479.2592038373,-3888297.3693381473,-3978878.407891358,140734.25484023793,-2104491.476709009,-1992249.767472168,-1982009.2480001717,-2028039.6586177275,71528.5760340863,0,0,0,0,0,0,0,0,0,0,3650394.9074054696,3660635.4268774665,3772877.1361143077,3696425.318023026,71528.57603408638,1668385.6594052985,1668385.6594052985,1668385.6594052985,1668385.6594052985,0
20-34,Female,added_sugar,FL,mrh-eq,-276857.5052866146,-261068.5182832693,-259729.6257186596,-266138.7268582643,10027.192966056393,0,0,0,0,0,-276857.5052866146,-261068.5182832693,-259729.6257186596,-266138.7268582643,10027.192966056393,-247011023.7911992,-233646235.16509596,-232316428.93736017,-237869036.0066284,8555042.332757669,-183399.022894637,-172931.90929970163,-172043.77331075887,-176292.95407373412,6647.585050939452,-93458.48239197764,-88136.60898356771,-87685.85240790073,-89845.77278453014,3379.607931243171,479798.21148456266,481137.10404917237,496926.0910525177,486207.31262416736,10027.192966056426,220068.58576590303,220068.58576590303,220068.58576590303,220068.58576590303,0,317829.07292396616,318717.20891290886,329184.32250784425,322078.2536869414,6647.585050939433,145785.29961320723,145785.29961320723,145785.29961320723,145785.29961320723,0,161969.13856059656,162419.8951362635,167741.76854467345,164129.058937226,3379.607931243183,74283.28615269581,74283.28615269581,74283.28615269581,74283.28615269581,0,-183399.022894637,-172931.90929970163,-172043.77331075887,-176292.95407373412,6647.585050939452,-93458.48239197764,-88136.60898356771,-87685.85240790073,-89845.77278453014,3379.607931243171,0,0,0,0,0,0,0,0,0,0,161969.13856059656,162419.8951362635,167741.76854467345,164129.058937226,3379.607931243183,74283.28615269581,74283.28615269581,74283.28615269581,74283.28615269581,0
20-34,Female,added_sugar,Food_price,USD,-7425173.586006244,-6970749.024847198,-6927456.433596099,-7115005.856393847,290221.7746724299,0,0,0,0,0,-7425173.586006244,-6970749.024847198,-6927456.433596099,-7115005.856393847,290221.7746724299,-247011023.7911992,-233646235.16509596,-232316428.93736017,-237869036.0066284,8555042.332757669,-4918831.76091148,-4617594.247105737,-4588881.703334377,-4713217.04360903,192392.47474299083,-2506341.8250947637,-2353154.7777414587,-2338574.730261722,-2401788.8127848157,97829.30030498635,12816102.927983295,12859395.519234393,13313820.08039344,13003652.350781044,290221.7746724298,5888646.494387196,5888646.494387196,5888646.494387196,5888646.494387197,0,8489956.640445014,8518669.184216373,8819906.698022116,8614291.980719665,192392.47474299106,3901074.937110636,3901074.937110636,3901074.937110636,3901074.937110636,0,4326146.287538281,4340726.335018018,4493913.382371323,4389360.370061376,97829.30030498677,1987571.5572765602,1987571.5572765602,1987571.5572765602,1987571.5572765602,0,-4918831.76091148,-4617594.247105737,-4588881.703334377,-4713217.04360903,192392.47474299083,-2506341.8250947637,-2353154.7777414587,-2338574.730261722,-2401788.8127848157,97829.30030498635,0,0,0,0,0,0,0,0,0,0,4326146.287538281,4340726.335018018,4493913.382371323,4389360.370061376,97829.30030498677,1987571.5572765602,1987571.5572765602,1987571.5572765602,1987571.5572765602,0
20-34,Female,oil,CED,MJ,-423870.29366208095,-403243.1133283991,-336890.4953128089,-387199.10010667687,47840.98739728325,0,0,0,0,0,-423870.29366208095,-403243.1133283991,-336890.4953128089,-387199.10010667687,47840.98739728325,-45384111.25955735,-43149856.31039146,-36144542.31466718,-41475800.5045815,5074440.389961504,-353637.7743498641,-336485.85622594133,-281134.3479295806,-323082.49125315616,39886.09036675367,-70232.51931221677,-66757.25710245773,-55756.14738322823,-64116.60885352073,7954.942443030752,5742990.047539729,5809342.665555319,5829969.845889,5793298.652333598,47840.98739728333,5406099.55222692,5406099.55222692,5406099.55222692,5406099.55222692,0,4790973.401643278,4846324.90993964,4863476.8280635625,4832921.544966855,39886.090366754346,4509839.053713699,4509839.053713699,4509839.053713699,4509839.053713699,0,952016.6458964497,963017.7556156791,966493.0178254382,960377.1073667421,7954.942443030748,896260.4985132214,896260.4985132214,896260.4985132214,896260.4985132214,0,-353637.7743498641,-336485.85622594133,-281134.3479295806,-323082.49125315616,39886.09036675367,-70232.51931221677,-66757.25710245773,-55756.14738322823,-64116.60885352073,7954.942443030752,0,0,0,0,0,0,0,0,0,0,952016.6458964497,963017.7556156791,966493.0178254382,960377.1073667421,7954.942443030748,896260.4985132214,896260.4985132214,896260.4985132214,896260.4985132214,0
20-34,Female,oil,FL,mrh-eq,-22310.330361152483,-21069.669569567468,-17691.009719380192,-20319.494461285973,2516.5272637076346,0,0,0,0,0,-22310.330361152483,-21069.669569567468,-17691.009719380192,-20319.494461285973,2516.5272637076346,-45384111.25955735,-43149856.31039146,-36144542.31466718,-41475800.5045815,5074440.389961504,-18613.498178379206,-17581.4087865688,-14762.931414103392,-16954.60598633898,2098.0528992911345,-3696.8321827732766,-3488.2607829986637,-2928.078305276799,-3364.888474946996,418.47654080193604,301751.3333736529,305129.99322384025,306370.6540154252,304379.8181155587,2516.52726370766,284060.3236542727,284060.3236542727,284060.3236542727,284060.3236542727,0,251728.42642401194,254546.90379647733,255578.9931882877,253920.1009962475,2098.0528992911136,236965.4950099085,236965.4950099085,236965.4950099085,236965.49500990854,0,50022.906949641,50583.089427362866,50791.66082713749,50459.71711931121,418.4765408019391,47094.82864436421,47094.82864436421,47094.82864436421,47094.82864436421,0,-18613.498178379206,-17581.4087865688,-14762.931414103392,-16954.60598633898,2098.0528992911345,-3696.8321827732766,-3488.2607829986637,-2928.078305276799,-3364.888474946996,418.47654080193604,0,0,0,0,0,0,0,0,0,0,50022.906949641,50583.089427362866,50791.66082713749,50459.71711931121,418.4765408019391,47094.82864436421,47094.82864436421,47094.82864436421,47094.82864436421,0
20-34,Female,oil,Food_price,USD,-492020.0363671457,-472718.57283158985,-403853.264416038,-455327.750066679,48786.48692396963,0,0,0,0,0,-492020.0363671457,-472718.57283158985,-403853.264416038,-455327.750066679,48786.48692396963,-45384111.25955735,-43149856.31039146,-36144542.31466718,-41475800.5045815,5074440.389961504,-410516.51795740234,-394479.36625453696,-337038.9651868618,-379951.9103370598,40667.425035775006,-81503.51840974345,-78239.20657705284,-66814.29922917625,-75375.83972961917,8119.120073217001,6564225.901712046,6633091.210127598,6652392.673663153,6615700.387362688,48786.48692396935,6160372.637296007,6160372.637296007,6160372.637296007,6160372.637296007,0,5476271.788640188,5533712.189707862,5549749.341410728,5519184.733790386,40667.425035774584,5139232.823453326,5139232.823453326,5139232.823453326,5139232.823453326,0,1087954.1130718587,1099379.0204197352,1102643.3322524256,1096515.6535723014,8119.120073216866,1021139.8138426824,1021139.8138426824,1021139.8138426824,1021139.8138426825,0,-410516.51795740234,-394479.36625453696,-337038.9651868618,-379951.9103370598,40667.425035775006,-81503.51840974345,-78239.20657705284,-66814.29922917625,-75375.83972961917,8119.120073217001,0,0,0,0,0,0,0,0,0,0,1087954.1130718587,1099379.0204197352,1102643.3322524256,1096515.6535723014,8119.120073216866,1021139.8138426824,1021139.8138426824,1021139.8138426824,1021139.8138426825,0
20-34,Female,sat_fat,CED,MJ,-16795379.725431446,-16451940.213727467,-15744752.597759558,-16324309.29995065,563900.540626548,0,0,0,0,0,-16795379.725431446,-16451940.213727467,-15744752.597759558,-16324309.29995065,563900.540626548,-328159344.37323934,-321576419.16928285,-307728906.12567246,-319027440.9799306,10977113.173066506,-13070303.20725194,-12803079.301494244,-12248055.666004544,-12702096.94018477,441509.8059430366,-3725076.518179501,-3648860.9122332237,-3496696.9317550133,-3622212.3597658784,122395.24779710648,32589223.484521754,33296411.100489665,33639850.61219364,33168780.186712846,563900.5406265485,16844470.886762198,16844470.886762198,16844470.886762198,16844470.886762198,0,25349282.80186891,25904306.437358607,26171530.343116302,25803324.076049134,441509.8059430346,13101227.135864366,13101227.135864366,13101227.135864366,13101227.135864368,0,7239940.682652845,7392104.6631310545,7468320.269077332,7365456.110663709,122395.24779710626,3743243.7508978304,3743243.7508978304,3743243.7508978304,3743243.7508978304,0,-13070303.20725194,-12803079.301494244,-12248055.666004544,-12702096.94018477,441509.8059430366,-3725076.518179501,-3648860.9122332237,-3496696.9317550133,-3622212.3597658784,122395.24779710648,0,0,0,0,0,0,0,0,0,0,7239940.682652845,7392104.6631310545,7468320.269077332,7365456.110663709,122395.24779710626,3743243.7508978304,3743243.7508978304,3743243.7508978304,3743243.7508978304,0
20-34,Female,sat_fat,FL,mrh-eq,-442712.5047696627,-433660.2324522204,-415374.9427795796,-430420.5772398701,14659.179748285687,0,0,0,0,0,-442712.5047696627,-433660.2324522204,-415374.9427795796,-430420.5772398701,14659.179748285687,-328159344.37323934,-321576419.16928285,-307728906.12567246,-319027440.9799306,10977113.173066506,-344470.7350831416,-337429.24906109925,-323075.3902505092,-334863.50422301237,11477.84061735243,-98241.76968652109,-96230.98339112112,-92299.5525290704,-95557.07301685771,3181.472068645935,859949.3208372487,878234.6105098897,887286.8828273317,874994.9552975391,14659.179748285631,444574.3780576691,444574.3780576691,444574.3780576691,444574.3780576691,0,668801.4237893732,683155.2825999636,690196.7686220057,680589.5377618765,11477.84061735243,345726.03353886417,345726.03353886417,345726.03353886417,345726.03353886417,0,191147.89704787525,195079.327909926,197090.11420532598,194405.41753566256,3181.4720686459523,98848.34451880486,98848.34451880486,98848.34451880486,98848.34451880486,0,-344470.7350831416,-337429.24906109925,-323075.3902505092,-334863.50422301237,11477.84061735243,-98241.76968652109,-96230.98339112112,-92299.5525290704,-95557.07301685771,3181.472068645935,0,0,0,0,0,0,0,0,0,0,191147.89704787525,195079.327909926,197090.11420532598,194405.41753566256,3181.4720686459523,98848.34451880486,98848.34451880486,98848.34451880486,98848.34451880486,0
20-34,Female,sat_fat,Food_price,USD,-3011214.4660163084,-2949737.2836529347,-2838315.640218639,-2932212.9113473482,92256.24771627829,0,0,0,0,0,-3011214.4660163084,-2949737.2836529347,-2838315.640218639,-2932212.9113473482,92256.24771627829,-328159344.37323934,-321576419.16928285,-307728906.12567246,-319027440.9799306,10977113.173066506,-2341099.6751632085,-2293347.622907382,-2205775.6352090854,-2279375.7157345857,72243.69770757372,-670114.7908530997,-656389.6607455523,-632540.0050095534,-652837.1956127624,20014.075408951223,5883097.628267107,5994519.271701402,6055996.454064777,5976994.899395816,92256.24771627845,3044781.988048468,3044781.988048468,3044781.988048468,3044781.988048468,0,4571618.845938205,4659190.833636501,4706942.885892328,4645218.926463705,72243.69770757393,2365843.21072912,2365843.21072912,2365843.21072912,2365843.21072912,0,1311478.7823289018,1335328.4380649007,1349053.5681724483,1331775.9729321105,20014.07540895129,678938.7773193483,678938.7773193483,678938.7773193483,678938.7773193483,0,-2341099.6751632085,-2293347.622907382,-2205775.6352090854,-2279375.7157345857,72243.69770757372,-670114.7908530997,-656389.6607455523,-632540.0050095534,-652837.1956127624,20014.075408951223,0,0,0,0,0,0,0,0,0,0,1311478.7823289018,1335328.4380649007,1349053.5681724483,1331775.9729321105,20014.07540895129,678938.7773193483,678938.7773193483,678938.7773193483,678938.7773193483,0
20-34,Male,added_sugar,CED,MJ,-4517462.127528987,-4198302.614438262,-3728294.6456331084,-4145373.3317314447,417872.99426811846,0,0,0,0,0,-4517462.127528987,-4198302.614438262,-3728294.6456331084,-4145373.3317314447,417872.99426811846,-172008868.00072598,-159905022.72562605,-141956455.8600166,-157854243.22018412,15916457.788158406,-2989918.127863968,-2778742.8089078865,-2467650.104705576,-2743684.0772425425,276549.6333666239,-1527543.999665018,-1419559.805530375,-1260644.540927533,-1401689.2544889015,141323.36454659732,8310299.090660336,8780307.05946549,9099466.572556214,8727377.776758673,417872.9942681187,4582004.445027229,4582004.445027229,4582004.445027229,4582004.445027229,0,5500507.550391044,5811600.254593354,6022775.573549436,5776541.522928011,276549.6333666238,3032857.445685467,3032857.445685467,3032857.445685467,3032857.445685467,0,2809791.540269294,2968706.804872136,3076690.9990067794,2950836.2538306625,141323.3645465974,1549146.999341761,1549146.999341761,1549146.999341761,1549146.999341761,0,-2989918.127863968,-2778742.8089078865,-2467650.104705576,-2743684.0772425425,276549.6333666239,-1527543.999665018,-1419559.805530375,-1260644.540927533,-1401689.2544889015,141323.36454659732,0,0,0,0,0,0,0,0,0,0,2809791.540269294,2968706.804872136,3076690.9990067794,2950836.2538306625,141323.3645465974,1549146.999341761,1549146.999341761,1549146.999341761,1549146.999341761,0
