sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,HIS,added_sugar,CED,MJ,-3881264.8063337374,-3697460.066402728,-3592502.8263971643,-3725125.8558502533,153856.95993223798,0,0,0,0,0,-3881264.8063337374,-3697460.066402728,-3592502.8263971643,-3725125.8558502533,153856.95993223798,-154986053.48135158,-147678258.2812285,-143446966.1919752,-148757733.0569723,6144733.857820629,-2575594.953865488,-2453667.8053901624,-2383799.8945698445,-2471934.204567358,102176.76937989477,-1305669.8524682499,-1243792.261012566,-1208702.93182732,-1253191.6512828951,51680.317582354284,6884335.510294579,6989292.750300142,7173097.490231152,7016958.5397476675,153856.95993223827,3291832.683897414,3291832.683897414,3291832.683897414,3291832.683897414,0,4568335.590279087,4638203.501099405,4760130.6495747315,4656469.900276601,102176.76937989464,2184535.6957092434,2184535.6957092434,2184535.6957092434,2184535.6957092434,0,2315999.92001549,2351089.249200736,2412966.8406564198,2360488.6394710653,51680.317582354386,1107296.98818817,1107296.98818817,1107296.98818817,1107296.98818817,0,-2575594.953865488,-2453667.8053901624,-2383799.8945698445,-2471934.204567358,102176.76937989477,-1305669.8524682499,-1243792.261012566,-1208702.93182732,-1253191.6512828951,51680.317582354284,0,0,0,0,0,0,0,0,0,0,2315999.92001549,2351089.249200736,2412966.8406564198,2360488.6394710653,51680.317582354386,1107296.98818817,1107296.98818817,1107296.98818817,1107296.98818817,0
Female,HIS,added_sugar,FL,mrh-eq,-185158.75845149907,-176587.76114263223,-171156.73712453037,-177689.50615693573,7430.995181021682,0,0,0,0,0,-185158.75845149907,-176587.76114263223,-171156.73712453037,-177689.50615693573,7430.995181021682,-154986053.48135158,-147678258.2812285,-143446966.1919752,-148757733.0569723,6144733.857820629,-122880.2236524369,-117193.56425818827,-113579.25279690088,-117920.70388378871,4935.585095290817,-62278.5347990622,-59394.19688444397,-57577.48432762949,-59768.80227314704,2495.415010893519,328975.09164697013,334406.1156650719,342977.11297393875,335507.8606793754,7430.995181021673,157818.3545224397,157818.3545224397,157818.3545224397,157818.3545224397,0,218318.7952203074,221933.10668159474,227619.76607584336,222660.24630719516,4935.585095290804,104739.54242340647,104739.54242340647,104739.54242340647,104739.54242340646,0,110656.29642666271,112473.0089834772,115357.34689809545,112847.61437218027,2495.41501089352,53078.812099033225,53078.812099033225,53078.812099033225,53078.81209903323,0,-122880.2236524369,-117193.56425818827,-113579.25279690088,-117920.70388378871,4935.585095290817,-62278.5347990622,-59394.19688444397,-57577.48432762949,-59768.80227314704,2495.415010893519,0,0,0,0,0,0,0,0,0,0,110656.29642666271,112473.0089834772,115357.34689809545,112847.61437218027,2495.41501089352,53078.812099033225,53078.812099033225,53078.812099033225,53078.81209903323,0
Female,HIS,added_sugar,Food_price,USD,-3906827.0349946227,-3726751.412135324,-3592452.907528248,-3742813.5588904903,166043.75393073374,0,0,0,0,0,-3906827.0349946227,-3726751.412135324,-3592452.907528248,-3742813.5588904903,166043.75393073374,-154986053.48135158,-147678258.2812285,-143446966.1919752,-148757733.0569723,6144733.857820629,-2592680.5574603854,-2473220.784112713,-2383883.428940648,-2483790.0536480136,110273.76439000886,-1314146.4775342382,-1253530.628022612,-1208569.4785876006,-1259023.505242477,55770.087457820795,6910655.0421314975,7044953.546738573,7225029.169597871,7061015.693493739,166043.75393073325,3318202.134603249,3318202.134603249,3318202.134603249,3318202.134603249,0,4586023.232994141,4675360.588166204,4794820.361513877,4685929.8577015065,110273.7643900089,2202139.8040534924,2202139.8040534924,2202139.8040534924,2202139.8040534924,0,2324631.8091373565,2369592.9585723686,2430208.808083995,2375085.8357922332,55770.08745782102,1116062.3305497563,1116062.3305497563,1116062.3305497563,1116062.3305497563,0,-2592680.5574603854,-2473220.784112713,-2383883.428940648,-2483790.0536480136,110273.76439000886,-1314146.4775342382,-1253530.628022612,-1208569.4785876006,-1259023.505242477,55770.087457820795,0,0,0,0,0,0,0,0,0,0,2324631.8091373565,2369592.9585723686,2430208.808083995,2375085.8357922332,55770.08745782102,1116062.3305497563,1116062.3305497563,1116062.3305497563,1116062.3305497563,0
Female,HIS,oil,CED,MJ,-70242.23155463152,53655.0321695006,98332.79727724353,25858.716865504382,91931.33954726352,0,0,0,0,0,-70242.23155463152,53655.0321695006,98332.79727724353,25858.716865504382,91931.33954726352,-7613732.1260343855,5701747.070038883,10673149.334381169,2774000.7782034497,9953046.372109706,-58737.447792130006,44785.47663347587,82222.12575512173,21597.30986015656,76859.04638259641,-11504.78376250152,8869.555536024736,16110.671522121784,4261.40700534782,15072.375918137679,3442054.6678414196,3486732.432949162,3610629.6966732945,3514528.7482531588,91931.3395472633,3540387.4651186625,3540387.4651186625,3540387.4651186625,3540387.465118663,0,2875483.2286041174,2912919.8777257637,3016442.80215137,2936108.044499083,76859.04638259656,2957705.35435924,2957705.35435924,2957705.35435924,2957705.35435924,0,566571.4392373012,573812.5552233983,594186.8945219246,578420.7037540752,15072.375918137677,582682.1107594229,582682.1107594229,582682.1107594229,582682.1107594229,0,-58737.447792130006,44785.47663347587,82222.12575512173,21597.30986015656,76859.04638259641,-11504.78376250152,8869.555536024736,16110.671522121784,4261.40700534782,15072.375918137679,0,0,0,0,0,0,0,0,0,0,566571.4392373012,573812.5552233983,594186.8945219246,578420.7037540752,15072.375918137677,582682.1107594229,582682.1107594229,582682.1107594229,582682.1107594229,0
Female,HIS,oil,FL,mrh-eq,-3374.621966499298,3054.090297128875,5059.034554346537,1501.8909966339586,4637.848729866315,0,0,0,0,0,-3374.621966499298,3054.090297128875,5059.034554346537,1501.8909966339586,4637.848729866315,-7613732.1260343855,5701747.070038883,10673149.334381169,2774000.7782034497,9953046.372109706,-2821.6587319886057,2549.7466151846784,4230.269426983052,1254.7001115443588,3877.292443367773,-552.9632345106927,504.34368194419704,828.7651273634845,247.19088508959976,760.5606689064947,174607.74327498078,176612.6875321984,183041.3997958266,178164.88683269336,4637.848729866315,179666.7778293273,179666.7778293273,179666.7778293273,179666.7778293273,0,145862.07793027896,147542.60074207737,152914.00608925064,148837.64724571767,3877.292443367786,150092.34735726204,150092.34735726204,150092.34735726204,150092.34735726204,0,28745.665344701796,29070.08679012108,30127.39370657597,29327.239586975677,760.5606689064952,29574.43047206528,29574.43047206528,29574.43047206528,29574.430472065276,0,-2821.6587319886057,2549.7466151846784,4230.269426983052,1254.7001115443588,3877.292443367773,-552.9632345106927,504.34368194419704,828.7651273634845,247.19088508959976,760.5606689064947,0,0,0,0,0,0,0,0,0,0,28745.665344701796,29070.08679012108,30127.39370657597,29327.239586975677,760.5606689064952,29574.43047206528,29574.43047206528,29574.43047206528,29574.430472065276,0
Female,HIS,oil,Food_price,USD,-73276.11051073519,54994.671389980074,84793.20373636909,20443.00487969016,88411.91904160069,0,0,0,0,0,-73276.11051073519,54994.671389980074,84793.20373636909,20443.00487969016,88411.91904160069,-7613732.1260343855,5701747.070038883,10673149.334381169,2774000.7782034497,9953046.372109706,-61280.618504210855,45897.01539387926,70904.78069328953,17065.48255223721,73916.1928342814,-11995.492006524346,9097.655996100815,13888.423043079569,3377.5223274529526,14495.832494704466,3428693.8481499786,3458492.3804963673,3586763.162397083,3493044.0470066573,88411.9190416005,3513487.051886348,3513487.051886348,3513487.051886348,3513487.051886348,0,2864206.3964950535,2889214.1617944636,2996391.7956925537,2918045.694636106,73916.19283428144,2935111.177188343,2935111.177188343,2935111.177188343,2935111.177188343,0,564487.4516549248,569278.2187019037,590371.3667045289,574998.3523705516,14495.83249470451,578375.8746980046,578375.8746980046,578375.8746980046,578375.8746980046,0,-61280.618504210855,45897.01539387926,70904.78069328953,17065.48255223721,73916.1928342814,-11995.492006524346,9097.655996100815,13888.423043079569,3377.5223274529526,14495.832494704466,0,0,0,0,0,0,0,0,0,0,564487.4516549248,569278.2187019037,590371.3667045289,574998.3523705516,14495.83249470451,578375.8746980046,578375.8746980046,578375.8746980046,578375.8746980046,0
Female,HIS,sat_fat,CED,MJ,-9555989.821708217,-9524865.373288386,-9329535.504519155,-9467249.436323686,129209.57708331,0,0,0,0,0,-9555989.821708217,-9524865.373288386,-9329535.504519155,-9467249.436323686,129209.57708331,-184303977.93515518,-183504173.31641352,-179721994.6746264,-182457726.29078355,2576229.6208487037,-7372416.174456909,-7350448.680401082,-7200102.117413903,-7305403.3930567475,98725.76346384049,-2183573.647251309,-2174416.692887304,-2129433.3871052517,-2161846.0432669367,30503.667887134077,20529015.772974525,20724345.641743757,20755470.090163585,20666729.704779055,129209.57708330976,11199480.26845537,11199480.26845537,11199480.26845537,11199480.26845537,0,15842884.966469606,15993231.529456787,16015199.023512613,15948186.242112452,98725.76346384047,8642782.849055706,8642782.849055706,8642782.849055706,8642782.849055706,0,4686130.806504915,4731114.112286967,4740271.066650974,4718543.4626666,30503.66788713478,2556697.4193996633,2556697.4193996633,2556697.4193996633,2556697.4193996633,0,-7372416.174456909,-7350448.680401082,-7200102.117413903,-7305403.3930567475,98725.76346384049,-2183573.647251309,-2174416.692887304,-2129433.3871052517,-2161846.0432669367,30503.667887134077,0,0,0,0,0,0,0,0,0,0,4686130.806504915,4731114.112286967,4740271.066650974,4718543.4626666,30503.66788713478,2556697.4193996633,2556697.4193996633,2556697.4193996633,2556697.4193996633,0
Female,HIS,sat_fat,FL,mrh-eq,-257547.3640638758,-256698.16080775682,-251422.79844435898,-255145.1225245011,3492.7942778831343,0,0,0,0,0,-257547.3640638758,-256698.16080775682,-251422.79844435898,-255145.1225245011,3492.7942778831343,-184303977.93515518,-183504173.31641352,-179721994.6746264,-182457726.29078355,2576229.6208487037,-198685.2321624257,-198084.77816198714,-194024.7262567345,-196870.884160298,2668.6816640435127,-58862.13190145012,-58613.38264576974,-57398.07218762451,-58274.23836420313,824.6352950310044,553065.9449135719,558341.3072769699,559190.5105330888,556788.268993714,3492.7942778831575,301643.14646921295,301643.14646921295,301643.14646921295,301643.14646921295,0,426793.48269590765,430853.5346011602,431453.98860159883,429639.64059947105,2668.681664043493,232768.75643917313,232768.75643917313,232768.75643917313,232768.75643917313,0,126272.46221766435,127487.7726758096,127736.52193148996,127148.62839424296,824.6352950310032,68874.39003003985,68874.39003003985,68874.39003003985,68874.39003003985,0,-198685.2321624257,-198084.77816198714,-194024.7262567345,-196870.884160298,2668.6816640435127,-58862.13190145012,-58613.38264576974,-57398.07218762451,-58274.23836420313,824.6352950310044,0,0,0,0,0,0,0,0,0,0,126272.46221766435,127487.7726758096,127736.52193148996,127148.62839424296,824.6352950310032,68874.39003003985,68874.39003003985,68874.39003003985,68874.39003003985,0
Female,HIS,sat_fat,Food_price,USD,-1608840.0704001568,-1600079.105826218,-1561637.6940999504,-1589664.9138429447,26429.791537796846,0,0,0,0,0,-1608840.0704001568,-1600079.105826218,-1561637.6940999504,-1589664.9138429447,26429.791537796846,-184303977.93515518,-183504173.31641352,-179721994.6746264,-182457726.29078355,2576229.6208487037,-1239604.5411867958,-1233106.6542692652,-1203552.0747946198,-1225016.5867053652,20227.13149756039,-369235.5292133607,-366972.45155695284,-358085.6193053306,-364648.3271375794,6203.948328843527,3424003.214761154,3462444.626487421,3471205.59106136,3452030.4345041476,26429.791537796973,1862365.5206612034,1862365.5206612034,1862365.5206612034,1862365.5206612034,0,2638958.534725331,2668513.114199976,2675011.0011175065,2660423.046636076,20227.131497560342,1435406.459930711,1435406.459930711,1435406.459930711,1435406.4599307112,0,785044.680035823,793931.5122874451,796194.5899438532,791607.3878680718,6203.9483288435595,426959.06073049235,426959.06073049235,426959.06073049235,426959.0607304924,0,-1239604.5411867958,-1233106.6542692652,-1203552.0747946198,-1225016.5867053652,20227.13149756039,-369235.5292133607,-366972.45155695284,-358085.6193053306,-364648.3271375794,6203.948328843527,0,0,0,0,0,0,0,0,0,0,785044.680035823,793931.5122874451,796194.5899438532,791607.3878680718,6203.9483288435595,426959.06073049235,426959.06073049235,426959.06073049235,426959.0607304924,0
Female,NHB,added_sugar,CED,MJ,-4131641.446787121,-4008140.362547339,-3898800.599741789,-4013109.2472611046,122623.3425376238,0,0,0,0,0,-4131641.446787121,-4008140.362547339,-3898800.599741789,-4013109.2472611046,122623.3425376238,-162124863.49524012,-157242016.27127698,-153056972.2059623,-157486859.48483783,4777282.407149908,-2737014.0273144385,-2654887.2479119147,-2582799.6636750507,-2658409.772531444,81222.76249057292,-1394627.4194726825,-1353253.1146354247,-1316000.9360667379,-1354699.4747296602,41401.31231535989,6423207.811879195,6532547.574684745,6656048.658924527,6537516.459398511,122623.34253762382,2524407.2121374067,2524407.2121374067,2524407.2121374067,2524407.2121374067,0,4255153.067642575,4327240.65187944,4409367.431281963,4330763.176498969,81222.76249057292,1672353.4039675249,1672353.4039675249,1672353.4039675249,1672353.4039675249,0,2168054.7442366197,2205306.9228053065,2246681.227642564,2206753.282899542,41401.31231535965,852053.8081698816,852053.8081698816,852053.8081698816,852053.8081698815,0,-2737014.0273144385,-2654887.2479119147,-2582799.6636750507,-2658409.772531444,81222.76249057292,-1394627.4194726825,-1353253.1146354247,-1316000.9360667379,-1354699.4747296602,41401.31231535989,0,0,0,0,0,0,0,0,0,0,2168054.7442366197,2205306.9228053065,2246681.227642564,2206753.282899542,41401.31231535965,852053.8081698816,852053.8081698816,852053.8081698816,852053.8081698815,0
