sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,added_sugar,CED,MJ,-30373549.013864093,-29584394.166755494,-28414892.053550683,-29450938.985669106,1037330.6938309212,0,0,0,0,0,-30373549.013864093,-29584394.166755494,-28414892.053550683,-29450938.985669106,1037330.6938309212,-1215494156.2969365,-1183515573.8076653,-1137003987.6539695,-1178416274.2762883,41545987.287319906,-20134130.965350047,-19610394.28512494,-18835175.722122435,-19522155.028010063,687918.2474331531,-10239418.048514038,-9973999.881630557,-9579716.331428248,-9928783.957659038,349412.5598621904,50990897.007020555,52160399.12022538,52949553.967333965,52026943.93913898,1037330.6938309276,22576004.95346987,22576004.95346987,22576004.95346987,22576004.95346987,0,33800926.85258108,34576145.415583566,35099882.095808685,34487906.15846869,687918.2474331524,14965751.130458632,14965751.130458632,14965751.130458632,14965751.130458632,0,17189970.15443949,17584253.704641797,17849671.871525284,17539037.78067028,349412.55986219115,7610253.823011242,7610253.823011242,7610253.823011242,7610253.823011242,0,-20134130.965350047,-19610394.28512494,-18835175.722122435,-19522155.028010063,687918.2474331531,-10239418.048514038,-9973999.881630557,-9579716.331428248,-9928783.957659038,349412.5598621904,0,0,0,0,0,0,0,0,0,0,17189970.15443949,17584253.704641797,17849671.871525284,17539037.78067028,349412.55986219115,7610253.823011242,7610253.823011242,7610253.823011242,7610253.823011242,0
Female,added_sugar,FL,mrh-eq,-1439535.3736461313,-1398856.2494509493,-1346223.6838909623,-1394662.0594983862,49245.55381157132,0,0,0,0,0,-1439535.3736461313,-1398856.2494509493,-1346223.6838909623,-1394662.0594983862,49245.55381157132,-1215494156.2969365,-1183515573.8076653,-1137003987.6539695,-1178416274.2762883,41545987.287319906,-954286.9534854755,-927291.4266830591,-892403.479691312,-924522.1564411888,32658.425972104324,-485248.42016065633,-471564.8227678903,-453820.20419965056,-470139.9030571978,16587.132951299693,2419004.2614031625,2471636.8269631504,2512315.951158332,2467442.637010587,49245.5538115716,1072780.5775121998,1072780.5775121998,1072780.5775121998,1072780.5775121998,0,1603587.276397174,1638475.2233889215,1665470.7501913381,1635705.953147051,32658.425972104676,711183.7967058619,711183.7967058619,711183.7967058619,711183.7967058619,0,815416.9850059884,833161.6035742282,846845.2009669943,831736.6838635356,16587.132951299696,361596.7808063377,361596.7808063377,361596.7808063377,361596.7808063377,0,-954286.9534854755,-927291.4266830591,-892403.479691312,-924522.1564411888,32658.425972104324,-485248.42016065633,-471564.8227678903,-453820.20419965056,-470139.9030571978,16587.132951299693,0,0,0,0,0,0,0,0,0,0,815416.9850059884,833161.6035742282,846845.2009669943,831736.6838635356,16587.132951299696,361596.7808063377,361596.7808063377,361596.7808063377,361596.7808063377,0
Female,added_sugar,Food_price,USD,-37795632.797815524,-36607193.60600609,-35214063.575728975,-36535372.25917533,1360143.564357319,0,0,0,0,0,-37795632.797815524,-36607193.60600609,-35214063.575728975,-36535372.25917533,1360143.564357319,-1215494156.2969365,-1183515573.8076653,-1137003987.6539695,-1178416274.2762883,41545987.287319906,-25054235.655038092,-24265824.335782815,-23342404.13413382,-24218452.79810081,901897.5003955361,-12741397.142777422,-12341369.27022328,-11871659.441595156,-12316919.461074516,458246.1427929835,63206096.18727516,64599226.21755229,65787665.40936171,64527404.87072152,1360143.5643573191,27992032.61154619,27992032.61154619,27992032.61154619,27992032.61154619,0,41898489.69101506,42821909.89266407,43610321.211919345,42774538.354982056,901897.5003955436,18556085.556881253,18556085.556881253,18556085.556881253,18556085.556881253,0,21307606.4962601,21777316.32488823,22177344.197442364,21752866.51573946,458246.14279298275,9435947.054664938,9435947.054664938,9435947.054664938,9435947.054664938,0,-25054235.655038092,-24265824.335782815,-23342404.13413382,-24218452.79810081,901897.5003955361,-12741397.142777422,-12341369.27022328,-11871659.441595156,-12316919.461074516,458246.1427929835,0,0,0,0,0,0,0,0,0,0,21307606.4962601,21777316.32488823,22177344.197442364,21752866.51573946,458246.14279298275,9435947.054664938,9435947.054664938,9435947.054664938,9435947.054664938,0
Female,oil,CED,MJ,-1721608.6643769317,-1469831.8611928828,-1467902.3553441653,-1557497.579556157,153603.78384448824,0,0,0,0,0,-1721608.6643769317,-1469831.8611928828,-1467902.3553441653,-1557497.579556157,153603.78384448824,-185830171.51569366,-158576451.90904942,-158355907.9104213,-168061776.6837919,16630518.69097086,-1435521.86206198,-1225382.9740109844,-1224098.9403391893,-1298665.3790563177,128101.16388630844,-286086.80231495167,-244448.8871818979,-243803.41500497618,-258832.20049983895,25503.30832689388,24716575.976344526,24718505.482193246,24970282.285377294,24806171.200556517,153603.78384448946,23248673.62100036,23248673.62100036,23248673.62100036,23248673.62100036,0,20619337.971074834,20620622.004746627,20830760.892797627,20693904.40979196,128101.16388630944,19395239.030735645,19395239.030735645,19395239.030735645,19395239.030735645,0,4097238.0052696923,4097883.4774466148,4139521.392579668,4112266.7907645553,25503.308326893937,3853434.5902647157,3853434.5902647157,3853434.5902647157,3853434.5902647157,0,-1435521.86206198,-1225382.9740109844,-1224098.9403391893,-1298665.3790563177,128101.16388630844,-286086.80231495167,-244448.8871818979,-243803.41500497618,-258832.20049983895,25503.30832689388,0,0,0,0,0,0,0,0,0,0,4097238.0052696923,4097883.4774466148,4139521.392579668,4112266.7907645553,25503.308326893937,3853434.5902647157,3853434.5902647157,3853434.5902647157,3853434.5902647157,0
Female,oil,FL,mrh-eq,-87387.7054453329,-73643.85319634105,-73580.79248832594,-78444.1309300171,8371.877215214408,0,0,0,0,0,-87387.7054453329,-73643.85319634105,-73580.79248832594,-78444.1309300171,8371.877215214408,-185830171.51569366,-158576451.90904942,-158355907.9104213,-168061776.6837919,16630518.69097086,-72865.46393844753,-61395.45321193844,-61358.56973553283,-65407.07680846597,6981.9860635313335,-14522.241506885335,-12248.399984402584,-12222.222752793085,-13037.054121551091,1389.920634255287,1264428.4123609427,1264491.4730689584,1278235.3253179502,1269291.7508026343,8371.877215214527,1190847.6198726168,1190847.6198726168,1190847.6198726168,1190847.6198726168,0,1054808.8594870083,1054845.7429634137,1066315.7536899226,1058857.3665599413,6981.986063531133,993450.2897514752,993450.2897514752,993450.2897514752,993450.2897514752,0,209619.55287393485,209645.73010554435,211919.57162802713,210434.38424269287,1389.9206342553107,197397.33012114177,197397.33012114177,197397.33012114177,197397.33012114177,0,-72865.46393844753,-61395.45321193844,-61358.56973553283,-65407.07680846597,6981.9860635313335,-14522.241506885335,-12248.399984402584,-12222.222752793085,-13037.054121551091,1389.920634255287,0,0,0,0,0,0,0,0,0,0,209619.55287393485,209645.73010554435,211919.57162802713,210434.38424269287,1389.9206342553107,197397.33012114177,197397.33012114177,197397.33012114177,197397.33012114177,0
Female,oil,Food_price,USD,-1840248.605312155,-1586272.8112708293,-1574688.2151030044,-1671322.3543843385,157988.40945093578,0,0,0,0,0,-1840248.605312155,-1586272.8112708293,-1574688.2151030044,-1671322.3543843385,157988.40945093578,-185830171.51569366,-158576451.90904942,-158355907.9104213,-168061776.6837919,16630518.69097086,-1534620.6235495508,-1322908.3242194795,-1313018.5474819753,-1393723.2444273978,131773.46007819354,-305627.981762604,-263364.4870513505,-261669.66762102913,-277599.1099569407,26215.277453830913,26333670.325952336,26345254.922120165,26599230.716161482,26430304.46523367,157988.40945093168,24758982.11084933,24758982.11084933,24758982.11084933,24758982.110849332,0,21968184.26204997,21978074.038787473,22189786.33811754,22048888.958995387,131773.46007819072,20655165.714567997,20655165.714567997,20655165.714567997,20655165.714567997,0,4365486.063902369,4367180.88333269,4409444.378043944,4381415.506238281,26215.277453830837,4103816.3962813397,4103816.3962813397,4103816.3962813397,4103816.3962813397,0,-1534620.6235495508,-1322908.3242194795,-1313018.5474819753,-1393723.2444273978,131773.46007819354,-305627.981762604,-263364.4870513505,-261669.66762102913,-277599.1099569407,26215.277453830913,0,0,0,0,0,0,0,0,0,0,4365486.063902369,4367180.88333269,4409444.378043944,4381415.506238281,26215.277453830837,4103816.3962813397,4103816.3962813397,4103816.3962813397,4103816.3962813397,0
Female,sat_fat,CED,MJ,-74317231.1596465,-73306209.04963695,-72003993.90330708,-73204036.05443685,1220704.4723228484,0,0,0,0,0,-74317231.1596465,-73306209.04963695,-72003993.90330708,-73204036.05443685,1220704.4723228484,-1428221000.5207136,-1409300398.786405,-1383751576.8383167,-1406974707.4833243,23491461.74261605,-57796608.141521774,-57016451.12771529,-55988055.043388866,-56929349.699462675,954854.2241247159,-16520623.018124724,-16289757.92192165,-16015938.859918218,-16274686.354974156,265943.73529514385,145713852.58391663,147016067.73024645,148027089.840256,146913894.73504636,1220704.472322825,73709858.68060951,73709858.68060951,73709858.68060951,73709858.68060951,0,113295311.07225975,114323707.15658617,115103864.17039262,114236605.72833355,954854.2241246942,57307256.028870866,57307256.028870866,57307256.028870866,57307256.02887086,0,32418541.511656858,32692360.573660284,32923225.66986335,32677289.00671279,265943.73529513646,16402602.651738632,16402602.651738632,16402602.651738632,16402602.651738634,0,-57796608.141521774,-57016451.12771529,-55988055.043388866,-56929349.699462675,954854.2241247159,-16520623.018124724,-16289757.92192165,-16015938.859918218,-16274686.354974156,265943.73529514385,0,0,0,0,0,0,0,0,0,0,32418541.511656858,32692360.573660284,32923225.66986335,32677289.00671279,265943.73529513646,16402602.651738632,16402602.651738632,16402602.651738632,16402602.651738634,0
Female,sat_fat,FL,mrh-eq,-1977660.8524321087,-1950059.352976487,-1916663.0370672857,-1948026.0840454064,32152.367422839045,0,0,0,0,0,-1977660.8524321087,-1950059.352976487,-1916663.0370672857,-1948026.0840454064,32152.367422839045,-1428221000.5207136,-1409300398.786405,-1383751576.8383167,-1406974707.4833243,23491461.74261605,-1537891.6847413871,-1516585.904678826,-1490205.4763070964,-1514805.326324732,25145.33100361573,-439769.1676907217,-433473.4482976612,-426457.56076018926,-433220.7577206747,7009.525766116853,3877789.703502575,3911186.0194117757,3938787.5188673977,3909152.750480696,32152.367422839023,1961126.6664352892,1961126.6664352892,1961126.6664352892,1961126.6664352892,0,3014780.1499629854,3041160.5783347148,3062466.358397276,3039379.999980621,25145.3310036156,1524574.6736558885,1524574.6736558885,1524574.6736558885,1524574.6736558888,0,863009.5535395895,870025.4410770615,876321.1604701219,869772.7505000749,7009.525766116854,436551.9927794002,436551.9927794002,436551.9927794002,436551.9927794002,0,-1537891.6847413871,-1516585.904678826,-1490205.4763070964,-1514805.326324732,25145.33100361573,-439769.1676907217,-433473.4482976612,-426457.56076018926,-433220.7577206747,7009.525766116853,0,0,0,0,0,0,0,0,0,0,863009.5535395895,870025.4410770615,876321.1604701219,869772.7505000749,7009.525766116854,436551.9927794002,436551.9927794002,436551.9927794002,436551.9927794002,0
Female,sat_fat,Food_price,USD,-11271583.163616307,-11150740.01336825,-10919582.78079412,-11112033.317815242,188271.5287537514,0,0,0,0,0,-11271583.163616307,-11150740.01336825,-10919582.78079412,-11112033.317815242,188271.5287537514,-1428221000.5207136,-1409300398.786405,-1383751576.8383167,-1406974707.4833243,23491461.74261605,-8765261.360378696,-8672228.5286882855,-8489753.967438089,-8640845.465684852,147528.9832336209,-2506321.803237613,-2478511.4846799667,-2429828.8133560303,-2471187.852130391,40755.99940890045,22197921.723507293,22429078.956081424,22549922.10632948,22390372.260528415,188271.52875375058,11278338.942713175,11278338.942713175,11278338.942713175,11278338.942713177,0,17257598.884662714,17440073.445912905,17533106.277603313,17408690.382909473,147528.98323361785,8767844.917224627,8767844.917224627,8767844.917224627,8767844.917224627,0,4940322.838844582,4989005.510168519,5016815.828726163,4981681.877618942,40755.99940889961,2510494.025488551,2510494.025488551,2510494.025488551,2510494.025488551,0,-8765261.360378696,-8672228.5286882855,-8489753.967438089,-8640845.465684852,147528.9832336209,-2506321.803237613,-2478511.4846799667,-2429828.8133560303,-2471187.852130391,40755.99940890045,0,0,0,0,0,0,0,0,0,0,4940322.838844582,4989005.510168519,5016815.828726163,4981681.877618942,40755.99940889961,2510494.025488551,2510494.025488551,2510494.025488551,2510494.025488551,0
Male,added_sugar,CED,MJ,-22024265.521620028,-21044626.49853486,-20557988.55069526,-21217609.331954356,786130.613402357,0,0,0,0,0,-22024265.521620028,-21044626.49853486,-20557988.55069526,-21217609.331954356,786130.613402357,-855936411.3237153,-815551811.4060372,-796617071.3190874,-823078078.0133103,31893823.133388788,-14601764.378610626,-13951316.612269219,-13630916.412499899,-14067122.775978724,520721.9149024397,-7422501.1430094,-7093309.88626563,-6927072.138195369,-7150486.555975634,265412.0200553272,40114584.76010574,40601222.70794533,41580861.7310305,40774205.541364826,786130.6134023549,19556596.209410474,19556596.209410474,19556596.209410474,19556596.209410474,0,26598405.09125231,26918805.291021638,27569253.057363033,27034611.454731137,520721.9149024403,12967488.67875241,12967488.67875241,12967488.67875241,12967488.67875241,0,13516179.668853432,13682417.41692369,14011608.673667455,13739594.086633692,265412.02005532413,6589107.530658062,6589107.530658062,6589107.530658062,6589107.530658062,0,-14601764.378610626,-13951316.612269219,-13630916.412499899,-14067122.775978724,520721.9149024397,-7422501.1430094,-7093309.88626563,-6927072.138195369,-7150486.555975634,265412.0200553272,0,0,0,0,0,0,0,0,0,0,13516179.668853432,13682417.41692369,14011608.673667455,13739594.086633692,265412.02005532413,6589107.530658062,6589107.530658062,6589107.530658062,6589107.530658062,0
