age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,CED,MJ,-7810591.933123139,-7725315.608585009,-7683716.230100132,-7740640.85281422,68082.83997937354,0,0,0,0,0,-7810591.933123139,-7725315.608585009,-7683716.230100132,-7740640.85281422,68082.83997937354,-183025738.5071785,-181300916.07220858,-179143578.6181156,-181149156.41637596,2047464.6045713627,-5753156.945688257,-5684423.836483324,-5641818.654928589,-5693591.5303956745,59134.50368796303,-2057487.924438558,-2041950.5121752205,-2040944.7091053622,-2047049.3224185463,9762.657037483683,18168229.549912505,18209828.928397387,18295105.252935514,18225154.172626596,68082.83997937517,10484513.319812376,10484513.319812376,10484513.319812376,10484513.319812376,0,13593329.421416072,13635934.602970809,13704667.712175742,13645102.296883158,59134.50368796338,7951510.766487483,7951510.766487483,7951510.766487483,7951510.766487483,0,4573947.262430256,4574953.065500114,4590490.477763452,4580051.87574344,9762.65703748367,2533002.553324894,2533002.553324894,2533002.553324894,2533002.553324894,0,-5753156.945688257,-5684423.836483324,-5641818.654928589,-5693591.5303956745,59134.50368796303,-2057487.924438558,-2041950.5121752205,-2040944.7091053622,-2047049.3224185463,9762.657037483683,0,0,0,0,0,0,0,0,0,0,4573947.262430256,4574953.065500114,4590490.477763452,4580051.87574344,9762.65703748367,2533002.553324894,2533002.553324894,2533002.553324894,2533002.553324894,0
20-34,HIS,FL,mrh-eq,-238684.77358425764,-237410.12203421743,-236838.85402876654,-237656.923277933,994.7695820673918,0,0,0,0,0,-238684.77358425764,-237410.12203421743,-236838.85402876654,-237656.923277933,994.7695820673918,-183025738.5071785,-181300916.07220858,-179143578.6181156,-181149156.41637596,2047464.6045713627,-173449.20902295632,-172027.4003537411,-172002.10428370017,-172517.40477450402,871.8742517564389,-65400.272638981754,-65227.819449765855,-64803.70856348991,-65139.518503429,323.15927838321363,598187.6123644025,598758.8803698533,600033.5319198936,599005.6816135688,994.7695820673669,361348.758335636,361348.758335636,361348.758335636,361348.758335636,0,447367.8115422445,447393.1076122855,448814.9162815007,447883.11203304835,871.874251756447,275365.7072585444,275365.7072585444,275365.7072585444,275365.7072585444,0,150786.75964058144,151210.8705268574,151383.32371607333,151122.56958052056,323.15927838323483,85983.05107709157,85983.05107709157,85983.05107709157,85983.05107709157,0,-173449.20902295632,-172027.4003537411,-172002.10428370017,-172517.40477450402,871.8742517564389,-65400.272638981754,-65227.819449765855,-64803.70856348991,-65139.518503429,323.15927838321363,0,0,0,0,0,0,0,0,0,0,150786.75964058144,151210.8705268574,151383.32371607333,151122.56958052056,323.15927838323483,85983.05107709157,85983.05107709157,85983.05107709157,85983.05107709157,0
20-34,HIS,Food_price,USD,-3213461.6684425008,-3116674.8358727265,-3038965.0702729654,-3123368.543581503,92023.0825365016,0,0,0,0,0,-3213461.6684425008,-3116674.8358727265,-3038965.0702729654,-3123368.543581503,92023.0825365016,-183025738.5071785,-181300916.07220858,-179143578.6181156,-181149156.41637596,2047464.6045713627,-2222034.8206763156,-2159048.579510305,-2105397.6696504396,-2162324.1343545667,61453.48097543092,-991426.8477661854,-957626.2563624213,-933567.4006225269,-961044.4092269369,30595.88003129797,8487995.225371294,8565704.990971055,8662491.823540831,8572398.698679833,92023.08253650164,5449030.15509833,5449030.15509833,5449030.15509833,5449030.15509833,0,6219438.221377723,6273089.131237589,6336075.372403599,6276364.68608185,61453.48097543116,4114040.5517272837,4114040.5517272837,4114040.5517272837,4114040.5517272837,0,2268557.0039935717,2292615.859733467,2326416.4511372307,2296034.0125979823,30595.88003129819,1334989.6033710456,1334989.6033710456,1334989.6033710456,1334989.6033710456,0,-2222034.8206763156,-2159048.579510305,-2105397.6696504396,-2162324.1343545667,61453.48097543092,-991426.8477661854,-957626.2563624213,-933567.4006225269,-961044.4092269369,30595.88003129797,0,0,0,0,0,0,0,0,0,0,2268557.0039935717,2292615.859733467,2326416.4511372307,2296034.0125979823,30595.88003129819,1334989.6033710456,1334989.6033710456,1334989.6033710456,1334989.6033710456,0
20-34,NHB,CED,MJ,-5103291.2862308575,-4933879.989021457,-4745307.616496274,-4927156.80470013,188502.40089415308,0,0,0,0,0,-5103291.2862308575,-4933879.989021457,-4745307.616496274,-4927156.80470013,188502.40089415308,-147576095.37853098,-140463084.85832474,-133476072.00208792,-140507294.56498066,7421163.698683898,-3737101.9801420444,-3606095.91322556,-3479728.795772533,-3607723.6147916852,135466.9050327553,-1366189.3060888129,-1327784.0757958973,-1265578.8207237422,-1319433.1899084449,53444.46853127778,10552222.98157334,10740795.35409852,10910206.651307922,10734072.169777194,188502.40089415258,5806915.3650770625,5806915.3650770625,5806915.3650770625,5806915.3650770625,0,7885347.595610583,8011714.713063612,8142720.779980096,8013342.414629738,135466.90503275555,4405618.799838051,4405618.799838051,4405618.799838051,4405618.799838051,0,2666875.385962753,2729080.6410349086,2767485.871327824,2720729.7551474557,53444.46853127792,1401296.565239011,1401296.565239011,1401296.565239011,1401296.565239011,0,-3737101.9801420444,-3606095.91322556,-3479728.795772533,-3607723.6147916852,135466.9050327553,-1366189.3060888129,-1327784.0757958973,-1265578.8207237422,-1319433.1899084449,53444.46853127778,0,0,0,0,0,0,0,0,0,0,2666875.385962753,2729080.6410349086,2767485.871327824,2720729.7551474557,53444.46853127792,1401296.565239011,1401296.565239011,1401296.565239011,1401296.565239011,0
20-34,NHB,FL,mrh-eq,-161073.47739742635,-155427.52819961507,-148241.99074833537,-154887.3217948893,6769.598822984779,0,0,0,0,0,-161073.47739742635,-155427.52819961507,-148241.99074833537,-154887.3217948893,6769.598822984779,-147576095.37853098,-140463084.85832474,-133476072.00208792,-140507294.56498066,7421163.698683898,-116593.81350162522,-112183.2173826501,-107394.83307023482,-112050.6601217939,4842.929438348363,-44479.66389580113,-43244.31081696498,-40847.15767810054,-42836.661673095405,1944.1672039071395,342145.3511957443,349330.88864702405,354976.8378448353,348790.68224229827,6769.598822984765,193903.36044740898,193903.36044740898,193903.36044740898,193903.36044740898,0,254916.5077795122,259704.89209192747,264115.48821090267,259572.33483107132,4842.929438348369,147521.6747092774,147521.6747092774,147521.6747092774,147521.6747092774,0,87228.84341623212,89625.99655509654,90861.34963393271,89218.34741122696,1944.167203907142,46381.68573813157,46381.68573813157,46381.68573813157,46381.68573813157,0,-116593.81350162522,-112183.2173826501,-107394.83307023482,-112050.6601217939,4842.929438348363,-44479.66389580113,-43244.31081696498,-40847.15767810054,-42836.661673095405,1944.1672039071395,0,0,0,0,0,0,0,0,0,0,87228.84341623212,89625.99655509654,90861.34963393271,89218.34741122696,1944.167203907142,46381.68573813157,46381.68573813157,46381.68573813157,46381.68573813157,0
20-34,NHB,Food_price,USD,-2385511.6339011826,-2308793.861694552,-2140171.344428535,-2276546.5827263463,132111.92234561555,0,0,0,0,0,-2385511.6339011826,-2308793.861694552,-2140171.344428535,-2276546.5827263463,132111.92234561555,-147576095.37853098,-140463084.85832474,-133476072.00208792,-140507294.56498066,7421163.698683898,-1658479.8127202222,-1597307.1556919774,-1485913.9578670086,-1579685.913307162,92097.25554242426,-727031.8211809606,-711486.7060025748,-654257.3865615266,-696860.6694191844,40342.40325309223,5010369.344610121,5178991.861876138,5255709.634082769,5146744.582907933,132111.92234561575,2870198.000181585,2870198.000181585,2870198.000181585,2870198.000181585,0,3648552.9170042337,3759946.1148292017,3821118.771857447,3742324.872444387,92097.25554242385,2162638.9591372246,2162638.9591372246,2162638.9591372246,2162638.9591372246,0,1361816.4276058872,1419045.7470469354,1434590.8622253214,1404419.710463545,40342.40325309228,707559.0410443605,707559.0410443605,707559.0410443605,707559.0410443605,0,-1658479.8127202222,-1597307.1556919774,-1485913.9578670086,-1579685.913307162,92097.25554242426,-727031.8211809606,-711486.7060025748,-654257.3865615266,-696860.6694191844,40342.40325309223,0,0,0,0,0,0,0,0,0,0,1361816.4276058872,1419045.7470469354,1434590.8622253214,1404419.710463545,40342.40325309228,707559.0410443605,707559.0410443605,707559.0410443605,707559.0410443605,0
20-34,NHW,CED,MJ,-24493043.060418483,-24172206.077807307,-23846332.03612755,-24170438.68866043,340377.66472387145,0,0,0,0,0,-24493043.060418483,-24172206.077807307,-23846332.03612755,-24170438.68866043,340377.66472387145,-593435395.1815494,-577089909.6367567,-575599021.3218879,-582302049.0156773,10416389.867043477,-18412809.86496992,-18108114.442716476,-17861206.23401953,-18128390.65799946,290848.2609598677,-6080233.19544856,-6064091.635090832,-5985125.802108018,-6042048.030660977,53573.27550284929,54134206.60199582,54460080.64367559,54780917.62628675,54458313.25452871,340377.6647238715,30287874.565868273,30287874.565868273,30287874.565868273,30287874.565868273,0,41085492.62780936,41332400.83650631,41637096.25875976,41352677.05178929,290848.2609598696,23224286.39378983,23224286.39378983,23224286.39378983,23224286.39378983,0,13048713.97418646,13127679.807169275,13143821.367527,13105636.202739418,53573.27550284967,7063588.172078443,7063588.172078443,7063588.172078443,7063588.172078443,0,-18412809.86496992,-18108114.442716476,-17861206.23401953,-18128390.65799946,290848.2609598677,-6080233.19544856,-6064091.635090832,-5985125.802108018,-6042048.030660977,53573.27550284929,0,0,0,0,0,0,0,0,0,0,13048713.97418646,13127679.807169275,13143821.367527,13105636.202739418,53573.27550284967,7063588.172078443,7063588.172078443,7063588.172078443,7063588.172078443,0
20-34,NHW,FL,mrh-eq,-746027.7666726932,-737626.159749152,-731875.0036887615,-738556.1425081523,7492.2366099691335,0,0,0,0,0,-746027.7666726932,-737626.159749152,-731875.0036887615,-738556.1425081523,7492.2366099691335,-593435395.1815494,-577089909.6367567,-575599021.3218879,-582302049.0156773,10416389.867043477,-553104.9704373498,-544242.3911696167,-539974.3465012461,-545854.5085729018,7050.468397233943,-193359.5068772095,-192898.53453301755,-191876.39548518954,-192701.6339352505,798.9932650229184,1782449.0062063446,1788200.1622667352,1796601.7691902763,1789130.1450257355,7492.236609969072,1050574.0025175833,1050574.0025175833,1050574.0025175833,1050574.0025175833,0,1346639.828527821,1350907.8731961916,1359770.452463925,1352519.9905994767,7050.46839723402,806665.482026575,806665.482026575,806665.482026575,806665.482026575,0,435784.9159761977,436807.05502402567,437268.0273682177,436610.1544262587,798.9932650229237,243908.52049100815,243908.52049100815,243908.52049100815,243908.52049100815,0,-553104.9704373498,-544242.3911696167,-539974.3465012461,-545854.5085729018,7050.468397233943,-193359.5068772095,-192898.53453301755,-191876.39548518954,-192701.6339352505,798.9932650229184,0,0,0,0,0,0,0,0,0,0,435784.9159761977,436807.05502402567,437268.0273682177,436610.1544262587,798.9932650229237,243908.52049100815,243908.52049100815,243908.52049100815,243908.52049100815,0
20-34,NHW,Food_price,USD,-10027574.975491153,-9999193.832885012,-9910946.62013226,-9978188.194237078,64022.20455066526,0,0,0,0,0,-10027574.975491153,-9999193.832885012,-9910946.62013226,-9978188.194237078,64022.20455066526,-593435395.1815494,-577089909.6367567,-575599021.3218879,-582302049.0156773,10416389.867043477,-7002715.517665538,-6977547.286454216,-6966207.788473069,-6982399.473552522,19668.71689500374,-3024859.4578256127,-3021646.5464307955,-2944738.8316591894,-2995788.720684554,47745.93063895729,26275277.374285806,26363524.58703856,26391905.7296447,26342518.94839062,64022.20455066766,16364330.75415355,16364330.75415355,16364330.75415355,16364330.75415355,0,19315200.305956993,19326539.80393814,19351708.035149463,19331391.99103645,19668.71689500369,12348992.517483925,12348992.517483925,12348992.517483925,12348992.517483925,0,6960077.068328812,7036984.783100418,7040197.6944952365,7011126.957354177,47745.9306389584,4015338.236669623,4015338.236669623,4015338.236669623,4015338.236669623,0,-7002715.517665538,-6977547.286454216,-6966207.788473069,-6982399.473552522,19668.71689500374,-3024859.4578256127,-3021646.5464307955,-2944738.8316591894,-2995788.720684554,47745.93063895729,0,0,0,0,0,0,0,0,0,0,6960077.068328812,7036984.783100418,7040197.6944952365,7011126.957354177,47745.9306389584,4015338.236669623,4015338.236669623,4015338.236669623,4015338.236669623,0
20-34,OTH,CED,MJ,-3628542.597794012,-3565431.614792128,-3432193.395155493,-3540825.5668501104,105515.8622150328,0,0,0,0,0,-3628542.597794012,-3565431.614792128,-3432193.395155493,-3540825.5668501104,105515.8622150328,-95925231.56135792,-89718848.40185559,-87437272.76584375,-91095973.84869437,4623801.760275579,-2704507.7645709934,-2643357.0508985138,-2541368.1898723603,-2629027.876388453,86755.04236416388,-924034.8332230181,-922074.5638936145,-890825.2052831325,-911797.6904616571,19614.212992238103,9309740.873132186,9442979.09276882,9506090.075770704,9418373.044826802,105515.86221503241,5877547.477976691,5877547.477976691,5877547.477976691,5877547.477976691,0,7032811.566609563,7134800.427635718,7195951.141308198,7120471.253125657,86755.04236416484,4491443.376737204,4491443.376737204,4491443.376737204,4491443.376737204,0,2276929.306522619,2308178.665133101,2310138.934462505,2297901.791701144,19614.212992238216,1386104.1012394864,1386104.1012394864,1386104.1012394864,1386104.1012394864,0,-2704507.7645709934,-2643357.0508985138,-2541368.1898723603,-2629027.876388453,86755.04236416388,-924034.8332230181,-922074.5638936145,-890825.2052831325,-911797.6904616571,19614.212992238103,0,0,0,0,0,0,0,0,0,0,2276929.306522619,2308178.665133101,2310138.934462505,2297901.791701144,19614.212992238216,1386104.1012394864,1386104.1012394864,1386104.1012394864,1386104.1012394864,0
